Jordan-Wigner mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-15.686545446509985+0j)
IYZZZYIIIYZYII (-0.0065251719047396+0j)
IXZZZXIIIYZYII (-0.0065251719047396+0j)
IYZZZYIIIXZXII (-0.0065251719047396+0j)
IXZZZXIIIXZXII (-0.0065251719047396+0j)
IIIYYIIIIYZYII (0.003518441230597227+0j)
IIIXXIIIIYZYII (0.003518441230597227+0j)
IIIYYIIIIXZXII (0.003518441230597227+0j)
IIIXXIIIIXZXII (0.003518441230597227+0j)
IIYZYIIIIYZYII (0.013274650769396264+0j)
IIXZXIIIIYZYII (0.013274650769396264+0j)
IIYZYIIIIXZXII (0.013274650769396264+0j)
IIXZXIIIIXZXII (0.013274650769396264+0j)
YZZZYIIIIYZYII (-0.006523054766964699+0j)
XZZZXIIIIYZYII (-0.006523054766964699+0j)
YZZZYIIIIXZXII (-0.006523054766964699+0j)
XZZZXIIIIXZXII (-0.006523054766964699+0j)
IYZYIIIIIYZYII (-0.004470299994984606+0j)
IXZXIIIIIYZYII (-0.004470299994984606+0j)
IYZYIIIIIXZXII (-0.004470299994984606+0j)
IXZXIIIIIXZXII (-0.004470299994984606+0j)
IYYIIIIIIYZYII (-0.009374805904064825+0j)
IXXIIIIIIYZYII (-0.009374805904064825+0j)
IYYIIIIIIXZXII (-0.009374805904064825+0j)
IXXIIIIIIXZXII (-0.009374805904064825+0j)
YYIIIIIIIYZYII (0.008830672409714697+0j)
XXIIIIIIIYZYII (0.008830672409714697+0j)
YYIIIIIIIXZXII (0.008830672409714697+0j)
XXIIIIIIIXZXII (0.008830672409714697+0j)
IIIIIIIZYZZYII (-0.026350578587646865+0j)
IIIIIIIZXZZXII (-0.026350578587646865+0j)
IIIIIIZIYZZYII (-0.02521643980127433+0j)
IIIIIIZIXZZXII (-0.02521643980127433+0j)
IIIIIYYIYZZYII (0.010293518251255627+0j)
IIIIIXXIYZZYII (0.010293518251255627+0j)
IIIIIYYIXZZXII (0.010293518251255627+0j)
IIIIIXXIXZZXII (0.010293518251255627+0j)
IIIYZZYIYZZYII (0.012494465142899968+0j)
IIIXZZXIYZZYII (0.012494465142899968+0j)
IIIYZZYIXZZXII (0.012494465142899968+0j)
IIIXZZXIXZZXII (0.012494465142899968+0j)
IIYZZZYIYZZYII (0.018697393275214177+0j)
IIXZZZXIYZZYII (0.018697393275214177+0j)
IIYZZZYIXZZXII (0.018697393275214177+0j)
IIXZZZXIXZZXII (0.018697393275214177+0j)
YZZZZZYIYZZYII (-0.0015628626270266272+0j)
XZZZZZXIYZZYII (-0.0015628626270266272+0j)
YZZZZZYIXZZXII (-0.0015628626270266272+0j)
XZZZZZXIXZZXII (-0.0015628626270266272+0j)
IIIIIZIIYZZYII (-0.021131166329150623+0j)
IIIIIZIIXZZXII (-0.021131166329150623+0j)
IIIYZYIIYZZYII (-0.0026164642790611637+0j)
IIIXZXIIYZZYII (-0.0026164642790611637+0j)
IIIYZYIIXZZXII (-0.0026164642790611637+0j)
IIIXZXIIXZZXII (-0.0026164642790611637+0j)
IIYZZYIIYZZYII (-0.006527139642920691+0j)
IIXZZXIIYZZYII (-0.006527139642920691+0j)
IIYZZYIIXZZXII (-0.006527139642920691+0j)
IIXZZXIIXZZXII (-0.006527139642920691+0j)
YZZZZYIIYZZYII (0.01790005985621547+0j)
XZZZZXIIYZZYII (0.01790005985621547+0j)
YZZZZYIIXZZXII (0.01790005985621547+0j)
XZZZZXIIXZZXII (0.01790005985621547+0j)
IIIIZIIIYZZYII (-0.01443727421185273+0j)
IIIIZIIIXZZXII (-0.01443727421185273+0j)
IYZZYIIIYZZYII (0.034389683929490815+0j)
IXZZXIIIYZZYII (0.034389683929490815+0j)
IYZZYIIIXZZXII (0.034389683929490815+0j)
IXZZXIIIXZZXII (0.034389683929490815+0j)
IIIZIIIIYZZYII (-0.03756749286631631+0j)
IIIZIIIIXZZXII (-0.03756749286631631+0j)
IIYYIIIIYZZYII (-0.009026777407956479+0j)
IIXXIIIIYZZYII (-0.009026777407956479+0j)
IIYYIIIIXZZXII (-0.009026777407956479+0j)
IIXXIIIIXZZXII (-0.009026777407956479+0j)
YZZYIIIIYZZYII (0.004959725923055775+0j)
XZZXIIIIYZZYII (0.004959725923055775+0j)
YZZYIIIIXZZXII (0.004959725923055775+0j)
XZZXIIIIXZZXII (0.004959725923055775+0j)
IIZIIIIIYZZYII (-0.010956295206912076+0j)
IIZIIIIIXZZXII (-0.010956295206912076+0j)
YZYIIIIIYZZYII (0.011205081108704938+0j)
XZXIIIIIYZZYII (0.011205081108704938+0j)
YZYIIIIIXZZXII (0.011205081108704938+0j)
XZXIIIIIXZZXII (0.011205081108704938+0j)
IZIIIIIIYZZYII (-0.016701361616099933+0j)
IZIIIIIIXZZXII (-0.016701361616099933+0j)
ZIIIIIIIYZZYII (-0.023137425067224007+0j)
ZIIIIIIIXZZXII (-0.023137425067224007+0j)
IIIIYZYYZZZYII (0.010291764852320114+0j)
IIIIXZXYZZZYII (0.010291764852320114+0j)
IIIIYZYXZZZXII (0.010291764852320114+0j)
IIIIXZXXZZZXII (0.010291764852320114+0j)
IYZZZZYYZZZYII (-0.0015642268015562052+0j)
IXZZZZXYZZZYII (-0.0015642268015562052+0j)
IYZZZZYXZZZXII (-0.0015642268015562052+0j)
IXZZZZXXZZZXII (-0.0015642268015562052+0j)
IIIIYYIYZZZYII (-0.0033461526146732266+0j)
IIIIXXIYZZZYII (-0.0033461526146732266+0j)
IIIIYYIXZZZXII (-0.0033461526146732266+0j)
IIIIXXIXZZZXII (-0.0033461526146732266+0j)
IYZZZYIYZZZYII (0.007974635932211078+0j)
IXZZZXIYZZZYII (0.007974635932211078+0j)
IYZZZYIXZZZXII (0.007974635932211078+0j)
IXZZZXIXZZZXII (0.007974635932211078+0j)
IIIYYIIYZZZYII (-0.002615603062212267+0j)
IIIXXIIYZZZYII (-0.002615603062212267+0j)
IIIYYIIXZZZXII (-0.002615603062212267+0j)
IIIXXIIXZZZXII (-0.002615603062212267+0j)
IIYZYIIYZZZYII (-0.006523054766964699+0j)
IIXZXIIYZZZYII (-0.006523054766964699+0j)
IIYZYIIXZZZXII (-0.006523054766964699+0j)
IIXZXIIXZZZXII (-0.006523054766964699+0j)
YZZZYIIYZZZYII (0.008511119182498543+0j)
XZZZXIIYZZZYII (0.008511119182498543+0j)
YZZZYIIXZZZXII (0.008511119182498543+0j)
XZZZXIIXZZZXII (0.008511119182498543+0j)
IYZYIIIYZZZYII (0.004960031985055658+0j)
IXZXIIIYZZZYII (0.004960031985055658+0j)
IYZYIIIXZZZXII (0.004960031985055658+0j)
IXZXIIIXZZZXII (0.004960031985055658+0j)
IYYIIIIYZZZYII (0.011205456569596844+0j)
IXXIIIIYZZZYII (0.011205456569596844+0j)
IYYIIIIXZZZXII (0.011205456569596844+0j)
IXXIIIIXZZZXII (0.011205456569596844+0j)
YYIIIIIYZZZYII (-0.003213153520422858+0j)
XXIIIIIYZZZYII (-0.003213153520422858+0j)
YYIIIIIXZZZXII (-0.003213153520422858+0j)
XXIIIIIXZZZXII (-0.003213153520422858+0j)
IIIIIIIIIZZIII (0.11245926652355794+0j)
IIIIIIIYZYZIII (1.8855156182264734e-06+0j)
IIIIIIIXZXZIII (1.8855156182264734e-06+0j)
IIIIIIIIZIZIII (0.1258414959368584+0j)
IIIIIIIZIIZIII (0.1258425767548474+0j)
IIIIIIZIIIZIII (0.14591468453527617+0j)
IIIIIYYIIIZIII (-3.2179936620101157e-07+0j)
IIIIIXXIIIZIII (-3.2179936620101157e-07+0j)
IIIYZZYIIIZIII (-0.024035303747611265+0j)
IIIXZZXIIIZIII (-0.024035303747611265+0j)
IIYZZZYIIIZIII (-0.027731679983997143+0j)
IIXZZZXIIIZIII (-0.027731679983997143+0j)
YZZZZZYIIIZIII (-3.993097115833889e-06+0j)
XZZZZZXIIIZIII (-3.993097115833889e-06+0j)
IIIIIZIIIIZIII (0.13278619635235114+0j)
IIIYZYIIIIZIII (4.748369026065513e-07+0j)
IIIXZXIIIIZIII (4.748369026065513e-07+0j)
IIYZZYIIIIZIII (6.050617577952602e-06+0j)
IIXZZXIIIIZIII (6.050617577952602e-06+0j)
YZZZZYIIIIZIII (-0.03756754927200485+0j)
XZZZZXIIIIZIII (-0.03756754927200485+0j)
IIIIZIIIIIZIII (0.1327860392292896+0j)
IYZZYIIIIIZIII (-0.03756749286631631+0j)
IXZZXIIIIIZIII (-0.03756749286631631+0j)
IIIZIIIIIIZIII (0.18716071703351905+0j)
IIYYIIIIIIZIII (0.0167819148465216+0j)
IIXXIIIIIIZIII (0.0167819148465216+0j)
YZZYIIIIIIZIII (2.2437643036807547e-06+0j)
XZZXIIIIIIZIII (2.2437643036807547e-06+0j)
IIZIIIIIIIZIII (0.12141732481799568+0j)
YZYIIIIIIIZIII (2.378990575271152e-06+0j)
XZXIIIIIIIZIII (2.378990575271152e-06+0j)
IZIIIIIIIIZIII (0.13770737385487228+0j)
ZIIIIIIIIIZIII (0.13770888440709086+0j)
IIIIIIIYZIYIII (2.3218547107078154e-06+0j)
IIIIIIIXZIXIII (2.3218547107078154e-06+0j)
IIIIIIIIZYYIII (0.016976577952520427+0j)
IIIIIIIIZXXIII (0.016976577952520427+0j)
IIIIIIIZIYYIII (0.016977096064244787+0j)
IIIIIIIZIXXIII (0.016977096064244787+0j)
IIIIIIZIIYYIII (0.015264105849584462+0j)
IIIIIIZIIXXIII (0.015264105849584462+0j)
IIIIIYYIIYYIII (-2.0436200350211497e-06+0j)
IIIIIXXIIYYIII (-2.0436200350211497e-06+0j)
IIIIIYYIIXXIII (-2.0436200350211497e-06+0j)
IIIIIXXIIXXIII (-2.0436200350211497e-06+0j)
IIIYZZYIIYYIII (0.0021717159158687206+0j)
IIIXZZXIIYYIII (0.0021717159158687206+0j)
IIIYZZYIIXXIII (0.0021717159158687206+0j)
IIIXZZXIIXXIII (0.0021717159158687206+0j)
IIYZZZYIIYYIII (-0.012989533144794483+0j)
IIXZZZXIIYYIII (-0.012989533144794483+0j)
IIYZZZYIIXXIII (-0.012989533144794483+0j)
IIXZZZXIIXXIII (-0.012989533144794483+0j)
YZZZZZYIIYYIII (-2.5477243973232554e-06+0j)
XZZZZZXIIYYIII (-2.5477243973232554e-06+0j)
YZZZZZYIIXXIII (-2.5477243973232554e-06+0j)
XZZZZZXIIXXIII (-2.5477243973232554e-06+0j)
IIIIIZIIIYYIII (0.007863016470109918+0j)
IIIIIZIIIXXIII (0.007863016470109918+0j)
IIIYZYIIIYYIII (-6.523287095908169e-07+0j)
IIIXZXIIIYYIII (-6.523287095908169e-07+0j)
IIIYZYIIIXXIII (-6.523287095908169e-07+0j)
IIIXZXIIIXXIII (-6.523287095908169e-07+0j)
IIYZZYIIIYYIII (1.9711735208165562e-06+0j)
IIXZZXIIIYYIII (1.9711735208165562e-06+0j)
IIYZZYIIIXXIII (1.9711735208165562e-06+0j)
IIXZZXIIIXXIII (1.9711735208165562e-06+0j)
YZZZZYIIIYYIII (-0.009025383407045227+0j)
XZZZZXIIIYYIII (-0.009025383407045227+0j)
YZZZZYIIIXXIII (-0.009025383407045227+0j)
XZZZZXIIIXXIII (-0.009025383407045227+0j)
IIIIZIIIIYYIII (0.007861666954914687+0j)
IIIIZIIIIXXIII (0.007861666954914687+0j)
IYZZYIIIIYYIII (-0.009026777407956479+0j)
IXZZXIIIIYYIII (-0.009026777407956479+0j)
IYZZYIIIIXXIII (-0.009026777407956479+0j)
IXZZXIIIIXXIII (-0.009026777407956479+0j)
IIIZIIIIIYYIII (0.0167819148465216+0j)
IIIZIIIIIXXIII (0.0167819148465216+0j)
IIYYIIIIIYYIII (0.008958058294437741+0j)
IIXXIIIIIYYIII (0.008958058294437741+0j)
IIYYIIIIIXXIII (0.008958058294437741+0j)
IIXXIIIIIXXIII (0.008958058294437741+0j)
YZZYIIIIIYYIII (-4.934749570446786e-07+0j)
XZZXIIIIIYYIII (-4.934749570446786e-07+0j)
YZZYIIIIIXXIII (-4.934749570446786e-07+0j)
XZZXIIIIIXXIII (-4.934749570446786e-07+0j)
IIZIIIIIIYYIII (0.01224841079668985+0j)
IIZIIIIIIXXIII (0.01224841079668985+0j)
YZYIIIIIIYYIII (-2.004107495822251e-06+0j)
XZXIIIIIIYYIII (-2.004107495822251e-06+0j)
YZYIIIIIIXXIII (-2.004107495822251e-06+0j)
XZXIIIIIIXXIII (-2.004107495822251e-06+0j)
IZIIIIIIIYYIII (0.007339314537327554+0j)
IZIIIIIIIXXIII (0.007339314537327554+0j)
ZIIIIIIIIYYIII (0.0073405124573875415+0j)
ZIIIIIIIIXXIII (0.0073405124573875415+0j)
IIIIIIIYIZYIII (2.4886457901072967e-06+0j)
IIIIIIIXIZXIII (2.4886457901072967e-06+0j)
IIIIYZYIYZYIII (0.013267432774370577+0j)
IIIIXZXIYZYIII (0.013267432774370577+0j)
IIIIYZYIXZXIII (0.013267432774370577+0j)
IIIIXZXIXZXIII (0.013267432774370577+0j)
IYZZZZYIYZYIII (0.003747015383252984+0j)
IXZZZZXIYZYIII (0.003747015383252984+0j)
IYZZZZYIXZXIII (0.003747015383252984+0j)
IXZZZZXIXZXIII (0.003747015383252984+0j)
IIIIYYIIYZYIII (-0.0050805022331693135+0j)
IIIIXXIIYZYIII (-0.0050805022331693135+0j)
IIIIYYIIXZXIII (-0.0050805022331693135+0j)
IIIIXXIIXZXIII (-0.0050805022331693135+0j)
IYZZZYIIYZYIII (0.004960888051058702+0j)
IXZZZXIIYZYIII (0.004960888051058702+0j)
IYZZZYIIXZXIII (0.004960888051058702+0j)
IXZZZXIIXZXIII (0.004960888051058702+0j)
IIIYYIIIYZYIII (0.004611947371018283+0j)
IIIXXIIIYZYIII (0.004611947371018283+0j)
IIIYYIIIXZXIII (0.004611947371018283+0j)
IIIXXIIIXZXIII (0.004611947371018283+0j)
IIYZYIIIYZYIII (-0.004470299994984606+0j)
IIXZXIIIYZYIII (-0.004470299994984606+0j)
IIYZYIIIXZXIII (-0.004470299994984606+0j)
IIXZXIIIXZXIII (-0.004470299994984606+0j)
YZZZYIIIYZYIII (0.004960031985055658+0j)
XZZZXIIIYZYIII (0.004960031985055658+0j)
YZZZYIIIXZXIII (0.004960031985055658+0j)
XZZZXIIIXZXIII (0.004960031985055658+0j)
IYZYIIIIYZYIII (0.011865877918013872+0j)
IXZXIIIIYZYIII (0.011865877918013872+0j)
IYZYIIIIXZXIII (0.011865877918013872+0j)
IXZXIIIIXZXIII (0.011865877918013872+0j)
IYYIIIIIYZYIII (0.009637263415192873+0j)
IXXIIIIIYZYIII (0.009637263415192873+0j)
IYYIIIIIXZXIII (0.009637263415192873+0j)
IXXIIIIIXZXIII (0.009637263415192873+0j)
YYIIIIIIYZYIII (-0.0036434765235461583+0j)
XXIIIIIIYZYIII (-0.0036434765235461583+0j)
YYIIIIIIXZXIII (-0.0036434765235461583+0j)
XXIIIIIIXZXIII (-0.0036434765235461583+0j)
IIIIIIZYZZYIII (1.908486444544594e-06+0j)
IIIIIIZXZZXIII (1.908486444544594e-06+0j)
IIIIIYYYZZYIII (0.013267988528260662+0j)
IIIIIXXYZZYIII (0.013267988528260662+0j)
IIIIIYYXZZXIII (0.013267988528260662+0j)
IIIIIXXXZZXIII (0.013267988528260662+0j)
IIIYZZYYZZYIII (3.2228357101507304e-07+0j)
IIIXZZXYZZYIII (3.2228357101507304e-07+0j)
IIIYZZYXZZXIII (3.2228357101507304e-07+0j)
IIIXZZXXZZXIII (3.2228357101507304e-07+0j)
IIYZZZYYZZYIII (-2.5765900172490443e-06+0j)
IIXZZZXYZZYIII (-2.5765900172490443e-06+0j)
IIYZZZYXZZXIII (-2.5765900172490443e-06+0j)
IIXZZZXXZZXIII (-2.5765900172490443e-06+0j)
YZZZZZYYZZYIII (0.0037471057980907716+0j)
XZZZZZXYZZYIII (0.0037471057980907716+0j)
YZZZZZYXZZXIII (0.0037471057980907716+0j)
XZZZZZXXZZXIII (0.0037471057980907716+0j)
IIIIIZIYZZYIII (-0.005079062175328535+0j)
IIIIIZIXZZXIII (-0.005079062175328535+0j)
IIIYZYIYZZYIII (0.004611853113453864+0j)
IIIXZXIYZZYIII (0.004611853113453864+0j)
IIIYZYIXZZXIII (0.004611853113453864+0j)
IIIXZXIXZZXIII (0.004611853113453864+0j)
IIYZZYIYZZYIII (-0.004469411314376045+0j)
IIXZZXIYZZYIII (-0.004469411314376045+0j)
IIYZZYIXZZXIII (-0.004469411314376045+0j)
IIXZZXIXZZXIII (-0.004469411314376045+0j)
YZZZZYIYZZYIII (-0.004962461634132539+0j)
XZZZZXIYZZYIII (-0.004962461634132539+0j)
YZZZZYIXZZXIII (-0.004962461634132539+0j)
XZZZZXIXZZXIII (-0.004962461634132539+0j)
IIIIZIIYZZYIII (0.00508155899260825+0j)
IIIIZIIXZZXIII (0.00508155899260825+0j)
IYZZYIIYZZYIII (0.004959725923055775+0j)
IXZZXIIYZZYIII (0.004959725923055775+0j)
IYZZYIIXZZXIII (0.004959725923055775+0j)
IXZZXIIXZZXIII (0.004959725923055775+0j)
IIIZIIIYZZYIII (2.2437643036807547e-06+0j)
IIIZIIIXZZXIII (2.2437643036807547e-06+0j)
IIYYIIIYZZYIII (-4.934749570446786e-07+0j)
IIXXIIIYZZYIII (-4.934749570446786e-07+0j)
IIYYIIIXZZXIII (-4.934749570446786e-07+0j)
IIXXIIIXZZXIII (-4.934749570446786e-07+0j)
YZZYIIIYZZYIII (0.011866307652243478+0j)
XZZXIIIYZZYIII (0.011866307652243478+0j)
YZZYIIIXZZXIII (0.011866307652243478+0j)
XZZXIIIXZZXIII (0.011866307652243478+0j)
IIZIIIIYZZYIII (4.3259622065300665e-06+0j)
IIZIIIIXZZXIII (4.3259622065300665e-06+0j)
YZYIIIIYZZYIII (0.009636583606857247+0j)
XZXIIIIYZZYIII (0.009636583606857247+0j)
YZYIIIIXZZXIII (0.009636583606857247+0j)
XZXIIIIXZZXIII (0.009636583606857247+0j)
IZIIIIIYZZYIII (0.0036459651693362665+0j)
IZIIIIIXZZXIII (0.0036459651693362665+0j)
ZIIIIIIYZZYIII (-0.003646593722016608+0j)
ZIIIIIIXZZXIII (-0.003646593722016608+0j)
IIIIIIIIZZIIII (0.10262409895003849+0j)
IIIIIIIZIZIIII (0.10262436999913446+0j)
IIIIIIZIIZIIII (0.136931355808578+0j)
IIIIIYYIIZIIII (6.172287923114639e-06+0j)
IIIIIXXIIZIIII (6.172287923114639e-06+0j)
IIIYZZYIIZIIII (0.01340556526316827+0j)
IIIXZZXIIZIIII (0.01340556526316827+0j)
IIYZZZYIIZIIII (-0.02470870310605143+0j)
IIXZZZXIIZIIII (-0.02470870310605143+0j)
YZZZZZYIIZIIII (-3.152673027133346e-06+0j)
XZZZZZXIIZIIII (-3.152673027133346e-06+0j)
IIIIIZIIIZIIII (0.12591791053546852+0j)
IIIYZYIIIZIIII (-9.71007192611742e-07+0j)
IIIXZXIIIZIIII (-9.71007192611742e-07+0j)
IIYZZYIIIZIIII (-3.540470285782332e-07+0j)
IIXZZXIIIZIIII (-3.540470285782332e-07+0j)
YZZZZYIIIZIIII (-0.010962244693026568+0j)
XZZZZXIIIZIIII (-0.010962244693026568+0j)
IIIIZIIIIZIIII (0.12592342117985134+0j)
IYZZYIIIIZIIII (-0.010956295206912076+0j)
IXZZXIIIIZIIII (-0.010956295206912076+0j)
IIIZIIIIIZIIII (0.12141732481799568+0j)
IIYYIIIIIZIIII (0.01224841079668985+0j)
IIXXIIIIIZIIII (0.01224841079668985+0j)
YZZYIIIIIZIIII (4.3259622065300665e-06+0j)
XZZXIIIIIZIIII (4.3259622065300665e-06+0j)
IIZIIIIIIZIIII (0.13508099722007194+0j)
YZYIIIIIIZIIII (5.0151347811607655e-06+0j)
XZXIIIIIIZIIII (5.0151347811607655e-06+0j)
IZIIIIIIIZIIII (0.12620166169663172+0j)
ZIIIIIIIIZIIII (0.12619685852263252+0j)
IIIIIIIYIYIIII (1.7878306688041967e-06+0j)
IIIIIIIXIXIIII (1.7878306688041967e-06+0j)
IIIIYZYIYYIIII (0.022861174142199934+0j)
IIIIXZXIYYIIII (0.022861174142199934+0j)
IIIIYZYIXXIIII (0.022861174142199934+0j)
IIIIXZXIXXIIII (0.022861174142199934+0j)
IYZZZZYIYYIIII (-0.0002791266248977249+0j)
IXZZZZXIYYIIII (-0.0002791266248977249+0j)
IYZZZZYIXXIIII (-0.0002791266248977249+0j)
IXZZZZXIXXIIII (-0.0002791266248977249+0j)
IIIIYYIIYYIIII (-0.011105916466305599+0j)
IIIIXXIIYYIIII (-0.011105916466305599+0j)
IIIIYYIIXXIIII (-0.011105916466305599+0j)
IIIIXXIIXXIIII (-0.011105916466305599+0j)
IYZZZYIIYYIIII (0.011207305027060339+0j)
IXZZZXIIYYIIII (0.011207305027060339+0j)
IYZZZYIIXXIIII (0.011207305027060339+0j)
IXZZZXIIXXIIII (0.011207305027060339+0j)
IIIYYIIIYYIIII (-0.004406455550420382+0j)
IIIXXIIIYYIIII (-0.004406455550420382+0j)
IIIYYIIIXXIIII (-0.004406455550420382+0j)
IIIXXIIIXXIIII (-0.004406455550420382+0j)
IIYZYIIIYYIIII (-0.009374805904064825+0j)
IIXZXIIIYYIIII (-0.009374805904064825+0j)
IIYZYIIIXXIIII (-0.009374805904064825+0j)
IIXZXIIIXXIIII (-0.009374805904064825+0j)
YZZZYIIIYYIIII (0.011205456569596844+0j)
XZZZXIIIYYIIII (0.011205456569596844+0j)
YZZZYIIIXXIIII (0.011205456569596844+0j)
XZZZXIIIXXIIII (0.011205456569596844+0j)
IYZYIIIIYYIIII (0.009637263415192873+0j)
IXZXIIIIYYIIII (0.009637263415192873+0j)
IYZYIIIIXXIIII (0.009637263415192873+0j)
IXZXIIIIXXIIII (0.009637263415192873+0j)
IYYIIIIIYYIIII (0.023577562746593225+0j)
IXXIIIIIYYIIII (0.023577562746593225+0j)
IYYIIIIIXXIIII (0.023577562746593225+0j)
IXXIIIIIXXIIII (0.023577562746593225+0j)
YYIIIIIIYYIIII (-0.010184010141371103+0j)
XXIIIIIIYYIIII (-0.010184010141371103+0j)
YYIIIIIIXXIIII (-0.010184010141371103+0j)
XXIIIIIIXXIIII (-0.010184010141371103+0j)
IIIIIIZYZYIIII (-4.085209060090012e-07+0j)
IIIIIIZXZXIIII (-4.085209060090012e-07+0j)
IIIIIYYYZYIIII (0.022859836988398555+0j)
IIIIIXXYZYIIII (0.022859836988398555+0j)
IIIIIYYXZXIIII (0.022859836988398555+0j)
IIIIIXXXZXIIII (0.022859836988398555+0j)
IIIYZZYYZYIIII (-2.6585517351706807e-06+0j)
IIIXZZXYZYIIII (-2.6585517351706807e-06+0j)
IIIYZZYXZXIIII (-2.6585517351706807e-06+0j)
IIIXZZXXZXIIII (-2.6585517351706807e-06+0j)
IIYZZZYYZYIIII (2.5254573172571633e-07+0j)
IIXZZZXYZYIIII (2.5254573172571633e-07+0j)
IIYZZZYXZXIIII (2.5254573172571633e-07+0j)
IIXZZZXXZXIIII (2.5254573172571633e-07+0j)
YZZZZZYYZYIIII (-0.0002777029780166452+0j)
XZZZZZXYZYIIII (-0.0002777029780166452+0j)
YZZZZZYXZXIIII (-0.0002777029780166452+0j)
XZZZZZXXZXIIII (-0.0002777029780166452+0j)
IIIIIZIYZYIIII (-0.011101837245975077+0j)
IIIIIZIXZXIIII (-0.011101837245975077+0j)
IIIYZYIYZYIIII (-0.00440574913199407+0j)
IIIXZXIYZYIIII (-0.00440574913199407+0j)
IIIYZYIXZXIIII (-0.00440574913199407+0j)
IIIXZXIXZXIIII (-0.00440574913199407+0j)
IIYZZYIYZYIIII (-0.009370236076583672+0j)
IIXZZXIYZYIIII (-0.009370236076583672+0j)
IIYZZYIXZXIIII (-0.009370236076583672+0j)
IIXZZXIXZXIIII (-0.009370236076583672+0j)
YZZZZYIYZYIIII (-0.011208407740635876+0j)
XZZZZXIYZYIIII (-0.011208407740635876+0j)
YZZZZYIXZXIIII (-0.011208407740635876+0j)
XZZZZXIXZXIIII (-0.011208407740635876+0j)
IIIIZIIYZYIIII (0.011103848553149304+0j)
IIIIZIIXZXIIII (0.011103848553149304+0j)
IYZZYIIYZYIIII (0.011205081108704938+0j)
IXZZXIIYZYIIII (0.011205081108704938+0j)
IYZZYIIXZXIIII (0.011205081108704938+0j)
IXZZXIIXZXIIII (0.011205081108704938+0j)
IIIZIIIYZYIIII (2.378990575271152e-06+0j)
IIIZIIIXZXIIII (2.378990575271152e-06+0j)
IIYYIIIYZYIIII (-2.004107495822251e-06+0j)
IIXXIIIYZYIIII (-2.004107495822251e-06+0j)
IIYYIIIXZXIIII (-2.004107495822251e-06+0j)
IIXXIIIXZXIIII (-2.004107495822251e-06+0j)
YZZYIIIYZYIIII (0.009636583606857247+0j)
XZZXIIIYZYIIII (0.009636583606857247+0j)
YZZYIIIXZXIIII (0.009636583606857247+0j)
XZZXIIIXZXIIII (0.009636583606857247+0j)
IIZIIIIYZYIIII (5.0151347811607655e-06+0j)
IIZIIIIXZXIIII (5.0151347811607655e-06+0j)
YZYIIIIYZYIIII (0.02357248852349805+0j)
XZXIIIIYZYIIII (0.02357248852349805+0j)
YZYIIIIXZXIIII (0.02357248852349805+0j)
XZXIIIIXZXIIII (0.02357248852349805+0j)
IZIIIIIYZYIIII (0.010185797972039907+0j)
IZIIIIIXZXIIII (0.010185797972039907+0j)
ZIIIIIIYZYIIII (-0.010189901394205522+0j)
ZIIIIIIXZXIIII (-0.010189901394205522+0j)
IIIIIIIZZIIIII (0.11361442823860414+0j)
IIIIIIZIZIIIII (0.1369809367735678+0j)
IIIIIYYIZIIIII (0.007611057509153649+0j)
IIIIIXXIZIIIII (0.007611057509153649+0j)
IIIYZZYIZIIIII (-0.0035488543624550783+0j)
IIIXZZXIZIIIII (-0.0035488543624550783+0j)
IIYZZZYIZIIIII (-0.019901421150550536+0j)
IIXZZZXIZIIIII (-0.019901421150550536+0j)
YZZZZZYIZIIIII (-0.006089039255437851+0j)
XZZZZZXIZIIIII (-0.006089039255437851+0j)
IIIIIZIIZIIIII (0.12175009370675371+0j)
IIIYZYIIZIIIII (-0.0036848174026188557+0j)
IIIXZXIIZIIIII (-0.0036848174026188557+0j)
IIYZZYIIZIIIII (-0.008828183859845882+0j)
IIXZZXIIZIIIII (-0.008828183859845882+0j)
YZZZZYIIZIIIII (-0.02313476425313254+0j)
XZZZZXIIZIIIII (-0.02313476425313254+0j)
IIIIZIIIZIIIII (0.13993689756448216+0j)
IYZZYIIIZIIIII (-0.016701361616099933+0j)
IXZZXIIIZIIIII (-0.016701361616099933+0j)
IIIZIIIIZIIIII (0.13770737385487228+0j)
IIYYIIIIZIIIII (0.007339314537327554+0j)
IIXXIIIIZIIIII (0.007339314537327554+0j)
YZZYIIIIZIIIII (0.0036459651693362665+0j)
XZZXIIIIZIIIII (0.0036459651693362665+0j)
IIZIIIIIZIIIII (0.12620166169663172+0j)
YZYIIIIIZIIIII (0.010185797972039907+0j)
XZXIIIIIZIIIII (0.010185797972039907+0j)
IZIIIIIIZIIIII (0.1441534387491433+0j)
ZIIIIIIIZIIIII (0.12379155768570385+0j)
IIIIYZYYYIIIII (-0.0076075185888425725+0j)
IIIIXZXYYIIIII (-0.0076075185888425725+0j)
IIIIYZYXXIIIII (-0.0076075185888425725+0j)
IIIIXZXXXIIIII (-0.0076075185888425725+0j)
IYZZZZYYYIIIII (0.006086293737244728+0j)
IXZZZZXYYIIIII (0.006086293737244728+0j)
IYZZZZYXXIIIII (0.006086293737244728+0j)
IXZZZZXXXIIIII (0.006086293737244728+0j)
IIIIYYIYYIIIII (0.009092328400696398+0j)
