Bravyi-Kitaev mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-15.686545446509985+0j)
IIXIYIYZYXXYZI (0.00520131793120037+0j)
IIXIXZXIXXYYZI (0.00520131793120037+0j)
XYZIIIYZYYXXZI (0.00953714873706859+0j)
XXZIIIXIXYYXZI (0.00953714873706859+0j)
XYZIIIYZYXXYZI (-0.00953714873706859+0j)
XXZIIIXIXXYYZI (-0.00953714873706859+0j)
IIIIZXIIXYYXZI (-0.007320446767137465+0j)
IIIIIXIIXYYXZI (0.007320446767137465+0j)
IIIIZXIIXXYYZI (0.007320446767137465+0j)
IIIIIXIIXXYYZI (-0.007320446767137465+0j)
XYYIXXIIXYYXZI (-0.0065251719047396+0j)
XXYIXYIIXYYXZI (0.0065251719047396+0j)
XYYIXXIIXXYYZI (0.0065251719047396+0j)
XXYIXYIIXXYYZI (-0.0065251719047396+0j)
IIIYYZIIXYYXZI (0.003518441230597227+0j)
IIIXXIIIXYYXZI (0.003518441230597227+0j)
IIIYYZIIXXYYZI (-0.003518441230597227+0j)
IIIXXIIIXXYYZI (-0.003518441230597227+0j)
IIZIXZIIXYYXZI (-0.013274650769396264+0j)
IIIZXIIIXYYXZI (0.013274650769396264+0j)
IIZIXZIIXXYYZI (0.013274650769396264+0j)
IIIZXIIIXXYYZI (-0.013274650769396264+0j)
YIYIXZIIXYYXZI (-0.006523054766964699+0j)
XZYIYIIIXYYXZI (0.006523054766964699+0j)
YIYIXZIIXXYYZI (0.006523054766964699+0j)
XZYIYIIIXXYYZI (-0.006523054766964699+0j)
XYYXZIIIXYYXZI (-0.004470299994984606+0j)
XXYYZIIIXYYXZI (0.004470299994984606+0j)
XYYXZIIIXXYYZI (0.004470299994984606+0j)
XXYYZIIIXXYYZI (-0.004470299994984606+0j)
XYYZZIIIXYYXZI (-0.009374805904064825+0j)
XXXIIIIIXYYXZI (-0.009374805904064825+0j)
XYYZZIIIXXYYZI (0.009374805904064825+0j)
XXXIIIIIXXYYZI (0.009374805904064825+0j)
ZXIIIIIIXYYXZI (-0.008830672409714697+0j)
IXIIIIIIXYYXZI (0.008830672409714697+0j)
ZXIIIIIIXXYYZI (0.008830672409714697+0j)
IXIIIIIIXXYYZI (-0.008830672409714697+0j)
IIIIIIIZYIYXZI (-0.026350578587646865+0j)
IIIIIIIZXZYYZI (0.026350578587646865+0j)
IIIIIIZZXIXXZI (0.02521643980127433+0j)
IIIIIIZZYZXYZI (0.02521643980127433+0j)
IIXIXYYZXIXXZI (-0.010293518251255627+0j)
IIXIXXXIYIYXZI (0.010293518251255627+0j)
IIXIXYYZYZXYZI (-0.010293518251255627+0j)
IIXIXXXIXZYYZI (-0.010293518251255627+0j)
IIXYZIYZXIXXZI (-0.012494465142899968+0j)
IIXXZIXIYIYXZI (0.012494465142899968+0j)
IIXYZIYZYZXYZI (-0.012494465142899968+0j)
IIXXZIXIXZYYZI (-0.012494465142899968+0j)
IIYIIIYZXIXXZI (-0.018697393275214177+0j)
IIXZZIXIYIYXZI (0.018697393275214177+0j)
IIYIIIYZYZXYZI (-0.018697393275214177+0j)
IIXZZIXIXZYYZI (-0.018697393275214177+0j)
YIZIIIYZXIXXZI (0.0015628626270266272+0j)
XZZIIIXIYIYXZI (-0.0015628626270266272+0j)
YIZIIIYZYZXYZI (0.0015628626270266272+0j)
XZZIIIXIXZYYZI (0.0015628626270266272+0j)
IIIIIZIIYIYXZI (-0.021131166329150623+0j)
IIIIIZIIXZYYZI (0.021131166329150623+0j)
IIIYYXIIYIYXZI (-0.0026164642790611637+0j)
IIIXYYIIYIYXZI (0.0026164642790611637+0j)
IIIYYXIIXZYYZI (0.0026164642790611637+0j)
IIIXYYIIXZYYZI (-0.0026164642790611637+0j)
IIZIXXIIYIYXZI (0.006527139642920691+0j)
IIIZYYIIYIYXZI (0.006527139642920691+0j)
IIZIXXIIXZYYZI (-0.006527139642920691+0j)
IIIZYYIIXZYYZI (-0.006527139642920691+0j)
YIYIXXIIYIYXZI (0.01790005985621547+0j)
XZYIXYIIYIYXZI (-0.01790005985621547+0j)
YIYIXXIIXZYYZI (-0.01790005985621547+0j)
XZYIXYIIXZYYZI (0.01790005985621547+0j)
IIIIZZIIYIYXZI (-0.01443727421185273+0j)
IIIIZZIIXZYYZI (0.01443727421185273+0j)
XYYIXZIIYIYXZI (0.034389683929490815+0j)
XXYIYIIIYIYXZI (-0.034389683929490815+0j)
XYYIXZIIXZYYZI (-0.034389683929490815+0j)
XXYIYIIIXZYYZI (0.034389683929490815+0j)
IIIZIIIIYIYXZI (-0.03756749286631631+0j)
IIIZIIIIXZYYZI (0.03756749286631631+0j)
IIZXZIIIYIYXZI (0.009026777407956479+0j)
IIIXIIIIYIYXZI (-0.009026777407956479+0j)
IIZXZIIIXZYYZI (-0.009026777407956479+0j)
IIIXIIIIXZYYZI (0.009026777407956479+0j)
YIYXZIIIYIYXZI (0.004959725923055775+0j)
XZYYZIIIYIYXZI (-0.004959725923055775+0j)
YIYXZIIIXZYYZI (-0.004959725923055775+0j)
XZYYZIIIXZYYZI (0.004959725923055775+0j)
IIZZZIIIYIYXZI (-0.010956295206912076+0j)
IIZZZIIIXZYYZI (0.010956295206912076+0j)
YIYZZIIIYIYXZI (0.011205081108704938+0j)
XZXIIIIIYIYXZI (0.011205081108704938+0j)
YIYZZIIIXZYYZI (-0.011205081108704938+0j)
XZXIIIIIXZYYZI (-0.011205081108704938+0j)
IZIIIIIIYIYXZI (-0.016701361616099933+0j)
IZIIIIIIXZYYZI (0.016701361616099933+0j)
ZZIIIIIIYIYXZI (-0.023137425067224007+0j)
ZZIIIIIIXZYYZI (0.023137425067224007+0j)
IIXIYIYXIIXXZI (-0.010291764852320114+0j)
IIXIXZXYZIYXZI (0.010291764852320114+0j)
IIXIYIYYIIXYZI (-0.010291764852320114+0j)
IIXIXZXXZIYYZI (-0.010291764852320114+0j)
XYZIIIYXIIXXZI (0.0015642268015562052+0j)
XXZIIIXYZIYXZI (-0.0015642268015562052+0j)
XYZIIIYYIIXYZI (0.0015642268015562052+0j)
XXZIIIXXZIYYZI (0.0015642268015562052+0j)
IIIIZXIYZIYXZI (0.0033461526146732266+0j)
IIIIIXIYZIYXZI (-0.0033461526146732266+0j)
IIIIZXIXZIYYZI (-0.0033461526146732266+0j)
IIIIIXIXZIYYZI (0.0033461526146732266+0j)
XYYIXXIYZIYXZI (0.007974635932211078+0j)
XXYIXYIYZIYXZI (-0.007974635932211078+0j)
XYYIXXIXZIYYZI (-0.007974635932211078+0j)
XXYIXYIXZIYYZI (0.007974635932211078+0j)
IIIYYZIYZIYXZI (-0.002615603062212267+0j)
IIIXXIIYZIYXZI (-0.002615603062212267+0j)
IIIYYZIXZIYYZI (0.002615603062212267+0j)
IIIXXIIXZIYYZI (0.002615603062212267+0j)
IIZIXZIYZIYXZI (0.006523054766964699+0j)
IIIZXIIYZIYXZI (-0.006523054766964699+0j)
IIZIXZIXZIYYZI (-0.006523054766964699+0j)
IIIZXIIXZIYYZI (0.006523054766964699+0j)
YIYIXZIYZIYXZI (0.008511119182498543+0j)
XZYIYIIYZIYXZI (-0.008511119182498543+0j)
YIYIXZIXZIYYZI (-0.008511119182498543+0j)
XZYIYIIXZIYYZI (0.008511119182498543+0j)
XYYXZIIYZIYXZI (0.004960031985055658+0j)
XXYYZIIYZIYXZI (-0.004960031985055658+0j)
XYYXZIIXZIYYZI (-0.004960031985055658+0j)
XXYYZIIXZIYYZI (0.004960031985055658+0j)
XYYZZIIYZIYXZI (0.011205456569596844+0j)
XXXIIIIYZIYXZI (0.011205456569596844+0j)
XYYZZIIXZIYYZI (-0.011205456569596844+0j)
XXXIIIIXZIYYZI (-0.011205456569596844+0j)
ZXIIIIIYZIYXZI (0.003213153520422858+0j)
IXIIIIIYZIYXZI (-0.003213153520422858+0j)
ZXIIIIIXZIYYZI (-0.003213153520422858+0j)
IXIIIIIXZIYYZI (0.003213153520422858+0j)
IIIIIIIIIZZZZI (0.11245926652355794+0j)
IIIIIIIYYXZZZI (1.8855156182264734e-06+0j)
IIIIIIIXYYZZZI (-1.8855156182264734e-06+0j)
IIIIIIIIZZZZZI (0.1258414959368584+0j)
IIIIIIIZIIZZZI (0.1258425767548474+0j)
IIIIIIZZZIIZZI (0.14591468453527617+0j)
IIXIXYYZZIIZZI (-3.2179936620101157e-07+0j)
IIXIXXXIIIZZZI (-3.2179936620101157e-07+0j)
IIXYZIYZZIIZZI (-0.024035303747611265+0j)
IIXXZIXIIIZZZI (-0.024035303747611265+0j)
IIYIIIYZZIIZZI (-0.027731679983997143+0j)
IIXZZIXIIIZZZI (-0.027731679983997143+0j)
YIZIIIYZZIIZZI (-3.993097115833889e-06+0j)
XZZIIIXIIIZZZI (-3.993097115833889e-06+0j)
IIIIIZIIIIZZZI (0.13278619635235114+0j)
IIIYYXIIIIZZZI (4.748369026065513e-07+0j)
IIIXYYIIIIZZZI (-4.748369026065513e-07+0j)
IIZIXXIIIIZZZI (-6.050617577952602e-06+0j)
IIIZYYIIIIZZZI (-6.050617577952602e-06+0j)
YIYIXXIIIIZZZI (-0.03756754927200485+0j)
XZYIXYIIIIZZZI (0.03756754927200485+0j)
IIIIZZIIIIZZZI (0.1327860392292896+0j)
XYYIXZIIIIZZZI (-0.03756749286631631+0j)
XXYIYIIIIIZZZI (0.03756749286631631+0j)
IIIZIIIIIIZZZI (0.18716071703351905+0j)
IIZXZIIIIIZZZI (-0.0167819148465216+0j)
IIIXIIIIIIZZZI (0.0167819148465216+0j)
YIYXZIIIIIZZZI (2.2437643036807547e-06+0j)
XZYYZIIIIIZZZI (-2.2437643036807547e-06+0j)
IIZZZIIIIIZZZI (0.12141732481799568+0j)
YIYZZIIIIIZZZI (2.378990575271152e-06+0j)
XZXIIIIIIIZZZI (2.378990575271152e-06+0j)
IZIIIIIIIIZZZI (0.13770737385487228+0j)
ZZIIIIIIIIZZZI (0.13770888440709086+0j)
IIIIIIIYZZYZZI (2.3218547107078154e-06+0j)
IIIIIIIXZZXIII (2.3218547107078154e-06+0j)
IIIIIIIIYXYZZI (0.016976577952520427+0j)
IIIIIIIIYYXIII (-0.016976577952520427+0j)
IIIIIIIZXYYZZI (0.016977096064244787+0j)
IIIIIIIZXXXIII (0.016977096064244787+0j)
IIIIIIZZYYXZZI (0.015264105849584462+0j)
IIIIIIZZYXYIII (-0.015264105849584462+0j)
IIXIXYYZYYXZZI (-2.0436200350211497e-06+0j)
IIXIXXXIXYYZZI (-2.0436200350211497e-06+0j)
IIXIXYYZYXYIII (2.0436200350211497e-06+0j)
IIXIXXXIXXXIII (-2.0436200350211497e-06+0j)
IIXYZIYZYYXZZI (0.0021717159158687206+0j)
IIXXZIXIXYYZZI (0.0021717159158687206+0j)
IIXYZIYZYXYIII (-0.0021717159158687206+0j)
IIXXZIXIXXXIII (0.0021717159158687206+0j)
IIYIIIYZYYXZZI (-0.012989533144794483+0j)
IIXZZIXIXYYZZI (-0.012989533144794483+0j)
IIYIIIYZYXYIII (0.012989533144794483+0j)
IIXZZIXIXXXIII (-0.012989533144794483+0j)
YIZIIIYZYYXZZI (-2.5477243973232554e-06+0j)
XZZIIIXIXYYZZI (-2.5477243973232554e-06+0j)
YIZIIIYZYXYIII (2.5477243973232554e-06+0j)
XZZIIIXIXXXIII (-2.5477243973232554e-06+0j)
IIIIIZIIXYYZZI (0.007863016470109918+0j)
IIIIIZIIXXXIII (0.007863016470109918+0j)
IIIYYXIIXYYZZI (-6.523287095908169e-07+0j)
IIIXYYIIXYYZZI (6.523287095908169e-07+0j)
IIIYYXIIXXXIII (-6.523287095908169e-07+0j)
IIIXYYIIXXXIII (6.523287095908169e-07+0j)
IIZIXXIIXYYZZI (-1.9711735208165562e-06+0j)
IIIZYYIIXYYZZI (-1.9711735208165562e-06+0j)
IIZIXXIIXXXIII (-1.9711735208165562e-06+0j)
IIIZYYIIXXXIII (-1.9711735208165562e-06+0j)
YIYIXXIIXYYZZI (-0.009025383407045227+0j)
XZYIXYIIXYYZZI (0.009025383407045227+0j)
YIYIXXIIXXXIII (-0.009025383407045227+0j)
XZYIXYIIXXXIII (0.009025383407045227+0j)
IIIIZZIIXYYZZI (0.007861666954914687+0j)
IIIIZZIIXXXIII (0.007861666954914687+0j)
XYYIXZIIXYYZZI (-0.009026777407956479+0j)
XXYIYIIIXYYZZI (0.009026777407956479+0j)
XYYIXZIIXXXIII (-0.009026777407956479+0j)
XXYIYIIIXXXIII (0.009026777407956479+0j)
IIIZIIIIXYYZZI (0.0167819148465216+0j)
IIIZIIIIXXXIII (0.0167819148465216+0j)
IIZXZIIIXYYZZI (-0.008958058294437741+0j)
IIIXIIIIXYYZZI (0.008958058294437741+0j)
IIZXZIIIXXXIII (-0.008958058294437741+0j)
IIIXIIIIXXXIII (0.008958058294437741+0j)
YIYXZIIIXYYZZI (-4.934749570446786e-07+0j)
XZYYZIIIXYYZZI (4.934749570446786e-07+0j)
YIYXZIIIXXXIII (-4.934749570446786e-07+0j)
XZYYZIIIXXXIII (4.934749570446786e-07+0j)
IIZZZIIIXYYZZI (0.01224841079668985+0j)
IIZZZIIIXXXIII (0.01224841079668985+0j)
YIYZZIIIXYYZZI (-2.004107495822251e-06+0j)
XZXIIIIIXYYZZI (-2.004107495822251e-06+0j)
YIYZZIIIXXXIII (-2.004107495822251e-06+0j)
XZXIIIIIXXXIII (-2.004107495822251e-06+0j)
IZIIIIIIXYYZZI (0.007339314537327554+0j)
IZIIIIIIXXXIII (0.007339314537327554+0j)
ZZIIIIIIXYYZZI (0.0073405124573875415+0j)
ZZIIIIIIXXXIII (0.0073405124573875415+0j)
IIIIIIIYIZYZZI (2.4886457901072967e-06+0j)
IIIIIIIXIZXIII (2.4886457901072967e-06+0j)
IIXIYIYZXIXZZI (-0.013267432774370577+0j)
IIXIXZXIYIYZZI (0.013267432774370577+0j)
IIXIYIYZYZYIII (-0.013267432774370577+0j)
IIXIXZXIXZXIII (0.013267432774370577+0j)
XYZIIIYZXIXZZI (-0.003747015383252984+0j)
XXZIIIXIYIYZZI (0.003747015383252984+0j)
XYZIIIYZYZYIII (-0.003747015383252984+0j)
XXZIIIXIXZXIII (0.003747015383252984+0j)
IIIIZXIIYIYZZI (0.0050805022331693135+0j)
IIIIIXIIYIYZZI (-0.0050805022331693135+0j)
IIIIZXIIXZXIII (0.0050805022331693135+0j)
IIIIIXIIXZXIII (-0.0050805022331693135+0j)
XYYIXXIIYIYZZI (0.004960888051058702+0j)
XXYIXYIIYIYZZI (-0.004960888051058702+0j)
XYYIXXIIXZXIII (0.004960888051058702+0j)
XXYIXYIIXZXIII (-0.004960888051058702+0j)
IIIYYZIIYIYZZI (0.004611947371018283+0j)
IIIXXIIIYIYZZI (0.004611947371018283+0j)
IIIYYZIIXZXIII (0.004611947371018283+0j)
IIIXXIIIXZXIII (0.004611947371018283+0j)
IIZIXZIIYIYZZI (0.004470299994984606+0j)
IIIZXIIIYIYZZI (-0.004470299994984606+0j)
IIZIXZIIXZXIII (0.004470299994984606+0j)
IIIZXIIIXZXIII (-0.004470299994984606+0j)
YIYIXZIIYIYZZI (0.004960031985055658+0j)
XZYIYIIIYIYZZI (-0.004960031985055658+0j)
YIYIXZIIXZXIII (0.004960031985055658+0j)
XZYIYIIIXZXIII (-0.004960031985055658+0j)
XYYXZIIIYIYZZI (0.011865877918013872+0j)
XXYYZIIIYIYZZI (-0.011865877918013872+0j)
XYYXZIIIXZXIII (0.011865877918013872+0j)
XXYYZIIIXZXIII (-0.011865877918013872+0j)
XYYZZIIIYIYZZI (0.009637263415192873+0j)
XXXIIIIIYIYZZI (0.009637263415192873+0j)
XYYZZIIIXZXIII (0.009637263415192873+0j)
XXXIIIIIXZXIII (0.009637263415192873+0j)
ZXIIIIIIYIYZZI (0.0036434765235461583+0j)
IXIIIIIIYIYZZI (-0.0036434765235461583+0j)
ZXIIIIIIXZXIII (0.0036434765235461583+0j)
IXIIIIIIXZXIII (-0.0036434765235461583+0j)
IIIIIIZXIIXZZI (-1.908486444544594e-06+0j)
IIIIIIZYIIYIII (-1.908486444544594e-06+0j)
IIXIXYYXIIXZZI (-0.013267988528260662+0j)
IIXIXXXYZIYZZI (0.013267988528260662+0j)
IIXIXYYYIIYIII (-0.013267988528260662+0j)
IIXIXXXXZIXIII (0.013267988528260662+0j)
IIXYZIYXIIXZZI (-3.2228357101507304e-07+0j)
IIXXZIXYZIYZZI (3.2228357101507304e-07+0j)
IIXYZIYYIIYIII (-3.2228357101507304e-07+0j)
IIXXZIXXZIXIII (3.2228357101507304e-07+0j)
IIYIIIYXIIXZZI (2.5765900172490443e-06+0j)
IIXZZIXYZIYZZI (-2.5765900172490443e-06+0j)
IIYIIIYYIIYIII (2.5765900172490443e-06+0j)
IIXZZIXXZIXIII (-2.5765900172490443e-06+0j)
YIZIIIYXIIXZZI (-0.0037471057980907716+0j)
XZZIIIXYZIYZZI (0.0037471057980907716+0j)
YIZIIIYYIIYIII (-0.0037471057980907716+0j)
XZZIIIXXZIXIII (0.0037471057980907716+0j)
IIIIIZIYZIYZZI (-0.005079062175328535+0j)
IIIIIZIXZIXIII (-0.005079062175328535+0j)
IIIYYXIYZIYZZI (0.004611853113453864+0j)
IIIXYYIYZIYZZI (-0.004611853113453864+0j)
IIIYYXIXZIXIII (0.004611853113453864+0j)
IIIXYYIXZIXIII (-0.004611853113453864+0j)
IIZIXXIYZIYZZI (0.004469411314376045+0j)
IIIZYYIYZIYZZI (0.004469411314376045+0j)
IIZIXXIXZIXIII (0.004469411314376045+0j)
IIIZYYIXZIXIII (0.004469411314376045+0j)
YIYIXXIYZIYZZI (-0.004962461634132539+0j)
XZYIXYIYZIYZZI (0.004962461634132539+0j)
YIYIXXIXZIXIII (-0.004962461634132539+0j)
XZYIXYIXZIXIII (0.004962461634132539+0j)
IIIIZZIYZIYZZI (0.00508155899260825+0j)
IIIIZZIXZIXIII (0.00508155899260825+0j)
XYYIXZIYZIYZZI (0.004959725923055775+0j)
XXYIYIIYZIYZZI (-0.004959725923055775+0j)
XYYIXZIXZIXIII (0.004959725923055775+0j)
XXYIYIIXZIXIII (-0.004959725923055775+0j)
IIIZIIIYZIYZZI (2.2437643036807547e-06+0j)
IIIZIIIXZIXIII (2.2437643036807547e-06+0j)
IIZXZIIYZIYZZI (4.934749570446786e-07+0j)
IIIXIIIYZIYZZI (-4.934749570446786e-07+0j)
IIZXZIIXZIXIII (4.934749570446786e-07+0j)
IIIXIIIXZIXIII (-4.934749570446786e-07+0j)
YIYXZIIYZIYZZI (0.011866307652243478+0j)
XZYYZIIYZIYZZI (-0.011866307652243478+0j)
YIYXZIIXZIXIII (0.011866307652243478+0j)
XZYYZIIXZIXIII (-0.011866307652243478+0j)
IIZZZIIYZIYZZI (4.3259622065300665e-06+0j)
IIZZZIIXZIXIII (4.3259622065300665e-06+0j)
YIYZZIIYZIYZZI (0.009636583606857247+0j)
XZXIIIIYZIYZZI (0.009636583606857247+0j)
YIYZZIIXZIXIII (0.009636583606857247+0j)
XZXIIIIXZIXIII (0.009636583606857247+0j)
IZIIIIIYZIYZZI (0.0036459651693362665+0j)
IZIIIIIXZIXIII (0.0036459651693362665+0j)
ZZIIIIIYZIYZZI (-0.003646593722016608+0j)
ZZIIIIIXZIXIII (-0.003646593722016608+0j)
IIIIIIIIZIIIII (0.10262409895003849+0j)
IIIIIIIZIZIIII (0.10262436999913446+0j)
IIIIIIZZZZZIII (0.136931355808578+0j)
IIXIXYYZZZZIII (6.172287923114639e-06+0j)
IIXIXXXIIZIIII (6.172287923114639e-06+0j)
IIXYZIYZZZZIII (0.01340556526316827+0j)
IIXXZIXIIZIIII (0.01340556526316827+0j)
IIYIIIYZZZZIII (-0.02470870310605143+0j)
IIXZZIXIIZIIII (-0.02470870310605143+0j)
YIZIIIYZZZZIII (-3.152673027133346e-06+0j)
XZZIIIXIIZIIII (-3.152673027133346e-06+0j)
IIIIIZIIIZIIII (0.12591791053546852+0j)
IIIYYXIIIZIIII (-9.71007192611742e-07+0j)
IIIXYYIIIZIIII (9.71007192611742e-07+0j)
IIZIXXIIIZIIII (3.540470285782332e-07+0j)
IIIZYYIIIZIIII (3.540470285782332e-07+0j)
YIYIXXIIIZIIII (-0.010962244693026568+0j)
XZYIXYIIIZIIII (0.010962244693026568+0j)
IIIIZZIIIZIIII (0.12592342117985134+0j)
XYYIXZIIIZIIII (-0.010956295206912076+0j)
XXYIYIIIIZIIII (0.010956295206912076+0j)
IIIZIIIIIZIIII (0.12141732481799568+0j)
IIZXZIIIIZIIII (-0.01224841079668985+0j)
IIIXIIIIIZIIII (0.01224841079668985+0j)
YIYXZIIIIZIIII (4.3259622065300665e-06+0j)
XZYYZIIIIZIIII (-4.3259622065300665e-06+0j)
IIZZZIIIIZIIII (0.13508099722007194+0j)
YIYZZIIIIZIIII (5.0151347811607655e-06+0j)
XZXIIIIIIZIIII (5.0151347811607655e-06+0j)
IZIIIIIIIZIIII (0.12620166169663172+0j)
ZZIIIIIIIZIIII (0.12619685852263252+0j)
IIIIIIIYXYIIII (1.7878306688041967e-06+0j)
IIIIIIIXXXIIII (1.7878306688041967e-06+0j)
IIXIYIYZIXZIII (-0.022861174142199934+0j)
IIXIXZXIZXIIII (-0.022861174142199934+0j)
IIXIYIYZZXZIII (0.022861174142199934+0j)
IIXIXZXIIXIIII (0.022861174142199934+0j)
XYZIIIYZIXZIII (0.0002791266248977249+0j)
XXZIIIXIZXIIII (0.0002791266248977249+0j)
XYZIIIYZZXZIII (-0.0002791266248977249+0j)
XXZIIIXIIXIIII (-0.0002791266248977249+0j)
IIIIZXIIZXIIII (-0.011105916466305599+0j)
IIIIIXIIZXIIII (0.011105916466305599+0j)
IIIIZXIIIXIIII (0.011105916466305599+0j)
IIIIIXIIIXIIII (-0.011105916466305599+0j)
XYYIXXIIZXIIII (-0.011207305027060339+0j)
XXYIXYIIZXIIII (0.011207305027060339+0j)
XYYIXXIIIXIIII (0.011207305027060339+0j)
XXYIXYIIIXIIII (-0.011207305027060339+0j)
IIIYYZIIZXIIII (0.004406455550420382+0j)
IIIXXIIIZXIIII (0.004406455550420382+0j)
IIIYYZIIIXIIII (-0.004406455550420382+0j)
IIIXXIIIIXIIII (-0.004406455550420382+0j)
IIZIXZIIZXIIII (-0.009374805904064825+0j)
IIIZXIIIZXIIII (0.009374805904064825+0j)
IIZIXZIIIXIIII (0.009374805904064825+0j)
IIIZXIIIIXIIII (-0.009374805904064825+0j)
YIYIXZIIZXIIII (-0.011205456569596844+0j)
XZYIYIIIZXIIII (0.011205456569596844+0j)
YIYIXZIIIXIIII (0.011205456569596844+0j)
XZYIYIIIIXIIII (-0.011205456569596844+0j)
XYYXZIIIZXIIII (-0.009637263415192873+0j)
XXYYZIIIZXIIII (0.009637263415192873+0j)
XYYXZIIIIXIIII (0.009637263415192873+0j)
XXYYZIIIIXIIII (-0.009637263415192873+0j)
XYYZZIIIZXIIII (-0.023577562746593225+0j)
XXXIIIIIZXIIII (-0.023577562746593225+0j)
XYYZZIIIIXIIII (0.023577562746593225+0j)
XXXIIIIIIXIIII (0.023577562746593225+0j)
ZXIIIIIIZXIIII (-0.010184010141371103+0j)
IXIIIIIIZXIIII (0.010184010141371103+0j)
ZXIIIIIIIXIIII (0.010184010141371103+0j)
IXIIIIIIIXIIII (-0.010184010141371103+0j)
IIIIIIZXXXZIII (4.085209060090012e-07+0j)
IIIIIIZYXYZIII (4.085209060090012e-07+0j)
IIXIXYYXXXZIII (-0.022859836988398555+0j)
IIXIXXXYYXIIII (0.022859836988398555+0j)
IIXIXYYYXYZIII (-0.022859836988398555+0j)
IIXIXXXXYYIIII (-0.022859836988398555+0j)
IIXYZIYXXXZIII (2.6585517351706807e-06+0j)
IIXXZIXYYXIIII (-2.6585517351706807e-06+0j)
IIXYZIYYXYZIII (2.6585517351706807e-06+0j)
IIXXZIXXYYIIII (2.6585517351706807e-06+0j)
IIYIIIYXXXZIII (-2.5254573172571633e-07+0j)
IIXZZIXYYXIIII (2.5254573172571633e-07+0j)
IIYIIIYYXYZIII (-2.5254573172571633e-07+0j)
IIXZZIXXYYIIII (-2.5254573172571633e-07+0j)
YIZIIIYXXXZIII (0.0002777029780166452+0j)
XZZIIIXYYXIIII (-0.0002777029780166452+0j)
YIZIIIYYXYZIII (0.0002777029780166452+0j)
XZZIIIXXYYIIII (0.0002777029780166452+0j)
IIIIIZIYYXIIII (-0.011101837245975077+0j)
IIIIIZIXYYIIII (0.011101837245975077+0j)
IIIYYXIYYXIIII (-0.00440574913199407+0j)
IIIXYYIYYXIIII (0.00440574913199407+0j)
IIIYYXIXYYIIII (0.00440574913199407+0j)
IIIXYYIXYYIIII (-0.00440574913199407+0j)
IIZIXXIYYXIIII (0.009370236076583672+0j)
IIIZYYIYYXIIII (0.009370236076583672+0j)
IIZIXXIXYYIIII (-0.009370236076583672+0j)
IIIZYYIXYYIIII (-0.009370236076583672+0j)
YIYIXXIYYXIIII (-0.011208407740635876+0j)
XZYIXYIYYXIIII (0.011208407740635876+0j)
YIYIXXIXYYIIII (0.011208407740635876+0j)
XZYIXYIXYYIIII (-0.011208407740635876+0j)
IIIIZZIYYXIIII (0.011103848553149304+0j)
IIIIZZIXYYIIII (-0.011103848553149304+0j)
XYYIXZIYYXIIII (0.011205081108704938+0j)
XXYIYIIYYXIIII (-0.011205081108704938+0j)
XYYIXZIXYYIIII (-0.011205081108704938+0j)
XXYIYIIXYYIIII (0.011205081108704938+0j)
IIIZIIIYYXIIII (2.378990575271152e-06+0j)
IIIZIIIXYYIIII (-2.378990575271152e-06+0j)
IIZXZIIYYXIIII (2.004107495822251e-06+0j)
IIIXIIIYYXIIII (-2.004107495822251e-06+0j)
IIZXZIIXYYIIII (-2.004107495822251e-06+0j)
IIIXIIIXYYIIII (2.004107495822251e-06+0j)
YIYXZIIYYXIIII (0.009636583606857247+0j)
XZYYZIIYYXIIII (-0.009636583606857247+0j)
YIYXZIIXYYIIII (-0.009636583606857247+0j)
XZYYZIIXYYIIII (0.009636583606857247+0j)
IIZZZIIYYXIIII (5.0151347811607655e-06+0j)
IIZZZIIXYYIIII (-5.0151347811607655e-06+0j)
YIYZZIIYYXIIII (0.02357248852349805+0j)
XZXIIIIYYXIIII (0.02357248852349805+0j)
YIYZZIIXYYIIII (-0.02357248852349805+0j)
XZXIIIIXYYIIII (-0.02357248852349805+0j)
IZIIIIIYYXIIII (0.010185797972039907+0j)
IZIIIIIXYYIIII (-0.010185797972039907+0j)
ZZIIIIIYYXIIII (-0.010189901394205522+0j)
ZZIIIIIXYYIIII (0.010189901394205522+0j)
IIIIIIIZZZIIII (0.11361442823860414+0j)
IIIIIIZZIZZIII (0.1369809367735678+0j)
IIXIXYYZIZZIII (0.007611057509153649+0j)
IIXIXXXIZZIIII (0.007611057509153649+0j)
IIXYZIYZIZZIII (-0.0035488543624550783+0j)
IIXXZIXIZZIIII (-0.0035488543624550783+0j)
IIYIIIYZIZZIII (-0.019901421150550536+0j)
IIXZZIXIZZIIII (-0.019901421150550536+0j)
YIZIIIYZIZZIII (-0.006089039255437851+0j)
XZZIIIXIZZIIII (-0.006089039255437851+0j)
IIIIIZIIZZIIII (0.12175009370675371+0j)
IIIYYXIIZZIIII (-0.0036848174026188557+0j)
IIIXYYIIZZIIII (0.0036848174026188557+0j)
IIZIXXIIZZIIII (0.008828183859845882+0j)
IIIZYYIIZZIIII (0.008828183859845882+0j)
YIYIXXIIZZIIII (-0.02313476425313254+0j)
XZYIXYIIZZIIII (0.02313476425313254+0j)
IIIIZZIIZZIIII (0.13993689756448216+0j)
XYYIXZIIZZIIII (-0.016701361616099933+0j)
XXYIYIIIZZIIII (0.016701361616099933+0j)
