Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
IIIIZIXXZIIIIIIIIIIIIIYIYZZI (0.007914515751483763+0j)
IIIIIZYYIIIIIIIIIIIIIIYIYZZI (0.007914515751483763+0j)
IIIIZIXXZIIIIIIIIIIIIIXZXIII (0.007914515751483763+0j)
IIIIIZYYIIIIIIIIIIIIIIXZXIII (0.007914515751483763+0j)
IIIIIYYZIIIIIIIIIIIIIIYIYZZI (-0.022152377953597927+0j)
IIIIIXXIIIIIIIIIIIIIIIYIYZZI (-0.022152377953597927+0j)
IIIIIYYZIIIIIIIIIIIIIIXZXIII (-0.022152377953597927+0j)
IIIIIXXIIIIIIIIIIIIIIIXZXIII (-0.022152377953597927+0j)
XYZIYZZIZIIIIIIIIIIIIIYIYZZI (0.024201160937380187+0j)
XXZIXIIIIIIIIIIIIIIIIIYIYZZI (0.024201160937380187+0j)
XYZIYZZIZIIIIIIIIIIIIIXZXIII (0.024201160937380187+0j)
XXZIXIIIIIIIIIIIIIIIIIXZXIII (0.024201160937380187+0j)
IIZXIIIIIIIIIIIIIIIIIIYIYZZI (-0.030634926754053025+0j)
IIIXIIIIIIIIIIIIIIIIIIYIYZZI (0.030634926754053025+0j)
IIZXIIIIIIIIIIIIIIIIIIXZXIII (-0.030634926754053025+0j)
IIIXIIIIIIIIIIIIIIIIIIXZXIII (0.030634926754053025+0j)
ZIXZIIIIIIIIIIIIIIIIIIYIYZZI (0.01474585608186399+0j)
IZXIIIIIIIIIIIIIIIIIIIYIYZZI (-0.01474585608186399+0j)
ZIXZIIIIIIIIIIIIIIIIIIXZXIII (0.01474585608186399+0j)
IZXIIIIIIIIIIIIIIIIIIIXZXIII (-0.01474585608186399+0j)
IIIIIIIIIIIIIIIIXYZIYZIIXZZI (-0.01516795795911667+0j)
IIIIIIIIIIIIIIIIXXZIYZIIYIII (0.01516795795911667+0j)
IIIIIIIIIIIIIIYIZIIIYZIIXZZI (0.005846722463120216+0j)
IIIIIIIIIIIIIIXZZIIIYZIIYIII (-0.005846722463120216+0j)
IIIIIIIIIIIIIIIIZIXZIYZIYZZI (-0.008363434037115014+0j)
IIIIIIIIIIIIIIIIIZXIIYZIYZZI (0.00914706590068296+0j)
IIIIIIIIIIIIIIIIZIYIIXZIYZZI (-0.0007836318635679462+0j)
IIIIIIIIIIIIIIIIIZYZIYZIXIII (-0.0007836318635679462+0j)
IIIIIIIIIIIIIIIIZIXZIXZIXIII (-0.00914706590068296+0j)
IIIIIIIIIIIIIIIIIZXIIXZIXIII (0.008363434037115014+0j)
IIIIIIIIIIIIIIXYYXZIIYZIYZZI (0.011641380897091833+0j)
IIIIIIIIIIIIIIXXYYZIIYZIYZZI (-0.005959091207014341+0j)
IIIIIIIIIIIIIIXYYYZIIXZIYZZI (-0.005682289690077495+0j)
IIIIIIIIIIIIIIXXYXZIIYZIXIII (0.005682289690077495+0j)
IIIIIIIIIIIIIIXYYXZIIXZIXIII (0.005959091207014341+0j)
IIIIIIIIIIIIIIXXYYZIIXZIXIII (-0.011641380897091833+0j)
IIIIIIIIIIIIIIZXIIIIIYZIYZZI (-0.002324042286154222+0j)
IIIIIIIIIIIIIIIXIIIIIYZIYZZI (0.002673523593928905+0j)
IIIIIIIIIIIIIIZYIIIIIXZIYZZI (-0.0003494813077746827+0j)
IIIIIIIIIIIIIIIYIIIIIYZIXIII (-0.0003494813077746827+0j)
IIIIIIIIIIIIIIZXIIIIIXZIXIII (-0.002673523593928905+0j)
IIIIIIIIIIIIIIIXIIIIIXZIXIII (0.002324042286154222+0j)
IIIIXIIIXYZIYXZIZIIIZYZIYZZI (0.0019256821435404375+0j)
IIIIXIIIXXZIYYZIZIIIZYZIYZZI (-0.0019256821435404375+0j)
IIIIXIIIXYZIYXZIZIIIZXZIXIII (0.0019256821435404375+0j)
IIIIXIIIXXZIYYZIZIIIZXZIXIII (-0.0019256821435404375+0j)
IIIIYIIIIIIIYXZIZIIIZYZIYZZI (0.002358616098121022+0j)
IIIIXZZIZIIIYYZIZIIIZYZIYZZI (-0.002358616098121022+0j)
IIIIYIIIIIIIYXZIZIIIZXZIXIII (0.002358616098121022+0j)
IIIIXZZIZIIIYYZIZIIIZXZIXIII (-0.002358616098121022+0j)
IIIIXIXYZIIIYZZIZIIIZYZIYZZI (0.0018155740328342723+0j)
IIIIXIXXZIIIXIIIIIIIIYZIYZZI (0.0018155740328342723+0j)
IIIIXIXYZIIIYZZIZIIIZXZIXIII (0.0018155740328342723+0j)
IIIIXIXXZIIIXIIIIIIIIXZIXIII (0.0018155740328342723+0j)
XYZIZIIIIIIIYZZIZIIIZYZIYZZI (0.0031030481376316805+0j)
XXZIZIIIIIIIXIIIIIIIIYZIYZZI (0.0031030481376316805+0j)
XYZIZIIIIIIIYZZIZIIIZXZIXIII (0.0031030481376316805+0j)
XXZIZIIIIIIIXIIIIIIIIXZIXIII (0.0031030481376316805+0j)
IIIIIIIIIYYXIIIIIIIIIYZIYZZI (0.017910104091711856+0j)
IIIIIIIIIXYYIIIIIIIIIYZIYZZI (-0.017910104091711856+0j)
IIIIIIIIIYYXIIIIIIIIIXZIXIII (0.017910104091711856+0j)
IIIIIIIIIXYYIIIIIIIIIXZIXIII (-0.017910104091711856+0j)
IIIIZIIIXIXXIIIIIIIIIYZIYZZI (-0.0019546155336504175+0j)
IIIIIZZIYIXYIIIIIIIIIYZIYZZI (-0.0019546155336504175+0j)
IIIIZIIIXIXXIIIIIIIIIXZIXIII (-0.0019546155336504175+0j)
IIIIIZZIYIXYIIIIIIIIIXZIXIII (-0.0019546155336504175+0j)
IIIIIIXYYIXZIIIIIIIIIYZIYZZI (0.02199963242086074+0j)
IIIIIIXXYIYIIIIIIIIIIYZIYZZI (-0.02199963242086074+0j)
IIIIIIXYYIXZIIIIIIIIIXZIXIII (0.02199963242086074+0j)
IIIIIIXXYIYIIIIIIIIIIXZIXIII (-0.02199963242086074+0j)
XYZIYIIIXIXZIIIIIIIIIYZIYZZI (-0.0014283337863124532+0j)
XXZIYIIIXIYIIIIIIIIIIYZIYZZI (0.0014283337863124532+0j)
XYZIYIIIXIXZIIIIIIIIIXZIXIII (-0.0014283337863124532+0j)
XXZIYIIIXIYIIIIIIIIIIXZIXIII (0.0014283337863124532+0j)
IIIIIIIIZXZIIIIIIIIIIYZIYZZI (-0.010844659520324844+0j)
IIIIIIIIIXIIIIIIIIIIIYZIYZZI (0.010844659520324844+0j)
IIIIIIIIZXZIIIIIIIIIIXZIXIII (-0.010844659520324844+0j)
IIIIIIIIIXIIIIIIIIIIIXZIXIII (0.010844659520324844+0j)
XIYIYIIIXXZIIIIIIIIIIYZIYZZI (-0.008982679698181213+0j)
XIXZYIIIXYZIIIIIIIIIIYZIYZZI (0.008982679698181213+0j)
XIYIYIIIXXZIIIIIIIIIIXZIXIII (-0.008982679698181213+0j)
XIXZYIIIXYZIIIIIIIIIIXZIXIII (0.008982679698181213+0j)
IIIIZIIIXZZIIIIIIIIIIYZIYZZI (0.011552459783111561+0j)
IIIIIZZIXIIIIIIIIIIIIYZIYZZI (-0.011552459783111561+0j)
IIIIZIIIXZZIIIIIIIIIIXZIXIII (0.011552459783111561+0j)
IIIIIZZIXIIIIIIIIIIIIXZIXIII (-0.011552459783111561+0j)
XIXYYIXXZIIIIIIIIIIIIYZIYZZI (-0.010140754081731498+0j)
XIXXYIXYZIIIIIIIIIIIIYZIYZZI (0.010140754081731498+0j)
XIXYYIXXZIIIIIIIIIIIIXZIXIII (-0.010140754081731498+0j)
XIXXYIXYZIIIIIIIIIIIIXZIXIII (0.010140754081731498+0j)
YIIIYIXXZIIIIIIIIIIIIYZIYZZI (0.005760428889407441+0j)
XZZIYIXYZIIIIIIIIIIIIYZIYZZI (-0.005760428889407441+0j)
YIIIYIXXZIIIIIIIIIIIIXZIXIII (0.005760428889407441+0j)
XZZIYIXYZIIIIIIIIIIIIXZIXIII (-0.005760428889407441+0j)
XIYIYZZIZIIIIIIIIIIIIYZIYZZI (0.01704243399500729+0j)
XIXZXIIIIIIIIIIIIIIIIYZIYZZI (0.01704243399500729+0j)
XIYIYZZIZIIIIIIIIIIIIXZIXIII (0.01704243399500729+0j)
XIXZXIIIIIIIIIIIIIIIIXZIXIII (0.01704243399500729+0j)
IYYXIIIIIIIIIIIIIIIIIYZIYZZI (0.019147121761494985+0j)
IXYYIIIIIIIIIIIIIIIIIYZIYZZI (-0.019147121761494985+0j)
IYYXIIIIIIIIIIIIIIIIIXZIXIII (0.019147121761494985+0j)
IXYYIIIIIIIIIIIIIIIIIXZIXIII (-0.019147121761494985+0j)
ZXZIIIIIIIIIIIIIIIIIIYZIYZZI (-0.0035434787431218922+0j)
IXIIIIIIIIIIIIIIIIIIIYZIYZZI (0.0035434787431218922+0j)
ZXZIIIIIIIIIIIIIIIIIIXZIXIII (-0.0035434787431218922+0j)
IXIIIIIIIIIIIIIIIIIIIXZIXIII (0.0035434787431218922+0j)
IIIIIIIIIIIIIIIIXYZIXZZIYZZI (-0.014257164364105838+0j)
IIIIIIIIIIIIIIIIXXZIXZZIXIII (-0.014257164364105838+0j)
IIIIIIIIIIIIIIYIZIIIXZZIYZZI (0.00038950057825376137+0j)
IIIIIIIIIIIIIIXZZIIIXZZIXIII (0.00038950057825376137+0j)
IIIIIIIIIIIIIIIIZIXXZIIIXZZI (0.007387215567914093+0j)
IIIIIIIIIIIIIIIIIZYYZIIIXZZI (0.0008454319499756635+0j)
IIIIIIIIIIIIIIIIZIXYIZZIYZZI (0.00654178361793843+0j)
IIIIIIIIIIIIIIIIIZYXZIIIYIII (0.00654178361793843+0j)
IIIIIIIIIIIIIIIIZIXXIZZIXIII (-0.0008454319499756635+0j)
IIIIIIIIIIIIIIIIIZYYIZZIXIII (-0.007387215567914093+0j)
IIIIXYZIZIIIYXZIZIIIIIIIXZZI (0.0024286748073923943+0j)
IIIIXXZIZIIIYYZIZIIIIIIIXZZI (-0.0024286748073923943+0j)
IIIIXYZIZIIIYXZIZIIIZZZIXIII (-0.0024286748073923943+0j)
IIIIXXZIZIIIYYZIZIIIZZZIXIII (0.0024286748073923943+0j)
IIIIXIYIZIIIYZZIZIIIIIIIXZZI (-0.002074963898676891+0j)
IIIIXIXZZIIIXIIIIIIIZIIIXZZI (-0.002074963898676891+0j)
IIIIXIYIZIIIYZZIZIIIZZZIXIII (0.002074963898676891+0j)
IIIIXIXZZIIIXIIIIIIIIZZIXIII (0.002074963898676891+0j)
IIIIIYZIYIXXIIIIIIIIZIIIXZZI (0.008289917882462581+0j)
IIIIIXZIYIXYIIIIIIIIZIIIXZZI (-0.008289917882462581+0j)
IIIIIYZIYIXXIIIIIIIIIZZIXIII (-0.008289917882462581+0j)
IIIIIXZIYIXYIIIIIIIIIZZIXIII (0.008289917882462581+0j)
IIIIIIYIYIXZIIIIIIIIZIIIXZZI (-0.007269642332576917+0j)
IIIIIIXZYIYIIIIIIIIIZIIIXZZI (0.007269642332576917+0j)
IIIIIIYIYIXZIIIIIIIIIZZIXIII (0.007269642332576917+0j)
IIIIIIXZYIYIIIIIIIIIIZZIXIII (-0.007269642332576917+0j)
IIIIIYZIYZZIIIIIIIIIZIIIXZZI (0.002604874322385767+0j)
IIIIIXZIXIIIIIIIIIIIZIIIXZZI (0.002604874322385767+0j)
IIIIIYZIYZZIIIIIIIIIIZZIXIII (-0.002604874322385767+0j)
IIIIIXZIXIIIIIIIIIIIIZZIXIII (-0.002604874322385767+0j)
XIXYYIXZZIIIIIIIIIIIZIIIXZZI (-0.006785326182894987+0j)
XIXXYIYIZIIIIIIIIIIIZIIIXZZI (0.006785326182894987+0j)
XIXYYIXZZIIIIIIIIIIIIZZIXIII (0.006785326182894987+0j)
XIXXYIYIZIIIIIIIIIIIIZZIXIII (-0.006785326182894987+0j)
YIIIYIXZZIIIIIIIIIIIZIIIXZZI (-0.0029638848914034575+0j)
XZZIYIYIZIIIIIIIIIIIZIIIXZZI (0.0029638848914034575+0j)
YIIIYIXZZIIIIIIIIIIIIZZIXIII (0.0029638848914034575+0j)
XZZIYIYIZIIIIIIIIIIIIZZIXIII (-0.0029638848914034575+0j)
XIYIYXZIZIIIIIIIIIIIZIIIXZZI (0.006566148652096508+0j)
XIXZYYZIZIIIIIIIIIIIZIIIXZZI (-0.006566148652096508+0j)
XIYIYXZIZIIIIIIIIIIIIZZIXIII (-0.006566148652096508+0j)
XIXZYYZIZIIIIIIIIIIIIZZIXIII (0.006566148652096508+0j)
IIIIIIIIIIIIIIIIXYZZYIIIXZZI (-0.012483444856805609+0j)
IIIIIIIIIIIIIIIIXXZZYIIIYIII (0.012483444856805609+0j)
IIIIIIIIIIIIIIYIZIIZYIIIXZZI (0.004178939740813998+0j)
IIIIIIIIIIIIIIXZZIIZYIIIYIII (-0.004178939740813998+0j)
IIIIXIYIZIIIYXZIYIXYXIIIXZZI (-0.002798064252965467+0j)
IIIIXIXZZIIIYYZIYIXYXIIIXZZI (0.002798064252965467+0j)
IIIIXIYIZIIIYXZIYIXXXIIIYIII (0.002798064252965467+0j)
IIIIXIXZZIIIYYZIYIXXXIIIYIII (-0.002798064252965467+0j)
IIIIXYZIZIIIYZZIYIXYXIIIXZZI (0.0032629836765431003+0j)
IIIIXXZIZIIIXIIIXIXYYIIIXZZI (0.0032629836765431003+0j)
IIIIXYZIZIIIYZZIYIXXXIIIYIII (-0.0032629836765431003+0j)
IIIIXXZIZIIIXIIIXIXXYIIIYIII (-0.0032629836765431003+0j)
IIIIIIYIYIXXIIIIXIXYYIIIXZZI (-0.012728038131836716+0j)
IIIIIIXZYIXYIIIIXIXYYIIIXZZI (0.012728038131836716+0j)
IIIIIIYIYIXXIIIIXIXXYIIIYIII (0.012728038131836716+0j)
IIIIIIXZYIXYIIIIXIXXYIIIYIII (-0.012728038131836716+0j)
IIIIIYZIYIXZIIIIXIXYYIIIXZZI (0.011314597209593106+0j)
IIIIIXZIYIYIIIIIXIXYYIIIXZZI (-0.011314597209593106+0j)
IIIIIYZIYIXZIIIIXIXXYIIIYIII (-0.011314597209593106+0j)
IIIIIXZIYIYIIIIIXIXXYIIIYIII (0.011314597209593106+0j)
IIIIIIYIYZZIIIIIXIXYYIIIXZZI (-0.0006493415044850436+0j)
IIIIIIXZXIIIIIIIXIXYYIIIXZZI (-0.0006493415044850436+0j)
IIIIIIYIYZZIIIIIXIXXYIIIYIII (0.0006493415044850436+0j)
IIIIIIXZXIIIIIIIXIXXYIIIYIII (0.0006493415044850436+0j)
XIYIYIXZZIIIIIIIXIXYYIIIXZZI (-0.00741158060207217+0j)
XIXZYIYIZIIIIIIIXIXYYIIIXZZI (0.00741158060207217+0j)
XIYIYIXZZIIIIIIIXIXXYIIIYIII (0.00741158060207217+0j)
XIXZYIYIZIIIIIIIXIXXYIIIYIII (-0.00741158060207217+0j)
XIXYYXZIZIIIIIIIXIXYYIIIXZZI (0.010443612553553363+0j)
XIXXYYZIZIIIIIIIXIXYYIIIXZZI (-0.010443612553553363+0j)
XIXYYXZIZIIIIIIIXIXXYIIIYIII (-0.010443612553553363+0j)
XIXXYYZIZIIIIIIIXIXXYIIIYIII (0.010443612553553363+0j)
YIIIYXZIZIIIIIIIXIXYYIIIXZZI (0.0044443862063012415+0j)
XZZIYYZIZIIIIIIIXIXYYIIIXZZI (-0.0044443862063012415+0j)
YIIIYXZIZIIIIIIIXIXXYIIIYIII (-0.0044443862063012415+0j)
XZZIYYZIZIIIIIIIXIXXYIIIYIII (0.0044443862063012415+0j)
IIIIIIIIIIIIIIIIXYIZYIIIXZZI (-0.013467712902908114+0j)
IIIIIIIIIIIIIIIIXXIZYIIIYIII (0.013467712902908114+0j)
IIIIIIIIIIIIIIYIZIZZYIIIXZZI (-7.61121426389932e-05+0j)
IIIIIIIIIIIIIIXZZIZZYIIIYIII (7.61121426389932e-05+0j)
IIIIIIIIIIIIIIXYZZXIYIIIXZZI (0.0016167825258107064+0j)
IIIIIIIIIIIIIIXXIIYIYIIIXZZI (-0.008960967734005733+0j)
IIIIIIIIIIIIIIXYIIXZYIIIXZZI (0.007344185208195027+0j)
IIIIIIIIIIIIIIXXZZXIYIIIYIII (0.007344185208195027+0j)
IIIIIIIIIIIIIIXYZZYZYIIIYIII (0.008960967734005733+0j)
IIIIIIIIIIIIIIXXIIXZYIIIYIII (0.0016167825258107064+0j)
IIIIXIXYZIIIYXZIYIYIXIIIXZZI (0.0005935959574347197+0j)
IIIIXIXXZIIIYYZIYIYIXIIIXZZI (-0.0005935959574347197+0j)
IIIIXIXYZIIIYXZIYIXZXIIIYIII (-0.0005935959574347197+0j)
IIIIXIXXZIIIYYZIYIXZXIIIYIII (0.0005935959574347197+0j)
XYZIZIIIIIIIYXZIYIYIXIIIXZZI (0.0010746180444162411+0j)
XXZIZIIIIIIIYYZIYIYIXIIIXZZI (-0.0010746180444162411+0j)
XYZIZIIIIIIIYXZIYIXZXIIIYIII (-0.0010746180444162411+0j)
XXZIZIIIIIIIYYZIYIXZXIIIYIII (0.0010746180444162411+0j)
IIIIXIIIXYZIYZZIYIYIXIIIXZZI (0.0006264015411288087+0j)
IIIIXIIIXXZIXIIIXIYIYIIIXZZI (0.0006264015411288087+0j)
IIIIXIIIXYZIYZZIYIXZXIIIYIII (-0.0006264015411288087+0j)
IIIIXIIIXXZIXIIIXIXZYIIIYIII (-0.0006264015411288087+0j)
IIIIYIIIIIIIYZZIYIYIXIIIXZZI (0.0008185292059155744+0j)
IIIIXZZIZIIIXIIIXIYIYIIIXZZI (0.0008185292059155744+0j)
IIIIYIIIIIIIYZZIYIXZXIIIYIII (-0.0008185292059155744+0j)
IIIIXZZIZIIIXIIIXIXZYIIIYIII (-0.0008185292059155744+0j)
IIIIIIXYYIXXIIIIXIYIYIIIXZZI (-0.002646651034713378+0j)
IIIIIIXXYIXYIIIIXIYIYIIIXZZI (0.002646651034713378+0j)
IIIIIIXYYIXXIIIIXIXZYIIIYIII (0.002646651034713378+0j)
IIIIIIXXYIXYIIIIXIXZYIIIYIII (-0.002646651034713378+0j)
XYZIYIIIXIXXIIIIXIYIYIIIXZZI (0.004560062678466916+0j)
XXZIYIIIXIXYIIIIXIYIYIIIXZZI (-0.004560062678466916+0j)
XYZIYIIIXIXXIIIIXIXZYIIIYIII (-0.004560062678466916+0j)
XXZIYIIIXIXYIIIIXIXZYIIIYIII (0.004560062678466916+0j)
IIIIIIIIIYYZIIIIXIYIYIIIXZZI (-0.004551857818774225+0j)
IIIIIIIIIXXIIIIIXIYIYIIIXZZI (-0.004551857818774225+0j)
IIIIIIIIIYYZIIIIXIXZYIIIYIII (0.004551857818774225+0j)
IIIIIIIIIXXIIIIIXIXZYIIIYIII (0.004551857818774225+0j)
IIIIZIIIXIXZIIIIXIYIYIIIXZZI (-0.006880908208067442+0j)
IIIIIZZIYIYIIIIIXIYIYIIIXZZI (-0.006880908208067442+0j)
IIIIZIIIXIXZIIIIXIXZYIIIYIII (0.006880908208067442+0j)
IIIIIZZIYIYIIIIIXIXZYIIIYIII (0.006880908208067442+0j)
XIXYYIIIXXZIIIIIXIYIYIIIXZZI (0.007331556571611018+0j)
XIXXYIIIXYZIIIIIXIYIYIIIXZZI (-0.007331556571611018+0j)
XIXYYIIIXXZIIIIIXIXZYIIIYIII (-0.007331556571611018+0j)
XIXXYIIIXYZIIIIIXIXZYIIIYIII (0.007331556571611018+0j)
YIIIYIIIXXZIIIIIXIYIYIIIXZZI (0.00022496704166469078+0j)
XZZIYIIIXYZIIIIIXIYIYIIIXZZI (-0.00022496704166469078+0j)
YIIIYIIIXXZIIIIIXIXZYIIIYIII (-0.00022496704166469078+0j)
XZZIYIIIXYZIIIIIXIXZYIIIYIII (0.00022496704166469078+0j)
IIIIIIXYYZZIIIIIXIYIYIIIXZZI (-0.005720253877661768+0j)
IIIIIIXXXIIIIIIIXIYIYIIIXZZI (-0.005720253877661768+0j)
IIIIIIXYYZZIIIIIXIXZYIIIYIII (0.005720253877661768+0j)
IIIIIIXXXIIIIIIIXIXZYIIIYIII (0.005720253877661768+0j)
XYZIYIIIXZZIIIIIXIYIYIIIXZZI (0.004036905261508032+0j)
XXZIYIIIYIIIIIIIXIYIYIIIXZZI (-0.004036905261508032+0j)
XYZIYIIIXZZIIIIIXIXZYIIIYIII (-0.004036905261508032+0j)
XXZIYIIIYIIIIIIIXIXZYIIIYIII (0.004036905261508032+0j)
XIYIYIXXZIIIIIIIXIYIYIIIXZZI (0.007895368094324333+0j)
XIXZYIXYZIIIIIIIXIYIYIIIXZZI (-0.007895368094324333+0j)
XIYIYIXXZIIIIIIIXIXZYIIIYIII (-0.007895368094324333+0j)
XIXZYIXYZIIIIIIIXIXZYIIIYIII (0.007895368094324333+0j)
XIXYYZZIZIIIIIIIXIYIYIIIXZZI (-0.006829788033637854+0j)
XIXXXIIIIIIIIIIIXIYIYIIIXZZI (-0.006829788033637854+0j)
XIXYYZZIZIIIIIIIXIXZYIIIYIII (0.006829788033637854+0j)
XIXXXIIIIIIIIIIIXIXZYIIIYIII (0.006829788033637854+0j)
YIIIYZZIZIIIIIIIXIYIYIIIXZZI (0.002555591556619937+0j)
XZZIXIIIIIIIIIIIXIYIYIIIXZZI (0.002555591556619937+0j)
YIIIYZZIZIIIIIIIXIXZYIIIYIII (-0.002555591556619937+0j)
XZZIXIIIIIIIIIIIXIXZYIIIYIII (-0.002555591556619937+0j)
IYYZIIIIIIIIIIIIXIYIYIIIXZZI (-0.005752470916384176+0j)
IXXIIIIIIIIIIIIIXIYIYIIIXZZI (-0.005752470916384176+0j)
IYYZIIIIIIIIIIIIXIXZYIIIYIII (0.005752470916384176+0j)
IXXIIIIIIIIIIIIIXIXZYIIIYIII (0.005752470916384176+0j)
IIIIIIIIIIIIIIYIZZIIYIIIXZZI (0.003969281543250658+0j)
IIIIIIIIIIIIIIXZZZIIYIIIYIII (-0.003969281543250658+0j)
IIIIIIIIIIIIIIIIYXIIYIIIXZZI (-0.0037718246014720666+0j)
IIIIIIIIIIIIIIIIYYIIYIIIYIII (-0.0037718246014720666+0j)
IIIIIIIIIIIIIIIZXYZIYIIIXZZI (-0.013812425043405348+0j)
IIIIIIIIIIIIIIIZXXZIYIIIYIII (0.013812425043405348+0j)
IIIIIIIIIIIIIIZZXYZIYIIIXZZI (-0.018534558760773628+0j)
IIIIIIIIIIIIIIZZXXZIYIIIYIII (0.018534558760773628+0j)
IIIIIIIIIIIIIZIIXYZIYIIIXZZI (-0.039021382223383916+0j)
IIIIIIIIIIIIIZIIXXZIYIIIYIII (0.039021382223383916+0j)
IIIIXIIIXIXYYXZIYYZIXIIIXZZI (-0.0015053844995689734+0j)
IIIIXIIIXIXXYYZIYYZIXIIIXZZI (0.0015053844995689734+0j)
IIIIXIIIXIXYYXZIYXZIXIIIYIII (0.0015053844995689734+0j)
IIIIXIIIXIXXYYZIYXZIXIIIYIII (-0.0015053844995689734+0j)
IIIIXIIIYIIIYXZIYYZIXIIIXZZI (0.0006947841981459594+0j)
IIIIXIIIXZZIYYZIYYZIXIIIXZZI (-0.0006947841981459594+0j)
IIIIXIIIYIIIYXZIYXZIXIIIYIII (-0.0006947841981459594+0j)
IIIIXIIIXZZIYYZIYXZIXIIIYIII (0.0006947841981459594+0j)
XIYIZIIIIIIIYXZIYYZIXIIIXZZI (-0.0003777758503373034+0j)
XIXZZIIIIIIIYYZIYYZIXIIIXZZI (0.0003777758503373034+0j)
XIYIZIIIIIIIYXZIYXZIXIIIYIII (0.0003777758503373034+0j)
XIXZZIIIIIIIYYZIYXZIXIIIYIII (-0.0003777758503373034+0j)
IIIIIIIIIIIIZZZIYYZIXIIIXZZI (-0.03901240161084029+0j)
IIIIIIIIIIIIZZZIYXZIXIIIYIII (0.03901240161084029+0j)
IIIIXIIIXIYIYZZIYYZIXIIIXZZI (-0.0007756849514328046+0j)
IIIIXIIIXIXZXIIIXYZIYIIIXZZI (-0.0007756849514328046+0j)
IIIIXIIIXIYIYZZIYXZIXIIIYIII (0.0007756849514328046+0j)
IIIIXIIIXIXZXIIIXXZIYIIIYIII (0.0007756849514328046+0j)
XIXYZIIIIIIIYZZIYYZIXIIIXZZI (-0.0009899346246145411+0j)
XIXXZIIIIIIIXIIIXYZIYIIIXZZI (-0.0009899346246145411+0j)
XIXYZIIIIIIIYZZIYXZIXIIIYIII (0.0009899346246145411+0j)
XIXXZIIIIIIIXIIIXXZIYIIIYIII (0.0009899346246145411+0j)
YIIIZIIIIIIIYZZIYYZIXIIIXZZI (-0.0017016432212176842+0j)
XZZIZIIIIIIIXIIIXYZIYIIIXZZI (-0.0017016432212176842+0j)
YIIIZIIIIIIIYZZIYXZIXIIIYIII (0.0017016432212176842+0j)
XZZIZIIIIIIIXIIIXXZIYIIIYIII (0.0017016432212176842+0j)
IIIIIIIIIIIZIIIIXYZIYIIIXZZI (-0.017040640160724863+0j)
IIIIIIIIIIIZIIIIXXZIYIIIYIII (0.017040640160724863+0j)
IIIIIIIIZIXXIIIIXYZIYIIIXZZI (0.005178580274557746+0j)
IIIIIIIIIZYYIIIIXYZIYIIIXZZI (0.005178580274557746+0j)
IIIIIIIIZIXXIIIIXXZIYIIIYIII (-0.005178580274557746+0j)
IIIIIIIIIZYYIIIIXXZIYIIIYIII (-0.005178580274557746+0j)
XIYIYIIIXIXXIIIIXYZIYIIIXZZI (0.00827191947275475+0j)
XIXZYIIIXIXYIIIIXYZIYIIIXZZI (-0.00827191947275475+0j)
XIYIYIIIXIXXIIIIXXZIYIIIYIII (-0.00827191947275475+0j)
XIXZYIIIXIXYIIIIXXZIYIIIYIII (0.00827191947275475+0j)
IIIIIIIIIIZZIIIIXYZIYIIIXZZI (-0.011418156076856098+0j)
IIIIIIIIIIZZIIIIXXZIYIIIYIII (0.011418156076856098+0j)
XIXYYIIIXIXZIIIIXYZIYIIIXZZI (0.013941999554302694+0j)
XIXXYIIIXIYIIIIIXYZIYIIIXZZI (-0.013941999554302694+0j)
XIXYYIIIXIXZIIIIXXZIYIIIYIII (-0.013941999554302694+0j)
XIXXYIIIXIYIIIIIXXZIYIIIYIII (0.013941999554302694+0j)
YIIIYIIIXIXZIIIIXYZIYIIIXZZI (-0.002989951136850751+0j)
XZZIYIIIXIYIIIIIXYZIYIIIXZZI (0.002989951136850751+0j)
YIIIYIIIXIXZIIIIXXZIYIIIYIII (0.002989951136850751+0j)
XZZIYIIIXIYIIIIIXXZIYIIIYIII (-0.002989951136850751+0j)
IIIIIIIIIZIIIIIIXYZIYIIIXZZI (-0.00828556735167733+0j)
IIIIIIIIIZIIIIIIXXZIYIIIYIII (0.00828556735167733+0j)
IIIIZIIIXXZIIIIIXYZIYIIIXZZI (-0.01232386809717073+0j)
IIIIIZZIYYZIIIIIXYZIYIIIXZZI (-0.01232386809717073+0j)
IIIIZIIIXXZIIIIIXXZIYIIIYIII (0.01232386809717073+0j)
IIIIIZZIYYZIIIIIXXZIYIIIYIII (0.01232386809717073+0j)
IIIIIIIIZZZIIIIIXYZIYIIIXZZI (-0.014759890963720058+0j)
IIIIIIIIZZZIIIIIXXZIYIIIYIII (0.014759890963720058+0j)
XIYIYIIIXZZIIIIIXYZIYIIIXZZI (0.011829294166912101+0j)
XIXZYIIIYIIIIIIIXYZIYIIIXZZI (-0.011829294166912101+0j)
XIYIYIIIXZZIIIIIXXZIYIIIYIII (-0.011829294166912101+0j)
XIXZYIIIYIIIIIIIXXZIYIIIYIII (0.011829294166912101+0j)
IIIIIIIZIIIIIIIIXYZIYIIIXZZI (-0.005027203877385174+0j)
IIIIIIIZIIIIIIIIXXZIYIIIYIII (0.005027203877385174+0j)
XYZIYIXXZIIIIIIIXYZIYIIIXZZI (0.013188030554480644+0j)
