Jordan-Wigner mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
IIIIIIIIIYZZYIIIIIIIIIIYYIII (0.0015357144926647583+0j)
IIIIIIIIIXZZXIIIIIIIIIIYYIII (0.0015357144926647583+0j)
IIIIIIIIIYZZYIIIIIIIIIIXXIII (0.0015357144926647583+0j)
IIIIIIIIIXZZXIIIIIIIIIIXXIII (0.0015357144926647583+0j)
IIIIYZZZZZZZYIIIIIIIIIIYYIII (0.0018650951541505857+0j)
IIIIXZZZZZZZXIIIIIIIIIIYYIII (0.0018650951541505857+0j)
IIIIYZZZZZZZYIIIIIIIIIIXXIII (0.0018650951541505857+0j)
IIIIXZZZZZZZXIIIIIIIIIIXXIII (0.0018650951541505857+0j)
IIIIIIIYZZZYIIIIIIIIIIIYYIII (0.012309290442687686+0j)
IIIIIIIXZZZXIIIIIIIIIIIYYIII (0.012309290442687686+0j)
IIIIIIIYZZZYIIIIIIIIIIIXXIII (0.012309290442687686+0j)
IIIIIIIXZZZXIIIIIIIIIIIXXIII (0.012309290442687686+0j)
IYZZZZZZZZZYIIIIIIIIIIIYYIII (0.002812894972826032+0j)
IXZZZZZZZZZXIIIIIIIIIIIYYIII (0.002812894972826032+0j)
IYZZZZZZZZZYIIIIIIIIIIIXXIII (0.002812894972826032+0j)
IXZZZZZZZZZXIIIIIIIIIIIXXIII (0.002812894972826032+0j)
IIIIIIIIIYYIIIIIIIIIIIIYYIII (0.015330860110763594+0j)
IIIIIIIIIXXIIIIIIIIIIIIYYIII (0.015330860110763594+0j)
IIIIIIIIIYYIIIIIIIIIIIIXXIII (0.015330860110763594+0j)
IIIIIIIIIXXIIIIIIIIIIIIXXIII (0.015330860110763594+0j)
IIIIYZZZZZYIIIIIIIIIIIIYYIII (-0.004551857818774225+0j)
IIIIXZZZZZXIIIIIIIIIIIIYYIII (-0.004551857818774225+0j)
IIIIYZZZZZYIIIIIIIIIIIIXXIII (-0.004551857818774225+0j)
IIIIXZZZZZXIIIIIIIIIIIIXXIII (-0.004551857818774225+0j)
IIIYZZZZZYIIIIIIIIIIIIIYYIII (-0.005258495578631743+0j)
IIIXZZZZZXIIIIIIIIIIIIIYYIII (-0.005258495578631743+0j)
IIIYZZZZZYIIIIIIIIIIIIIXXIII (-0.005258495578631743+0j)
IIIXZZZZZXIIIIIIIIIIIIIXXIII (-0.005258495578631743+0j)
YZZZZZZZZYIIIIIIIIIIIIIYYIII (0.004183097344641781+0j)
XZZZZZZZZXIIIIIIIIIIIIIYYIII (0.004183097344641781+0j)
YZZZZZZZZYIIIIIIIIIIIIIXXIII (0.004183097344641781+0j)
XZZZZZZZZXIIIIIIIIIIIIIXXIII (0.004183097344641781+0j)
IIIIIIIYYIIIIIIIIIIIIIIYYIII (0.01119742132742995+0j)
IIIIIIIXXIIIIIIIIIIIIIIYYIII (0.01119742132742995+0j)
IIIIIIIYYIIIIIIIIIIIIIIXXIII (0.01119742132742995+0j)
IIIIIIIXXIIIIIIIIIIIIIIXXIII (0.01119742132742995+0j)
IYZZZZZZYIIIIIIIIIIIIIIYYIII (-0.0048985233339297295+0j)
IXZZZZZZXIIIIIIIIIIIIIIYYIII (-0.0048985233339297295+0j)
IYZZZZZZYIIIIIIIIIIIIIIXXIII (-0.0048985233339297295+0j)
IXZZZZZZXIIIIIIIIIIIIIIXXIII (-0.0048985233339297295+0j)
IIYZZZZYIIIIIIIIIIIIIIIYYIII (-0.007583431695110087+0j)
IIXZZZZXIIIIIIIIIIIIIIIYYIII (-0.007583431695110087+0j)
IIYZZZZYIIIIIIIIIIIIIIIXXIII (-0.007583431695110087+0j)
IIXZZZZXIIIIIIIIIIIIIIIXXIII (-0.007583431695110087+0j)
IIIYYIIIIIIIIIIIIIIIIIIYYIII (0.014664466883921689+0j)
IIIXXIIIIIIIIIIIIIIIIIIYYIII (0.014664466883921689+0j)
IIIYYIIIIIIIIIIIIIIIIIIXXIII (0.014664466883921689+0j)
IIIXXIIIIIIIIIIIIIIIIIIXXIII (0.014664466883921689+0j)
YZZZYIIIIIIIIIIIIIIIIIIYYIII (0.001712041287953572+0j)
XZZZXIIIIIIIIIIIIIIIIIIYYIII (0.001712041287953572+0j)
YZZZYIIIIIIIIIIIIIIIIIIXXIII (0.001712041287953572+0j)
XZZZXIIIIIIIIIIIIIIIIIIXXIII (0.001712041287953572+0j)
IYYIIIIIIIIIIIIIIIIIIIIYYIII (0.012706370709618244+0j)
IXXIIIIIIIIIIIIIIIIIIIIYYIII (0.012706370709618244+0j)
IYYIIIIIIIIIIIIIIIIIIIIXXIII (0.012706370709618244+0j)
IXXIIIIIIIIIIIIIIIIIIIIXXIII (0.012706370709618244+0j)
IIIIIIIIIIIIIIIIIYZZZZIZYIII (-0.01599884484557633+0j)
IIIIIIIIIIIIIIIIIXZZZZIZXIII (-0.01599884484557633+0j)
IIIIIIIIIIIIIIYZZZZZZZIZYIII (-0.01414147443661428+0j)
IIIIIIIIIIIIIIXZZZZZZZIZXIII (-0.01414147443661428+0j)
IIIIIIIIIIIIIIIIIIYZZYYZYIII (-0.002194261873821997+0j)
IIIIIIIIIIIIIIIIIIXZZXYZYIII (0.003637944031627796+0j)
IIIIIIIIIIIIIIIIIIYZZXXZYIII (-0.005832205905449793+0j)
IIIIIIIIIIIIIIIIIIXZZYYZXIII (-0.005832205905449793+0j)
IIIIIIIIIIIIIIIIIIYZZYXZXIII (0.003637944031627796+0j)
IIIIIIIIIIIIIIIIIIXZZXXZXIII (-0.002194261873821997+0j)
IIIIIIIIIIIIIIIIIIIYYIYZYIII (-0.021503036449112882+0j)
IIIIIIIIIIIIIIIIIIIXXIYZYIII (-0.019547503631212163+0j)
IIIIIIIIIIIIIIIIIIIYXIXZYIII (-0.0019555328179007236+0j)
IIIIIIIIIIIIIIIIIIIXYIYZXIII (-0.0019555328179007236+0j)
IIIIIIIIIIIIIIIIIIIYYIXZXIII (-0.019547503631212163+0j)
IIIIIIIIIIIIIIIIIIIXXIXZXIII (-0.021503036449112882+0j)
IIIIIIIIIIIIIIIYZZYIIIYZYIII (0.021418977493473434+0j)
IIIIIIIIIIIIIIIXZZXIIIYZYIII (0.020164255675872156+0j)
IIIIIIIIIIIIIIIYZZXIIIXZYIII (0.0012547218176012856+0j)
IIIIIIIIIIIIIIIXZZYIIIYZXIII (0.0012547218176012856+0j)
IIIIIIIIIIIIIIIYZZYIIIXZXIII (0.020164255675872156+0j)
IIIIIIIIIIIIIIIXZZXIIIXZXIII (0.021418977493473434+0j)
IIIIIIIIIIIIIIIIYYIIIIYZYIII (0.02240287813130798+0j)
IIIIIIIIIIIIIIIIXXIIIIYZYIII (0.018805632587140922+0j)
IIIIIIIIIIIIIIIIYXIIIIXZYIII (0.0035972455441670545+0j)
IIIIIIIIIIIIIIIIXYIIIIYZXIII (0.0035972455441670545+0j)
IIIIIIIIIIIIIIIIYYIIIIXZXIII (0.018805632587140922+0j)
IIIIIIIIIIIIIIIIXXIIIIXZXIII (0.02240287813130798+0j)
IIIIIIIIIIIIIIYZYIIIIIYZYIII (-0.010053168463784838+0j)
IIIIIIIIIIIIIIXZXIIIIIYZYIII (-0.0033044309478575465+0j)
IIIIIIIIIIIIIIYZXIIIIIXZYIII (-0.0067487375159272925+0j)
IIIIIIIIIIIIIIXZYIIIIIYZXIII (-0.0067487375159272925+0j)
IIIIIIIIIIIIIIYZYIIIIIXZXIII (-0.0033044309478575465+0j)
IIIIIIIIIIIIIIXZXIIIIIXZXIII (-0.010053168463784838+0j)
IIIIIIIIIIIIYYIIIIIIIIYZYIII (0.03094050199676287+0j)
IIIIIIIIIIIIXXIIIIIIIIYZYIII (0.03094050199676287+0j)
IIIIIIIIIIIIYYIIIIIIIIXZXIII (0.03094050199676287+0j)
IIIIIIIIIIIIXXIIIIIIIIXZXIII (0.03094050199676287+0j)
IIIIIIIIIIYZZYIIIIIIIIYZYIII (0.0007544375949955231+0j)
IIIIIIIIIIXZZXIIIIIIIIYZYIII (0.0007544375949955231+0j)
IIIIIIIIIIYZZYIIIIIIIIXZXIII (0.0007544375949955231+0j)
IIIIIIIIIIXZZXIIIIIIIIXZXIII (0.0007544375949955231+0j)
IIIYZZZZZZZZZYIIIIIIIIYZYIII (0.0004423336329893332+0j)
IIIXZZZZZZZZZXIIIIIIIIYZYIII (0.0004423336329893332+0j)
IIIYZZZZZZZZZYIIIIIIIIXZXIII (0.0004423336329893332+0j)
IIIXZZZZZZZZZXIIIIIIIIXZXIII (0.0004423336329893332+0j)
YZZZZZZZZZZZZYIIIIIIIIYZYIII (-0.003693720945872892+0j)
XZZZZZZZZZZZZXIIIIIIIIYZYIII (-0.003693720945872892+0j)
YZZZZZZZZZZZZYIIIIIIIIXZXIII (-0.003693720945872892+0j)
XZZZZZZZZZZZZXIIIIIIIIXZXIII (-0.003693720945872892+0j)
IIIIIIIIIIIYYIIIIIIIIIYZYIII (-0.0009174036774723247+0j)
IIIIIIIIIIIXXIIIIIIIIIYZYIII (-0.0009174036774723247+0j)
IIIIIIIIIIIYYIIIIIIIIIXZXIII (-0.0009174036774723247+0j)
IIIIIIIIIIIXXIIIIIIIIIXZXIII (-0.0009174036774723247+0j)
IIIIIIIIYZZZYIIIIIIIIIYZYIII (0.0023947772821031606+0j)
IIIIIIIIXZZZXIIIIIIIIIYZYIII (0.0023947772821031606+0j)
IIIIIIIIYZZZYIIIIIIIIIXZXIII (0.0023947772821031606+0j)
IIIIIIIIXZZZXIIIIIIIIIXZXIII (0.0023947772821031606+0j)
IIYZZZZZZZZZYIIIIIIIIIYZYIII (0.0016265176385123583+0j)
IIXZZZZZZZZZXIIIIIIIIIYZYIII (0.0016265176385123583+0j)
IIYZZZZZZZZZYIIIIIIIIIXZXIII (0.0016265176385123583+0j)
IIXZZZZZZZZZXIIIIIIIIIXZXIII (0.0016265176385123583+0j)
IIIIIIIIIIYYIIIIIIIIIIYZYIII (0.022006051157318428+0j)
IIIIIIIIIIXXIIIIIIIIIIYZYIII (0.022006051157318428+0j)
IIIIIIIIIIYYIIIIIIIIIIXZXIII (0.022006051157318428+0j)
IIIIIIIIIIXXIIIIIIIIIIXZXIII (0.022006051157318428+0j)
IIIYZZZZZZZYIIIIIIIIIIYZYIII (0.004396883272269306+0j)
IIIXZZZZZZZXIIIIIIIIIIYZYIII (0.004396883272269306+0j)
IIIYZZZZZZZYIIIIIIIIIIXZXIII (0.004396883272269306+0j)
IIIXZZZZZZZXIIIIIIIIIIXZXIII (0.004396883272269306+0j)
YZZZZZZZZZZYIIIIIIIIIIYZYIII (0.002159214691419245+0j)
XZZZZZZZZZZXIIIIIIIIIIYZYIII (0.002159214691419245+0j)
YZZZZZZZZZZYIIIIIIIIIIXZXIII (0.002159214691419245+0j)
XZZZZZZZZZZXIIIIIIIIIIXZXIII (0.002159214691419245+0j)
IIIIIIIIYZYIIIIIIIIIIIYZYIII (0.0272939771684759+0j)
IIIIIIIIXZXIIIIIIIIIIIYZYIII (0.0272939771684759+0j)
IIIIIIIIYZYIIIIIIIIIIIXZXIII (0.0272939771684759+0j)
IIIIIIIIXZXIIIIIIIIIIIXZXIII (0.0272939771684759+0j)
IIYZZZZZZZYIIIIIIIIIIIYZYIII (0.006406037701095104+0j)
IIXZZZZZZZXIIIIIIIIIIIYZYIII (0.006406037701095104+0j)
IIYZZZZZZZYIIIIIIIIIIIXZXIII (0.006406037701095104+0j)
IIXZZZZZZZXIIIIIIIIIIIXZXIII (0.006406037701095104+0j)
IIIIIIIYZYIIIIIIIIIIIIYZYIII (0.026898409051626413+0j)
IIIIIIIXZXIIIIIIIIIIIIYZYIII (0.026898409051626413+0j)
IIIIIIIYZYIIIIIIIIIIIIXZXIII (0.026898409051626413+0j)
IIIIIIIXZXIIIIIIIIIIIIXZXIII (0.026898409051626413+0j)
IYZZZZZZZYIIIIIIIIIIIIYZYIII (0.0015911679591377966+0j)
IXZZZZZZZXIIIIIIIIIIIIYZYIII (0.0015911679591377966+0j)
IYZZZZZZZYIIIIIIIIIIIIXZXIII (0.0015911679591377966+0j)
IXZZZZZZZXIIIIIIIIIIIIXZXIII (0.0015911679591377966+0j)
IIIYZZZZYIIIIIIIIIIIIIYZYIII (-0.001238953881856272+0j)
IIIXZZZZXIIIIIIIIIIIIIYZYIII (-0.001238953881856272+0j)
IIIYZZZZYIIIIIIIIIIIIIXZXIII (-0.001238953881856272+0j)
IIIXZZZZXIIIIIIIIIIIIIXZXIII (-0.001238953881856272+0j)
YZZZZZZZYIIIIIIIIIIIIIYZYIII (-0.016208733386727847+0j)
XZZZZZZZXIIIIIIIIIIIIIYZYIII (-0.016208733386727847+0j)
YZZZZZZZYIIIIIIIIIIIIIXZXIII (-0.016208733386727847+0j)
XZZZZZZZXIIIIIIIIIIIIIXZXIII (-0.016208733386727847+0j)
IIIIYZZYIIIIIIIIIIIIIIYZYIII (-0.007914515751483763+0j)
IIIIXZZXIIIIIIIIIIIIIIYZYIII (-0.007914515751483763+0j)
IIIIYZZYIIIIIIIIIIIIIIXZXIII (-0.007914515751483763+0j)
IIIIXZZXIIIIIIIIIIIIIIXZXIII (-0.007914515751483763+0j)
IIIIIYYIIIIIIIIIIIIIIIYZYIII (-0.022152377953597927+0j)
IIIIIXXIIIIIIIIIIIIIIIYZYIII (-0.022152377953597927+0j)
IIIIIYYIIIIIIIIIIIIIIIXZXIII (-0.022152377953597927+0j)
IIIIIXXIIIIIIIIIIIIIIIXZXIII (-0.022152377953597927+0j)
IYZZYIIIIIIIIIIIIIIIIIYZYIII (0.024201160937380187+0j)
IXZZXIIIIIIIIIIIIIIIIIYZYIII (0.024201160937380187+0j)
IYZZYIIIIIIIIIIIIIIIIIXZXIII (0.024201160937380187+0j)
IXZZXIIIIIIIIIIIIIIIIIXZXIII (0.024201160937380187+0j)
IIYYIIIIIIIIIIIIIIIIIIYZYIII (0.030634926754053025+0j)
IIXXIIIIIIIIIIIIIIIIIIYZYIII (0.030634926754053025+0j)
IIYYIIIIIIIIIIIIIIIIIIXZXIII (0.030634926754053025+0j)
IIXXIIIIIIIIIIIIIIIIIIXZXIII (0.030634926754053025+0j)
YZYIIIIIIIIIIIIIIIIIIIYZYIII (-0.01474585608186399+0j)
XZXIIIIIIIIIIIIIIIIIIIYZYIII (-0.01474585608186399+0j)
YZYIIIIIIIIIIIIIIIIIIIXZXIII (-0.01474585608186399+0j)
XZXIIIIIIIIIIIIIIIIIIIXZXIII (-0.01474585608186399+0j)
IIIIIIIIIIIIIIIIIYZZZIZZYIII (-0.01516795795911667+0j)
IIIIIIIIIIIIIIIIIXZZZIZZXIII (-0.01516795795911667+0j)
IIIIIIIIIIIIIIYZZZZZZIZZYIII (0.005846722463120216+0j)
IIIIIIIIIIIIIIXZZZZZZIZZXIII (0.005846722463120216+0j)
IIIIIIIIIIIIIIIIYZYIIYZZYIII (0.008363434037115014+0j)
IIIIIIIIIIIIIIIIXZXIIYZZYIII (0.00914706590068296+0j)
IIIIIIIIIIIIIIIIYZXIIXZZYIII (-0.0007836318635679462+0j)
IIIIIIIIIIIIIIIIXZYIIYZZXIII (-0.0007836318635679462+0j)
IIIIIIIIIIIIIIIIYZYIIXZZXIII (0.00914706590068296+0j)
IIIIIIIIIIIIIIIIXZXIIXZZXIII (0.008363434037115014+0j)
IIIIIIIIIIIIIIIYZYIIIYZZYIII (0.011641380897091833+0j)
IIIIIIIIIIIIIIIXZXIIIYZZYIII (0.005959091207014341+0j)
IIIIIIIIIIIIIIIYZXIIIXZZYIII (0.005682289690077495+0j)
IIIIIIIIIIIIIIIXZYIIIYZZXIII (0.005682289690077495+0j)
IIIIIIIIIIIIIIIYZYIIIXZZXIII (0.005959091207014341+0j)
IIIIIIIIIIIIIIIXZXIIIXZZXIII (0.011641380897091833+0j)
IIIIIIIIIIIIIIYYIIIIIYZZYIII (0.002324042286154222+0j)
IIIIIIIIIIIIIIXXIIIIIYZZYIII (0.002673523593928905+0j)
IIIIIIIIIIIIIIYXIIIIIXZZYIII (-0.0003494813077746827+0j)
IIIIIIIIIIIIIIXYIIIIIYZZXIII (-0.0003494813077746827+0j)
IIIIIIIIIIIIIIYYIIIIIXZZXIII (0.002673523593928905+0j)
IIIIIIIIIIIIIIXXIIIIIXZZXIII (0.002324042286154222+0j)
IIIIIIIIIYZZZYIIIIIIIYZZYIII (0.0019256821435404375+0j)
IIIIIIIIIXZZZXIIIIIIIYZZYIII (0.0019256821435404375+0j)
IIIIIIIIIYZZZYIIIIIIIXZZXIII (0.0019256821435404375+0j)
IIIIIIIIIXZZZXIIIIIIIXZZXIII (0.0019256821435404375+0j)
IIIIYZZZZZZZZYIIIIIIIYZZYIII (0.002358616098121022+0j)
IIIIXZZZZZZZZXIIIIIIIYZZYIII (0.002358616098121022+0j)
IIIIYZZZZZZZZYIIIIIIIXZZXIII (0.002358616098121022+0j)
IIIIXZZZZZZZZXIIIIIIIXZZXIII (0.002358616098121022+0j)
IIIIIIIYZZZZYIIIIIIIIYZZYIII (0.0018155740328342723+0j)
IIIIIIIXZZZZXIIIIIIIIYZZYIII (0.0018155740328342723+0j)
IIIIIIIYZZZZYIIIIIIIIXZZXIII (0.0018155740328342723+0j)
IIIIIIIXZZZZXIIIIIIIIXZZXIII (0.0018155740328342723+0j)
IYZZZZZZZZZZYIIIIIIIIYZZYIII (0.0031030481376316805+0j)
IXZZZZZZZZZZXIIIIIIIIYZZYIII (0.0031030481376316805+0j)
IYZZZZZZZZZZYIIIIIIIIXZZXIII (0.0031030481376316805+0j)
IXZZZZZZZZZZXIIIIIIIIXZZXIII (0.0031030481376316805+0j)
IIIIIIIIIYZYIIIIIIIIIYZZYIII (0.017910104091711856+0j)
IIIIIIIIIXZXIIIIIIIIIYZZYIII (0.017910104091711856+0j)
IIIIIIIIIYZYIIIIIIIIIXZZXIII (0.017910104091711856+0j)
IIIIIIIIIXZXIIIIIIIIIXZZXIII (0.017910104091711856+0j)
IIIIYZZZZZZYIIIIIIIIIYZZYIII (0.0019546155336504175+0j)
IIIIXZZZZZZXIIIIIIIIIYZZYIII (0.0019546155336504175+0j)
IIIIYZZZZZZYIIIIIIIIIXZZXIII (0.0019546155336504175+0j)
IIIIXZZZZZZXIIIIIIIIIXZZXIII (0.0019546155336504175+0j)
IIIIIIIYZZYIIIIIIIIIIYZZYIII (0.02199963242086074+0j)
IIIIIIIXZZXIIIIIIIIIIYZZYIII (0.02199963242086074+0j)
IIIIIIIYZZYIIIIIIIIIIXZZXIII (0.02199963242086074+0j)
IIIIIIIXZZXIIIIIIIIIIXZZXIII (0.02199963242086074+0j)
IYZZZZZZZZYIIIIIIIIIIYZZYIII (-0.0014283337863124532+0j)
IXZZZZZZZZXIIIIIIIIIIYZZYIII (-0.0014283337863124532+0j)
IYZZZZZZZZYIIIIIIIIIIXZZXIII (-0.0014283337863124532+0j)
IXZZZZZZZZXIIIIIIIIIIXZZXIII (-0.0014283337863124532+0j)
IIIIIIIIYYIIIIIIIIIIIYZZYIII (0.010844659520324844+0j)
IIIIIIIIXXIIIIIIIIIIIYZZYIII (0.010844659520324844+0j)
IIIIIIIIYYIIIIIIIIIIIXZZXIII (0.010844659520324844+0j)
IIIIIIIIXXIIIIIIIIIIIXZZXIII (0.010844659520324844+0j)
IIYZZZZZZYIIIIIIIIIIIYZZYIII (-0.008982679698181213+0j)
IIXZZZZZZXIIIIIIIIIIIYZZYIII (-0.008982679698181213+0j)
IIYZZZZZZYIIIIIIIIIIIXZZXIII (-0.008982679698181213+0j)
IIXZZZZZZXIIIIIIIIIIIXZZXIII (-0.008982679698181213+0j)
IIIIYZZZYIIIIIIIIIIIIYZZYIII (-0.011552459783111561+0j)
IIIIXZZZXIIIIIIIIIIIIYZZYIII (-0.011552459783111561+0j)
IIIIYZZZYIIIIIIIIIIIIXZZXIII (-0.011552459783111561+0j)
IIIIXZZZXIIIIIIIIIIIIXZZXIII (-0.011552459783111561+0j)
IIIYZZZYIIIIIIIIIIIIIYZZYIII (-0.010140754081731498+0j)
IIIXZZZXIIIIIIIIIIIIIYZZYIII (-0.010140754081731498+0j)
IIIYZZZYIIIIIIIIIIIIIXZZXIII (-0.010140754081731498+0j)
IIIXZZZXIIIIIIIIIIIIIXZZXIII (-0.010140754081731498+0j)
YZZZZZZYIIIIIIIIIIIIIYZZYIII (0.005760428889407441+0j)
XZZZZZZXIIIIIIIIIIIIIYZZYIII (0.005760428889407441+0j)
YZZZZZZYIIIIIIIIIIIIIXZZXIII (0.005760428889407441+0j)
XZZZZZZXIIIIIIIIIIIIIXZZXIII (0.005760428889407441+0j)
IIYZYIIIIIIIIIIIIIIIIYZZYIII (0.01704243399500729+0j)
IIXZXIIIIIIIIIIIIIIIIYZZYIII (0.01704243399500729+0j)
IIYZYIIIIIIIIIIIIIIIIXZZXIII (0.01704243399500729+0j)
IIXZXIIIIIIIIIIIIIIIIXZZXIII (0.01704243399500729+0j)
IYZYIIIIIIIIIIIIIIIIIYZZYIII (0.019147121761494985+0j)
IXZXIIIIIIIIIIIIIIIIIYZZYIII (0.019147121761494985+0j)
IYZYIIIIIIIIIIIIIIIIIXZZXIII (0.019147121761494985+0j)
IXZXIIIIIIIIIIIIIIIIIXZZXIII (0.019147121761494985+0j)
YYIIIIIIIIIIIIIIIIIIIYZZYIII (0.0035434787431218922+0j)
XXIIIIIIIIIIIIIIIIIIIYZZYIII (0.0035434787431218922+0j)
YYIIIIIIIIIIIIIIIIIIIXZZXIII (0.0035434787431218922+0j)
XXIIIIIIIIIIIIIIIIIIIXZZXIII (0.0035434787431218922+0j)
IIIIIIIIIIIIIIIIIYZZIZZZYIII (-0.014257164364105838+0j)
IIIIIIIIIIIIIIIIIXZZIZZZXIII (-0.014257164364105838+0j)
IIIIIIIIIIIIIIYZZZZZIZZZYIII (0.00038950057825376137+0j)
IIIIIIIIIIIIIIXZZZZZIZZZXIII (0.00038950057825376137+0j)
IIIIIIIIIIIIIIIIYZZYYZZZYIII (0.007387215567914093+0j)
IIIIIIIIIIIIIIIIXZZXYZZZYIII (0.0008454319499756635+0j)
IIIIIIIIIIIIIIIIYZZXXZZZYIII (0.00654178361793843+0j)
IIIIIIIIIIIIIIIIXZZYYZZZXIII (0.00654178361793843+0j)
IIIIIIIIIIIIIIIIYZZYXZZZXIII (0.0008454319499756635+0j)
IIIIIIIIIIIIIIIIXZZXXZZZXIII (0.007387215567914093+0j)
IIIIIYZZZZZZZYIIIIIIYZZZYIII (-0.0024286748073923943+0j)
IIIIIXZZZZZZZXIIIIIIYZZZYIII (-0.0024286748073923943+0j)
IIIIIYZZZZZZZYIIIIIIXZZZXIII (-0.0024286748073923943+0j)
IIIIIXZZZZZZZXIIIIIIXZZZXIII (-0.0024286748073923943+0j)
IIIIIIYZZZZZYIIIIIIIYZZZYIII (0.002074963898676891+0j)
IIIIIIXZZZZZXIIIIIIIYZZZYIII (0.002074963898676891+0j)
IIIIIIYZZZZZYIIIIIIIXZZZXIII (0.002074963898676891+0j)
IIIIIIXZZZZZXIIIIIIIXZZZXIII (0.002074963898676891+0j)
IIIIIYZZZZZYIIIIIIIIYZZZYIII (-0.008289917882462581+0j)
IIIIIXZZZZZXIIIIIIIIYZZZYIII (-0.008289917882462581+0j)
IIIIIYZZZZZYIIIIIIIIXZZZXIII (-0.008289917882462581+0j)
IIIIIXZZZZZXIIIIIIIIXZZZXIII (-0.008289917882462581+0j)
IIIIIIYZZZYIIIIIIIIIYZZZYIII (0.007269642332576917+0j)
IIIIIIXZZZXIIIIIIIIIYZZZYIII (0.007269642332576917+0j)
IIIIIIYZZZYIIIIIIIIIXZZZXIII (0.007269642332576917+0j)
IIIIIIXZZZXIIIIIIIIIXZZZXIII (0.007269642332576917+0j)
IIIIIYZZYIIIIIIIIIIIYZZZYIII (-0.002604874322385767+0j)
IIIIIXZZXIIIIIIIIIIIYZZZYIII (-0.002604874322385767+0j)
IIIIIYZZYIIIIIIIIIIIXZZZXIII (-0.002604874322385767+0j)
IIIIIXZZXIIIIIIIIIIIXZZZXIII (-0.002604874322385767+0j)
IIIYZZYIIIIIIIIIIIIIYZZZYIII (0.006785326182894987+0j)
IIIXZZXIIIIIIIIIIIIIYZZZYIII (0.006785326182894987+0j)
IIIYZZYIIIIIIIIIIIIIXZZZXIII (0.006785326182894987+0j)
IIIXZZXIIIIIIIIIIIIIXZZZXIII (0.006785326182894987+0j)
YZZZZZYIIIIIIIIIIIIIYZZZYIII (0.0029638848914034575+0j)
XZZZZZXIIIIIIIIIIIIIYZZZYIII (0.0029638848914034575+0j)
YZZZZZYIIIIIIIIIIIIIXZZZXIII (0.0029638848914034575+0j)
XZZZZZXIIIIIIIIIIIIIXZZZXIII (0.0029638848914034575+0j)
IIYZZYIIIIIIIIIIIIIIYZZZYIII (-0.006566148652096508+0j)
IIXZZXIIIIIIIIIIIIIIYZZZYIII (-0.006566148652096508+0j)
IIYZZYIIIIIIIIIIIIIIXZZZXIII (-0.006566148652096508+0j)
IIXZZXIIIIIIIIIIIIIIXZZZXIII (-0.006566148652096508+0j)
IIIIIIIIIIIIIIIIIYZIZZZZYIII (-0.012483444856805609+0j)
IIIIIIIIIIIIIIIIIXZIZZZZXIII (-0.012483444856805609+0j)
IIIIIIIIIIIIIIYZZZZIZZZZYIII (0.004178939740813998+0j)
IIIIIIIIIIIIIIXZZZZIZZZZXIII (0.004178939740813998+0j)
IIIIIIYZZZZZZYIIIIIYZZZZYIII (-0.002798064252965467+0j)
IIIIIIXZZZZZZXIIIIIYZZZZYIII (-0.002798064252965467+0j)
IIIIIIYZZZZZZYIIIIIXZZZZXIII (-0.002798064252965467+0j)
IIIIIIXZZZZZZXIIIIIXZZZZXIII (-0.002798064252965467+0j)
IIIIIYZZZZZZYIIIIIIYZZZZYIII (0.0032629836765431003+0j)
IIIIIXZZZZZZXIIIIIIYZZZZYIII (0.0032629836765431003+0j)
IIIIIYZZZZZZYIIIIIIXZZZZXIII (0.0032629836765431003+0j)
IIIIIXZZZZZZXIIIIIIXZZZZXIII (0.0032629836765431003+0j)
IIIIIIYZZZZYIIIIIIIYZZZZYIII (-0.012728038131836716+0j)
IIIIIIXZZZZXIIIIIIIYZZZZYIII (-0.012728038131836716+0j)
IIIIIIYZZZZYIIIIIIIXZZZZXIII (-0.012728038131836716+0j)
IIIIIIXZZZZXIIIIIIIXZZZZXIII (-0.012728038131836716+0j)
IIIIIYZZZZYIIIIIIIIYZZZZYIII (0.011314597209593106+0j)
IIIIIXZZZZXIIIIIIIIYZZZZYIII (0.011314597209593106+0j)
IIIIIYZZZZYIIIIIIIIXZZZZXIII (0.011314597209593106+0j)
IIIIIXZZZZXIIIIIIIIXZZZZXIII (0.011314597209593106+0j)
IIIIIIYZYIIIIIIIIIIYZZZZYIII (-0.0006493415044850436+0j)
IIIIIIXZXIIIIIIIIIIYZZZZYIII (-0.0006493415044850436+0j)
IIIIIIYZYIIIIIIIIIIXZZZZXIII (-0.0006493415044850436+0j)
IIIIIIXZXIIIIIIIIIIXZZZZXIII (-0.0006493415044850436+0j)
IIYZZZYIIIIIIIIIIIIYZZZZYIII (-0.00741158060207217+0j)
IIXZZZXIIIIIIIIIIIIYZZZZYIII (-0.00741158060207217+0j)
IIYZZZYIIIIIIIIIIIIXZZZZXIII (-0.00741158060207217+0j)
IIXZZZXIIIIIIIIIIIIXZZZZXIII (-0.00741158060207217+0j)
IIIYZYIIIIIIIIIIIIIYZZZZYIII (0.010443612553553363+0j)
IIIXZXIIIIIIIIIIIIIYZZZZYIII (0.010443612553553363+0j)
IIIYZYIIIIIIIIIIIIIXZZZZXIII (0.010443612553553363+0j)
IIIXZXIIIIIIIIIIIIIXZZZZXIII (0.010443612553553363+0j)
