Bravyi-Kitaev mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-54.90718292900202+0j)
IIIIYIYZZIIIXXYYZI (-0.01337124788536166+0j)
IIIIXZXIIIIIXXYYZI (-0.01337124788536166+0j)
YIYIXZZIIIZIXYYXZI (-0.005751852055854732+0j)
XZYIYIZIIIZIXYYXZI (0.005751852055854732+0j)
YIYIXZZIIIZIXXYYZI (0.005751852055854732+0j)
XZYIYIZIIIZIXXYYZI (-0.005751852055854732+0j)
IIZXZIZIIIZIXYYXZI (0.0010052085618824872+0j)
IIIXIIIIIIIIXYYXZI (-0.0010052085618824872+0j)
IIZXZIZIIIZIXXYYZI (-0.0010052085618824872+0j)
IIIXIIIIIIIIXXYYZI (0.0010052085618824872+0j)
XYYXZIZIIIZIXYYXZI (-0.009425283295737946+0j)
XXYYZIZIIIZIXYYXZI (0.009425283295737946+0j)
XYYXZIZIIIZIXXYYZI (0.009425283295737946+0j)
XXYYZIZIIIZIXXYYZI (-0.009425283295737946+0j)
IIIIIIXIXYYIZZXXZI (0.025731741169233997+0j)
IIIIIIXIXXYIZZXYZI (-0.025731741169233997+0j)
IIIIIIIYYZIIYIYXZI (0.0030953286471773066+0j)
IIIIIIIXXIIIYIYXZI (0.0030953286471773066+0j)
IIIIIIIYYZIIXZYYZI (-0.0030953286471773066+0j)
IIIIIIIXXIIIXZYYZI (-0.0030953286471773066+0j)
IIIYZIYIXZIIYIYXZI (-0.0035504345682943047+0j)
IIIXZIYIYIIIYIYXZI (0.0035504345682943047+0j)
IIIYZIYIXZIIXZYYZI (0.0035504345682943047+0j)
IIIXZIYIYIIIXZYYZI (-0.0035504345682943047+0j)
IIIIIIZXZIIIYIYXZI (-0.025037846263264052+0j)
IIIIIIIXIIIIYIYXZI (0.025037846263264052+0j)
IIIIIIZXZIIIXZYYZI (0.025037846263264052+0j)
IIIIIIIXIIIIXZYYZI (-0.025037846263264052+0j)
YIYIIIXXZIZIYIYXZI (-0.01181740729902685+0j)
XZYIIIXYZIZIYIYXZI (0.01181740729902685+0j)
YIYIIIXXZIZIXZYYZI (0.01181740729902685+0j)
XZYIIIXYZIZIXZYYZI (-0.01181740729902685+0j)
IIIYZIYZZIIIYIYXZI (0.05314001701865083+0j)
IIIXZIXIIIIIYIYXZI (0.05314001701865083+0j)
IIIYZIYZZIIIXZYYZI (-0.05314001701865083+0j)
IIIXZIXIIIIIXZYYZI (-0.05314001701865083+0j)
IIZIXXZIIIZIYIYXZI (-0.03864183274154085+0j)
IIIZYYIIIIIIYIYXZI (-0.03864183274154085+0j)
IIZIXXZIIIZIXZYYZI (0.03864183274154085+0j)
IIIZYYIIIIIIXZYYZI (0.03864183274154085+0j)
XYYIXXZIIIZIYIYXZI (-0.00412116006488553+0j)
XXYIXYZIIIZIYIYXZI (0.00412116006488553+0j)
XYYIXXZIIIZIXZYYZI (0.00412116006488553+0j)
XXYIXYZIIIZIXZYYZI (-0.00412116006488553+0j)
IIZIXZZIIIZIYIYXZI (0.004121160064885532+0j)
IIIZXIIIIIIIYIYXZI (-0.004121160064885532+0j)
IIZIXZZIIIZIXZYYZI (-0.004121160064885532+0j)
IIIZXIIIIIIIXZYYZI (0.004121160064885532+0j)
XYYIXZZIIIZIYIYXZI (-0.03864183274154088+0j)
XXYIYIZIIIZIYIYXZI (0.03864183274154088+0j)
XYYIXZZIIIZIXZYYZI (0.03864183274154088+0j)
XXYIYIZIIIZIXZYYZI (-0.03864183274154088+0j)
YIYXZIZIIIZIYIYXZI (0.03179714672358907+0j)
XZYYZIZIIIZIYIYXZI (-0.03179714672358907+0j)
YIYXZIZIIIZIXZYYZI (-0.03179714672358907+0j)
XZYYZIZIIIZIXZYYZI (0.03179714672358907+0j)
IIIIIIXIXYYZIIXXZI (-0.0007814706859479829+0j)
IIIIIIXIXXYZIIXYZI (0.0007814706859479829+0j)
IIZIIIXIXZZYZIYXZI (0.004569599389820799+0j)
IIIZZIYIYIIYZIYXZI (0.004569599389820799+0j)
IIZIIIXIXZZXZIYYZI (-0.004569599389820799+0j)
IIIZZIYIYIIXZIYYZI (-0.004569599389820799+0j)
IIIIXYYXZIIYZIYXZI (0.018515782374493125+0j)
IIIIXXYYZIIYZIYXZI (-0.018515782374493125+0j)
IIIIXYYXZIIXZIYYZI (-0.018515782374493125+0j)
IIIIXXYYZIIXZIYYZI (0.018515782374493125+0j)
IIIIYIYXZIIYZIYXZI (-0.0019747123124892883+0j)
IIIIXZYYZIIYZIYXZI (0.0019747123124892883+0j)
IIIIYIYXZIIXZIYYZI (0.0019747123124892883+0j)
IIIIXZYYZIIXZIYYZI (-0.0019747123124892883+0j)
IIZIIIXZZIZYZIYXZI (-0.02059669357121024+0j)
IIIZZIXIIIIYZIYXZI (0.02059669357121024+0j)
IIZIIIXZZIZXZIYYZI (0.02059669357121024+0j)
IIIZZIXIIIIXZIYYZI (-0.02059669357121024+0j)
IIIYYXIIIIIYZIYXZI (0.00880479374048481+0j)
IIIXYYIIIIIYZIYXZI (-0.00880479374048481+0j)
IIIYYXIIIIIXZIYYZI (-0.00880479374048481+0j)
IIIXYYIIIIIXZIYYZI (0.00880479374048481+0j)
IIIYYZIIIIIYZIYXZI (-0.0009390332126724375+0j)
IIIXXIIIIIIYZIYXZI (-0.0009390332126724375+0j)
IIIYYZIIIIIXZIYYZI (0.0009390332126724375+0j)
IIIXXIIIIIIXZIYYZI (0.0009390332126724375+0j)
YIYZZIZIIIZYZIYXZI (-0.008431327479009902+0j)
XZXIIIIIIIIYZIYXZI (-0.008431327479009902+0j)
YIYZZIZIIIZXZIYYZI (0.008431327479009902+0j)
XZXIIIIIIIIXZIYYZI (0.008431327479009902+0j)
IIIIIIXIXYXZZIYXZI (-0.0007814706859479846+0j)
IIIIIIXIXXXZZIYYZI (0.0007814706859479846+0j)
XYYIIIXIXZIIIIXXZI (0.004569599389820795+0j)
XXYIIIXIYIIIIIXXZI (-0.004569599389820795+0j)
XYYIIIXIXZZZZIYYZI (0.004569599389820795+0j)
XXYIIIXIYIZZZIYYZI (-0.004569599389820795+0j)
IIIIXYYXZIZIIIXXZI (0.0019747123124892875+0j)
IIIIXXYYZIZIIIXXZI (-0.0019747123124892875+0j)
IIIIXYYXZIIZZIYYZI (0.0019747123124892875+0j)
IIIIXXYYZIIZZIYYZI (-0.0019747123124892875+0j)
IIIIYIYXZIZIIIXXZI (0.018515782374493136+0j)
IIIIXZYYZIZIIIXXZI (-0.018515782374493136+0j)
IIIIYIYXZIIZZIYYZI (0.018515782374493136+0j)
IIIIXZYYZIIZZIYYZI (-0.018515782374493136+0j)
XYYIIIXZZIIIIIXXZI (-0.02059669357121024+0j)
XXYIIIYIIIIIIIXXZI (0.02059669357121024+0j)
XYYIIIXZZIZZZIYYZI (-0.02059669357121024+0j)
XXYIIIYIIIZZZIYYZI (0.02059669357121024+0j)
IIIYYXIIIIZIIIXXZI (0.0009390332126724369+0j)
IIIXYYIIIIZIIIXXZI (-0.0009390332126724369+0j)
IIIYYXIIIIIZZIYYZI (0.0009390332126724369+0j)
IIIXYYIIIIIZZIYYZI (-0.0009390332126724369+0j)
IIIYYZIIIIZIIIXXZI (0.008804793740484818+0j)
IIIXXIIIIIZIIIXXZI (0.008804793740484818+0j)
IIIYYZIIIIIZZIYYZI (0.008804793740484818+0j)
IIIXXIIIIIIZZIYYZI (0.008804793740484818+0j)
ZXIIIIIIIIZIIIXXZI (-0.008431327479009902+0j)
IXIIIIIIIIZIIIXXZI (0.008431327479009902+0j)
ZXIIIIIIIIIZZIYYZI (-0.008431327479009902+0j)
IXIIIIIIIIIZZIYYZI (0.008431327479009902+0j)
IIIIIIXIYXYIIIXXZI (0.013463799468341772+0j)
IIIIIIXIYYYIIIXYZI (0.013463799468341772+0j)
IIIIIIYIIXYIIIXXZI (0.0018621997585557984+0j)
IIIIIIXZIYYIIIXXZI (-0.0018621997585557984+0j)
IIIIIIYIIYYIIIXYZI (0.0018621997585557984+0j)
IIIIIIXZIXYIIIXYZI (0.0018621997585557984+0j)
YIYIIIIIIXXIIIXXZI (0.0035330668148192868+0j)
XZYIIIIIZYXIIIXXZI (-0.0035330668148192868+0j)
YIYIIIIIIYXIIIXYZI (0.0035330668148192868+0j)
XZYIIIIIZXXIIIXYZI (0.0035330668148192868+0j)
IIIIIIXZXYYIIIXXZI (0.019092593710126813+0j)
IIIIIIXZXXYIIIXYZI (-0.019092593710126813+0j)
IIIYZIZXYYYIIIXXZI (0.008971424341166106+0j)
IIIXZIZYYYYIIIXXZI (-0.008971424341166106+0j)
IIIYZIZXYXYIIIXYZI (-0.008971424341166106+0j)
IIIXZIZYYXYIIIXYZI (0.008971424341166106+0j)
IIIIIIYZYYYIIIXXZI (0.004247369905888233+0j)
IIIIIIYZYXYIIIXYZI (-0.004247369905888233+0j)
YIYIIIIZYYXIIIXXZI (0.012648198686895432+0j)
XZYIIIZIXYXIIIXXZI (0.012648198686895432+0j)
YIYIIIIZYXXIIIXYZI (-0.012648198686895432+0j)
XZYIIIZIXXXIIIXYZI (-0.012648198686895432+0j)
IIIIIZXIXYYIIIXXZI (0.010678024638557292+0j)
IIIIIZXIXXYIIIXYZI (-0.010678024638557292+0j)
IIIIZZXIXYYIIIXXZI (0.010678024638557305+0j)
IIIIZZXIXXYIIIXYZI (-0.010678024638557305+0j)
IIIZIIXIXYYIIIXXZI (-0.0060654055543550725+0j)
IIIZIIXIXXYIIIXYZI (0.0060654055543550725+0j)
IIZZZIYIXYXIIIXXZI (0.007649856793061919+0j)
IIZZZIYIXXXIIIXYZI (-0.007649856793061919+0j)
IZIIIIXIXYYIIIXXZI (0.007649856793061916+0j)
IZIIIIXIXXYIIIXYZI (-0.007649856793061916+0j)
ZZIIIIXIXYYIIIXXZI (0.012821611344357617+0j)
ZZIIIIXIXXYIIIXYZI (-0.012821611344357617+0j)
IIIIIIIIIIIIIZZZZI (0.12656428505953934+0j)
IIIIIIIIIIIIZZZZZI (0.12105123947235699+0j)
IIIIIIIIIIIZIIZZZI (0.09587138551886643+0j)
IIIIIIIIIIZXZIIZZI (0.0034484215082486304+0j)
IIIIIIIIIIIXIIZZZI (-0.0034484215082486304+0j)
IIIIIIIIIIZZZIIZZI (0.1278375469273543+0j)
IIIIIIIIIZIIIIZZZI (0.14296968613931416+0j)
IIIIIIIIZZIIIIZZZI (0.16888066155027345+0j)
IIIIIIZIXZIIIIZZZI (0.0018262231177478111+0j)
IIIIIIIZXIIIIIZZZI (-0.0018262231177478111+0j)
YIYIIIXIXZZIIIZZZI (-0.001388913455711954+0j)
XZYIIIXIYIZIIIZZZI (0.001388913455711954+0j)
IIIIIIIZIIIIIIZZZI (0.14954483244432445+0j)
IIIYZIYXZIIIIIZZZI (0.011432406235507016+0j)
IIIXZIYYZIIIIIZZZI (-0.011432406235507016+0j)
IIIIIIZZZIIIIIZZZI (0.12627601165801183+0j)
YIYIIIXZZIZIIIZZZI (0.010678024638557292+0j)
XZYIIIYIIIZIIIZZZI (-0.010678024638557292+0j)
IIIIIZIIIIIIIIZZZI (0.14386003749830276+0j)
IIIIZZIIIIIIIIZZZI (0.13232953587246052+0j)
IIIZIIIIIIIIIIZZZI (0.12797765405157846+0j)
IIZZZIZIIIZIIIZZZI (0.14412906522706756+0j)
XYYZZIZIIIZIIIZZZI (0.0011867526119343787+0j)
XXXIIIIIIIIIIIZZZI (0.0011867526119343787+0j)
IZIIIIIIIIIIIIZZZI (0.1331281114706036+0j)
ZZIIIIIIIIIIIIZZZI (0.15144717691347506+0j)
IIIIIIIIIIIZXYYZZI (-0.0034484215082486447+0j)
IIIIIIIIIIIZXXXIII (-0.0034484215082486447+0j)
IIIIIIIIIIZXYYXZZI (0.0011985970387158598+0j)
IIIIIIIIIIIXXYYZZI (0.033164758447203686+0j)
IIIIIIIIIIZYYXXZZI (-0.034363355485919546+0j)
IIIIIIIIIIIYXYXIII (-0.034363355485919546+0j)
IIIIIIIIIIZXYXYIII (0.033164758447203686+0j)
IIIIIIIIIIIXXXXIII (-0.0011985970387158598+0j)
IIIIIIIIIIZZYYXZZI (0.003448421508248649+0j)
IIIIIIIIIIZZYXYIII (-0.003448421508248649+0j)
IIIIZXIIIIIIXYYZZI (-0.005765250812921187+0j)
IIIIIXIIIIIIXYYZZI (0.005765250812921187+0j)
IIIIZXIIIIIIXXXIII (-0.005765250812921187+0j)
IIIIIXIIIIIIXXXIII (0.005765250812921187+0j)
IIZZZIZIIIZIXYYZZI (0.0011867526119343792+0j)
IIZZZIZIIIZIXXXIII (0.0011867526119343792+0j)
XYYZZIZIIIZIXYYZZI (-0.005500476878231962+0j)
XXXIIIIIIIIIXYYZZI (-0.005500476878231962+0j)
XYYZZIZIIIZIXXXIII (-0.005500476878231962+0j)
XXXIIIIIIIIIXXXIII (-0.005500476878231962+0j)
IZIIIIIIIIIIXYYZZI (-0.001186752611934374+0j)
IZIIIIIIIIIIXXXIII (-0.001186752611934374+0j)
IIIIIIXIXYYXXIXZZI (-0.0012357590891500076+0j)
IIIIIIXIXXYYXIXZZI (-0.024612725927951138+0j)
IIIIIIXIXYYYYZXZZI (-0.02584848501710114+0j)
IIIIIIXIXXYXXIYIII (0.02584848501710114+0j)
IIIIIIXIXYYXYZYIII (0.024612725927951138+0j)
IIIIIIXIXXYYYZYIII (0.0012357590891500076+0j)
IIIIIIXIXYYZXIXZZI (0.0001317939819802977+0j)
IIIIIIXIXXXIYIYZZI (0.0026249526998547885+0j)
IIIIIIXIXYXIXZYZZI (-0.0027567466818350862+0j)
IIIIIIXIXXYZXIYIII (-0.0027567466818350862+0j)
IIIIIIXIXYYZYZYIII (-0.0026249526998547885+0j)
IIIIIIXIXXXIXZXIII (-0.0001317939819802977+0j)
IIZIIIXIXZZIYIYZZI (0.001471348787628423+0j)
IIIZZIYIYIIIYIYZZI (0.001471348787628423+0j)
IIZIIIXIXZZIXZXIII (0.001471348787628423+0j)
IIIZZIYIYIIIXZXIII (0.001471348787628423+0j)
XYYIIIXIXZZIYIYZZI (0.00015691967577338573+0j)
XXYIIIXIYIZIYIYZZI (-0.00015691967577338573+0j)
XYYIIIXIXZZIXZXIII (0.00015691967577338573+0j)
XXYIIIXIYIZIXZXIII (-0.00015691967577338573+0j)
IIIIXYYXZIIIYIYZZI (0.0031313032628737946+0j)
IIIIXXYYZIIIYIYZZI (-0.0031313032628737946+0j)
IIIIXYYXZIIIXZXIII (0.0031313032628737946+0j)
IIIIXXYYZIIIXZXIII (-0.0031313032628737946+0j)
IIZIIIXZZIZIYIYZZI (-0.00880479374048481+0j)
IIIZZIXIIIIIYIYZZI (0.00880479374048481+0j)
IIZIIIXZZIZIXZXIII (-0.00880479374048481+0j)
IIIZZIXIIIIIXZXIII (0.00880479374048481+0j)
XYYIIIXZZIZIYIYZZI (-0.0009390332126724369+0j)
XXYIIIYIIIZIYIYZZI (0.0009390332126724369+0j)
XYYIIIXZZIZIXZXIII (-0.0009390332126724369+0j)
XXYIIIYIIIZIXZXIII (0.0009390332126724369+0j)
IIIYYXIIIIIIYIYZZI (0.006926414579221469+0j)
IIIXYYIIIIIIYIYZZI (-0.006926414579221469+0j)
IIIYYXIIIIIIXZXIII (0.006926414579221469+0j)
IIIXYYIIIIIIXZXIII (-0.006926414579221469+0j)
YIYZZIZIIIZIYIYZZI (0.0008245547348613445+0j)
XZXIIIIIIIIIYIYZZI (0.0008245547348613445+0j)
YIYZZIZIIIZIXZXIII (0.0008245547348613445+0j)
XZXIIIIIIIIIXZXIII (0.0008245547348613445+0j)
ZXIIIIIIIIIIYIYZZI (8.793894604718853e-05+0j)
IXIIIIIIIIIIYIYZZI (-8.793894604718853e-05+0j)
ZXIIIIIIIIIIXZXIII (8.793894604718853e-05+0j)
IXIIIIIIIIIIXZXIII (-8.793894604718853e-05+0j)
IIIIIIIYYZIYZIYZZI (0.0019860621313535706+0j)
IIIIIIIXXIIYZIYZZI (0.0019860621313535706+0j)
IIIIIIIYYZIXZIXIII (0.0019860621313535706+0j)
IIIIIIIXXIIXZIXIII (0.0019860621313535706+0j)
IIIYZIYIXZIYZIYZZI (-0.0007681978218046147+0j)
IIIXZIYIYIIYZIYZZI (0.0007681978218046147+0j)
IIIYZIYIXZIXZIXIII (-0.0007681978218046147+0j)
IIIXZIYIYIIXZIXIII (0.0007681978218046147+0j)
IIIIIIZXZIIYZIYZZI (-0.026953724261728654+0j)
IIIIIIIXIIIYZIYZZI (0.026953724261728654+0j)
IIIIIIZXZIIXZIXIII (-0.026953724261728654+0j)
IIIIIIIXIIIXZIXIII (0.026953724261728654+0j)
YIYIIIXXZIZYZIYZZI (-0.024935429448552635+0j)
XZYIIIXYZIZYZIYZZI (0.024935429448552635+0j)
YIYIIIXXZIZXZIXIII (-0.024935429448552635+0j)
XZYIIIXYZIZXZIXIII (0.024935429448552635+0j)
IIIYZIYZZIIYZIYZZI (0.03864183274154085+0j)
IIIXZIXIIIIYZIYZZI (0.03864183274154085+0j)
IIIYZIYZZIIXZIXIII (0.03864183274154085+0j)
IIIXZIXIIIIXZIXIII (0.03864183274154085+0j)
IIZIXXZIIIZYZIYZZI (-0.048257679708201134+0j)
IIIZYYIIIIIYZIYZZI (-0.048257679708201134+0j)
IIZIXXZIIIZXZIXIII (-0.048257679708201134+0j)
IIIZYYIIIIIXZIXIII (-0.048257679708201134+0j)
XYYIXXZIIIZYZIYZZI (-0.004635174120183009+0j)
XXYIXYZIIIZYZIYZZI (0.004635174120183009+0j)
XYYIXXZIIIZXZIXIII (-0.004635174120183009+0j)
XXYIXYZIIIZXZIXIII (0.004635174120183009+0j)
IIZIXZZIIIZYZIYZZI (0.004635174120183023+0j)
IIIZXIIIIIIYZIYZZI (-0.004635174120183023+0j)
IIZIXZZIIIZXZIXIII (0.004635174120183023+0j)
IIIZXIIIIIIXZIXIII (-0.004635174120183023+0j)
XYYIXZZIIIZYZIYZZI (-0.03866523532543565+0j)
XXYIYIZIIIZYZIYZZI (0.03866523532543565+0j)
XYYIXZZIIIZXZIXIII (-0.03866523532543565+0j)
XXYIYIZIIIZXZIXIII (0.03866523532543565+0j)
YIYXZIZIIIZYZIYZZI (0.02543728066281248+0j)
XZYYZIZIIIZYZIYZZI (-0.02543728066281248+0j)
YIYXZIZIIIZXZIXIII (0.02543728066281248+0j)
XZYYZIZIIIZXZIXIII (-0.02543728066281248+0j)
IIIIIIIYYZZIIIXZZI (0.00021181396847455545+0j)
IIIIIIIXXIZIIIXZZI (0.00021181396847455545+0j)
IIIIIIIYYZIZZIXIII (-0.00021181396847455545+0j)
IIIIIIIXXIIZZIXIII (-0.00021181396847455545+0j)
IIIYZIYIXZZIIIXZZI (-8.192846872270226e-05+0j)
IIIXZIYIYIZIIIXZZI (8.192846872270226e-05+0j)
IIIYZIYIXZIZZIXIII (8.192846872270226e-05+0j)
IIIXZIYIYIIZZIXIII (-8.192846872270226e-05+0j)
IIIIIIZXZIZIIIXZZI (-0.0028746206933388573+0j)
IIIIIIIXIIZIIIXZZI (0.0028746206933388573+0j)
IIIIIIZXZIIZZIXIII (0.0028746206933388573+0j)
IIIIIIIXIIIZZIXIII (-0.0028746206933388573+0j)
YIYIIIXXZIIIIIXZZI (-0.0026593691021718335+0j)
XZYIIIXYZIIIIIXZZI (0.0026593691021718335+0j)
YIYIIIXXZIZZZIXIII (0.0026593691021718335+0j)
XZYIIIXYZIZZZIXIII (-0.0026593691021718335+0j)
IIIYZIYZZIZIIIXZZI (0.00412116006488553+0j)
IIIXZIXIIIZIIIXZZI (0.00412116006488553+0j)
IIIYZIYZZIIZZIXIII (-0.00412116006488553+0j)
IIIXZIXIIIIZZIXIII (-0.00412116006488553+0j)
IIZIXXZIIIIIIIXZZI (-0.004635174120183009+0j)
IIIZYYIIIIZIIIXZZI (-0.004635174120183009+0j)
IIZIXXZIIIZZZIXIII (0.004635174120183009+0j)
IIIZYYIIIIIZZIXIII (0.004635174120183009+0j)
XYYIXXZIIIIIIIXZZI (-0.005290564543249301+0j)
XXYIXYZIIIIIIIXZZI (0.005290564543249301+0j)
XYYIXXZIIIZZZIXIII (0.005290564543249301+0j)
XXYIXYZIIIZZZIXIII (-0.005290564543249301+0j)
IIZIXZZIIIIIIIXZZI (-0.004301879839516101+0j)
IIIZXIIIIIZIIIXZZI (0.004301879839516101+0j)
IIZIXZZIIIZZZIXIII (0.004301879839516101+0j)
IIIZXIIIIIIZZIXIII (-0.004301879839516101+0j)
XYYIXZZIIIIIIIXZZI (-0.004635174120183023+0j)
XXYIYIZIIIIIIIXZZI (0.004635174120183023+0j)
XYYIXZZIIIZZZIXIII (0.004635174120183023+0j)
XXYIYIZIIIZZZIXIII (-0.004635174120183023+0j)
YIYXZIZIIIIIIIXZZI (0.0027128916459019767+0j)
XZYYZIZIIIIIIIXZZI (-0.0027128916459019767+0j)
YIYXZIZIIIZZZIXIII (-0.0027128916459019767+0j)
XZYYZIZIIIZZZIXIII (0.0027128916459019767+0j)
IIIIXYZIIXYIIIXZZI (-0.0020277580285061013+0j)
IIIIXXZIZYYIIIXZZI (0.0020277580285061013+0j)
IIIIXYZIIYYIIIYIII (-0.0020277580285061013+0j)
IIIIXXZIZXYIIIYIII (-0.0020277580285061013+0j)
IIZIIIIXYYXIIIXZZI (0.008193145485454452+0j)
IIIZZIZYYYYIIIXZZI (0.008193145485454452+0j)
IIZIIIIXYXXIIIYIII (-0.008193145485454452+0j)
IIIZZIZYYXYIIIYIII (-0.008193145485454452+0j)
XYYIIIIXYYXIIIXZZI (0.0008738007900995231+0j)
XXYIIIIYYYXIIIXZZI (-0.0008738007900995231+0j)
XYYIIIIXYXXIIIYIII (-0.0008738007900995231+0j)
XXYIIIIYYXXIIIYIII (0.0008738007900995231+0j)
IIIIXYZZYYYIIIXZZI (-0.005751852055854726+0j)
IIIIXXIIXYYIIIXZZI (-0.005751852055854726+0j)
IIIIXYZZYXYIIIYIII (0.005751852055854726+0j)
IIIIXXIIXXYIIIYIII (0.005751852055854726+0j)
YIYIXXYIXYXIIIXZZI (0.008477490774160911+0j)
XZYIXYYIXYXIIIXZZI (-0.008477490774160911+0j)
YIYIXXYIXXXIIIYIII (-0.008477490774160911+0j)
XZYIXYYIXXXIIIYIII (0.008477490774160911+0j)
IIZXZIYIXYXIIIXZZI (0.0004112043542886627+0j)
IIIXIIXIXYYIIIXZZI (-0.0004112043542886627+0j)
IIZXZIYIXXXIIIYIII (-0.0004112043542886627+0j)
IIIXIIXIXXYIIIYIII (0.0004112043542886627+0j)
XYYXZIYIXYXIIIXZZI (4.385503593310917e-05+0j)
XXYYZIYIXYXIIIXZZI (-4.385503593310917e-05+0j)
XYYXZIYIXXXIIIYIII (-4.385503593310917e-05+0j)
XXYYZIYIXXXIIIYIII (4.385503593310917e-05+0j)
IIIIIIIIIIIIZIIIII (0.12105123947235714+0j)
IIIIIIIIIIIZIZIIII (0.1278375469273545+0j)
IIIIIIIIIIZXZZZIII (-0.003448421508248639+0j)
IIIIIIIIIIIXIZIIII (0.003448421508248639+0j)
IIIIIIIIIIZZZZZIII (0.09587138551886652+0j)
IIIIIIIIIZIIIZIIII (0.14296968613931432+0j)
IIIIIIIIZZIIIZIIII (0.16888066155027368+0j)
IIIIIIZIXZIIIZIIII (0.001826223117747815+0j)
IIIIIIIZXIIIIZIIII (-0.001826223117747815+0j)
YIYIIIXIXZZIIZIIII (-0.0013889134557119555+0j)
XZYIIIXIYIZIIZIIII (0.0013889134557119555+0j)
IIIIIIIZIIIIIZIIII (0.14954483244432462+0j)
IIIYZIYXZIIIIZIIII (0.011432406235507031+0j)
IIIXZIYYZIIIIZIIII (-0.011432406235507031+0j)
IIIIIIZZZIIIIZIIII (0.12627601165801203+0j)
YIYIIIXZZIZIIZIIII (0.010678024638557305+0j)
XZYIIIYIIIZIIZIIII (-0.010678024638557305+0j)
IIIIIZIIIIIIIZIIII (0.13232953587246052+0j)
IIIIZZIIIIIIIZIIII (0.14386003749830312+0j)
IIIZIIIIIIIIIZIIII (0.12797765405157863+0j)
IIZZZIZIIIZIIZIIII (0.1331281114706038+0j)
XYYZZIZIIIZIIZIIII (-0.001186752611934375+0j)
XXXIIIIIIIIIIZIIII (-0.001186752611934375+0j)
IZIIIIIIIIIIIZIIII (0.1441290652270677+0j)
ZZIIIIIIIIIIIZIIII (0.15144717691347526+0j)
IIIIIIXIXYYXIXZIII (0.00013179398198029808+0j)
IIIIIIXIXXYYIXZIII (0.002624952699854791+0j)
IIIIIIXIXYYYZYZIII (0.002756746681835089+0j)
IIIIIIXIXXYXIYZIII (-0.002756746681835089+0j)
IIIIIIXIXYYXZXZIII (0.002624952699854791+0j)
IIIIIIXIXXYYZXZIII (0.00013179398198029808+0j)
IIIIIIXIXYYZIXZIII (0.0012357590891500067+0j)
IIIIIIXIXXXIZXIIII (-0.024612725927951152+0j)
IIIIIIXIXYXIIYIIII (-0.025848485017101158+0j)
IIIIIIXIXXYZIYZIII (-0.025848485017101158+0j)
IIIIIIXIXYYZZXZIII (0.024612725927951152+0j)
IIIIIIXIXXXIIXIIII (-0.0012357590891500067+0j)
IIZIIIXIXZZIZXIIII (0.00015691967577338586+0j)
IIIZZIYIYIIIZXIIII (0.00015691967577338586+0j)
IIZIIIXIXZZIIXIIII (-0.00015691967577338586+0j)
IIIZZIYIYIIIIXIIII (-0.00015691967577338586+0j)
XYYIIIXIXZZIZXIIII (-0.0014713487876284231+0j)
XXYIIIXIYIZIZXIIII (0.0014713487876284231+0j)
XYYIIIXIXZZIIXIIII (0.0014713487876284231+0j)
XXYIIIXIYIZIIXIIII (-0.0014713487876284231+0j)
IIIIYIYXZIIIZXIIII (-0.0031313032628737985+0j)
IIIIXZYYZIIIZXIIII (0.0031313032628737985+0j)
IIIIYIYXZIIIIXIIII (0.0031313032628737985+0j)
IIIIXZYYZIIIIXIIII (-0.0031313032628737985+0j)
IIZIIIXZZIZIZXIIII (-0.0009390332126724375+0j)
IIIZZIXIIIIIZXIIII (0.0009390332126724375+0j)
IIZIIIXZZIZIIXIIII (0.0009390332126724375+0j)
IIIZZIXIIIIIIXIIII (-0.0009390332126724375+0j)
XYYIIIXZZIZIZXIIII (0.008804793740484818+0j)
XXYIIIYIIIZIZXIIII (-0.008804793740484818+0j)
XYYIIIXZZIZIIXIIII (-0.008804793740484818+0j)
XXYIIIYIIIZIIXIIII (0.008804793740484818+0j)
IIIYYZIIIIIIZXIIII (-0.00692641457922148+0j)
IIIXXIIIIIIIZXIIII (-0.00692641457922148+0j)
IIIYYZIIIIIIIXIIII (0.00692641457922148+0j)
IIIXXIIIIIIIIXIIII (0.00692641457922148+0j)
YIYZZIZIIIZIZXIIII (8.793894604718868e-05+0j)
XZXIIIIIIIIIZXIIII (8.793894604718868e-05+0j)
YIYZZIZIIIZIIXIIII (-8.793894604718868e-05+0j)
XZXIIIIIIIIIIXIIII (-8.793894604718868e-05+0j)
ZXIIIIIIIIIIZXIIII (-0.0008245547348613443+0j)
IXIIIIIIIIIIZXIIII (0.0008245547348613443+0j)
ZXIIIIIIIIIIIXIIII (0.0008245547348613443+0j)
IXIIIIIIIIIIIXIIII (-0.0008245547348613443+0j)
IIIIIIIYYZIYYXIIII (-0.00021181396847455455+0j)
IIIIIIIXXIIYYXIIII (-0.00021181396847455455+0j)
IIIIIIIYYZIXYYIIII (0.00021181396847455455+0j)
IIIIIIIXXIIXYYIIII (0.00021181396847455455+0j)
IIIYZIYIXZIYYXIIII (8.192846872270267e-05+0j)
IIIXZIYIYIIYYXIIII (-8.192846872270267e-05+0j)
IIIYZIYIXZIXYYIIII (-8.192846872270267e-05+0j)
IIIXZIYIYIIXYYIIII (8.192846872270267e-05+0j)
IIIIIIZXZIIYYXIIII (0.002874620693338857+0j)
