Jordan-Wigner mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-54.90718292900202+0j)
IIXXIIIIIIIIIXZXII (-0.0010052085618824872+0j)
IYZYIIIIIIIIIYZYII (-0.009425283295737946+0j)
IXZXIIIIIIIIIYZYII (-0.009425283295737946+0j)
IYZYIIIIIIIIIXZXII (-0.009425283295737946+0j)
IXZXIIIIIIIIIXZXII (-0.009425283295737946+0j)
IIIIIIIIIYZZIZZYII (0.025731741169233997+0j)
IIIIIIIIIXZZIZZXII (0.025731741169233997+0j)
IIIIIIIYYIIIYZZYII (0.0030953286471773066+0j)
IIIIIIIXXIIIYZZYII (0.0030953286471773066+0j)
IIIIIIIYYIIIXZZXII (0.0030953286471773066+0j)
IIIIIIIXXIIIXZZXII (0.0030953286471773066+0j)
IIIYZZZZYIIIYZZYII (-0.0035504345682943047+0j)
IIIXZZZZXIIIYZZYII (-0.0035504345682943047+0j)
IIIYZZZZYIIIXZZXII (-0.0035504345682943047+0j)
IIIXZZZZXIIIXZZXII (-0.0035504345682943047+0j)
IIIIIIYYIIIIYZZYII (0.025037846263264052+0j)
IIIIIIXXIIIIYZZYII (0.025037846263264052+0j)
IIIIIIYYIIIIXZZXII (0.025037846263264052+0j)
IIIIIIXXIIIIXZZXII (0.025037846263264052+0j)
YZZZZZZYIIIIYZZYII (-0.01181740729902685+0j)
XZZZZZZXIIIIYZZYII (-0.01181740729902685+0j)
YZZZZZZYIIIIXZZXII (-0.01181740729902685+0j)
XZZZZZZXIIIIXZZXII (-0.01181740729902685+0j)
IIIYZZYIIIIIYZZYII (0.05314001701865083+0j)
IIIXZZXIIIIIYZZYII (0.05314001701865083+0j)
IIIYZZYIIIIIXZZXII (0.05314001701865083+0j)
IIIXZZXIIIIIXZZXII (0.05314001701865083+0j)
IIYZZYIIIIIIYZZYII (0.03864183274154085+0j)
IIXZZXIIIIIIYZZYII (0.03864183274154085+0j)
IIYZZYIIIIIIXZZXII (0.03864183274154085+0j)
IIXZZXIIIIIIXZZXII (0.03864183274154085+0j)
IYZZZYIIIIIIYZZYII (-0.00412116006488553+0j)
IXZZZXIIIIIIYZZYII (-0.00412116006488553+0j)
IYZZZYIIIIIIXZZXII (-0.00412116006488553+0j)
IXZZZXIIIIIIXZZXII (-0.00412116006488553+0j)
IIYZYIIIIIIIYZZYII (-0.004121160064885532+0j)
IIXZXIIIIIIIYZZYII (-0.004121160064885532+0j)
IIYZYIIIIIIIXZZXII (-0.004121160064885532+0j)
IIXZXIIIIIIIXZZXII (-0.004121160064885532+0j)
IYZZYIIIIIIIYZZYII (-0.03864183274154088+0j)
IXZZXIIIIIIIYZZYII (-0.03864183274154088+0j)
IYZZYIIIIIIIXZZXII (-0.03864183274154088+0j)
IXZZXIIIIIIIXZZXII (-0.03864183274154088+0j)
YZZYIIIIIIIIYZZYII (0.03179714672358907+0j)
XZZXIIIIIIIIYZZYII (0.03179714672358907+0j)
YZZYIIIIIIIIXZZXII (0.03179714672358907+0j)
XZZXIIIIIIIIXZZXII (0.03179714672358907+0j)
IIIIIIIIIYZIZZZYII (-0.0007814706859479829+0j)
IIIIIIIIIXZIZZZXII (-0.0007814706859479829+0j)
IIYZZZZZYIIYZZZYII (-0.004569599389820799+0j)
IIXZZZZZXIIYZZZYII (-0.004569599389820799+0j)
IIYZZZZZYIIXZZZXII (-0.004569599389820799+0j)
IIXZZZZZXIIXZZZXII (-0.004569599389820799+0j)
IIIIIYZYIIIYZZZYII (0.018515782374493125+0j)
IIIIIXZXIIIYZZZYII (0.018515782374493125+0j)
IIIIIYZYIIIXZZZXII (0.018515782374493125+0j)
IIIIIXZXIIIXZZZXII (0.018515782374493125+0j)
IIIIYZZYIIIYZZZYII (-0.0019747123124892883+0j)
IIIIXZZXIIIYZZZYII (-0.0019747123124892883+0j)
IIIIYZZYIIIXZZZXII (-0.0019747123124892883+0j)
IIIIXZZXIIIXZZZXII (-0.0019747123124892883+0j)
IIYZZZYIIIIYZZZYII (0.02059669357121024+0j)
IIXZZZXIIIIYZZZYII (0.02059669357121024+0j)
IIYZZZYIIIIXZZZXII (0.02059669357121024+0j)
IIXZZZXIIIIXZZZXII (0.02059669357121024+0j)
IIIYZYIIIIIYZZZYII (0.00880479374048481+0j)
IIIXZXIIIIIYZZZYII (0.00880479374048481+0j)
IIIYZYIIIIIXZZZXII (0.00880479374048481+0j)
IIIXZXIIIIIXZZZXII (0.00880479374048481+0j)
IIIYYIIIIIIYZZZYII (-0.0009390332126724375+0j)
IIIXXIIIIIIYZZZYII (-0.0009390332126724375+0j)
IIIYYIIIIIIXZZZXII (-0.0009390332126724375+0j)
IIIXXIIIIIIXZZZXII (-0.0009390332126724375+0j)
YZYIIIIIIIIYZZZYII (-0.008431327479009902+0j)
XZXIIIIIIIIYZZZYII (-0.008431327479009902+0j)
YZYIIIIIIIIXZZZXII (-0.008431327479009902+0j)
XZXIIIIIIIIXZZZXII (-0.008431327479009902+0j)
IIIIIIIIIYIZZZZYII (-0.0007814706859479846+0j)
IIIIIIIIIXIZZZZXII (-0.0007814706859479846+0j)
IYZZZZZZYIYZZZZYII (-0.004569599389820795+0j)
IXZZZZZZXIYZZZZYII (-0.004569599389820795+0j)
IYZZZZZZYIXZZZZXII (-0.004569599389820795+0j)
IXZZZZZZXIXZZZZXII (-0.004569599389820795+0j)
IIIIIYZYIIYZZZZYII (-0.0019747123124892875+0j)
IIIIIXZXIIYZZZZYII (-0.0019747123124892875+0j)
IIIIIYZYIIXZZZZXII (-0.0019747123124892875+0j)
IIIIIXZXIIXZZZZXII (-0.0019747123124892875+0j)
IIIIYZZYIIYZZZZYII (-0.018515782374493136+0j)
IIIIXZZXIIYZZZZYII (-0.018515782374493136+0j)
IIIIYZZYIIXZZZZXII (-0.018515782374493136+0j)
IIIIXZZXIIXZZZZXII (-0.018515782374493136+0j)
IYZZZZYIIIYZZZZYII (0.02059669357121024+0j)
IXZZZZXIIIYZZZZYII (0.02059669357121024+0j)
IYZZZZYIIIXZZZZXII (0.02059669357121024+0j)
IXZZZZXIIIXZZZZXII (0.02059669357121024+0j)
IIIYZYIIIIYZZZZYII (-0.0009390332126724369+0j)
IIIXZXIIIIYZZZZYII (-0.0009390332126724369+0j)
IIIYZYIIIIXZZZZXII (-0.0009390332126724369+0j)
IIIXZXIIIIXZZZZXII (-0.0009390332126724369+0j)
IIIYYIIIIIYZZZZYII (-0.008804793740484818+0j)
IIIXXIIIIIYZZZZYII (-0.008804793740484818+0j)
IIIYYIIIIIXZZZZXII (-0.008804793740484818+0j)
IIIXXIIIIIXZZZZXII (-0.008804793740484818+0j)
YYIIIIIIIIYZZZZYII (-0.008431327479009902+0j)
XXIIIIIIIIYZZZZYII (-0.008431327479009902+0j)
YYIIIIIIIIXZZZZXII (-0.008431327479009902+0j)
XXIIIIIIIIXZZZZXII (-0.008431327479009902+0j)
IIIIIIIIZYZZZZZYII (0.013463799468341772+0j)
IIIIIIIIZXZZZZZXII (0.013463799468341772+0j)
IIIIIIYZYYZZZZZYII (-0.0018621997585557984+0j)
IIIIIIXZXYZZZZZYII (-0.0018621997585557984+0j)
IIIIIIYZYXZZZZZXII (-0.0018621997585557984+0j)
IIIIIIXZXXZZZZZXII (-0.0018621997585557984+0j)
YZZZZZZZYYZZZZZYII (-0.0035330668148192868+0j)
XZZZZZZZXYZZZZZYII (-0.0035330668148192868+0j)
YZZZZZZZYXZZZZZXII (-0.0035330668148192868+0j)
XZZZZZZZXXZZZZZXII (-0.0035330668148192868+0j)
IIIIIIIZIYZZZZZYII (0.019092593710126813+0j)
IIIIIIIZIXZZZZZXII (0.019092593710126813+0j)
IIIYZZZYIYZZZZZYII (0.008971424341166106+0j)
IIIXZZZXIYZZZZZYII (0.008971424341166106+0j)
IIIYZZZYIXZZZZZXII (0.008971424341166106+0j)
IIIXZZZXIXZZZZZXII (0.008971424341166106+0j)
IIIIIIZIIYZZZZZYII (-0.004247369905888233+0j)
IIIIIIZIIXZZZZZXII (-0.004247369905888233+0j)
YZZZZZYIIYZZZZZYII (0.012648198686895432+0j)
XZZZZZXIIYZZZZZYII (0.012648198686895432+0j)
YZZZZZYIIXZZZZZXII (0.012648198686895432+0j)
XZZZZZXIIXZZZZZXII (0.012648198686895432+0j)
IIIIIZIIIYZZZZZYII (0.010678024638557292+0j)
IIIIIZIIIXZZZZZXII (0.010678024638557292+0j)
IIIIZIIIIYZZZZZYII (0.010678024638557305+0j)
IIIIZIIIIXZZZZZXII (0.010678024638557305+0j)
IIIZIIIIIYZZZZZYII (-0.0060654055543550725+0j)
IIIZIIIIIXZZZZZXII (-0.0060654055543550725+0j)
IIZIIIIIIYZZZZZYII (0.007649856793061919+0j)
IIZIIIIIIXZZZZZXII (0.007649856793061919+0j)
IZIIIIIIIYZZZZZYII (0.007649856793061916+0j)
IZIIIIIIIXZZZZZXII (0.007649856793061916+0j)
ZIIIIIIIIYZZZZZYII (0.012821611344357617+0j)
ZIIIIIIIIXZZZZZXII (0.012821611344357617+0j)
IIIIIIIIIIIIIZZIII (0.12656428505953934+0j)
IIIIIIIIIIIIZIZIII (0.12105123947235699+0j)
IIIIIIIIIIIZIIZIII (0.09587138551886643+0j)
IIIIIIIIIIYYIIZIII (-0.0034484215082486304+0j)
IIIIIIIIIIXXIIZIII (-0.0034484215082486304+0j)
IIIIIIIIIIZIIIZIII (0.1278375469273543+0j)
IIIIIIIIIZIIIIZIII (0.14296968613931416+0j)
IIIIIIIIZIIIIIZIII (0.16888066155027345+0j)
IIIIIIYZYIIIIIZIII (-0.0018262231177478111+0j)
IIIIIIXZXIIIIIZIII (-0.0018262231177478111+0j)
YZZZZZZZYIIIIIZIII (-0.001388913455711954+0j)
XZZZZZZZXIIIIIZIII (-0.001388913455711954+0j)
IIIIIIIZIIIIIIZIII (0.14954483244432445+0j)
IIIYZZZYIIIIIIZIII (0.011432406235507016+0j)
IIIXZZZXIIIIIIZIII (0.011432406235507016+0j)
IIIIIIZIIIIIIIZIII (0.12627601165801183+0j)
YZZZZZYIIIIIIIZIII (0.010678024638557292+0j)
XZZZZZXIIIIIIIZIII (0.010678024638557292+0j)
IIIIIZIIIIIIIIZIII (0.14386003749830276+0j)
IIIIZIIIIIIIIIZIII (0.13232953587246052+0j)
IIIZIIIIIIIIIIZIII (0.12797765405157846+0j)
IIZIIIIIIIIIIIZIII (0.14412906522706756+0j)
IYYIIIIIIIIIIIZIII (0.0011867526119343787+0j)
IXXIIIIIIIIIIIZIII (0.0011867526119343787+0j)
IZIIIIIIIIIIIIZIII (0.1331281114706036+0j)
ZIIIIIIIIIIIIIZIII (0.15144717691347506+0j)
IIIIIIIIIIIZIYYIII (-0.0034484215082486447+0j)
IIIIIIIIIIIZIXXIII (-0.0034484215082486447+0j)
IIIIIIIIIIYYIYYIII (-0.0011985970387158598+0j)
IIIIIIIIIIXXIYYIII (0.033164758447203686+0j)
IIIIIIIIIIYXIXYIII (-0.034363355485919546+0j)
IIIIIIIIIIXYIYXIII (-0.034363355485919546+0j)
IIIIIIIIIIYYIXXIII (0.033164758447203686+0j)
IIIIIIIIIIXXIXXIII (-0.0011985970387158598+0j)
IIIIIIIIIIZIIYYIII (0.003448421508248649+0j)
IIIIIIIIIIZIIXXIII (0.003448421508248649+0j)
IIIIYYIIIIIIIYYIII (0.005765250812921187+0j)
IIIIXXIIIIIIIYYIII (0.005765250812921187+0j)
IIIIYYIIIIIIIXXIII (0.005765250812921187+0j)
IIIIXXIIIIIIIXXIII (0.005765250812921187+0j)
IIZIIIIIIIIIIYYIII (0.0011867526119343792+0j)
IIZIIIIIIIIIIXXIII (0.0011867526119343792+0j)
IYYIIIIIIIIIIYYIII (-0.005500476878231962+0j)
IXXIIIIIIIIIIYYIII (-0.005500476878231962+0j)
IYYIIIIIIIIIIXXIII (-0.005500476878231962+0j)
IXXIIIIIIIIIIXXIII (-0.005500476878231962+0j)
IZIIIIIIIIIIIYYIII (-0.001186752611934374+0j)
IZIIIIIIIIIIIXXIII (-0.001186752611934374+0j)
IIIIIIIIIYZYYZYIII (0.0012357590891500076+0j)
IIIIIIIIIXZXYZYIII (-0.024612725927951138+0j)
IIIIIIIIIYZXXZYIII (0.02584848501710114+0j)
IIIIIIIIIXZYYZXIII (0.02584848501710114+0j)
IIIIIIIIIYZYXZXIII (-0.024612725927951138+0j)
IIIIIIIIIXZXXZXIII (0.0012357590891500076+0j)
IIIIIIIIIYYIYZYIII (-0.0001317939819802977+0j)
IIIIIIIIIXXIYZYIII (0.0026249526998547885+0j)
IIIIIIIIIYXIXZYIII (-0.0027567466818350862+0j)
IIIIIIIIIXYIYZXIII (-0.0027567466818350862+0j)
IIIIIIIIIYYIXZXIII (0.0026249526998547885+0j)
IIIIIIIIIXXIXZXIII (-0.0001317939819802977+0j)
IIYZZZZZYIIIYZYIII (-0.001471348787628423+0j)
IIXZZZZZXIIIYZYIII (-0.001471348787628423+0j)
IIYZZZZZYIIIXZXIII (-0.001471348787628423+0j)
IIXZZZZZXIIIXZXIII (-0.001471348787628423+0j)
IYZZZZZZYIIIYZYIII (0.00015691967577338573+0j)
IXZZZZZZXIIIYZYIII (0.00015691967577338573+0j)
IYZZZZZZYIIIXZXIII (0.00015691967577338573+0j)
IXZZZZZZXIIIXZXIII (0.00015691967577338573+0j)
IIIIIYZYIIIIYZYIII (0.0031313032628737946+0j)
IIIIIXZXIIIIYZYIII (0.0031313032628737946+0j)
IIIIIYZYIIIIXZXIII (0.0031313032628737946+0j)
IIIIIXZXIIIIXZXIII (0.0031313032628737946+0j)
IIYZZZYIIIIIYZYIII (0.00880479374048481+0j)
IIXZZZXIIIIIYZYIII (0.00880479374048481+0j)
IIYZZZYIIIIIXZXIII (0.00880479374048481+0j)
IIXZZZXIIIIIXZXIII (0.00880479374048481+0j)
IYZZZZYIIIIIYZYIII (-0.0009390332126724369+0j)
IXZZZZXIIIIIYZYIII (-0.0009390332126724369+0j)
IYZZZZYIIIIIXZXIII (-0.0009390332126724369+0j)
IXZZZZXIIIIIXZXIII (-0.0009390332126724369+0j)
IIIYZYIIIIIIYZYIII (0.006926414579221469+0j)
IIIXZXIIIIIIYZYIII (0.006926414579221469+0j)
IIIYZYIIIIIIXZXIII (0.006926414579221469+0j)
IIIXZXIIIIIIXZXIII (0.006926414579221469+0j)
YZYIIIIIIIIIYZYIII (0.0008245547348613445+0j)
XZXIIIIIIIIIYZYIII (0.0008245547348613445+0j)
YZYIIIIIIIIIXZXIII (0.0008245547348613445+0j)
XZXIIIIIIIIIXZXIII (0.0008245547348613445+0j)
YYIIIIIIIIIIYZYIII (-8.793894604718853e-05+0j)
XXIIIIIIIIIIYZYIII (-8.793894604718853e-05+0j)
YYIIIIIIIIIIXZXIII (-8.793894604718853e-05+0j)
XXIIIIIIIIIIXZXIII (-8.793894604718853e-05+0j)
IIIIIIIYYIIYZZYIII (0.0019860621313535706+0j)
IIIIIIIXXIIYZZYIII (0.0019860621313535706+0j)
IIIIIIIYYIIXZZXIII (0.0019860621313535706+0j)
IIIIIIIXXIIXZZXIII (0.0019860621313535706+0j)
IIIYZZZZYIIYZZYIII (-0.0007681978218046147+0j)
IIIXZZZZXIIYZZYIII (-0.0007681978218046147+0j)
IIIYZZZZYIIXZZXIII (-0.0007681978218046147+0j)
IIIXZZZZXIIXZZXIII (-0.0007681978218046147+0j)
IIIIIIYYIIIYZZYIII (0.026953724261728654+0j)
IIIIIIXXIIIYZZYIII (0.026953724261728654+0j)
IIIIIIYYIIIXZZXIII (0.026953724261728654+0j)
IIIIIIXXIIIXZZXIII (0.026953724261728654+0j)
YZZZZZZYIIIYZZYIII (-0.024935429448552635+0j)
XZZZZZZXIIIYZZYIII (-0.024935429448552635+0j)
YZZZZZZYIIIXZZXIII (-0.024935429448552635+0j)
XZZZZZZXIIIXZZXIII (-0.024935429448552635+0j)
IIIYZZYIIIIYZZYIII (0.03864183274154085+0j)
IIIXZZXIIIIYZZYIII (0.03864183274154085+0j)
IIIYZZYIIIIXZZXIII (0.03864183274154085+0j)
IIIXZZXIIIIXZZXIII (0.03864183274154085+0j)
IIYZZYIIIIIYZZYIII (0.048257679708201134+0j)
IIXZZXIIIIIYZZYIII (0.048257679708201134+0j)
IIYZZYIIIIIXZZXIII (0.048257679708201134+0j)
IIXZZXIIIIIXZZXIII (0.048257679708201134+0j)
IYZZZYIIIIIYZZYIII (-0.004635174120183009+0j)
IXZZZXIIIIIYZZYIII (-0.004635174120183009+0j)
IYZZZYIIIIIXZZXIII (-0.004635174120183009+0j)
IXZZZXIIIIIXZZXIII (-0.004635174120183009+0j)
IIYZYIIIIIIYZZYIII (-0.004635174120183023+0j)
IIXZXIIIIIIYZZYIII (-0.004635174120183023+0j)
IIYZYIIIIIIXZZXIII (-0.004635174120183023+0j)
IIXZXIIIIIIXZZXIII (-0.004635174120183023+0j)
IYZZYIIIIIIYZZYIII (-0.03866523532543565+0j)
IXZZXIIIIIIYZZYIII (-0.03866523532543565+0j)
IYZZYIIIIIIXZZXIII (-0.03866523532543565+0j)
IXZZXIIIIIIXZZXIII (-0.03866523532543565+0j)
YZZYIIIIIIIYZZYIII (0.02543728066281248+0j)
XZZXIIIIIIIYZZYIII (0.02543728066281248+0j)
YZZYIIIIIIIXZZXIII (0.02543728066281248+0j)
XZZXIIIIIIIXZZXIII (0.02543728066281248+0j)
IIIIIIIYYIYZZZYIII (-0.00021181396847455545+0j)
IIIIIIIXXIYZZZYIII (-0.00021181396847455545+0j)
IIIIIIIYYIXZZZXIII (-0.00021181396847455545+0j)
IIIIIIIXXIXZZZXIII (-0.00021181396847455545+0j)
IIIYZZZZYIYZZZYIII (8.192846872270226e-05+0j)
IIIXZZZZXIYZZZYIII (8.192846872270226e-05+0j)
IIIYZZZZYIXZZZXIII (8.192846872270226e-05+0j)
IIIXZZZZXIXZZZXIII (8.192846872270226e-05+0j)
IIIIIIYYIIYZZZYIII (-0.0028746206933388573+0j)
IIIIIIXXIIYZZZYIII (-0.0028746206933388573+0j)
IIIIIIYYIIXZZZXIII (-0.0028746206933388573+0j)
IIIIIIXXIIXZZZXIII (-0.0028746206933388573+0j)
YZZZZZZYIIYZZZYIII (0.0026593691021718335+0j)
XZZZZZZXIIYZZZYIII (0.0026593691021718335+0j)
YZZZZZZYIIXZZZXIII (0.0026593691021718335+0j)
XZZZZZZXIIXZZZXIII (0.0026593691021718335+0j)
IIIYZZYIIIYZZZYIII (-0.00412116006488553+0j)
IIIXZZXIIIYZZZYIII (-0.00412116006488553+0j)
IIIYZZYIIIXZZZXIII (-0.00412116006488553+0j)
IIIXZZXIIIXZZZXIII (-0.00412116006488553+0j)
IIYZZYIIIIYZZZYIII (-0.004635174120183009+0j)
IIXZZXIIIIYZZZYIII (-0.004635174120183009+0j)
IIYZZYIIIIXZZZXIII (-0.004635174120183009+0j)
IIXZZXIIIIXZZZXIII (-0.004635174120183009+0j)
IYZZZYIIIIYZZZYIII (0.005290564543249301+0j)
IXZZZXIIIIYZZZYIII (0.005290564543249301+0j)
IYZZZYIIIIXZZZXIII (0.005290564543249301+0j)
IXZZZXIIIIXZZZXIII (0.005290564543249301+0j)
IIYZYIIIIIYZZZYIII (-0.004301879839516101+0j)
IIXZXIIIIIYZZZYIII (-0.004301879839516101+0j)
IIYZYIIIIIXZZZXIII (-0.004301879839516101+0j)
IIXZXIIIIIXZZZXIII (-0.004301879839516101+0j)
IYZZYIIIIIYZZZYIII (0.004635174120183023+0j)
IXZZXIIIIIYZZZYIII (0.004635174120183023+0j)
IYZZYIIIIIXZZZXIII (0.004635174120183023+0j)
IXZZXIIIIIXZZZXIII (0.004635174120183023+0j)
YZZYIIIIIIYZZZYIII (-0.0027128916459019767+0j)
XZZXIIIIIIYZZZYIII (-0.0027128916459019767+0j)
YZZYIIIIIIXZZZXIII (-0.0027128916459019767+0j)
XZZXIIIIIIXZZZXIII (-0.0027128916459019767+0j)
IIIIIYZZYYZZZZYIII (0.0020277580285061013+0j)
IIIIIXZZXYZZZZYIII (0.0020277580285061013+0j)
IIIIIYZZYXZZZZXIII (0.0020277580285061013+0j)
IIIIIXZZXXZZZZXIII (0.0020277580285061013+0j)
IIYZZZZYIYZZZZYIII (-0.008193145485454452+0j)
IIXZZZZXIYZZZZYIII (-0.008193145485454452+0j)
IIYZZZZYIXZZZZXIII (-0.008193145485454452+0j)
IIXZZZZXIXZZZZXIII (-0.008193145485454452+0j)
IYZZZZZYIYZZZZYIII (0.0008738007900995231+0j)
IXZZZZZXIYZZZZYIII (0.0008738007900995231+0j)
IYZZZZZYIXZZZZXIII (0.0008738007900995231+0j)
IXZZZZZXIXZZZZXIII (0.0008738007900995231+0j)
IIIIIYYIIYZZZZYIII (-0.005751852055854726+0j)
IIIIIXXIIYZZZZYIII (-0.005751852055854726+0j)
IIIIIYYIIXZZZZXIII (-0.005751852055854726+0j)
IIIIIXXIIXZZZZXIII (-0.005751852055854726+0j)
YZZZZYIIIYZZZZYIII (0.008477490774160911+0j)
XZZZZXIIIYZZZZYIII (0.008477490774160911+0j)
YZZZZYIIIXZZZZXIII (0.008477490774160911+0j)
XZZZZXIIIXZZZZXIII (0.008477490774160911+0j)
IIYYIIIIIYZZZZYIII (-0.0004112043542886627+0j)
IIXXIIIIIYZZZZYIII (-0.0004112043542886627+0j)
IIYYIIIIIXZZZZXIII (-0.0004112043542886627+0j)
IIXXIIIIIXZZZZXIII (-0.0004112043542886627+0j)
IYZYIIIIIYZZZZYIII (4.385503593310917e-05+0j)
IXZXIIIIIYZZZZYIII (4.385503593310917e-05+0j)
IYZYIIIIIXZZZZXIII (4.385503593310917e-05+0j)
IXZXIIIIIXZZZZXIII (4.385503593310917e-05+0j)
IIIIIIIIIIIIZZIIII (0.12105123947235714+0j)
IIIIIIIIIIIZIZIIII (0.1278375469273545+0j)
IIIIIIIIIIYYIZIIII (0.003448421508248639+0j)
IIIIIIIIIIXXIZIIII (0.003448421508248639+0j)
IIIIIIIIIIZIIZIIII (0.09587138551886652+0j)
IIIIIIIIIZIIIZIIII (0.14296968613931432+0j)
IIIIIIIIZIIIIZIIII (0.16888066155027368+0j)
IIIIIIYZYIIIIZIIII (-0.001826223117747815+0j)
IIIIIIXZXIIIIZIIII (-0.001826223117747815+0j)
YZZZZZZZYIIIIZIIII (-0.0013889134557119555+0j)
XZZZZZZZXIIIIZIIII (-0.0013889134557119555+0j)
IIIIIIIZIIIIIZIIII (0.14954483244432462+0j)
IIIYZZZYIIIIIZIIII (0.011432406235507031+0j)
IIIXZZZXIIIIIZIIII (0.011432406235507031+0j)
IIIIIIZIIIIIIZIIII (0.12627601165801203+0j)
YZZZZZYIIIIIIZIIII (0.010678024638557305+0j)
XZZZZZXIIIIIIZIIII (0.010678024638557305+0j)
IIIIIZIIIIIIIZIIII (0.13232953587246052+0j)
IIIIZIIIIIIIIZIIII (0.14386003749830312+0j)
IIIZIIIIIIIIIZIIII (0.12797765405157863+0j)
IIZIIIIIIIIIIZIIII (0.1331281114706038+0j)
IYYIIIIIIIIIIZIIII (-0.001186752611934375+0j)
IXXIIIIIIIIIIZIIII (-0.001186752611934375+0j)
IZIIIIIIIIIIIZIIII (0.1441290652270677+0j)
ZIIIIIIIIIIIIZIIII (0.15144717691347526+0j)
IIIIIIIIIYZYYYIIII (-0.00013179398198029808+0j)
IIIIIIIIIXZXYYIIII (0.002624952699854791+0j)
IIIIIIIIIYZXXYIIII (-0.002756746681835089+0j)
IIIIIIIIIXZYYXIIII (-0.002756746681835089+0j)
IIIIIIIIIYZYXXIIII (0.002624952699854791+0j)
IIIIIIIIIXZXXXIIII (-0.00013179398198029808+0j)
IIIIIIIIIYYIYYIIII (-0.0012357590891500067+0j)
IIIIIIIIIXXIYYIIII (0.024612725927951152+0j)
IIIIIIIIIYXIXYIIII (-0.025848485017101158+0j)
IIIIIIIIIXYIYXIIII (-0.025848485017101158+0j)
IIIIIIIIIYYIXXIIII (0.024612725927951152+0j)
IIIIIIIIIXXIXXIIII (-0.0012357590891500067+0j)
IIYZZZZZYIIIYYIIII (0.00015691967577338586+0j)
IIXZZZZZXIIIYYIIII (0.00015691967577338586+0j)
IIYZZZZZYIIIXXIIII (0.00015691967577338586+0j)
IIXZZZZZXIIIXXIIII (0.00015691967577338586+0j)
IYZZZZZZYIIIYYIIII (0.0014713487876284231+0j)
IXZZZZZZXIIIYYIIII (0.0014713487876284231+0j)
IYZZZZZZYIIIXXIIII (0.0014713487876284231+0j)
IXZZZZZZXIIIXXIIII (0.0014713487876284231+0j)
IIIIYZZYIIIIYYIIII (0.0031313032628737985+0j)
IIIIXZZXIIIIYYIIII (0.0031313032628737985+0j)
IIIIYZZYIIIIXXIIII (0.0031313032628737985+0j)
IIIIXZZXIIIIXXIIII (0.0031313032628737985+0j)
IIYZZZYIIIIIYYIIII (-0.0009390332126724375+0j)
IIXZZZXIIIIIYYIIII (-0.0009390332126724375+0j)
IIYZZZYIIIIIXXIIII (-0.0009390332126724375+0j)
IIXZZZXIIIIIXXIIII (-0.0009390332126724375+0j)
IYZZZZYIIIIIYYIIII (-0.008804793740484818+0j)
IXZZZZXIIIIIYYIIII (-0.008804793740484818+0j)
IYZZZZYIIIIIXXIIII (-0.008804793740484818+0j)
IXZZZZXIIIIIXXIIII (-0.008804793740484818+0j)
IIIYYIIIIIIIYYIIII (0.00692641457922148+0j)
IIIXXIIIIIIIYYIIII (0.00692641457922148+0j)
IIIYYIIIIIIIXXIIII (0.00692641457922148+0j)
IIIXXIIIIIIIXXIIII (0.00692641457922148+0j)
YZYIIIIIIIIIYYIIII (-8.793894604718868e-05+0j)
XZXIIIIIIIIIYYIIII (-8.793894604718868e-05+0j)
YZYIIIIIIIIIXXIIII (-8.793894604718868e-05+0j)
XZXIIIIIIIIIXXIIII (-8.793894604718868e-05+0j)
YYIIIIIIIIIIYYIIII (-0.0008245547348613443+0j)
XXIIIIIIIIIIYYIIII (-0.0008245547348613443+0j)
YYIIIIIIIIIIXXIIII (-0.0008245547348613443+0j)
XXIIIIIIIIIIXXIIII (-0.0008245547348613443+0j)
IIIIIIIYYIIYZYIIII (-0.00021181396847455455+0j)
IIIIIIIXXIIYZYIIII (-0.00021181396847455455+0j)
IIIIIIIYYIIXZXIIII (-0.00021181396847455455+0j)
IIIIIIIXXIIXZXIIII (-0.00021181396847455455+0j)
IIIYZZZZYIIYZYIIII (8.192846872270267e-05+0j)
IIIXZZZZXIIYZYIIII (8.192846872270267e-05+0j)
IIIYZZZZYIIXZXIIII (8.192846872270267e-05+0j)
IIIXZZZZXIIXZXIIII (8.192846872270267e-05+0j)
IIIIIIYYIIIYZYIIII (-0.002874620693338857+0j)
IIIIIIXXIIIYZYIIII (-0.002874620693338857+0j)
IIIIIIYYIIIXZXIIII (-0.002874620693338857+0j)
IIIIIIXXIIIXZXIIII (-0.002874620693338857+0j)
YZZZZZZYIIIYZYIIII (0.0026593691021718356+0j)
XZZZZZZXIIIYZYIIII (0.0026593691021718356+0j)
YZZZZZZYIIIXZXIIII (0.0026593691021718356+0j)
XZZZZZZXIIIXZXIIII (0.0026593691021718356+0j)
IIIYZZYIIIIYZYIIII (-0.004121160064885532+0j)
IIIXZZXIIIIYZYIIII (-0.004121160064885532+0j)
IIIYZZYIIIIXZXIIII (-0.004121160064885532+0j)
IIIXZZXIIIIXZXIIII (-0.004121160064885532+0j)
IIYZZYIIIIIYZYIIII (-0.004635174120183023+0j)
IIXZZXIIIIIYZYIIII (-0.004635174120183023+0j)
IIYZZYIIIIIXZXIIII (-0.004635174120183023+0j)
IIXZZXIIIIIXZXIIII (-0.004635174120183023+0j)
IYZZZYIIIIIYZYIIII (-0.004301879839516101+0j)
IXZZZXIIIIIYZYIIII (-0.004301879839516101+0j)
