Bravyi-Kitaev mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-25.237330367908303+0j)
IXZIYYZIZIXXZIII (6.70443452942466e-05+0j)
IYZIYXZIIZYYIIII (-6.70443452942466e-05+0j)
IXZIYYZIIZYYIIII (6.70443452942466e-05+0j)
IIYIYZZIZIXXZIII (6.704434529424848e-05+0j)
IIXZXIIIZIXXZIII (6.704434529424848e-05+0j)
IIYIYZZIIZYYIIII (6.704434529424848e-05+0j)
IIXZXIIIIZYYIIII (6.704434529424848e-05+0j)
IYZIYZZIZIXXZIII (-0.025581449014019188+0j)
IXZIXIIIZIXXZIII (-0.025581449014019188+0j)
IYZIYZZIIZYYIIII (-0.025581449014019188+0j)
IXZIXIIIIZYYIIII (-0.025581449014019188+0j)
ZIXXZIIIIIXXZIII (0.025380689812386496+0j)
IZYYIIIIZIXXZIII (0.025380689812386496+0j)
ZIXXZIIIZZYYIIII (0.025380689812386496+0j)
IZYYIIIIIZYYIIII (0.025380689812386496+0j)
IIIIIIIIIZZZIIII (0.1299848587968816+0j)
IIIIIIIIZZIZZIII (0.1408664866292817+0j)
IIIIIIIZIIZZIIII (0.14531514706225873+0j)
IIXYYIXXIIZZIIII (0.007085952001464092+0j)
IIXXYIXYIIZZIIII (-0.007085952001464092+0j)
IIIIIIZZIIZZIIII (0.13208451216171396+0j)
ZIIIXIXZZIZZIIII (0.007649856793061935+0j)
IZZIYIYIIIZZIIII (0.007649856793061935+0j)
IIIIIZIIIIZZIIII (0.14425555535700763+0j)
IIIIZXZIIIZZIIII (-2.9494725660275602e-05+0j)
IIIIIXIIIIZZIIII (2.9494725660275602e-05+0j)
IIIIZZZIIIZZIIII (0.13300162134066362+0j)
IIIZIIIIIIZZIIII (0.13293968523849453+0j)
IIZZIIIIIIZZIIII (0.14841113308890064+0j)
IZIIIIIIIIZZIIII (0.13612695022755467+0j)
ZZZIZIIIZIZZIIII (0.15191290248774553+0j)
IIIIIZIIIYYZIIII (-2.9494725660264292e-05+0j)
IIIIIZIIIXXIIIII (-2.9494725660264292e-05+0j)
IIIIZXZIIYYZIIII (-0.005626967008171963+0j)
IIIIIXIIIYYZIIII (0.005626967008171963+0j)
IIIIZXZIIXXIIIII (-0.005626967008171963+0j)
IIIIIXIIIXXIIIII (0.005626967008171963+0j)
IIIIZZZIIYYZIIII (2.9494725660282893e-05+0j)
IIIIZZZIIXXIIIII (2.9494725660282893e-05+0j)
IYYZIIIIIYYZIIII (0.006142091430673083+0j)
IXXIIIIIIYYZIIII (0.006142091430673083+0j)
IYYZIIIIIXXIIIII (0.006142091430673083+0j)
IXXIIIIIIXXIIIII (0.006142091430673083+0j)
IIIIIYYXZIXZZIII (0.014229207900785744+0j)
IIIIIXYYZIXZZIII (-0.014229207900785744+0j)
IIIIIYYXIZXIIIII (-0.014229207900785744+0j)
IIIIIXYYIZXIIIII (0.014229207900785744+0j)
IIIIZIXXZIXZZIII (3.729217712574146e-05+0j)
IIIIIZYYZIXZZIII (3.729217712574146e-05+0j)
IIIIZIXXIZXIIIII (-3.729217712574146e-05+0j)
IIIIIZYYIZXIIIII (-3.729217712574146e-05+0j)
IIYIYIXZZIXZZIII (-0.008431327479009891+0j)
IIXZYIYIZIXZZIII (0.008431327479009891+0j)
IIYIYIXZIZXIIIII (0.008431327479009891+0j)
IIXZYIYIIZXIIIII (-0.008431327479009891+0j)
IIXYYXZIZIXZZIII (-0.000829227981902981+0j)
IIXXYYZIZIXZZIII (0.000829227981902981+0j)
IIXYYXZIIZXIIIII (0.000829227981902981+0j)
IIXXYYZIIZXIIIII (-0.000829227981902981+0j)
IIXYYZZIZIXZZIII (2.1732563748006765e-06+0j)
IIXXXIIIZIXZZIII (2.1732563748006765e-06+0j)
IIXYYZZIIZXIIIII (-2.1732563748006765e-06+0j)
IIXXXIIIIZXIIIII (-2.1732563748006765e-06+0j)
ZIXZZIIIIIXZZIII (0.011046415858463832+0j)
IZXIIIIIZIXZZIII (-0.011046415858463832+0j)
ZIXZZIIIZZXIIIII (-0.011046415858463832+0j)
IZXIIIIIIZXIIIII (0.011046415858463832+0j)
IIIIIIIIZIZIZIII (0.1408664866292818+0j)
IIIIIIIZIZIIIIII (0.14531514706225884+0j)
IIXYYIXXIZIIIIII (0.007085952001464089+0j)
IIXXYIXYIZIIIIII (-0.007085952001464089+0j)
IIIIIIZZIZIIIIII (0.13208451216171407+0j)
ZIIIXIXZZZIIIIII (0.007649856793061939+0j)
IZZIYIYIIZIIIIII (0.007649856793061939+0j)
IIIIIZIIIZIIIIII (0.13300162134066384+0j)
IIIIZXZIIZIIIIII (2.949472566027159e-05+0j)
IIIIIXIIIZIIIIII (-2.949472566027159e-05+0j)
IIIIZZZIIZIIIIII (0.14425555535700768+0j)
IIIZIIIIIZIIIIII (0.13293968523849464+0j)
IIZZIIIIIZIIIIII (0.13612695022755467+0j)
IZIIIIIIIZIIIIII (0.14841113308890092+0j)
ZZZIZIIIZZIIIIII (0.15191290248774564+0j)
IIIIIYYXZXZIZIII (3.7292177125740414e-05+0j)
IIIIIXYYZXZIZIII (-3.7292177125740414e-05+0j)
IIIIIYYXIXIIIIII (-3.7292177125740414e-05+0j)
IIIIIXYYIXIIIIII (3.7292177125740414e-05+0j)
IIIIZIXXZXZIZIII (-0.014229207900785742+0j)
IIIIIZYYZXZIZIII (-0.014229207900785742+0j)
IIIIZIXXIXIIIIII (0.014229207900785742+0j)
IIIIIZYYIXIIIIII (0.014229207900785742+0j)
IYZIYIXZZXZIZIII (-0.008431327479009902+0j)
IXZIYIYIZXZIZIII (0.008431327479009902+0j)
IYZIYIXZIXIIIIII (0.008431327479009902+0j)
IXZIYIYIIXIIIIII (-0.008431327479009902+0j)
IIXYYXZIZXZIZIII (-2.1732563748006417e-06+0j)
IIXXYYZIZXZIZIII (2.1732563748006417e-06+0j)
IIXYYXZIIXIIIIII (2.1732563748006417e-06+0j)
IIXXYYZIIXIIIIII (-2.1732563748006417e-06+0j)
IIXYYZZIZXZIZIII (-0.0008292279819029793+0j)
IIXXXIIIZXZIZIII (-0.0008292279819029793+0j)
IIXYYZZIIXIIIIII (0.0008292279819029793+0j)
IIXXXIIIIXIIIIII (0.0008292279819029793+0j)
ZXZIZIIIIXZIZIII (0.011046415858463844+0j)
IXIIIIIIZXZIZIII (-0.011046415858463844+0j)
ZXZIZIIIZXIIIIII (-0.011046415858463844+0j)
IXIIIIIIIXIIIIII (0.011046415858463844+0j)
IIIIIIIZZZZIZIII (0.17555333899250467+0j)
IIXYYIXXZZZIZIII (0.02206323382401057+0j)
IIXXYIXYZZZIZIII (-0.02206323382401057+0j)
IIIIIIZZZZZIZIII (0.13771117338762448+0j)
ZIIIXIXZIZZIZIII (0.012821611344357562+0j)
IZZIYIYIZZZIZIII (0.012821611344357562+0j)
IIIIIZIIZZZIZIII (0.15144717691347526+0j)
IIIIZZZIZZZIZIII (0.15144717691347515+0j)
IIIZIIIIZZZIZIII (0.1466405196693415+0j)
IIZZIIIIZZZIZIII (0.15191290248774553+0j)
IZIIIIIIZZZIZIII (0.15191290248774564+0j)
ZZZIZIIIIZZIZIII (0.18628020221302866+0j)
IIIIIIZIIIIIIIII (0.10921597324467565+0j)
ZIIIXIXIZIIIIIII (0.003466149259571165+0j)
IZZIYIYZIIIIIIII (0.003466149259571165+0j)
IIIIIZIZIIIIIIII (0.12460122013638757+0j)
IIIIZZZZIIIIIIII (0.12460122013638747+0j)
IIIZIIIZIIIIIIII (0.11954708066333411+0j)
IIZZIIIZIIIIIIII (0.13363548570618344+0j)
IZIIIIIZIIIIIIII (0.13363548570618353+0j)
ZZZIZIIZZIIIIIII (0.14921273389598366+0j)
IIXYYIYYIIIIIIII (-0.024139890058060613+0j)
IIXXYIYXIIIIIIII (-0.024139890058060613+0j)
IIYIYXIXIIIIIIII (0.01562570210575988+0j)
IIXZYYIXIIIIIIII (-0.008485764773085103+0j)
IIYIYYZYIIIIIIII (0.007139937332674776+0j)
IIXZYXIYIIIIIIII (-0.007139937332674776+0j)
IIYIYXZXIIIIIIII (-0.008485764773085103+0j)
IIXZYYZXIIIIIIII (0.01562570210575988+0j)
IYZIYXIXIIIIIIII (4.095213554437366e-05+0j)
IXZIYYIXIIIIIIII (-2.2239652774191412e-05+0j)
IYZIYYZYIIIIIIII (1.8712482770182256e-05+0j)
IXZIYXIYIIIIIIII (-1.8712482770182256e-05+0j)
IYZIYXZXIIIIIIII (-2.2239652774191412e-05+0j)
IXZIYYZXIIIIIIII (4.095213554437366e-05+0j)
IIYIYZIXIIIIIIII (-4.095213554437501e-05+0j)
IIXZXIZXIIIIIIII (-2.2239652774192273e-05+0j)
IIYIXIIYIIIIIIII (1.8712482770182737e-05+0j)
IIXZYZIYIIIIIIII (1.8712482770182737e-05+0j)
IIYIYZZXIIIIIIII (2.2239652774192273e-05+0j)
IIXZXIIXIIIIIIII (4.095213554437501e-05+0j)
IYZIYZIXIIIIIIII (0.015625702105759868+0j)
IXZIXIZXIIIIIIII (0.008485764773085096+0j)
IYZIXIIYIIIIIIII (-0.007139937332674775+0j)
IXZIYZIYIIIIIIII (-0.007139937332674775+0j)
IYZIYZZXIIIIIIII (-0.008485764773085096+0j)
IXZIXIIXIIIIIIII (-0.015625702105759868+0j)
ZIXXZIZXZIIIIIII (-0.028517378863193173+0j)
IZYYIIZXIIIIIIII (-0.007728547223000249+0j)
ZIXYZIIYZIIIIIII (-0.020788831640192934+0j)
IZYXIIZYIIIIIIII (-0.020788831640192934+0j)
ZIXXZIIXZIIIIIII (0.007728547223000249+0j)
IZYYIIIXIIIIIIII (0.028517378863193173+0j)
IIXYYZXXIIIIIIII (0.01456370949838083+0j)
IIXXYZXYIIIIIIII (-0.01456370949838083+0j)
ZIXZZYYXZIIIIIII (-0.010847545606650454+0j)
IZXIIYYXIIIIIIII (-0.005989626937754422+0j)
ZIYIZXYXZIIIIIII (0.01683717254440488+0j)
IZYZIYYYIIIIIIII (-0.01683717254440488+0j)
ZIXZZXYYZIIIIIII (-0.005989626937754422+0j)
IZXIIXYYIIIIIIII (-0.010847545606650454+0j)
ZXZIZYYXZIIIIIII (-2.842945264159209e-05+0j)
IXIIIYYXIIIIIIII (-1.56977275360148e-05+0j)
ZYZIZXYXZIIIIIII (4.412718017760689e-05+0j)
IYIIIYYYIIIIIIII (-4.412718017760689e-05+0j)
ZXZIZXYYZIIIIIII (-1.56977275360148e-05+0j)
IXIIIXYYIIIIIIII (-2.842945264159209e-05+0j)
IIXYXZYXIIIIIIII (0.014563709498380819+0j)
IIXXXZYYIIIIIIII (-0.014563709498380819+0j)
ZIXZIIXXZIIIIIII (-2.8429452641592937e-05+0j)
IZXIZIXXIIIIIIII (-1.5697727536015254e-05+0j)
ZIYIZZYXZIIIIIII (-4.4127180177608184e-05+0j)
IZYZZIXYIIIIIIII (-4.4127180177608184e-05+0j)
ZIXZZZYYZIIIIIII (1.5697727536015254e-05+0j)
IZXIIZYYIIIIIIII (2.8429452641592937e-05+0j)
ZXZIIIXXZIIIIIII (0.010847545606650456+0j)
IXIIZIXXIIIIIIII (0.005989626937754421+0j)
ZYZIZZYXZIIIIIII (0.016837172544404883+0j)
IYIIZIXYIIIIIIII (0.016837172544404883+0j)
ZXZIZZYYZIIIIIII (-0.005989626937754421+0j)
IXIIIZYYIIIIIIII (-0.010847545606650456+0j)
IIYXYIXXIIIIIIII (0.013205017485573907+0j)
IIYYYIXYIIIIIIII (0.013205017485573907+0j)
IZXYYIXXIIIIIIII (0.01320501748557391+0j)
IZXXYIXYIIIIIIII (-0.01320501748557391+0j)
ZZYYXIXXZIIIIIII (0.006669332953191314+0j)
ZZYXXIXYZIIIIIII (-0.006669332953191314+0j)
IIIIIZZZIIIIIIII (0.11290476377265034+0j)
IIIIZZIZIIIIIIII (0.1129047637726503+0j)
IIIZIIZZIIIIIIII (0.08379704851203947+0j)
IIZZIIZZIIIIIIII (0.11148781859050373+0j)
IZIIIIZZIIIIIIII (0.11148781859050383+0j)
ZZZIZIZZZIIIIIII (0.12506297470072902+0j)
ZIIIXZXZZIIIIIII (0.0049261725827025715+0j)
IZZIYZYIIIIIIIII (0.0049261725827025715+0j)
IIZXIYYZIIIIIIII (0.000624006242327807+0j)
IIIXIYYZIIIIIIII (0.029382137183634832+0j)
IIZYIXYZIIIIIIII (-0.030006143425962636+0j)
IIIYIYXIIIIIIIII (-0.030006143425962636+0j)
IIZXIXXIIIIIIIII (-0.029382137183634832+0j)
IIIXIXXIIIIIIIII (-0.000624006242327807+0j)
IYYXIYYZIIIIIIII (-1.635407359194675e-06+0j)
IXYYIYYZIIIIIIII (-7.70052607161925e-05+0j)
IYYYIXYZIIIIIIII (7.864066807538719e-05+0j)
IXYXIYXIIIIIIIII (-7.864066807538719e-05+0j)
IYYXIXXIIIIIIIII (7.70052607161925e-05+0j)
IXYYIXXIIIIIIIII (1.635407359194675e-06+0j)
ZIIIYZYZZIIIIIII (-0.004926172582702566+0j)
IZZIXZXIIIIIIIII (-0.004926172582702566+0j)
IIZXZIXZIIIIIIII (1.63540735919473e-06+0j)
IIIXZIXZIIIIIIII (7.700526071619475e-05+0j)
IIZYIZYZIIIIIIII (7.864066807538949e-05+0j)
IIIYZIYIIIIIIIII (7.864066807538949e-05+0j)
IIZXIZXIIIIIIIII (7.700526071619475e-05+0j)
IIIXIZXIIIIIIIII (1.63540735919473e-06+0j)
IYYXZIXZIIIIIIII (0.00062400624232781+0j)
IXYYZIXZIIIIIIII (0.029382137183634825+0j)
IYYYIZYZIIIIIIII (0.030006143425962636+0j)
IXYXZIYIIIIIIIII (-0.030006143425962636+0j)
IYYXIZXIIIIIIIII (0.029382137183634825+0j)
IXYYIZXIIIIIIIII (0.00062400624232781+0j)
ZIIZXIXZZIIIIIII (0.025731741169233963+0j)
IZZZYIYIIIIIIIII (0.025731741169233963+0j)
ZIZZXIXZZIIIIIII (-0.0007814706859479582+0j)
IZIZYIYIIIIIIIII (-0.0007814706859479582+0j)
ZZIIXIXZZIIIIIII (-0.000781470685947961+0j)
IIZIYIYIIIIIIIII (-0.000781470685947961+0j)
IIIIZIZIIIIIIIII (0.1265642850595394+0j)
IIIZIZIIIIIIIIII (0.12105123947235708+0j)
IIZZIZIIIIIIIIII (0.09550383521370617+0j)
IYYZIZIIIIIIIIII (8.570467452437768e-05+0j)
IXXIIZIIIIIIIIII (8.570467452437768e-05+0j)
IZIIIZIIIIIIIIII (0.12820509723251483+0j)
ZZZIZZIIZIIIIIII (0.14296968613931435+0j)
IIZZZXZIIIIIIIII (8.570467452436746e-05+0j)
IIZZIXIIIIIIIIII (-8.570467452436746e-05+0j)
IYYZZXZIIIIIIIII (-0.0008310467335555637+0j)
IXXIZXZIIIIIIIII (0.033532308752363994+0j)
IYXIIYIIIIIIIIII (0.03436335548591956+0j)
IXYZZYZIIIIIIIII (0.03436335548591956+0j)
IYYZIXIIIIIIIIII (-0.033532308752363994+0j)
IXXIIXIIIIIIIIII (0.0008310467335555637+0j)
IZIIZXZIIIIIIIII (-8.570467452436792e-05+0j)
IZIIIXIIIIIIIIII (8.570467452436792e-05+0j)
ZIIXXXZIZIIIIIII (0.0012427628783023576+0j)
IZIYYXZIIIIIIIII (-0.02475222103211621+0j)
ZIZXXXZIZIIIIIII (-0.025994983910418573+0j)
IZZXYYZIIIIIIIII (0.025994983910418573+0j)
ZIIYXYZIZIIIIIII (-0.02475222103211621+0j)
IZIXYYZIIIIIIIII (-0.0012427628783023576+0j)
ZXYYXXZIZIIIIIII (-3.25705645079426e-06+0j)
IXXYYXZIIIIIIIII (-6.487108891944595e-05+0j)
ZYYXXXZIZIIIIIII (6.81281453702402e-05+0j)
IYXYYYZIIIIIIIII (-6.81281453702402e-05+0j)
ZXYXXYZIZIIIIIII (-6.487108891944595e-05+0j)
IXXXYYZIIIIIIIII (-3.25705645079426e-06+0j)
IIIZZZZIIIIIIIII (0.12105123947235699+0j)
IIZZZZZIIIIIIIII (0.1282050972325146+0j)
IYYZZZZIIIIIIIII (-8.570467452436318e-05+0j)
IXXIZZZIIIIIIIII (-8.570467452436318e-05+0j)
IZIIZZZIIIIIIIII (0.09550383521370623+0j)
ZZZIIZZIZIIIIIII (0.14296968613931424+0j)
ZIIXXZZIZIIIIIII (-3.2570564507942983e-06+0j)
IZIYYZZIIIIIIIII (6.48710889194478e-05+0j)
ZIZXXZZIZIIIIIII (6.81281453702421e-05+0j)
IZZXXIIIIIIIIIII (6.81281453702421e-05+0j)
ZIIYYIIIZIIIIIII (6.48710889194478e-05+0j)
IZIXXIIIIIIIIIII (-3.2570564507942983e-06+0j)
ZXYYXZZIZIIIIIII (-0.0012427628783023546+0j)
IXXYYZZIIIIIIIII (-0.024752221032116203+0j)
ZYYXXZZIZIIIIIII (0.02599498391041856+0j)
IYXYXIIIIIIIIIII (0.02599498391041856+0j)
ZXYXYIIIZIIIIIII (-0.024752221032116203+0j)
IXXXXIIIIIIIIIII (0.0012427628783023546+0j)
IIZIIIIIIIIIIIII (0.12397002096964257+0j)
IZIZIIIIIIIIIIII (0.12397002096964267+0j)
ZZZZZIIIZIIIIIII (0.121259829856955+0j)
IZZZIIIIIIIIIIII (0.1299848587968816+0j)
ZZIZZIIIZIIIIIII (0.1408664866292817+0j)
ZIZIZIIIZIIIIIII (0.1408664866292818+0j)
