Bravyi-Kitaev mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-88.68589203916153+0j)
IZIIIIIIIIIIIIIIZIXZ (0.0018929370377097116+0j)
IZIIIIIIIIIIIIIIIZXI (-0.0018929370377097116+0j)
ZZZIIIIIIIIIIIIIZIXZ (0.004882208615265059+0j)
ZZZIIIIIIIIIIIIIIZXI (-0.004882208615265059+0j)
IIIIIIIIXIYIYIIZXIXZ (0.0006388445727941875+0j)
IIIIIIIIXIXZYIIZXIYI (-0.0006388445727941875+0j)
IIIIIIIIIIIIZXYYXIXZ (-4.3653221927111776e-05+0j)
IIIIIIIIIIIIIXXYYIXZ (0.00019041459599898814+0j)
IIIIIIIIIIIIZYYXXIXZ (-0.00014676137407187637+0j)
IIIIIIIIIIIIIYXYYIYI (0.00014676137407187637+0j)
IIIIIIIIIIIIZXYXXIYI (0.00019041459599898814+0j)
IIIIIIIIIIIIIXXXYIYI (-4.3653221927111776e-05+0j)
IIIIIIIIXIXYYXYYXIXZ (-0.00020575398516788044+0j)
IIIIIIIIXIXXYYYYXIXZ (0.0008974953103425118+0j)
IIIIIIIIXIXYYYYXXIXZ (-0.0006917413251746313+0j)
IIIIIIIIXIXXYXYYXIYI (-0.0006917413251746313+0j)
IIIIIIIIXIXYYXYXXIYI (0.0008974953103425118+0j)
IIIIIIIIXIXXYYYXXIYI (-0.00020575398516788044+0j)
XIYIYIIIXXZIZIXYYIXZ (-0.0005826399379675935+0j)
XIXZYIIIXYZIZIXYYIXZ (0.0005826399379675935+0j)
XIYIYIIIXXZIZIXXYIYI (0.0005826399379675935+0j)
XIXZYIIIXYZIZIXXYIYI (-0.0005826399379675935+0j)
XYZIYIIIXXZIZIXYYIXZ (0.0027462002542438867+0j)
XXZIYIIIXYZIZIXYYIXZ (-0.0027462002542438867+0j)
XYZIYIIIXXZIZIXXYIYI (-0.0027462002542438867+0j)
XXZIYIIIXYZIZIXXYIYI (0.0027462002542438867+0j)
IIIIIYZIYZZIIIXYYIXZ (0.002356705714591671+0j)
IIIIIXZIXIIIIIXYYIXZ (0.002356705714591671+0j)
IIIIIYZIYZZIIIXXYIYI (-0.002356705714591671+0j)
IIIIIXZIXIIIIIXXYIYI (-0.002356705714591671+0j)
XIYIYIXXZIIIZIXYYIXZ (-0.0006101449869880122+0j)
XIXZYIXYZIIIZIXYYIXZ (0.0006101449869880122+0j)
XIYIYIXXZIIIZIXXYIYI (0.0006101449869880122+0j)
XIXZYIXYZIIIZIXXYIYI (-0.0006101449869880122+0j)
XYZIYIXXZIIIZIXYYIXZ (0.0028758418522372357+0j)
XXZIYIXYZIIIZIXYYIXZ (-0.0028758418522372357+0j)
XYZIYIXXZIIIZIXXYIYI (-0.0028758418522372357+0j)
XXZIYIXYZIIIZIXXYIYI (0.0028758418522372357+0j)
IIIIIYYZIIIIIIXYYIXZ (-0.0029452540095606275+0j)
IIIIIXXIIIIIIIXYYIXZ (-0.0029452540095606275+0j)
IIIIIYYZIIIIIIXXYIYI (0.0029452540095606275+0j)
IIIIIXXIIIIIIIXXYIYI (0.0029452540095606275+0j)
YIIIYXZIZIIIZIXYYIXZ (0.0020277580285060983+0j)
XZZIYYZIZIIIZIXYYIXZ (-0.0020277580285060983+0j)
YIIIYXZIZIIIZIXXYIYI (-0.0020277580285060983+0j)
XZZIYYZIZIIIZIXXYIYI (0.0020277580285060983+0j)
IIZXIIIIIIIIIIXYYIXZ (-0.0003507525225138016+0j)
IIIXIIIIIIIIIIXYYIXZ (0.0003507525225138016+0j)
IIZXIIIIIIIIIIXXYIYI (0.0003507525225138016+0j)
IIIXIIIIIIIIIIXXYIYI (-0.0003507525225138016+0j)
IYYXIIIIIIIIIIXYYIXZ (-0.0016532280122507873+0j)
IXYYIIIIIIIIIIXYYIXZ (0.0016532280122507873+0j)
IYYXIIIIIIIIIIXXYIYI (0.0016532280122507873+0j)
IXYYIIIIIIIIIIXXYIYI (-0.0016532280122507873+0j)
IIIIIIIIXIYIYIZZXIXZ (0.0006388445727941879+0j)
IIIIIIIIXIXZYIZZXIYI (-0.0006388445727941879+0j)
IIIIIIIIIIIIZXXIXIXZ (-0.0002057539851678811+0j)
IIIIIIIIIIIIIXYIYIXZ (-0.0008974953103425137+0j)
IIIIIIIIIIIIZYYZXIXZ (0.0006917413251746329+0j)
IIIIIIIIIIIIIYYIYIYI (-0.0006917413251746329+0j)
IIIIIIIIIIIIZXYZXIYI (-0.0008974953103425137+0j)
IIIIIIIIIIIIIXXZYIYI (0.0002057539851678811+0j)
IIIIIIIIXIXYYXXIXIXZ (4.365322192711167e-05+0j)
IIIIIIIIXIXXYYXIXIXZ (-0.00019041459599898839+0j)
IIIIIIIIXIXYYYYZXIXZ (-0.00014676137407187672+0j)
IIIIIIIIXIXXYXXIXIYI (0.00014676137407187672+0j)
IIIIIIIIXIXYYXYZXIYI (0.00019041459599898839+0j)
IIIIIIIIXIXXYYYZXIYI (-4.365322192711167e-05+0j)
XIYIYIIIXXZIZIYIYIXZ (0.0027462002542438867+0j)
XIXZYIIIXYZIZIYIYIXZ (-0.0027462002542438867+0j)
XIYIYIIIXXZIZIXZYIYI (-0.0027462002542438867+0j)
XIXZYIIIXYZIZIXZYIYI (0.0027462002542438867+0j)
XYZIYIIIXXZIZIYIYIXZ (0.0005826399379675928+0j)
XXZIYIIIXYZIZIYIYIXZ (-0.0005826399379675928+0j)
XYZIYIIIXXZIZIXZYIYI (-0.0005826399379675928+0j)
XXZIYIIIXYZIZIXZYIYI (0.0005826399379675928+0j)
IIIIZIIIXZZIZIYIYIXZ (-0.002356705714591671+0j)
IIIIIZZIXIIIIIYIYIXZ (0.002356705714591671+0j)
IIIIZIIIXZZIZIXZYIYI (0.002356705714591671+0j)
IIIIIZZIXIIIIIXZYIYI (-0.002356705714591671+0j)
XIYIYIXXZIIIZIYIYIXZ (0.002875841852237236+0j)
XIXZYIXYZIIIZIYIYIXZ (-0.002875841852237236+0j)
XIYIYIXXZIIIZIXZYIYI (-0.002875841852237236+0j)
XIXZYIXYZIIIZIXZYIYI (0.002875841852237236+0j)
XYZIYIXXZIIIZIYIYIXZ (0.0006101449869880118+0j)
XXZIYIXYZIIIZIYIYIXZ (-0.0006101449869880118+0j)
XYZIYIXXZIIIZIXZYIYI (-0.0006101449869880118+0j)
XXZIYIXYZIIIZIXZYIYI (0.0006101449869880118+0j)
IIIIZIXZZIIIZIYIYIXZ (0.0029452540095606275+0j)
IIIIIZXIIIIIIIYIYIXZ (-0.0029452540095606275+0j)
IIIIZIXZZIIIZIXZYIYI (-0.0029452540095606275+0j)
IIIIIZXIIIIIIIXZYIYI (0.0029452540095606275+0j)
YIIIYZZIZIIIZIYIYIXZ (0.002027758028506099+0j)
XZZIXIIIIIIIIIYIYIXZ (0.002027758028506099+0j)
YIIIYZZIZIIIZIXZYIYI (-0.002027758028506099+0j)
XZZIXIIIIIIIIIXZYIYI (-0.002027758028506099+0j)
IIZXIIIIIIIIIIYIYIXZ (0.0016532280122507873+0j)
IIIXIIIIIIIIIIYIYIXZ (-0.0016532280122507873+0j)
IIZXIIIIIIIIIIXZYIYI (-0.0016532280122507873+0j)
IIIXIIIIIIIIIIXZYIYI (0.0016532280122507873+0j)
IYYXIIIIIIIIIIYIYIXZ (-0.00035075252251380145+0j)
IXYYIIIIIIIIIIYIYIXZ (0.00035075252251380145+0j)
IYYXIIIIIIIIIIXZYIYI (0.00035075252251380145+0j)
IXYYIIIIIIIIIIXZYIYI (-0.00035075252251380145+0j)
IIIIIIIIXIYIYZIIXIXZ (0.00208422391772218+0j)
IIIIIIIIXIXZYZIIXIYI (-0.00208422391772218+0j)
IIIIIIIIZXZIIYZIYIXZ (-0.01746875664740358+0j)
IIIIIIIIIXIIIYZIYIXZ (0.01746875664740358+0j)
IIIIIIIIZXZIIXZIYIYI (0.01746875664740358+0j)
IIIIIIIIIXIIIXZIYIYI (-0.01746875664740358+0j)
IIIIIIYIYXZIIYZIYIXZ (0.0036786964093294583+0j)
IIIIIIXZYYZIIYZIYIXZ (-0.0036786964093294583+0j)
IIIIIIYIYXZIIXZIYIYI (-0.0036786964093294583+0j)
IIIIIIXZYYZIIXZIYIYI (0.0036786964093294583+0j)
YIIIYIIIXXZIZYZIYIXZ (0.001229671740298717+0j)
XZZIYIIIXYZIZYZIYIXZ (-0.001229671740298717+0j)
YIIIYIIIXXZIZXZIYIYI (-0.001229671740298717+0j)
XZZIYIIIXYZIZXZIYIYI (0.001229671740298717+0j)
IIIIIIXYYZZIIYZIYIXZ (-0.0018252552043683463+0j)
IIIIIIXXXIIIIYZIYIXZ (-0.0018252552043683463+0j)
IIIIIIXYYZZIIXZIYIYI (0.0018252552043683463+0j)
IIIIIIXXXIIIIXZIYIYI (0.0018252552043683463+0j)
XIXYYIIIXZZIZYZIYIXZ (0.003310902275379773+0j)
XIXXYIIIYIIIZYZIYIXZ (-0.003310902275379773+0j)
XIXYYIIIXZZIZXZIYIYI (-0.003310902275379773+0j)
XIXXYIIIYIIIZXZIYIYI (0.003310902275379773+0j)
IIIIIIZXIIIIIYZIYIXZ (-0.00014922109811202233+0j)
IIIIIIIXIIIIIYZIYIXZ (0.00014922109811202233+0j)
IIIIIIZXIIIIIXZIYIYI (0.00014922109811202233+0j)
IIIIIIIXIIIIIXZIYIYI (-0.00014922109811202233+0j)
YIIIYIXXZIIIZYZIYIXZ (0.0029162738040806133+0j)
XZZIYIXYZIIIZYZIYIXZ (-0.0029162738040806133+0j)
YIIIYIXXZIIIZXZIYIYI (-0.0029162738040806133+0j)
XZZIYIXYZIIIZXZIYIYI (0.0029162738040806133+0j)
XIXYYIXZZIIIZYZIYIXZ (-0.003550434568294334+0j)
XIXXYIYIZIIIZYZIYIXZ (0.003550434568294334+0j)
XIXYYIXZZIIIZXZIYIYI (0.003550434568294334+0j)
XIXXYIYIZIIIZXZIYIYI (-0.003550434568294334+0j)
XIYIYXZIZIIIZYZIYIXZ (0.00016033792651481355+0j)
XIXZYYZIZIIIZYZIYIXZ (-0.00016033792651481355+0j)
XIYIYXZIZIIIZXZIYIYI (-0.00016033792651481355+0j)
XIXZYYZIZIIIZXZIYIYI (0.00016033792651481355+0j)
XYZIYXZIZIIIZYZIYIXZ (-0.0007557327019082758+0j)
XXZIYYZIZIIIZYZIYIXZ (0.0007557327019082758+0j)
XYZIYXZIZIIIZXZIYIYI (0.0007557327019082758+0j)
XXZIYYZIZIIIZXZIYIYI (-0.0007557327019082758+0j)
XIYIYZZIZIIIZYZIYIXZ (-0.0007557327019082739+0j)
XIXZXIIIIIIIIYZIYIXZ (-0.0007557327019082739+0j)
XIYIYZZIZIIIZXZIYIYI (0.0007557327019082739+0j)
XIXZXIIIIIIIIXZIYIYI (0.0007557327019082739+0j)
XYZIYZZIZIIIZYZIYIXZ (-0.00016033792651481307+0j)
XXZIXIIIIIIIIYZIYIXZ (-0.00016033792651481307+0j)
XYZIYZZIZIIIZXZIYIYI (0.00016033792651481307+0j)
XXZIXIIIIIIIIXZIYIYI (0.00016033792651481307+0j)
ZIXXIIIIIIIIIYZIYIXZ (0.0007523760427739752+0j)
IZYYIIIIIIIIIYZIYIXZ (0.0007523760427739752+0j)
ZIXXIIIIIIIIIXZIYIYI (-0.0007523760427739752+0j)
IZYYIIIIIIIIIXZIYIYI (-0.0007523760427739752+0j)
IIIIIIIIXIYIXZZIYIXZ (0.0028993884253474362+0j)
IIIIIIIIXIXZXZZIYIYI (-0.0028993884253474362+0j)
IIIIIYZIYXZIZIIIXIXZ (0.0006068609548771525+0j)
IIIIIXZIYYZIZIIIXIXZ (-0.0006068609548771525+0j)
IIIIIYZIYXZIIZZIYIYI (0.0006068609548771525+0j)
IIIIIXZIYYZIIZZIYIYI (-0.0006068609548771525+0j)
IIIIZIIIXXZIIIIIXIXZ (0.002860362978871212+0j)
IIIIIZZIYYZIZIIIXIXZ (0.002860362978871212+0j)
IIIIZIIIXXZIZZZIYIYI (0.002860362978871212+0j)
IIIIIZZIYYZIIZZIYIYI (0.002860362978871212+0j)
XIYIYIIIXZZIIIIIXIXZ (-0.003493989569891164+0j)
XIXZYIIIYIIIIIIIXIXZ (0.003493989569891164+0j)
XIYIYIIIXZZIZZZIYIYI (-0.003493989569891164+0j)
XIXZYIIIYIIIZZZIYIYI (0.003493989569891164+0j)
IIIIIYYXIIIIZIIIXIXZ (0.0009371795657912504+0j)
IIIIIXYYIIIIZIIIXIXZ (-0.0009371795657912504+0j)
IIIIIYYXIIIIIZZIYIYI (0.0009371795657912504+0j)
IIIIIXYYIIIIIZZIYIYI (-0.0009371795657912504+0j)
IIIIZIXXZIIIIIIIXIXZ (0.004417278312272604+0j)
IIIIIZYYIIIIZIIIXIXZ (0.004417278312272604+0j)
IIIIZIXXZIIIZZZIYIYI (0.004417278312272604+0j)
IIIIIZYYIIIIIZZIYIYI (0.004417278312272604+0j)
XIYIYIXZZIIIIIIIXIXZ (0.004569599389820797+0j)
XIXZYIYIZIIIIIIIXIXZ (-0.004569599389820797+0j)
XIYIYIXZZIIIZZZIYIYI (0.004569599389820797+0j)
XIXZYIYIZIIIZZZIYIYI (-0.004569599389820797+0j)
XIXYYXZIZIIIIIIIXIXZ (-0.00030709930058668995+0j)
XIXXYYZIZIIIIIIIXIXZ (0.00030709930058668995+0j)
XIXYYXZIZIIIZZZIYIYI (-0.00030709930058668995+0j)
XIXXYYZIZIIIZZZIYIYI (0.00030709930058668995+0j)
XIXYYZZIZIIIIIIIXIXZ (0.0014474740270829065+0j)
XIXXXIIIIIIIZIIIXIXZ (0.0014474740270829065+0j)
XIXYYZZIZIIIZZZIYIYI (0.0014474740270829065+0j)
XIXXXIIIIIIIIZZIYIYI (0.0014474740270829065+0j)
ZIXZIIIIIIIIZIIIXIXZ (0.002875910879155767+0j)
IZXIIIIIIIIIZIIIXIXZ (-0.002875910879155767+0j)
ZIXZIIIIIIIIIZZIYIYI (0.002875910879155767+0j)
IZXIIIIIIIIIIZZIYIYI (-0.002875910879155767+0j)
IIIIIIIIXIYZYIIIXIXZ (0.0028993884253474362+0j)
IIIIIIIIXIXIYIIIXIYI (-0.0028993884253474362+0j)
IIIIIYZIZXYYYIIIXIXZ (0.0028603629788712115+0j)
IIIIIXZIZYYYYIIIXIXZ (-0.0028603629788712115+0j)
IIIIIYZIZXYXYIIIXIYI (-0.0028603629788712115+0j)
IIIIIXZIZYYXYIIIXIYI (0.0028603629788712115+0j)
IIIIZIIIIXYYXIIIXIXZ (-0.0006068609548771519+0j)
IIIIIZZIZYYYYIIIXIXZ (-0.0006068609548771519+0j)
IIIIZIIIIXYXXIIIXIYI (0.0006068609548771519+0j)
IIIIIZZIZYYXYIIIXIYI (0.0006068609548771519+0j)
XYZIYIIIIZYYXIIIXIXZ (0.0034939895698911645+0j)
XXZIYIIIZIXYXIIIXIXZ (0.0034939895698911645+0j)
XYZIYIIIIZYXXIIIXIYI (-0.0034939895698911645+0j)
XXZIYIIIZIXXXIIIXIYI (-0.0034939895698911645+0j)
IIIIIYYXXIXYYIIIXIXZ (0.004417278312272606+0j)
IIIIIXYYXIXYYIIIXIXZ (-0.004417278312272606+0j)
IIIIIYYXXIXXYIIIXIYI (-0.004417278312272606+0j)
IIIIIXYYXIXXYIIIXIYI (0.004417278312272606+0j)
IIIIZIXXYIXYXIIIXIXZ (-0.0009371795657912497+0j)
IIIIIZYYXIXYYIIIXIXZ (-0.0009371795657912497+0j)
IIIIZIXXYIXXXIIIXIYI (0.0009371795657912497+0j)
IIIIIZYYXIXXYIIIXIYI (0.0009371795657912497+0j)
XYZIYIXZYIXYXIIIXIXZ (-0.004569599389820797+0j)
XXZIYIYIYIXYXIIIXIXZ (0.004569599389820797+0j)
XYZIYIXZYIXXXIIIXIYI (0.004569599389820797+0j)
XXZIYIYIYIXXXIIIXIYI (-0.004569599389820797+0j)
XIXYYXZIYIXYXIIIXIXZ (-0.0014474740270829073+0j)
XIXXYYZIYIXYXIIIXIXZ (0.0014474740270829073+0j)
XIXYYXZIYIXXXIIIXIYI (0.0014474740270829073+0j)
XIXXYYZIYIXXXIIIXIYI (-0.0014474740270829073+0j)
XIXYYZZIYIXYXIIIXIXZ (-0.0003070993005866898+0j)
XIXXXIIIXIXYYIIIXIXZ (-0.0003070993005866898+0j)
XIXYYZZIYIXXXIIIXIYI (0.0003070993005866898+0j)
XIXXXIIIXIXXYIIIXIYI (0.0003070993005866898+0j)
ZXZIIIIIXIXYYIIIXIXZ (-0.002875910879155767+0j)
IXIIIIIIXIXYYIIIXIXZ (0.002875910879155767+0j)
ZXZIIIIIXIXXYIIIXIYI (0.002875910879155767+0j)
IXIIIIIIXIXXYIIIXIYI (-0.002875910879155767+0j)
IIIIIIIIXZYIYIIIXIXZ (0.031366226907822044+0j)
IIIIIIIIXZXZYIIIXIYI (-0.031366226907822044+0j)
IIIIIIXYZXXIYIIIXIXZ (-0.0063779650495826646+0j)
IIIIIIXXZYXIYIIIXIXZ (0.0063779650495826646+0j)
IIIIIIXYZXYZYIIIXIYI (-0.0063779650495826646+0j)
IIIIIIXXZYYZYIIIXIYI (0.0063779650495826646+0j)
XIXYYIIIIXXIXIIIXIXZ (-0.0014576808599357784+0j)
XIXXYIIIIYXIXIIIXIXZ (0.0014576808599357784+0j)
XIXYYIIIIXYZXIIIXIYI (-0.0014576808599357784+0j)
XIXXYIIIIYYZXIIIXIYI (0.0014576808599357784+0j)
IIIIIIIIYZXIYIIIXIXZ (0.031295375293696526+0j)
IIIIIIIIYZYZYIIIXIYI (0.031295375293696526+0j)
IIIIIIYIZZXIYIIIXIXZ (0.0036003477161526136+0j)
IIIIIIXZIIYIYIIIXIXZ (-0.0036003477161526136+0j)
IIIIIIYIZZYZYIIIXIYI (0.0036003477161526136+0j)
IIIIIIXZIIXZYIIIXIYI (0.0036003477161526136+0j)
YIIIYIIIIZXIXIIIXIXZ (-0.008508206869119883+0j)
XZZIYIIIZIYIXIIIXIXZ (0.008508206869119883+0j)
YIIIYIIIIZYZXIIIXIYI (-0.008508206869119883+0j)
XZZIYIIIZIXZXIIIXIYI (-0.008508206869119883+0j)
IIIIIIIZXIYIYIIIXIXZ (-0.005019869940688974+0j)
IIIIIIIZXIXZYIIIXIYI (0.005019869940688974+0j)
XIXYYIXXYIYIXIIIXIXZ (0.004281226612720189+0j)
XIXXYIXYYIYIXIIIXIXZ (-0.004281226612720189+0j)
XIXYYIXXYIXZXIIIXIYI (-0.004281226612720189+0j)
XIXXYIXYYIXZXIIIXIYI (0.004281226612720189+0j)
IIIIIIZZXIYIYIIIXIXZ (0.0037946193110652464+0j)
IIIIIIZZXIXZYIIIXIYI (-0.0037946193110652464+0j)
YIIIYIXZYIYIXIIIXIXZ (-0.003533066814819294+0j)
XZZIYIYIYIYIXIIIXIXZ (0.003533066814819294+0j)
YIIIYIXZYIXZXIIIXIYI (0.003533066814819294+0j)
XZZIYIYIYIXZXIIIXIYI (-0.003533066814819294+0j)
IIIIIZIIXIYIYIIIXIXZ (-0.0013889134557119112+0j)
IIIIIZIIXIXZYIIIXIYI (0.0013889134557119112+0j)
IIIIZZZIYIYIXIIIXIXZ (-0.0013889134557119112+0j)
IIIIZZZIYIXZXIIIXIYI (0.0013889134557119112+0j)
IIIZIIIIXIYIYIIIXIXZ (0.0028365999604961552+0j)
IIIZIIIIXIXZYIIIXIYI (-0.0028365999604961552+0j)
IIZZIIIIXIYIYIIIXIXZ (2.347754619166977e-05+0j)
IIZZIIIIXIXZYIIIXIYI (-2.347754619166977e-05+0j)
IZIIIIIIXIYIYIIIXIXZ (2.3477546191669766e-05+0j)
IZIIIIIIXIXZYIIIXIYI (-2.3477546191669766e-05+0j)
ZZZIIIIIXIYIYIIIXIXZ (-0.003555190094267751+0j)
ZZZIIIIIXIXZYIIIXIYI (0.003555190094267751+0j)
IIIIIIIIIIIIIIIIZIZI (0.10921597324467539+0j)
IIIIIIIIXIYIYIIIXIZI (0.003466149259571172+0j)
IIIIIIIIXIXZYIIIYZII (-0.003466149259571172+0j)
IIIIIIIIIIIIIIIZIZII (0.12460122013638734+0j)
IIIIIIIIIIIIIIZZIZII (0.12460122013638737+0j)
IIIIIIIIIIIIIZIIIZII (0.11954708066333403+0j)
IIIIIIIIIIIIZZZIZZII (0.13363548570618336+0j)
IIIIIIIIIIIZIIIIIZII (0.13363548570618336+0j)
IIIIIIIIIIZZIIIIIZII (0.14921273389598366+0j)
IIIIIIIIIZIIIIIIIZII (0.18907307170357898+0j)
IIIIIIXYYXZIIIIIIZII (-0.0001519772450868404+0j)
IIIIIIXXYYZIIIIIIZII (0.0001519772450868404+0j)
XIXYYIIIXXZIZIIIIZII (-0.005792423054599692+0j)
XIXXYIIIXYZIZIIIIZII (0.005792423054599692+0j)
IIIIIIIIZZZIIIIIIZII (0.18910180852823136+0j)
IIIIIIYIYZZIIIIIIZII (-0.004082647821445931+0j)
IIIIIIXZXIIIIIIIIZII (-0.004082647821445931+0j)
YIIIYIIIXZZIZIIIIZII (-0.005019869940688974+0j)
XZZIYIIIYIIIZIIIIZII (0.005019869940688974+0j)
IIIIIIIZIIIIIIIIIZII (0.17878634135135713+0j)
XIXYYIXXZIIIZIIIIZII (-0.026948519029038005+0j)
XIXXYIXYZIIIZIIIIZII (0.026948519029038005+0j)
IIIIIIZZIIIIIIIIIZII (0.12626562484274073+0j)
YIIIYIXZZIIIZIIIIZII (0.019092593710126785+0j)
XZZIYIYIZIIIZIIIIZII (-0.019092593710126785+0j)
IIIIIZIIIIIIIIIIIZII (0.14954483244432443+0j)
IIIIZZZIZIIIZIIIIZII (0.14954483244432445+0j)
IIIZIIIIIIIIIIIIIZII (0.13374423099551236+0j)
IIZZIIIIIIIIIIIIIZII (0.14531514706225868+0j)
IZIIIIIIIIIIIIIIIZII (0.14531514706225868+0j)
ZZZIIIIIIIIIIIIIIZII (0.1755533389925046+0j)
IIIIIIIIIIIIIYZIXYII (-0.02413989005806059+0j)
IIIIIIIIIIIIIXZIXXII (-0.02413989005806059+0j)
IIIIIIIIIIIIZIXXIXZI (0.0032430098911422887+0j)
IIIIIIIIIIIIIZYYZXZI (0.0017611636844707132+0j)
IIIIIIIIIIIIZIXYZYII (0.0014818462066715759+0j)
IIIIIIIIIIIIIZYXZYZI (0.0014818462066715759+0j)
IIIIIIIIIIIIZIXXZXII (-0.0017611636844707132+0j)
IIIIIIIIIIIIIZYYIXII (-0.0032430098911422887+0j)
IIIIIIIIXIXYYIXXIXZI (0.01528552027970617+0j)
IIIIIIIIXIXXYIXYIXZI (-0.008301024085183087+0j)
IIIIIIIIXIXYYIXYZYII (0.006984496194523081+0j)
IIIIIIIIXIXXYIXXIYZI (-0.006984496194523081+0j)
IIIIIIIIXIXYYIXXZXII (-0.008301024085183087+0j)
IIIIIIIIXIXXYIXYZXII (0.01528552027970617+0j)
IIIIIIIIIIIIZIXZIXZI (-0.015285520279706172+0j)
IIIIIIIIIIIIIZXIZXZI (0.008301024085183089+0j)
IIIIIIIIIIIIZIYIZYII (-0.006984496194523081+0j)
IIIIIIIIIIIIIZYZZYZI (-0.006984496194523081+0j)
IIIIIIIIIIIIZIXZZXII (0.008301024085183089+0j)
IIIIIIIIIIIIIZXIIXII (-0.015285520279706172+0j)
IIIIIIIIXIXYYIXZIXZI (0.003243009891142287+0j)
IIIIIIIIXIXXYIYIIXZI (-0.001761163684470712+0j)
IIIIIIIIXIXYYIYIZYII (0.0014818462066715759+0j)
IIIIIIIIXIXXYIXZIYZI (-0.0014818462066715759+0j)
IIIIIIIIXIXYYIXZZXII (-0.001761163684470712+0j)
IIIIIIIIXIXXYIYIZXII (0.003243009891142287+0j)
IIIIIIIIXIYIYXZIIXZI (0.028517378863193138+0j)
IIIIIIIIXIXZYYZIIXZI (-0.007728547223000272+0j)
IIIIIIIIXIYIYYZIZYII (0.02078883164019286+0j)
IIIIIIIIXIXZYXZIIYZI (-0.02078883164019286+0j)
IIIIIIIIXIYIYXZIZXII (-0.007728547223000272+0j)
IIIIIIIIXIXZYYZIZXII (0.028517378863193138+0j)
IIIIIIIIZXZIIIIIZXZI (-0.04762158780624753+0j)
IIIIIIIIIXIIIIIIZXZI (0.04762158780624753+0j)
IIIIIIIIZXZIIIIIIXII (0.04762158780624753+0j)
IIIIIIIIIXIIIIIIIXII (-0.04762158780624753+0j)
IIIIIIYIYXZIIIIIZXZI (0.0013222164018502592+0j)
IIIIIIXZYYZIIIIIZXZI (-0.0013222164018502592+0j)
IIIIIIYIYXZIIIIIIXII (-0.0013222164018502592+0j)
IIIIIIXZYYZIIIIIIXII (0.0013222164018502592+0j)
YIIIYIIIXXZIZIIIZXZI (-0.0020455497702989186+0j)
XZZIYIIIXYZIZIIIZXZI (0.0020455497702989186+0j)
YIIIYIIIXXZIZIIIIXII (0.0020455497702989186+0j)
XZZIYIIIXYZIZIIIIXII (-0.0020455497702989186+0j)
IIIIIIXYYZZIIIIIZXZI (-0.002025018536354946+0j)
IIIIIIXXXIIIIIIIZXZI (-0.002025018536354946+0j)
IIIIIIXYYZZIIIIIIXII (0.002025018536354946+0j)
IIIIIIXXXIIIIIIIIXII (0.002025018536354946+0j)
XIXYYIIIXZZIZIIIZXZI (-0.00014922109811202233+0j)
XIXXYIIIYIIIZIIIZXZI (0.00014922109811202233+0j)
XIXYYIIIXZZIZIIIIXII (0.00014922109811202233+0j)
XIXXYIIIYIIIZIIIIXII (-0.00014922109811202233+0j)
IIIIIIZXIIIIIIIIZXZI (0.01704965159806535+0j)
IIIIIIIXIIIIIIIIZXZI (-0.01704965159806535+0j)
IIIIIIZXIIIIIIIIIXII (-0.01704965159806535+0j)
IIIIIIIXIIIIIIIIIXII (0.01704965159806535+0j)
YIIIYIXXZIIIZIIIZXZI (0.015626444450555613+0j)
XZZIYIXYZIIIZIIIZXZI (-0.015626444450555613+0j)
YIIIYIXXZIIIZIIIIXII (-0.015626444450555613+0j)
XZZIYIXYZIIIZIIIIXII (0.015626444450555613+0j)
XIXYYIXZZIIIZIIIZXZI (0.025037846263264052+0j)
XIXXYIYIZIIIZIIIZXZI (-0.025037846263264052+0j)
XIXYYIXZZIIIZIIIIXII (-0.025037846263264052+0j)
XIXXYIYIZIIIZIIIIXII (0.025037846263264052+0j)
XIYIYXZIZIIIZIIIZXZI (-0.005625770000004795+0j)
XIXZYYZIZIIIZIIIZXZI (0.005625770000004795+0j)
XIYIYXZIZIIIZIIIIXII (0.005625770000004795+0j)
XIXZYYZIZIIIZIIIIXII (-0.005625770000004795+0j)
XYZIYXZIZIIIZIIIZXZI (0.026516361130723066+0j)
XXZIYYZIZIIIZIIIZXZI (-0.026516361130723066+0j)
XYZIYXZIZIIIZIIIIXII (-0.026516361130723066+0j)
XXZIYYZIZIIIZIIIIXII (0.026516361130723066+0j)
XIYIYZZIZIIIZIIIZXZI (0.02651636113072308+0j)
XIXZXIIIIIIIIIIIZXZI (0.02651636113072308+0j)
XIYIYZZIZIIIZIIIIXII (-0.02651636113072308+0j)
XIXZXIIIIIIIIIIIIXII (-0.02651636113072308+0j)
XYZIYZZIZIIIZIIIZXZI (0.005625770000004791+0j)
XXZIXIIIIIIIIIIIZXZI (0.005625770000004791+0j)
XYZIYZZIZIIIZIIIIXII (-0.005625770000004791+0j)
XXZIXIIIIIIIIIIIIXII (-0.005625770000004791+0j)
ZIXXIIIIIIIIIIIIZXZI (-0.016699971564166412+0j)
IZYYIIIIIIIIIIIIZXZI (-0.016699971564166412+0j)
ZIXXIIIIIIIIIIIIIXII (0.016699971564166412+0j)
IZYYIIIIIIIIIIIIIXII (0.016699971564166412+0j)
IIIIIIIIIIIIIYZZYXZI (-0.014563709498380784+0j)
IIIIIIIIIIIIIXZZYYZI (0.014563709498380784+0j)
