Bravyi-Kitaev mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIII (-15.938363293773717+0j)
XZZIXIIXIIII (-1.3554836124791175e-07+0j)
IIIZIIZXIIII (1.628569211772673e-07+0j)
IIIZIIIXIIII (-1.628569211772673e-07+0j)
IIZZIIZXIIII (9.33019688651894e-08+0j)
IIZZIIIXIIII (-9.33019688651894e-08+0j)
IYYZIIZXIIII (-9.354089349229367e-08+0j)
IXXIIIZXIIII (-9.354089349229367e-08+0j)
IYYZIIIXIIII (9.354089349229367e-08+0j)
IXXIIIIXIIII (9.354089349229367e-08+0j)
ZIXZIIZXIIII (0.003837468990137795+0j)
IZXIIIZXIIII (-0.003837468990137795+0j)
ZIXZIIIXIIII (-0.003837468990137795+0j)
IZXIIIIXIIII (0.003837468990137795+0j)
IZIIIIZXIIII (9.464027712237861e-08+0j)
IZIIIIIXIIII (-9.464027712237861e-08+0j)
ZXZIIIZXIIII (0.003816542883842846+0j)
IXIIIIZXIIII (-0.003816542883842846+0j)
ZXZIIIIXIIII (-0.003816542883842846+0j)
IXIIIIIXIIII (0.003816542883842846+0j)
IIIIIZZZIIII (0.15976824619169347+0j)
IIIIZXIZZIII (0.017883919393588188+0j)
IIIIIXZZIIII (-0.017883919393588188+0j)
XIXYYXIZZIII (5.105042942134941e-07+0j)
XIXXYYIZZIII (-5.105042942134941e-07+0j)
YIIIYXIZZIII (0.013573725802162874+0j)
XZZIYYIZZIII (-0.013573725802162874+0j)
IIIIZZIZZIII (0.15644342759960916+0j)
XIXYYZIZZIII (-1.3289399674874648e-07+0j)
XIXXXIZZIIII (-1.3289399674874648e-07+0j)
YIIIYZIZZIII (-0.0011886694516053953+0j)
XZZIXIZZIIII (-0.0011886694516053953+0j)
IIIZIIZZIIII (0.15078807643795142+0j)
ZIXXIIZZIIII (-2.927951431100362e-07+0j)
IZYYIIZZIIII (-2.927951431100362e-07+0j)
IIZZIIZZIIII (0.08482852263411383+0j)
IYYZIIZZIIII (-0.06632121008183292+0j)
IXXIIIZZIIII (-0.06632121008183292+0j)
IZIIIIZZIIII (0.08410322714718085+0j)
ZZZIIIZZIIII (0.17279757541948176+0j)
IIIIZIZIZIII (0.13126664467407706+0j)
XIXYYIZIZIII (-6.590658656947759e-07+0j)
XIXXXZIIIIII (-6.590658656947759e-07+0j)
XIYIYIZIZIII (-1.0030900134682567e-07+0j)
XIXZXZIIIIII (-1.0030900134682567e-07+0j)
XYZIYIZIZIII (-8.444364497182943e-08+0j)
XXZIXZIIIIII (-8.444364497182943e-08+0j)
YIIIYIZIZIII (0.02298913349297786+0j)
XZZIXZIIIIII (0.02298913349297786+0j)
IIIZIZIIIIII (0.15306448297442393+0j)
ZIXXIZIIIIII (4.966769304833331e-07+0j)
IZYYIZIIIIII (4.966769304833331e-07+0j)
IIZZIZIIIIII (0.08645825100254342+0j)
IYYZIZIIIIII (-0.06697143400189073+0j)
IXXIIZIIIIII (-0.06697143400189073+0j)
ZIXZIZIIIIII (1.049602329946913e-07+0j)
IZXIIZIIIIII (-1.049602329946913e-07+0j)
IZIIIZIIIIII (0.08572584460078857+0j)
ZXZIIZIIIIII (1.2016033686054663e-07+0j)
IXIIIZIIIIII (-1.2016033686054663e-07+0j)
ZZZIIZIIIIII (0.13617516147802966+0j)
XIXYXYIIIIII (2.3911654333333356e-07+0j)
XIXXXXIIIIII (2.3911654333333356e-07+0j)
YIIIXYIIIIII (0.03101307478771985+0j)
XZZIXXIIIIII (0.03101307478771985+0j)
IIIZZXZIZIII (-0.007635451817681606+0j)
IIIZIXIIIIII (0.007635451817681606+0j)
ZIXXZXZIZIII (-4.396493143457317e-07+0j)
IZYYZXZIZIII (-2.569684378963362e-07+0j)
ZIXYIYIIIIII (-1.826808764493955e-07+0j)
IZYXZYZIZIII (-1.826808764493955e-07+0j)
ZIXXIXIIIIII (2.569684378963362e-07+0j)
IZYYIXIIIIII (4.396493143457317e-07+0j)
IIZZZXZIZIII (-0.004241935484354082+0j)
IIZZIXIIIIII (0.004241935484354082+0j)
IYYZZXZIZIII (0.0034121229881613722+0j)
IXXIZXZIZIII (0.0034121229881608622+0j)
IYYZIXIIIIII (-0.0034121229881608622+0j)
IXXIIXIIIIII (-0.0034121229881613722+0j)
ZIXZZXZIZIII (-4.1537508694732135e-08+0j)
ZIYIIYIIIIII (-3.454377520508136e-08+0j)
IZYZZYZIZIII (-3.454377520508136e-08+0j)
IZXIIXIIIIII (-4.1537508694732135e-08+0j)
IZIIZXZIZIII (-0.004204620160908969+0j)
IZIIIXIIIIII (0.004204620160908969+0j)
ZXZIZXZIZIII (-4.401510815332408e-08+0j)
IXIIZXZIZIII (1.0331240369943508e-08+0j)
ZYZIIYIIIIII (-3.3683867783380585e-08+0j)
IYIIZYZIZIII (-3.3683867783380585e-08+0j)
ZXZIIXIIIIII (1.0331240369943508e-08+0j)
IXIIIXIIIIII (-4.401510815332408e-08+0j)
ZZZIZXZIZIII (0.003779429302716273+0j)
ZZZIIXIIIIII (-0.003779429302716273+0j)
YIIZYXZIZIII (0.019153447679209012+0j)
XZZZYYZIZIII (-0.019153447679209012+0j)
XIYXYXZIZIII (0.00034135492006829503+0j)
XIYYYYZIZIII (0.00034135492006829503+0j)
XYZXYXZIZIII (-0.00034288823827153603+0j)
XXIYYXZIZIII (0.00034288823826471076+0j)
XYZYYYZIZIII (-0.00034288823826471076+0j)
XXIXYYZIZIII (-0.00034288823827153603+0j)
XZXYYXZIZIII (0.0003451047806609824+0j)
XZXXYYZIZIII (-0.0003451047806609824+0j)
YZYYYXZIZIII (-3.131842827985457e-07+0j)
YZYXYYZIZIII (3.131842827985457e-07+0j)
XIYIYXZIZIIZ (-2.9017878747511224e-08+0j)
XIXZYYZIZIIZ (2.9017878747511224e-08+0j)
XIYIYXZIIZZI (-2.8682974586994565e-08+0j)
XIXZYYZIIZZI (2.8682974586994565e-08+0j)
XIYIYXZZZIII (-2.511193362202853e-08+0j)
XIXZYYZZZIII (2.511193362202853e-08+0j)
XIYIYXIZZIII (2.1699125986453156e-08+0j)
XIXZYYIZZIII (-2.1699125986453156e-08+0j)
XIYZYXZIZIII (-9.238109454105826e-08+0j)
XIXIYYZIZIII (9.238109454105826e-08+0j)
XYIZYXZIZIII (8.12290033480194e-08+0j)
XXIZYYZIZIII (-8.12290033480194e-08+0j)
YIZZYXZIZIII (0.009690224732367754+0j)
XZIZYYZIZIII (-0.009690224732367754+0j)
XZYIYXZIZIII (5.5811925923831965e-08+0j)
XZXZYYZIZIII (-5.5811925923831965e-08+0j)
YXXIYXZIZIII (-0.009515109795538872+0j)
YYYZYXZIZIII (-0.009515109795527159+0j)
XYYIYYZIZIII (-0.009515109795527159+0j)
XXXZYYZIZIII (-0.009515109795538872+0j)
XYZIYXZIZZII (-3.1877127367331864e-08+0j)
XXZIYYZIZZII (3.1877127367331864e-08+0j)
XYZIYXZIIZZI (-2.8470385249561003e-08+0j)
XXZIYYZIIZZI (2.8470385249561003e-08+0j)
XYZIYXZZZIII (-2.5072892587481317e-08+0j)
XXZIYYZZZIII (2.5072892587481317e-08+0j)
XYZIYXIZZIII (3.4412451769773165e-08+0j)
XXZIYYIZZIII (-3.4412451769773165e-08+0j)
XYZZYXZIZIII (-3.1877127367331864e-08+0j)
XXZZYYZIZIII (3.1877127367331864e-08+0j)
YZIIYXZIZIII (0.009586166525585119+0j)
XIZIYYZIZIII (-0.009586166525585119+0j)
XIXZXXIIIIII (-3.773040123889492e-08+0j)
XIYIXYIIIIII (-3.773040123889492e-08+0j)
XXZIXXIIIIII (-3.93162258314085e-08+0j)
XYZIXYIIIIII (-3.93162258314085e-08+0j)
IIIZZZZIZIII (0.15645227586533766+0j)
ZIXXZZZIZIII (7.922282063497538e-07+0j)
IZYYZZZIZIII (7.922282063497538e-07+0j)
IIZZZZZIZIII (0.0881328263227276+0j)
IYYZZZZIZIII (-0.06869404515102817+0j)
IXXIZZZIZIII (-0.06869404515102817+0j)
IZIIZZZIZIII (0.08738158127053888+0j)
ZZZIZZZIZIII (0.11553262665746561+0j)
YIIZYZZIZIII (0.037529342747464695+0j)
XZZZXIIIIIII (0.037529342747464695+0j)
XIYXYZZIZIII (-0.00010450721337290379+0j)
XIYYXIIIIIII (0.00010450721337290379+0j)
XYZXYZZIZIII (0.00010420139254843502+0j)
XXIYYZZIZIII (-0.00010420139255512571+0j)
XYZYXIIIIIII (-0.00010420139255512571+0j)
XXIXXIIIIIII (-0.00010420139254843502+0j)
XZXYYZZIZIII (-0.0001056467703730015+0j)
XZXXXIIIIIII (-0.0001056467703730015+0j)
YZYYYZZIZIII (1.0750150326968076e-06+0j)
YZYXXIIIIIII (1.0750150326968076e-06+0j)
XIYIYZZIZIZZ (-3.853178114632214e-08+0j)
XIXZXIIIIIZZ (-3.853178114632214e-08+0j)
XIYIYZZIIZZI (-3.5484423756909556e-08+0j)
XIXZXIIIZZZI (-3.5484423756909556e-08+0j)
XIYIYZZZZIII (-3.5422326949707994e-08+0j)
XIXZXIIZIIII (-3.5422326949707994e-08+0j)
XIYZYZZIZIII (-1.2397915782535024e-07+0j)
XIXIXIIIIIII (-1.2397915782535024e-07+0j)
YIZZYZZIZIII (0.019363087391858325+0j)
XZIZXIIIIIII (0.019363087391858325+0j)
XZYIYZZIZIII (-1.1178587016826092e-08+0j)
XZXZXIIIIIII (-1.1178587016826092e-08+0j)
YXXIYZZIZIII (-0.01826586093791005+0j)
YYYZYZZIZIII (-0.01826586093789767+0j)
XYYIXIIIIIII (0.01826586093789767+0j)
XXXZXIIIIIII (0.01826586093791005+0j)
IZXIZZZIZIII (-1.1110145365415775e-07+0j)
ZIXZZZZIZIII (1.1110145365415775e-07+0j)
XYZIYZZIZIZZ (-3.123491723996708e-08+0j)
XXZIXIIIIIZZ (-3.123491723996708e-08+0j)
XYZIYZZIIZZI (-3.5994521847076154e-08+0j)
XXZIXIIIZZZI (-3.5994521847076154e-08+0j)
XYZIYZZZZIII (-3.601332088535698e-08+0j)
XXZIXIIZIIII (-3.601332088535698e-08+0j)
XYZZYZZIZIII (-1.1006331313878973e-07+0j)
XXZZXIIIIIII (-1.1006331313878973e-07+0j)
YZIIYZZIZIII (0.019163330082123876+0j)
XIZIXIIIIIII (0.019163330082123876+0j)
IXIIZZZIZIII (-1.1574677441269037e-07+0j)
ZXZIZZZIZIII (1.1574677441269037e-07+0j)
YZXIYZZIZIII (-1.3014349311934717e-07+0j)
YZYZXIIIIIII (1.3014349311934717e-07+0j)
YXIIYZZIZIII (-1.3554836124791175e-07+0j)
YYIIXIIIIIII (1.3554836124791175e-07+0j)
IIZIIIIIIIII (0.10241180150136012+0j)
IYYIIIIIIIII (-0.082494488750458+0j)
IXXZIIIIIIII (-0.082494488750458+0j)
ZIXIIIIIIIII (1.4733872219765984e-07+0j)
IZXZIIIIIIII (-1.4733872219765984e-07+0j)
IZIZIIIIIIII (0.10150963339681561+0j)
ZXZZIIIIIIII (1.628569211772673e-07+0j)
IXIZIIIIIIII (-1.628569211772673e-07+0j)
ZZZZIIIIIIII (0.14311302369007634+0j)
ZIYYIIIIIIII (-1.9434555283587826e-05+0j)
IZXXIIIIIIII (-1.9434555283587826e-05+0j)
ZYZYIIIIIIII (1.8593675912556278e-05+0j)
ZXIXIIIIIIII (1.8593675912556278e-05+0j)
IXIXIIIIIIII (1.8593675912556278e-05+0j)
IYZYIIIIIIII (1.8593675912556278e-05+0j)
ZZXXIIIIIIII (1.963762352310012e-05+0j)
IIYYIIIIIIII (1.963762352310012e-05+0j)
IZZZIIIIIIII (0.01940876498055577+0j)
ZXIZIIIIIIII (5.331987262020278e-08+0j)
IXZZIIIIIIII (-5.331987262020278e-08+0j)
ZZIZIIIIIIII (0.08097001279982809+0j)
ZXXZIIIIIIII (0.06248374109169513+0j)
ZYYIIIIIIIII (0.06248374109169513+0j)
ZIXZIIIIIIZZ (2.7726036066015337e-08+0j)
IZXIIIIIIIZZ (-2.7726036066015337e-08+0j)
ZIZIIIIIIIII (0.080286684263338+0j)
ZXZIIIIIIIZZ (3.3225898673615336e-08+0j)
IXIIIIIIIIZZ (-3.3225898673615336e-08+0j)
