Bravyi-Kitaev mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-51.93362142169509+0j)
IIIIIIIXIXYYZI (0.018265861226615734+0j)
IIYIIIYZYYXXZI (-0.0014594463593648902+0j)
IIXZZIXIXYYXZI (-0.0014594463593648902+0j)
IIYIIIYZYXXYZI (0.0014594463593648902+0j)
IIXZZIXIXXYYZI (0.0014594463593648902+0j)
XYZIIIYZYYXXZI (0.0014514864514732005+0j)
XXZIIIXIXYYXZI (0.0014514864514732005+0j)
XYZIIIYZYXXYZI (-0.0014514864514732005+0j)
XXZIIIXIXXYYZI (-0.0014514864514732005+0j)
IIZIXXIIXYYXZI (0.005471608774862253+0j)
IIIZYYIIXYYXZI (0.005471608774862253+0j)
IIZIXXIIXXYYZI (-0.005471608774862253+0j)
IIIZYYIIXXYYZI (-0.005471608774862253+0j)
XYYIXXIIXYYXZI (0.005441766292754009+0j)
XXYIXYIIXYYXZI (-0.005441766292754009+0j)
XYYIXXIIXXYYZI (-0.005441766292754009+0j)
XXYIXYIIXXYYZI (0.005441766292754009+0j)
IIZIXZIIXYYXZI (-0.0057115891147542525+0j)
IIIZXIIIXYYXZI (0.0057115891147542525+0j)
IIZIXZIIXXYYZI (0.0057115891147542525+0j)
IIIZXIIIXXYYZI (-0.0057115891147542525+0j)
XYYIXZIIXYYXZI (-0.005680437765493053+0j)
XXYIYIIIXYYXZI (0.005680437765493053+0j)
XYYIXZIIXXYYZI (0.005680437765493053+0j)
XXYIYIIIXXYYZI (-0.005680437765493053+0j)
IIZXZIIIXYYXZI (9.683980941001411e-08+0j)
IIIXIIIIXYYXZI (-9.683980941001411e-08+0j)
IIZXZIIIXXYYZI (-9.683980941001411e-08+0j)
IIIXIIIIXXYYZI (9.683980941001411e-08+0j)
XYYXZIIIXYYXZI (9.631163928751669e-08+0j)
XXYYZIIIXYYXZI (-9.631163928751669e-08+0j)
XYYXZIIIXXYYZI (-9.631163928751669e-08+0j)
XXYYZIIIXXYYZI (9.631163928751669e-08+0j)
YIYZZIIIXYYXZI (-0.0013204560400266322+0j)
XZXIIIIIXYYXZI (-0.0013204560400266322+0j)
YIYZZIIIXXYYZI (0.0013204560400266322+0j)
XZXIIIIIXXYYZI (0.0013204560400266322+0j)
ZXIIIIIIXYYXZI (-0.001313254193664666+0j)
IXIIIIIIXYYXZI (0.001313254193664666+0j)
ZXIIIIIIXXYYZI (0.001313254193664666+0j)
IXIIIIIIXXYYZI (-0.001313254193664666+0j)
IIIIIIIYIZYXZI (0.01916331287011587+0j)
IIIIIIIXIZYYZI (-0.01916331287011587+0j)
IIYIIIYZXIXXZI (-0.0014514864514731962+0j)
IIXZZIXIYIYXZI (0.0014514864514731962+0j)
IIYIIIYZYZXYZI (-0.0014514864514731962+0j)
IIXZZIXIXZYYZI (-0.0014514864514731962+0j)
XYZIIIYZXIXXZI (0.0014435699573961023+0j)
XXZIIIXIYIYXZI (-0.0014435699573961023+0j)
XYZIIIYZYZXYZI (0.0014435699573961023+0j)
XXZIIIXIXZYYZI (0.0014435699573961023+0j)
IIZIXXIIYIYXZI (-0.0054417662927539745+0j)
IIIZYYIIYIYXZI (-0.0054417662927539745+0j)
IIZIXXIIXZYYZI (0.0054417662927539745+0j)
IIIZYYIIXZYYZI (0.0054417662927539745+0j)
XYYIXXIIYIYXZI (-0.0054120865733312245+0j)
XXYIXYIIYIYXZI (0.0054120865733312245+0j)
XYYIXXIIXZYYZI (0.0054120865733312245+0j)
XXYIXYIIXZYYZI (-0.0054120865733312245+0j)
IIZIXZIIYIYXZI (0.005680437765493053+0j)
IIIZXIIIYIYXZI (-0.005680437765493053+0j)
IIZIXZIIXZYYZI (-0.005680437765493053+0j)
IIIZXIIIXZYYZI (0.005680437765493053+0j)
XYYIXZIIYIYXZI (0.005649456317557389+0j)
XXYIYIIIYIYXZI (-0.005649456317557389+0j)
XYYIXZIIXZYYZI (-0.005649456317557389+0j)
XXYIYIIIXZYYZI (0.005649456317557389+0j)
IIZXZIIIYIYXZI (-9.631163923227824e-08+0j)
IIIXIIIIYIYXZI (9.631163923227824e-08+0j)
IIZXZIIIXZYYZI (9.631163923227824e-08+0j)
IIIXIIIIXZYYZI (-9.631163923227824e-08+0j)
XYYXZIIIYIYXZI (-9.578634989605842e-08+0j)
XXYYZIIIYIYXZI (9.578634989605842e-08+0j)
XYYXZIIIXZYYZI (9.578634989605842e-08+0j)
XXYYZIIIXZYYZI (-9.578634989605842e-08+0j)
YIYZZIIIYIYXZI (0.0013132541936645681+0j)
XZXIIIIIYIYXZI (0.0013132541936645681+0j)
YIYZZIIIXZYYZI (-0.0013132541936645681+0j)
XZXIIIIIXZYYZI (-0.0013132541936645681+0j)
ZXIIIIIIYIYXZI (0.0013060916266042532+0j)
IXIIIIIIYIYXZI (-0.0013060916266042532+0j)
ZXIIIIIIXZYYZI (-0.0013060916266042532+0j)
IXIIIIIIXZYYZI (0.0013060916266042532+0j)
IIIIIIZXIIXXZI (-0.07433313179265706+0j)
IIIIIIZYIIXYZI (-0.07433313179265706+0j)
IIXIXYYXIIXXZI (-0.001352787385959132+0j)
IIXIXXXYZIYXZI (0.001352787385959132+0j)
IIXIXYYYIIXYZI (-0.001352787385959132+0j)
IIXIXXXXZIYYZI (-0.001352787385959132+0j)
IIXIYIYXIIXXZI (-0.0007323109837117065+0j)
IIXIXZXYZIYXZI (0.0007323109837117065+0j)
IIXIYIYYIIXYZI (-0.0007323109837117065+0j)
IIXIXZXXZIYYZI (-0.0007323109837117065+0j)
IIXYZIYXIIXXZI (1.0106852979429907e-07+0j)
IIXXZIXYZIYXZI (-1.0106852979429907e-07+0j)
IIXYZIYYIIXYZI (1.0106852979429907e-07+0j)
IIXXZIXXZIYYZI (1.0106852979429907e-07+0j)
YIZIIIYXIIXXZI (0.0017783394870976926+0j)
XZZIIIXYZIYXZI (-0.0017783394870976926+0j)
YIZIIIYYIIXYZI (0.0017783394870976926+0j)
XZZIIIXXZIYYZI (0.0017783394870976926+0j)
IIIIIZIYZIYXZI (0.030130331328291973+0j)
IIIIIZIXZIYYZI (-0.030130331328291973+0j)
IIIIZXIYZIYXZI (-0.024517214130826744+0j)
IIIIIXIYZIYXZI (0.024517214130826744+0j)
IIIIZXIXZIYYZI (0.024517214130826744+0j)
IIIIIXIXZIYYZI (-0.024517214130826744+0j)
IIIYYXIYZIYXZI (-1.1130962818021946e-06+0j)
IIIXYYIYZIYXZI (1.1130962818021946e-06+0j)
IIIYYXIXZIYYZI (1.1130962818021946e-06+0j)
IIIXYYIXZIYYZI (-1.1130962818021946e-06+0j)
YIYIXXIYZIYXZI (0.014104488789170049+0j)
XZYIXYIYZIYXZI (-0.014104488789170049+0j)
YIYIXXIXZIYYZI (-0.014104488789170049+0j)
XZYIXYIXZIYYZI (0.014104488789170049+0j)
IIIIZZIYZIYXZI (0.02350677332713941+0j)
IIIIZZIXZIYYZI (-0.02350677332713941+0j)
IIIYYZIYZIYXZI (-2.2926702282790285e-07+0j)
IIIXXIIYZIYXZI (-2.2926702282790285e-07+0j)
IIIYYZIXZIYYZI (2.2926702282790285e-07+0j)
IIIXXIIXZIYYZI (2.2926702282790285e-07+0j)
YIYIXZIYZIYXZI (0.04091080281233595+0j)
XZYIYIIYZIYXZI (-0.04091080281233595+0j)
YIYIXZIXZIYYZI (-0.04091080281233595+0j)
XZYIYIIXZIYYZI (0.04091080281233595+0j)
IIIZIIIYZIYXZI (0.04015589121254492+0j)
IIIZIIIXZIYYZI (-0.04015589121254492+0j)
YIYXZIIYZIYXZI (-9.440839251911338e-07+0j)
XZYYZIIYZIYXZI (9.440839251911338e-07+0j)
YIYXZIIXZIYYZI (9.440839251911338e-07+0j)
XZYYZIIXZIYYZI (-9.440839251911338e-07+0j)
IIZZZIIYZIYXZI (0.020683561443407498+0j)
IIZZZIIXZIYYZI (-0.020683561443407498+0j)
XYYZZIIYZIYXZI (0.0195791154202804+0j)
XXXIIIIYZIYXZI (0.0195791154202804+0j)
XYYZZIIXZIYYZI (-0.0195791154202804+0j)
XXXIIIIXZIYYZI (-0.0195791154202804+0j)
IZIIIIIYZIYXZI (0.020469404496720123+0j)
IZIIIIIXZIYYZI (-0.020469404496720123+0j)
ZZIIIIIYZIYXZI (-0.0011886698043006988+0j)
ZZIIIIIXZIYYZI (0.0011886698043006988+0j)
IIIIIIIIIZZZZI (0.10241188102465049+0j)
IIIIIIIIZXZZZI (-0.08249448832396737+0j)
IIIIIIIIIXZZZI (0.08249448832396737+0j)
IIIIIIIIZZZZZI (0.10150955385824101+0j)
IIIIIIIZIIZZZI (0.14311302303591764+0j)
IIIIIIZZZIIZZI (0.2788421532536612+0j)
IIXIXYYZZIIZZI (0.0031343581382496646+0j)
IIXIXXXIIIZZZI (0.0031343581382496646+0j)
IIXIYIYZZIIZZI (-0.001148810254231689+0j)
IIXIXZXIIIZZZI (-0.001148810254231689+0j)
IIXYZIYZZIIZZI (-4.4045204876304944e-07+0j)
IIXXZIXIIIZZZI (-4.4045204876304944e-07+0j)
YIZIIIYZZIIZZI (-0.001023186757192389+0j)
XZZIIIXIIIZZZI (-0.001023186757192389+0j)
IIIIIZIIIIZZZI (0.1917582119488682+0j)
IIIIZXIIIIZZZI (-0.01851914654717902+0j)
IIIIIXIIIIZZZI (0.01851914654717902+0j)
IIIYYXIIIIZZZI (-2.4116496218797765e-06+0j)
IIIXYYIIIIZZZI (2.4116496218797765e-06+0j)
YIYIXXIIIIZZZI (0.029368566885132306+0j)
XZYIXYIIIIZZZI (-0.029368566885132306+0j)
IIIIZZIIIIZZZI (0.16781332073752775+0j)
IIIYYZIIIIZZZI (-2.9782481317661764e-07+0j)
IIIXXIIIIIZZZI (-2.9782481317661764e-07+0j)
YIYIXZIIIIZZZI (0.04015589121254492+0j)
XZYIYIIIIIZZZI (-0.04015589121254492+0j)
IIIZIIIIIIZZZI (0.22003977341506215+0j)
YIYXZIIIIIZZZI (-7.19151414638314e-07+0j)
XZYYZIIIIIZZZI (7.19151414638314e-07+0j)
IIZZZIIIIIZZZI (0.1083748704888194+0j)
XYYZZIIIIIZZZI (0.08842495528630558+0j)
XXXIIIIIIIZZZI (0.08842495528630558+0j)
IZIIIIIIIIZZZI (0.10740767569842277+0j)
ZZIIIIIIIIZZZI (0.1507880754132511+0j)
IIYIIIYZYYXZZI (1.3491794527142e-07+0j)
IIXZZIXIXYYZZI (1.3491794527142e-07+0j)
IIYIIIYZYXYIII (-1.3491794527142e-07+0j)
IIXZZIXIXXXIII (1.3491794527142e-07+0j)
XYZIIIYZYYXZZI (-1.341820947100908e-07+0j)
XXZIIIXIXYYZZI (-1.341820947100908e-07+0j)
XYZIIIYZYXYIII (1.341820947100908e-07+0j)
XXZIIIXIXXXIII (-1.341820947100908e-07+0j)
IIZIXXIIXYYZZI (-4.6042603941775504e-07+0j)
IIIZYYIIXYYZZI (-4.6042603941775504e-07+0j)
IIZIXXIIXXXIII (-4.6042603941775504e-07+0j)
IIIZYYIIXXXIII (-4.6042603941775504e-07+0j)
XYYIXXIIXYYZZI (-4.579148482700497e-07+0j)
XXYIXYIIXYYZZI (4.579148482700497e-07+0j)
XYYIXXIIXXXIII (-4.579148482700497e-07+0j)
XXYIXYIIXXXIII (4.579148482700497e-07+0j)
IIZIXZIIXYYZZI (9.683980941001411e-08+0j)
IIIZXIIIXYYZZI (-9.683980941001411e-08+0j)
IIZIXZIIXXXIII (9.683980941001411e-08+0j)
IIIZXIIIXXXIII (-9.683980941001411e-08+0j)
XYYIXZIIXYYZZI (9.631163923227824e-08+0j)
XXYIYIIIXYYZZI (-9.631163923227824e-08+0j)
XYYIXZIIXXXIII (9.631163923227824e-08+0j)
XXYIYIIIXXXIII (-9.631163923227824e-08+0j)
IIZXZIIIXYYZZI (-0.005962989464168915+0j)
IIIXIIIIXYYZZI (0.005962989464168915+0j)
IIZXZIIIXXXIII (-0.005962989464168915+0j)
IIIXIIIIXXXIII (0.005962989464168915+0j)
XYYXZIIIXYYZZI (-0.005930466962338203+0j)
XXYYZIIIXYYZZI (0.005930466962338203+0j)
XYYXZIIIXXXIII (-0.005930466962338203+0j)
XXYYZIIIXXXIII (0.005930466962338203+0j)
IIYIIIYZXIXZZI (1.341820947149951e-07+0j)
IIXZZIXIYIYZZI (-1.341820947149951e-07+0j)
IIYIIIYZYZYIII (1.341820947149951e-07+0j)
IIXZZIXIXZXIII (-1.341820947149951e-07+0j)
XYZIIIYZXIXZZI (-1.3345025752212376e-07+0j)
XXZIIIXIYIYZZI (1.3345025752212376e-07+0j)
XYZIIIYZYZYIII (-1.3345025752212376e-07+0j)
XXZIIIXIXZXIII (1.3345025752212376e-07+0j)
IIZIXXIIYIYZZI (4.5791484821276225e-07+0j)
IIIZYYIIYIYZZI (4.5791484821276225e-07+0j)
IIZIXXIIXZXIII (4.5791484821276225e-07+0j)
IIIZYYIIXZXIII (4.5791484821276225e-07+0j)
XYYIXXIIYIYZZI (4.5541735308118474e-07+0j)
XXYIXYIIYIYZZI (-4.5541735308118474e-07+0j)
XYYIXXIIXZXIII (4.5541735308118474e-07+0j)
XXYIXYIIXZXIII (-4.5541735308118474e-07+0j)
IIZIXZIIYIYZZI (-9.631163928751669e-08+0j)
IIIZXIIIYIYZZI (9.631163928751669e-08+0j)
IIZIXZIIXZXIII (-9.631163928751669e-08+0j)
IIIZXIIIXZXIII (9.631163928751669e-08+0j)
XYYIXZIIYIYZZI (-9.578634989605842e-08+0j)
XXYIYIIIYIYZZI (9.578634989605842e-08+0j)
XYYIXZIIXZXIII (-9.578634989605842e-08+0j)
XXYIYIIIXZXIII (9.578634989605842e-08+0j)
IIZXZIIIYIYZZI (0.005930466962338203+0j)
IIIXIIIIYIYZZI (-0.005930466962338203+0j)
IIZXZIIIXZXIII (0.005930466962338203+0j)
IIIXIIIIXZXIII (-0.005930466962338203+0j)
XYYXZIIIYIYZZI (0.005898121840181764+0j)
XXYYZIIIYIYZZI (-0.005898121840181764+0j)
XYYXZIIIXZXIII (0.005898121840181764+0j)
XXYYZIIIXZXIII (-0.005898121840181764+0j)
IIIIIIIYZZYZZI (-1.9435646461701058e-05+0j)
IIIIIIIXZZXIII (-1.9435646461701058e-05+0j)
IIIIIIIYIXYZZI (-1.85925768856867e-05+0j)
IIIIIIIYZXYZZI (1.85925768856867e-05+0j)
IIIIIIIXIXXIII (-1.85925768856867e-05+0j)
IIIIIIIXZXXIII (1.85925768856867e-05+0j)
IIIIIIIYIZYZZI (-1.9638738947463732e-05+0j)
IIIIIIIXIZXIII (-1.9638738947463732e-05+0j)
IIIIIIZXIIXZZI (1.6887817043427207e-06+0j)
IIIIIIZYIIYIII (1.6887817043427207e-06+0j)
IIXIYIYXIIXZZI (2.0590269597676173e-07+0j)
IIXIXZXYZIYZZI (-2.0590269597676173e-07+0j)
IIXIYIYYIIYIII (2.0590269597676173e-07+0j)
IIXIXZXXZIXIII (-2.0590269597676173e-07+0j)
IIXYZIYXIIXZZI (0.0025202914688865416+0j)
IIXXZIXYZIYZZI (-0.0025202914688865416+0j)
IIXYZIYYIIYIII (0.0025202914688865416+0j)
IIXXZIXXZIXIII (-0.0025202914688865416+0j)
YIZIIIYXIIXZZI (-1.3503124560501036e-07+0j)
XZZIIIXYZIYZZI (1.3503124560501036e-07+0j)
YIZIIIYYIIYIII (-1.3503124560501036e-07+0j)
XZZIIIXXZIXIII (1.3503124560501036e-07+0j)
IIIIIZIYZIYZZI (-9.550305217385867e-07+0j)
IIIIIZIXZIXIII (-9.550305217385867e-07+0j)
IIIIZXIYZIYZZI (1.3702567018670149e-06+0j)
IIIIIXIYZIYZZI (-1.3702567018670149e-06+0j)
IIIIZXIXZIXIII (1.3702567018670149e-06+0j)
IIIIIXIXZIXIII (-1.3702567018670149e-06+0j)
IIIYYXIYZIYZZI (-0.010215120640245311+0j)
IIIXYYIYZIYZZI (0.010215120640245311+0j)
IIIYYXIXZIXIII (-0.010215120640245311+0j)
IIIXYYIXZIXIII (0.010215120640245311+0j)
YIYIXXIYZIYZZI (-1.9827766679404463e-07+0j)
XZYIXYIYZIYZZI (1.9827766679404463e-07+0j)
YIYIXXIXZIXIII (-1.9827766679404463e-07+0j)
XZYIXYIXZIXIII (1.9827766679404463e-07+0j)
IIIIZZIYZIYZZI (-5.650313563419036e-07+0j)
IIIIZZIXZIXIII (-5.650313563419036e-07+0j)
IIIYYZIYZIYZZI (-0.002626547680305419+0j)
IIIXXIIYZIYZZI (-0.002626547680305419+0j)
IIIYYZIXZIXIII (-0.002626547680305419+0j)
IIIXXIIXZIXIII (-0.002626547680305419+0j)
YIYIXZIYZIYZZI (-9.440839251911338e-07+0j)
XZYIYIIYZIYZZI (9.440839251911338e-07+0j)
YIYIXZIXZIXIII (-9.440839251911338e-07+0j)
XZYIYIIXZIXIII (9.440839251911338e-07+0j)
IIIZIIIYZIYZZI (-7.19151414638314e-07+0j)
IIIZIIIXZIXIII (-7.19151414638314e-07+0j)
YIYXZIIYZIYZZI (0.007675052377333446+0j)
XZYYZIIYZIYZZI (-0.007675052377333446+0j)
YIYXZIIXZIXIII (0.007675052377333446+0j)
XZYYZIIXZIXIII (-0.007675052377333446+0j)
IIZZZIIYZIYZZI (-1.941048891916496e-05+0j)
IIZZZIIXZIXIII (-1.941048891916496e-05+0j)
XYYZZIIYZIYZZI (1.85925768856867e-05+0j)
XXXIIIIYZIYZZI (1.85925768856867e-05+0j)
XYYZZIIXZIXIII (1.85925768856867e-05+0j)
XXXIIIIXZIXIII (1.85925768856867e-05+0j)
IZIIIIIYZIYZZI (-1.9613855078009104e-05+0j)
IZIIIIIXZIXIII (-1.9613855078009104e-05+0j)
ZZIIIIIYZIYZZI (2.929502255638594e-07+0j)
ZZIIIIIXZIXIII (2.929502255638594e-07+0j)
IIIIIIIIZIIIII (0.019408764980239204+0j)
IIIIIIIZIZIIII (0.0809700727095335+0j)
IIIIIIZZZZZIII (0.14985208107836967+0j)
IIXIXYYZZZZIII (0.0015789572822096942+0j)
IIXIXXXIIZIIII (0.0015789572822096942+0j)
IIXIYIYZZZZIII (-0.0005555258124481178+0j)
IIXIXZXIIZIIII (-0.0005555258124481178+0j)
IIXYZIYZZZZIII (3.5098401446652174e-05+0j)
IIXXZIXIIZIIII (3.5098401446652174e-05+0j)
YIZIIIYZZZZIII (-0.0005402647440406692+0j)
XZZIIIXIIZIIII (-0.0005402647440406692+0j)
IIIIIZIIIZIIII (0.10591098683215532+0j)
IIIIZXIIIZIIII (-0.009713547267194186+0j)
IIIIIXIIIZIIII (0.009713547267194186+0j)
IIIYYXIIIZIIII (0.0003408938484381623+0j)
IIIXYYIIIZIIII (-0.0003408938484381623+0j)
YIYIXXIIIZIIII (0.014825726416341414+0j)
XZYIXYIIIZIIII (-0.014825726416341414+0j)
IIIIZZIIIZIIII (0.09384448136378762+0j)
IIIYYZIIIZIIII (-0.00010441111341685081+0j)
IIIXXIIIIZIIII (-0.00010441111341685081+0j)
YIYIXZIIIZIIII (0.020683561443407498+0j)
XZYIYIIIIZIIII (-0.020683561443407498+0j)
IIIZIIIIIZIIII (0.1083748704888194+0j)
YIYXZIIIIZIIII (-1.941048891916496e-05+0j)
XZYYZIIIIZIIII (1.941048891916496e-05+0j)
IIZZZIIIIZIIII (0.11320215825596654+0j)
XYYZZIIIIZIIII (0.0071095053535569315+0j)
XXXIIIIIIZIIII (0.0071095053535569315+0j)
IZIIIIIIIZIIII (0.11312439427499486+0j)
ZZIIIIIIIZIIII (0.08482858605657893+0j)
IIIIIIIZZXIIII (-0.062483740436624816+0j)
IIIIIIIZIXIIII (0.062483740436624816+0j)
IIIIIIZZIXZIII (-0.12969744987263407+0j)
IIIIIIZZZXZIII (0.12969744987263407+0j)
IIXIXYYZIXZIII (-0.001563930614383702+0j)
IIXIXXXIZXIIII (-0.001563930614383702+0j)
IIXIXYYZZXZIII (0.001563930614383702+0j)
IIXIXXXIIXIIII (0.001563930614383702+0j)
IIXIYIYZIXZIII (0.0005965379842846342+0j)
IIXIXZXIZXIIII (0.0005965379842846342+0j)
IIXIYIYZZXZIII (-0.0005965379842846342+0j)
IIXIXZXIIXIIII (-0.0005965379842846342+0j)
IIXYZIYZIXZIII (3.519406764420733e-05+0j)
IIXXZIXIZXIIII (3.519406764420733e-05+0j)
IIXYZIYZZXZIII (-3.519406764420733e-05+0j)
IIXXZIXIIXIIII (-3.519406764420733e-05+0j)
YIZIIIYZIXZIII (0.0004855703323717463+0j)
XZZIIIXIZXIIII (0.0004855703323717463+0j)
YIZIIIYZZXZIII (-0.0004855703323717463+0j)
XZZIIIXIIXIIII (-0.0004855703323717463+0j)
IIIIIZIIZXIIII (-0.08631800882050694+0j)
IIIIIZIIIXIIII (0.08631800882050694+0j)
IIIIZXIIZXIIII (0.008853888978162333+0j)
IIIIIXIIZXIIII (-0.008853888978162333+0j)
IIIIZXIIIXIIII (-0.008853888978162333+0j)
IIIIIXIIIXIIII (0.008853888978162333+0j)
IIIYYXIIZXIIII (0.0003433464433537322+0j)
IIIXYYIIZXIIII (-0.0003433464433537322+0j)
IIIYYXIIIXIIII (-0.0003433464433537322+0j)
IIIXYYIIIXIIII (0.0003433464433537322+0j)
YIYIXXIIZXIIII (-0.014622593011997921+0j)
XZYIXYIIZXIIII (0.014622593011997921+0j)
YIYIXXIIIXIIII (0.014622593011997921+0j)
XZYIXYIIIXIIII (-0.014622593011997921+0j)
IIIIZZIIZXIIII (-0.07437448229574249+0j)
IIIIZZIIIXIIII (0.07437448229574249+0j)
IIIYYZIIZXIIII (-0.000104296877707573+0j)
IIIXXIIIZXIIII (-0.000104296877707573+0j)
IIIYYZIIIXIIII (0.000104296877707573+0j)
IIIXXIIIIXIIII (0.000104296877707573+0j)
YIYIXZIIZXIIII (-0.0195791154202804+0j)
XZYIYIIIZXIIII (0.0195791154202804+0j)
YIYIXZIIIXIIII (0.0195791154202804+0j)
XZYIYIIIIXIIII (-0.0195791154202804+0j)
IIIZIIIIZXIIII (-0.08842495528630558+0j)
IIIZIIIIIXIIII (0.08842495528630558+0j)
YIYXZIIIZXIIII (-1.85925768856867e-05+0j)
XZYYZIIIZXIIII (1.85925768856867e-05+0j)
YIYXZIIIIXIIII (1.85925768856867e-05+0j)
XZYYZIIIIXIIII (-1.85925768856867e-05+0j)
IIZZZIIIZXIIII (-0.0071095053535569315+0j)
IIZZZIIIIXIIII (0.0071095053535569315+0j)
XYYZZIIIZXIIII (-0.09371562929475565+0j)
XXXIIIIIZXIIII (-0.09371562929475565+0j)
XYYZZIIIIXIIII (0.09371562929475565+0j)
XXXIIIIIIXIIII (0.09371562929475565+0j)
IZIIIIIIZXIIII (-0.006084441013528638+0j)
IZIIIIIIIXIIII (0.006084441013528638+0j)
ZZIIIIIIZXIIII (-0.06632120922067884+0j)
ZZIIIIIIIXIIII (0.06632120922067884+0j)
IIYIIIYXXXZIII (0.0012670373912509198+0j)
IIXZZIXYYXIIII (-0.0012670373912509198+0j)
IIYIIIYYXYZIII (0.0012670373912509198+0j)
IIXZZIXXYYIIII (0.0012670373912509198+0j)
XYZIIIYXXXZIII (-0.0012601268934001727+0j)
XXZIIIXYYXIIII (0.0012601268934001727+0j)
XYZIIIYYXYZIII (-0.0012601268934001727+0j)
XXZIIIXXYYIIII (-0.0012601268934001727+0j)
IIZIXXIYYXIIII (0.005135493251812304+0j)
IIIZYYIYYXIIII (0.005135493251812304+0j)
IIZIXXIXYYIIII (-0.005135493251812304+0j)
IIIZYYIXYYIIII (-0.005135493251812304+0j)
XYYIXXIYYXIIII (0.005107483963906184+0j)
XXYIXYIYYXIIII (-0.005107483963906184+0j)
XYYIXXIXYYIIII (-0.005107483963906184+0j)
XXYIXYIXYYIIII (0.005107483963906184+0j)
IIZIXZIYYXIIII (0.0013204560400266322+0j)
IIIZXIIYYXIIII (-0.0013204560400266322+0j)
IIZIXZIXYYIIII (-0.0013204560400266322+0j)
IIIZXIIXYYIIII (0.0013204560400266322+0j)
XYYIXZIYYXIIII (0.0013132541936645681+0j)
XXYIYIIYYXIIII (-0.0013132541936645681+0j)
XYYIXZIXYYIIII (-0.0013132541936645681+0j)
XXYIYIIXYYIIII (0.0013132541936645681+0j)
YIYZZIIYYXIIII (0.0038585133470454246+0j)
XZXIIIIYYXIIII (0.0038585133470454246+0j)
YIYZZIIXYYIIII (-0.0038585133470454246+0j)
XZXIIIIXYYIIII (-0.0038585133470454246+0j)
ZXIIIIIYYXIIII (0.003837468784054027+0j)
IXIIIIIYYXIIII (-0.003837468784054027+0j)
ZXIIIIIXYYIIII (-0.003837468784054027+0j)
IXIIIIIXYYIIII (0.003837468784054027+0j)
IIIIIIIZZZIIII (0.08028662369857152+0j)
IIIIIIZZIZZIII (0.14843344651487575+0j)
IIXIXYYZIZZIII (0.001561850962643266+0j)
IIXIXXXIZZIIII (0.001561850962643266+0j)
IIXIYIYZIZZIII (-0.0005490008622369056+0j)
IIXIXZXIZZIIII (-0.0005490008622369056+0j)
IIXYZIYZIZZIII (3.548335520511854e-05+0j)
IIXXZIXIZZIIII (3.548335520511854e-05+0j)
YIZIIIYZIZZIII (-0.0005349535613058768+0j)
XZZIIIXIZZIIII (-0.0005349535613058768+0j)
IIIIIZIIZZIIII (0.10496683788485542+0j)
IIIIZXIIZZIIII (-0.009616703166264558+0j)
IIIIIXIIZZIIII (0.009616703166264558+0j)
IIIYYXIIZZIIII (0.00034464938204566056+0j)
IIIXYYIIZZIIII (-0.00034464938204566056+0j)
YIYIXXIIZZIIII (0.014665784059146992+0j)
XZYIXYIIZZIIII (-0.014665784059146992+0j)
IIIIZZIIZZIIII (0.09303097106477796+0j)
IIIYYZIIZZIIII (-0.00010555191576669047+0j)
IIIXXIIIZZIIII (-0.00010555191576669047+0j)
YIYIXZIIZZIIII (0.020469404496720123+0j)
XZYIYIIIZZIIII (-0.020469404496720123+0j)
IIIZIIIIZZIIII (0.10740767569842277+0j)
YIYXZIIIZZIIII (-1.9613855078009104e-05+0j)
XZYYZIIIZZIIII (1.9613855078009104e-05+0j)
IIZZZIIIZZIIII (0.11312439427499486+0j)
XYYZZIIIZZIIII (0.006084441013528638+0j)
XXXIIIIIZZIIII (0.006084441013528638+0j)
IZIIIIIIZZIIII (0.11305784247825662+0j)
ZZIIIIIIZZIIII (0.08410316269794291+0j)
IIYIIIYXXZZIII (-0.001260126893400153+0j)
IIXZZIXYYZIIII (0.001260126893400153+0j)
IIYIIIYYYIZIII (-0.001260126893400153+0j)
IIXZZIXXXIIIII (0.001260126893400153+0j)
XYZIIIYXXZZIII (0.0012532540858187626+0j)
XXZIIIXYYZIIII (-0.0012532540858187626+0j)
XYZIIIYYYIZIII (0.0012532540858187626+0j)
XXZIIIXXXIIIII (-0.0012532540858187626+0j)
IIZIXXIYYZIIII (-0.005107483963906193+0j)
IIIZYYIYYZIIII (-0.005107483963906193+0j)
IIZIXXIXXIIIII (-0.005107483963906193+0j)
IIIZYYIXXIIIII (-0.005107483963906193+0j)
XYYIXXIYYZIIII (-0.005079627440334773+0j)
XXYIXYIYYZIIII (0.005079627440334773+0j)
XYYIXXIXXIIIII (-0.005079627440334773+0j)
XXYIXYIXXIIIII (0.005079627440334773+0j)
IIZIXZIYYZIIII (-0.001313254193664666+0j)
IIIZXIIYYZIIII (0.001313254193664666+0j)
IIZIXZIXXIIIII (-0.001313254193664666+0j)
IIIZXIIXXIIIII (0.001313254193664666+0j)
XYYIXZIYYZIIII (-0.0013060916266042532+0j)
XXYIYIIYYZIIII (0.0013060916266042532+0j)
XYYIXZIXXIIIII (-0.0013060916266042532+0j)
XXYIYIIXXIIIII (0.0013060916266042532+0j)
YIYZZIIYYZIIII (-0.003837468784054027+0j)
XZXIIIIYYZIIII (-0.003837468784054027+0j)
