Jordan-Wigner mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-51.93362142169509+0j)
IIXZZXIIIYZYII (-0.005471608774862253+0j)
IIYZZYIIIXZXII (-0.005471608774862253+0j)
IIXZZXIIIXZXII (-0.005471608774862253+0j)
IYZZZYIIIYZYII (0.005441766292754009+0j)
IXZZZXIIIYZYII (0.005441766292754009+0j)
IYZZZYIIIXZXII (0.005441766292754009+0j)
IXZZZXIIIXZXII (0.005441766292754009+0j)
IIYZYIIIIYZYII (0.0057115891147542525+0j)
IIXZXIIIIYZYII (0.0057115891147542525+0j)
IIYZYIIIIXZXII (0.0057115891147542525+0j)
IIXZXIIIIXZXII (0.0057115891147542525+0j)
IYZZYIIIIYZYII (-0.005680437765493053+0j)
IXZZXIIIIYZYII (-0.005680437765493053+0j)
IYZZYIIIIXZXII (-0.005680437765493053+0j)
IXZZXIIIIXZXII (-0.005680437765493053+0j)
IIYYIIIIIYZYII (-9.683980941001411e-08+0j)
IIXXIIIIIYZYII (-9.683980941001411e-08+0j)
IIYYIIIIIXZXII (-9.683980941001411e-08+0j)
IIXXIIIIIXZXII (-9.683980941001411e-08+0j)
IYZYIIIIIYZYII (9.631163928751669e-08+0j)
IXZXIIIIIYZYII (9.631163928751669e-08+0j)
IYZYIIIIIXZXII (9.631163928751669e-08+0j)
IXZXIIIIIXZXII (9.631163928751669e-08+0j)
YZYIIIIIIYZYII (-0.0013204560400266322+0j)
XZXIIIIIIYZYII (-0.0013204560400266322+0j)
YZYIIIIIIXZXII (-0.0013204560400266322+0j)
XZXIIIIIIXZXII (-0.0013204560400266322+0j)
YYIIIIIIIYZYII (0.001313254193664666+0j)
XXIIIIIIIYZYII (0.001313254193664666+0j)
YYIIIIIIIXZXII (0.001313254193664666+0j)
XXIIIIIIIXZXII (0.001313254193664666+0j)
IIIIIIIYIZZYII (0.01916331287011587+0j)
IIIIIIIXIZZXII (0.01916331287011587+0j)
IIYZZZYIYZZYII (0.0014514864514731962+0j)
IIXZZZXIYZZYII (0.0014514864514731962+0j)
IIYZZZYIXZZXII (0.0014514864514731962+0j)
IIXZZZXIXZZXII (0.0014514864514731962+0j)
IYZZZZYIYZZYII (-0.0014435699573961023+0j)
IXZZZZXIYZZYII (-0.0014435699573961023+0j)
IYZZZZYIXZZXII (-0.0014435699573961023+0j)
IXZZZZXIXZZXII (-0.0014435699573961023+0j)
IIYZZYIIYZZYII (0.0054417662927539745+0j)
IIXZZXIIYZZYII (0.0054417662927539745+0j)
IIYZZYIIXZZXII (0.0054417662927539745+0j)
IIXZZXIIXZZXII (0.0054417662927539745+0j)
IYZZZYIIYZZYII (-0.0054120865733312245+0j)
IXZZZXIIYZZYII (-0.0054120865733312245+0j)
IYZZZYIIXZZXII (-0.0054120865733312245+0j)
IXZZZXIIXZZXII (-0.0054120865733312245+0j)
IIYZYIIIYZZYII (-0.005680437765493053+0j)
IIXZXIIIYZZYII (-0.005680437765493053+0j)
IIYZYIIIXZZXII (-0.005680437765493053+0j)
IIXZXIIIXZZXII (-0.005680437765493053+0j)
IYZZYIIIYZZYII (0.005649456317557389+0j)
IXZZXIIIYZZYII (0.005649456317557389+0j)
IYZZYIIIXZZXII (0.005649456317557389+0j)
IXZZXIIIXZZXII (0.005649456317557389+0j)
IIYYIIIIYZZYII (9.631163923227824e-08+0j)
IIXXIIIIYZZYII (9.631163923227824e-08+0j)
IIYYIIIIXZZXII (9.631163923227824e-08+0j)
IIXXIIIIXZZXII (9.631163923227824e-08+0j)
IYZYIIIIYZZYII (-9.578634989605842e-08+0j)
IXZXIIIIYZZYII (-9.578634989605842e-08+0j)
IYZYIIIIXZZXII (-9.578634989605842e-08+0j)
IXZXIIIIXZZXII (-9.578634989605842e-08+0j)
YZYIIIIIYZZYII (0.0013132541936645681+0j)
XZXIIIIIYZZYII (0.0013132541936645681+0j)
YZYIIIIIXZZXII (0.0013132541936645681+0j)
XZXIIIIIXZZXII (0.0013132541936645681+0j)
YYIIIIIIYZZYII (-0.0013060916266042532+0j)
XXIIIIIIYZZYII (-0.0013060916266042532+0j)
YYIIIIIIXZZXII (-0.0013060916266042532+0j)
XXIIIIIIXZZXII (-0.0013060916266042532+0j)
IIIIIIZYZZZYII (0.07433313179265706+0j)
IIIIIIZXZZZXII (0.07433313179265706+0j)
IIIIIYYYZZZYII (0.001352787385959132+0j)
IIIIIXXYZZZYII (0.001352787385959132+0j)
IIIIIYYXZZZXII (0.001352787385959132+0j)
IIIIIXXXZZZXII (0.001352787385959132+0j)
IIIIYZYYZZZYII (0.0007323109837117065+0j)
IIIIXZXYZZZYII (0.0007323109837117065+0j)
IIIIYZYXZZZXII (0.0007323109837117065+0j)
IIIIXZXXZZZXII (0.0007323109837117065+0j)
IIIYZZYYZZZYII (-1.0106852979429907e-07+0j)
IIIXZZXYZZZYII (-1.0106852979429907e-07+0j)
IIIYZZYXZZZXII (-1.0106852979429907e-07+0j)
IIIXZZXXZZZXII (-1.0106852979429907e-07+0j)
YZZZZZYYZZZYII (-0.0017783394870976926+0j)
XZZZZZXYZZZYII (-0.0017783394870976926+0j)
YZZZZZYXZZZXII (-0.0017783394870976926+0j)
XZZZZZXXZZZXII (-0.0017783394870976926+0j)
IIIIIZIYZZZYII (0.030130331328291973+0j)
IIIIIZIXZZZXII (0.030130331328291973+0j)
IIIIYYIYZZZYII (0.024517214130826744+0j)
IIIIXXIYZZZYII (0.024517214130826744+0j)
IIIIYYIXZZZXII (0.024517214130826744+0j)
IIIIXXIXZZZXII (0.024517214130826744+0j)
IIIYZYIYZZZYII (-1.1130962818021946e-06+0j)
IIIXZXIYZZZYII (-1.1130962818021946e-06+0j)
IIIYZYIXZZZXII (-1.1130962818021946e-06+0j)
IIIXZXIXZZZXII (-1.1130962818021946e-06+0j)
YZZZZYIYZZZYII (0.014104488789170049+0j)
XZZZZXIYZZZYII (0.014104488789170049+0j)
YZZZZYIXZZZXII (0.014104488789170049+0j)
XZZZZXIXZZZXII (0.014104488789170049+0j)
IIIIZIIYZZZYII (0.02350677332713941+0j)
IIIIZIIXZZZXII (0.02350677332713941+0j)
IIIYYIIYZZZYII (-2.2926702282790285e-07+0j)
IIIXXIIYZZZYII (-2.2926702282790285e-07+0j)
IIIYYIIXZZZXII (-2.2926702282790285e-07+0j)
IIIXXIIXZZZXII (-2.2926702282790285e-07+0j)
YZZZYIIYZZZYII (0.04091080281233595+0j)
XZZZXIIYZZZYII (0.04091080281233595+0j)
YZZZYIIXZZZXII (0.04091080281233595+0j)
XZZZXIIXZZZXII (0.04091080281233595+0j)
IIIZIIIYZZZYII (0.04015589121254492+0j)
IIIZIIIXZZZXII (0.04015589121254492+0j)
YZZYIIIYZZZYII (-9.440839251911338e-07+0j)
XZZXIIIYZZZYII (-9.440839251911338e-07+0j)
YZZYIIIXZZZXII (-9.440839251911338e-07+0j)
XZZXIIIXZZZXII (-9.440839251911338e-07+0j)
IIZIIIIYZZZYII (0.020683561443407498+0j)
IIZIIIIXZZZXII (0.020683561443407498+0j)
IYYIIIIYZZZYII (0.0195791154202804+0j)
IXXIIIIYZZZYII (0.0195791154202804+0j)
IYYIIIIXZZZXII (0.0195791154202804+0j)
IXXIIIIXZZZXII (0.0195791154202804+0j)
IZIIIIIYZZZYII (0.020469404496720123+0j)
IZIIIIIXZZZXII (0.020469404496720123+0j)
ZIIIIIIYZZZYII (-0.0011886698043006988+0j)
ZIIIIIIXZZZXII (-0.0011886698043006988+0j)
IIIIIIIIIZZIII (0.10241188102465049+0j)
IIIIIIIIYYZIII (0.08249448832396737+0j)
IIIIIIIIXXZIII (0.08249448832396737+0j)
IIIIIIIIZIZIII (0.10150955385824101+0j)
IIIIIIIZIIZIII (0.14311302303591764+0j)
IIIIIIZIIIZIII (0.2788421532536612+0j)
IIIIIYYIIIZIII (0.0031343581382496646+0j)
IIIIIXXIIIZIII (0.0031343581382496646+0j)
IIIIYZYIIIZIII (-0.001148810254231689+0j)
IIIIXZXIIIZIII (-0.001148810254231689+0j)
IIIYZZYIIIZIII (-4.4045204876304944e-07+0j)
IIIXZZXIIIZIII (-4.4045204876304944e-07+0j)
YZZZZZYIIIZIII (-0.001023186757192389+0j)
XZZZZZXIIIZIII (-0.001023186757192389+0j)
IIIIIZIIIIZIII (0.1917582119488682+0j)
IIIIYYIIIIZIII (0.01851914654717902+0j)
IIIIXXIIIIZIII (0.01851914654717902+0j)
IIIYZYIIIIZIII (-2.4116496218797765e-06+0j)
IIIXZXIIIIZIII (-2.4116496218797765e-06+0j)
YZZZZYIIIIZIII (0.029368566885132306+0j)
XZZZZXIIIIZIII (0.029368566885132306+0j)
IIIIZIIIIIZIII (0.16781332073752775+0j)
IIIYYIIIIIZIII (-2.9782481317661764e-07+0j)
IIIXXIIIIIZIII (-2.9782481317661764e-07+0j)
YZZZYIIIIIZIII (0.04015589121254492+0j)
XZZZXIIIIIZIII (0.04015589121254492+0j)
IIIZIIIIIIZIII (0.22003977341506215+0j)
YZZYIIIIIIZIII (-7.19151414638314e-07+0j)
XZZXIIIIIIZIII (-7.19151414638314e-07+0j)
IIZIIIIIIIZIII (0.1083748704888194+0j)
IYYIIIIIIIZIII (0.08842495528630558+0j)
IXXIIIIIIIZIII (0.08842495528630558+0j)
IZIIIIIIIIZIII (0.10740767569842277+0j)
ZIIIIIIIIIZIII (0.1507880754132511+0j)
IIYZZZYIIYYIII (1.3491794527142e-07+0j)
IIXZZZXIIYYIII (1.3491794527142e-07+0j)
IIYZZZYIIXXIII (1.3491794527142e-07+0j)
IIXZZZXIIXXIII (1.3491794527142e-07+0j)
IYZZZZYIIYYIII (-1.341820947100908e-07+0j)
IXZZZZXIIYYIII (-1.341820947100908e-07+0j)
IYZZZZYIIXXIII (-1.341820947100908e-07+0j)
IXZZZZXIIXXIII (-1.341820947100908e-07+0j)
IIYZZYIIIYYIII (4.6042603941775504e-07+0j)
IIXZZXIIIYYIII (4.6042603941775504e-07+0j)
IIYZZYIIIXXIII (4.6042603941775504e-07+0j)
IIXZZXIIIXXIII (4.6042603941775504e-07+0j)
IYZZZYIIIYYIII (-4.579148482700497e-07+0j)
IXZZZXIIIYYIII (-4.579148482700497e-07+0j)
IYZZZYIIIXXIII (-4.579148482700497e-07+0j)
IXZZZXIIIXXIII (-4.579148482700497e-07+0j)
IIYZYIIIIYYIII (-9.683980941001411e-08+0j)
IIXZXIIIIYYIII (-9.683980941001411e-08+0j)
IIYZYIIIIXXIII (-9.683980941001411e-08+0j)
IIXZXIIIIXXIII (-9.683980941001411e-08+0j)
IYZZYIIIIYYIII (9.631163923227824e-08+0j)
IXZZXIIIIYYIII (9.631163923227824e-08+0j)
IYZZYIIIIXXIII (9.631163923227824e-08+0j)
IXZZXIIIIXXIII (9.631163923227824e-08+0j)
IIYYIIIIIYYIII (0.005962989464168915+0j)
IIXXIIIIIYYIII (0.005962989464168915+0j)
IIYYIIIIIXXIII (0.005962989464168915+0j)
IIXXIIIIIXXIII (0.005962989464168915+0j)
IYZYIIIIIYYIII (-0.005930466962338203+0j)
IXZXIIIIIYYIII (-0.005930466962338203+0j)
IYZYIIIIIXXIII (-0.005930466962338203+0j)
IXZXIIIIIXXIII (-0.005930466962338203+0j)
IIYZZZYIYZYIII (-1.341820947149951e-07+0j)
IIXZZZXIYZYIII (-1.341820947149951e-07+0j)
IIYZZZYIXZXIII (-1.341820947149951e-07+0j)
IIXZZZXIXZXIII (-1.341820947149951e-07+0j)
IYZZZZYIYZYIII (1.3345025752212376e-07+0j)
IXZZZZXIYZYIII (1.3345025752212376e-07+0j)
IYZZZZYIXZXIII (1.3345025752212376e-07+0j)
IXZZZZXIXZXIII (1.3345025752212376e-07+0j)
IIYZZYIIYZYIII (-4.5791484821276225e-07+0j)
IIXZZXIIYZYIII (-4.5791484821276225e-07+0j)
IIYZZYIIXZXIII (-4.5791484821276225e-07+0j)
IIXZZXIIXZXIII (-4.5791484821276225e-07+0j)
IYZZZYIIYZYIII (4.5541735308118474e-07+0j)
IXZZZXIIYZYIII (4.5541735308118474e-07+0j)
IYZZZYIIXZXIII (4.5541735308118474e-07+0j)
IXZZZXIIXZXIII (4.5541735308118474e-07+0j)
IIYZYIIIYZYIII (9.631163928751669e-08+0j)
IIXZXIIIYZYIII (9.631163928751669e-08+0j)
IIYZYIIIXZXIII (9.631163928751669e-08+0j)
IIXZXIIIXZXIII (9.631163928751669e-08+0j)
IYZZYIIIYZYIII (-9.578634989605842e-08+0j)
IXZZXIIIYZYIII (-9.578634989605842e-08+0j)
IYZZYIIIXZXIII (-9.578634989605842e-08+0j)
IXZZXIIIXZXIII (-9.578634989605842e-08+0j)
IIYYIIIIYZYIII (-0.005930466962338203+0j)
IIXXIIIIYZYIII (-0.005930466962338203+0j)
IIYYIIIIXZXIII (-0.005930466962338203+0j)
IIXXIIIIXZXIII (-0.005930466962338203+0j)
IYZYIIIIYZYIII (0.005898121840181764+0j)
IXZXIIIIYZYIII (0.005898121840181764+0j)
IYZYIIIIXZXIII (0.005898121840181764+0j)
IXZXIIIIXZXIII (0.005898121840181764+0j)
IIIIIIIYZIYIII (-1.9435646461701058e-05+0j)
IIIIIIIXZIXIII (-1.9435646461701058e-05+0j)
IIIIIIIYXXYIII (-1.85925768856867e-05+0j)
IIIIIIIYYYYIII (-1.85925768856867e-05+0j)
IIIIIIIXXXXIII (-1.85925768856867e-05+0j)
IIIIIIIXYYXIII (-1.85925768856867e-05+0j)
IIIIIIIYIZYIII (-1.9638738947463732e-05+0j)
IIIIIIIXIZXIII (-1.9638738947463732e-05+0j)
IIIIIIZYZZYIII (-1.6887817043427207e-06+0j)
IIIIIIZXZZXIII (-1.6887817043427207e-06+0j)
IIIIYZYYZZYIII (-2.0590269597676173e-07+0j)
IIIIXZXYZZYIII (-2.0590269597676173e-07+0j)
IIIIYZYXZZXIII (-2.0590269597676173e-07+0j)
IIIIXZXXZZXIII (-2.0590269597676173e-07+0j)
IIIYZZYYZZYIII (-0.0025202914688865416+0j)
IIIXZZXYZZYIII (-0.0025202914688865416+0j)
IIIYZZYXZZXIII (-0.0025202914688865416+0j)
IIIXZZXXZZXIII (-0.0025202914688865416+0j)
YZZZZZYYZZYIII (1.3503124560501036e-07+0j)
XZZZZZXYZZYIII (1.3503124560501036e-07+0j)
YZZZZZYXZZXIII (1.3503124560501036e-07+0j)
XZZZZZXXZZXIII (1.3503124560501036e-07+0j)
IIIIIZIYZZYIII (-9.550305217385867e-07+0j)
IIIIIZIXZZXIII (-9.550305217385867e-07+0j)
IIIIYYIYZZYIII (-1.3702567018670149e-06+0j)
IIIIXXIYZZYIII (-1.3702567018670149e-06+0j)
IIIIYYIXZZXIII (-1.3702567018670149e-06+0j)
IIIIXXIXZZXIII (-1.3702567018670149e-06+0j)
IIIYZYIYZZYIII (-0.010215120640245311+0j)
IIIXZXIYZZYIII (-0.010215120640245311+0j)
IIIYZYIXZZXIII (-0.010215120640245311+0j)
IIIXZXIXZZXIII (-0.010215120640245311+0j)
YZZZZYIYZZYIII (-1.9827766679404463e-07+0j)
XZZZZXIYZZYIII (-1.9827766679404463e-07+0j)
YZZZZYIXZZXIII (-1.9827766679404463e-07+0j)
XZZZZXIXZZXIII (-1.9827766679404463e-07+0j)
IIIIZIIYZZYIII (-5.650313563419036e-07+0j)
IIIIZIIXZZXIII (-5.650313563419036e-07+0j)
IIIYYIIYZZYIII (-0.002626547680305419+0j)
IIIXXIIYZZYIII (-0.002626547680305419+0j)
IIIYYIIXZZXIII (-0.002626547680305419+0j)
IIIXXIIXZZXIII (-0.002626547680305419+0j)
YZZZYIIYZZYIII (-9.440839251911338e-07+0j)
XZZZXIIYZZYIII (-9.440839251911338e-07+0j)
YZZZYIIXZZXIII (-9.440839251911338e-07+0j)
XZZZXIIXZZXIII (-9.440839251911338e-07+0j)
IIIZIIIYZZYIII (-7.19151414638314e-07+0j)
IIIZIIIXZZXIII (-7.19151414638314e-07+0j)
YZZYIIIYZZYIII (0.007675052377333446+0j)
XZZXIIIYZZYIII (0.007675052377333446+0j)
YZZYIIIXZZXIII (0.007675052377333446+0j)
XZZXIIIXZZXIII (0.007675052377333446+0j)
IIZIIIIYZZYIII (-1.941048891916496e-05+0j)
IIZIIIIXZZXIII (-1.941048891916496e-05+0j)
IYYIIIIYZZYIII (1.85925768856867e-05+0j)
IXXIIIIYZZYIII (1.85925768856867e-05+0j)
IYYIIIIXZZXIII (1.85925768856867e-05+0j)
IXXIIIIXZZXIII (1.85925768856867e-05+0j)
IZIIIIIYZZYIII (-1.9613855078009104e-05+0j)
IZIIIIIXZZXIII (-1.9613855078009104e-05+0j)
ZIIIIIIYZZYIII (2.929502255638594e-07+0j)
ZIIIIIIXZZXIII (2.929502255638594e-07+0j)
IIIIIIIIZZIIII (0.019408764980239204+0j)
IIIIIIIZIZIIII (0.0809700727095335+0j)
IIIIIIZIIZIIII (0.14985208107836967+0j)
IIIIIYYIIZIIII (0.0015789572822096942+0j)
IIIIIXXIIZIIII (0.0015789572822096942+0j)
IIIIYZYIIZIIII (-0.0005555258124481178+0j)
IIIIXZXIIZIIII (-0.0005555258124481178+0j)
IIIYZZYIIZIIII (3.5098401446652174e-05+0j)
IIIXZZXIIZIIII (3.5098401446652174e-05+0j)
YZZZZZYIIZIIII (-0.0005402647440406692+0j)
XZZZZZXIIZIIII (-0.0005402647440406692+0j)
IIIIIZIIIZIIII (0.10591098683215532+0j)
IIIIYYIIIZIIII (0.009713547267194186+0j)
IIIIXXIIIZIIII (0.009713547267194186+0j)
IIIYZYIIIZIIII (0.0003408938484381623+0j)
IIIXZXIIIZIIII (0.0003408938484381623+0j)
YZZZZYIIIZIIII (0.014825726416341414+0j)
XZZZZXIIIZIIII (0.014825726416341414+0j)
IIIIZIIIIZIIII (0.09384448136378762+0j)
IIIYYIIIIZIIII (-0.00010441111341685081+0j)
IIIXXIIIIZIIII (-0.00010441111341685081+0j)
YZZZYIIIIZIIII (0.020683561443407498+0j)
XZZZXIIIIZIIII (0.020683561443407498+0j)
IIIZIIIIIZIIII (0.1083748704888194+0j)
YZZYIIIIIZIIII (-1.941048891916496e-05+0j)
XZZXIIIIIZIIII (-1.941048891916496e-05+0j)
IIZIIIIIIZIIII (0.11320215825596654+0j)
IYYIIIIIIZIIII (0.0071095053535569315+0j)
IXXIIIIIIZIIII (0.0071095053535569315+0j)
IZIIIIIIIZIIII (0.11312439427499486+0j)
ZIIIIIIIIZIIII (0.08482858605657893+0j)
IIIIIIIZYYIIII (0.062483740436624816+0j)
IIIIIIIZXXIIII (0.062483740436624816+0j)
IIIIIIZIYYIIII (0.12969744987263407+0j)
IIIIIIZIXXIIII (0.12969744987263407+0j)
IIIIIYYIYYIIII (0.001563930614383702+0j)
IIIIIXXIYYIIII (0.001563930614383702+0j)
IIIIIYYIXXIIII (0.001563930614383702+0j)
IIIIIXXIXXIIII (0.001563930614383702+0j)
IIIIYZYIYYIIII (-0.0005965379842846342+0j)
IIIIXZXIYYIIII (-0.0005965379842846342+0j)
IIIIYZYIXXIIII (-0.0005965379842846342+0j)
IIIIXZXIXXIIII (-0.0005965379842846342+0j)
IIIYZZYIYYIIII (-3.519406764420733e-05+0j)
IIIXZZXIYYIIII (-3.519406764420733e-05+0j)
IIIYZZYIXXIIII (-3.519406764420733e-05+0j)
IIIXZZXIXXIIII (-3.519406764420733e-05+0j)
YZZZZZYIYYIIII (-0.0004855703323717463+0j)
XZZZZZXIYYIIII (-0.0004855703323717463+0j)
YZZZZZYIXXIIII (-0.0004855703323717463+0j)
XZZZZZXIXXIIII (-0.0004855703323717463+0j)
IIIIIZIIYYIIII (0.08631800882050694+0j)
IIIIIZIIXXIIII (0.08631800882050694+0j)
IIIIYYIIYYIIII (0.008853888978162333+0j)
IIIIXXIIYYIIII (0.008853888978162333+0j)
IIIIYYIIXXIIII (0.008853888978162333+0j)
IIIIXXIIXXIIII (0.008853888978162333+0j)
IIIYZYIIYYIIII (-0.0003433464433537322+0j)
IIIXZXIIYYIIII (-0.0003433464433537322+0j)
IIIYZYIIXXIIII (-0.0003433464433537322+0j)
IIIXZXIIXXIIII (-0.0003433464433537322+0j)
YZZZZYIIYYIIII (0.014622593011997921+0j)
XZZZZXIIYYIIII (0.014622593011997921+0j)
YZZZZYIIXXIIII (0.014622593011997921+0j)
XZZZZXIIXXIIII (0.014622593011997921+0j)
IIIIZIIIYYIIII (0.07437448229574249+0j)
IIIIZIIIXXIIII (0.07437448229574249+0j)
IIIYYIIIYYIIII (0.000104296877707573+0j)
IIIXXIIIYYIIII (0.000104296877707573+0j)
IIIYYIIIXXIIII (0.000104296877707573+0j)
IIIXXIIIXXIIII (0.000104296877707573+0j)
YZZZYIIIYYIIII (0.0195791154202804+0j)
XZZZXIIIYYIIII (0.0195791154202804+0j)
YZZZYIIIXXIIII (0.0195791154202804+0j)
XZZZXIIIXXIIII (0.0195791154202804+0j)
IIIZIIIIYYIIII (0.08842495528630558+0j)
IIIZIIIIXXIIII (0.08842495528630558+0j)
YZZYIIIIYYIIII (1.85925768856867e-05+0j)
XZZXIIIIYYIIII (1.85925768856867e-05+0j)
YZZYIIIIXXIIII (1.85925768856867e-05+0j)
XZZXIIIIXXIIII (1.85925768856867e-05+0j)
IIZIIIIIYYIIII (0.0071095053535569315+0j)
IIZIIIIIXXIIII (0.0071095053535569315+0j)
IYYIIIIIYYIIII (0.09371562929475565+0j)
IXXIIIIIYYIIII (0.09371562929475565+0j)
IYYIIIIIXXIIII (0.09371562929475565+0j)
IXXIIIIIXXIIII (0.09371562929475565+0j)
IZIIIIIIYYIIII (0.006084441013528638+0j)
IZIIIIIIXXIIII (0.006084441013528638+0j)
ZIIIIIIIYYIIII (0.06632120922067884+0j)
ZIIIIIIIXXIIII (0.06632120922067884+0j)
IIYZZZYYZYIIII (-0.0012670373912509198+0j)
IIXZZZXYZYIIII (-0.0012670373912509198+0j)
IIYZZZYXZXIIII (-0.0012670373912509198+0j)
IIXZZZXXZXIIII (-0.0012670373912509198+0j)
IYZZZZYYZYIIII (0.0012601268934001727+0j)
IXZZZZXYZYIIII (0.0012601268934001727+0j)
IYZZZZYXZXIIII (0.0012601268934001727+0j)
IXZZZZXXZXIIII (0.0012601268934001727+0j)
IIYZZYIYZYIIII (-0.005135493251812304+0j)
IIXZZXIYZYIIII (-0.005135493251812304+0j)
IIYZZYIXZXIIII (-0.005135493251812304+0j)
IIXZZXIXZXIIII (-0.005135493251812304+0j)
IYZZZYIYZYIIII (0.005107483963906184+0j)
IXZZZXIYZYIIII (0.005107483963906184+0j)
IYZZZYIXZXIIII (0.005107483963906184+0j)
IXZZZXIXZXIIII (0.005107483963906184+0j)
IIYZYIIYZYIIII (-0.0013204560400266322+0j)
IIXZXIIYZYIIII (-0.0013204560400266322+0j)
IIYZYIIXZXIIII (-0.0013204560400266322+0j)
IIXZXIIXZXIIII (-0.0013204560400266322+0j)
IYZZYIIYZYIIII (0.0013132541936645681+0j)
IXZZXIIYZYIIII (0.0013132541936645681+0j)
IYZZYIIXZXIIII (0.0013132541936645681+0j)
IXZZXIIXZXIIII (0.0013132541936645681+0j)
YZYIIIIYZYIIII (0.0038585133470454246+0j)
XZXIIIIYZYIIII (0.0038585133470454246+0j)
YZYIIIIXZXIIII (0.0038585133470454246+0j)
XZXIIIIXZXIIII (0.0038585133470454246+0j)
YYIIIIIYZYIIII (-0.003837468784054027+0j)
XXIIIIIYZYIIII (-0.003837468784054027+0j)
YYIIIIIXZXIIII (-0.003837468784054027+0j)
XXIIIIIXZXIIII (-0.003837468784054027+0j)
IIIIIIIZZIIIII (0.08028662369857152+0j)
IIIIIIZIZIIIII (0.14843344651487575+0j)
IIIIIYYIZIIIII (0.001561850962643266+0j)
IIIIIXXIZIIIII (0.001561850962643266+0j)
IIIIYZYIZIIIII (-0.0005490008622369056+0j)
IIIIXZXIZIIIII (-0.0005490008622369056+0j)
IIIYZZYIZIIIII (3.548335520511854e-05+0j)
IIIXZZXIZIIIII (3.548335520511854e-05+0j)
YZZZZZYIZIIIII (-0.0005349535613058768+0j)
XZZZZZXIZIIIII (-0.0005349535613058768+0j)
IIIIIZIIZIIIII (0.10496683788485542+0j)
IIIIYYIIZIIIII (0.009616703166264558+0j)
IIIIXXIIZIIIII (0.009616703166264558+0j)
IIIYZYIIZIIIII (0.00034464938204566056+0j)
IIIXZXIIZIIIII (0.00034464938204566056+0j)
YZZZZYIIZIIIII (0.014665784059146992+0j)
XZZZZXIIZIIIII (0.014665784059146992+0j)
IIIIZIIIZIIIII (0.09303097106477796+0j)
IIIYYIIIZIIIII (-0.00010555191576669047+0j)
IIIXXIIIZIIIII (-0.00010555191576669047+0j)
YZZZYIIIZIIIII (0.020469404496720123+0j)
XZZZXIIIZIIIII (0.020469404496720123+0j)
IIIZIIIIZIIIII (0.10740767569842277+0j)
YZZYIIIIZIIIII (-1.9613855078009104e-05+0j)
XZZXIIIIZIIIII (-1.9613855078009104e-05+0j)
IIZIIIIIZIIIII (0.11312439427499486+0j)
IYYIIIIIZIIIII (0.006084441013528638+0j)
IXXIIIIIZIIIII (0.006084441013528638+0j)
IZIIIIIIZIIIII (0.11305784247825662+0j)
ZIIIIIIIZIIIII (0.08410316269794291+0j)
IIYZZZYYYIIIII (0.001260126893400153+0j)
IIXZZZXYYIIIII (0.001260126893400153+0j)
IIYZZZYXXIIIII (0.001260126893400153+0j)
IIXZZZXXXIIIII (0.001260126893400153+0j)
IYZZZZYYYIIIII (-0.0012532540858187626+0j)
IXZZZZXYYIIIII (-0.0012532540858187626+0j)
IYZZZZYXXIIIII (-0.0012532540858187626+0j)
IXZZZZXXXIIIII (-0.0012532540858187626+0j)
IIYZZYIYYIIIII (0.005107483963906193+0j)
IIXZZXIYYIIIII (0.005107483963906193+0j)
IIYZZYIXXIIIII (0.005107483963906193+0j)
IIXZZXIXXIIIII (0.005107483963906193+0j)
IYZZZYIYYIIIII (-0.005079627440334773+0j)
IXZZZXIYYIIIII (-0.005079627440334773+0j)
IYZZZYIXXIIIII (-0.005079627440334773+0j)
IXZZZXIXXIIIII (-0.005079627440334773+0j)
IIYZYIIYYIIIII (0.001313254193664666+0j)
IIXZXIIYYIIIII (0.001313254193664666+0j)
IIYZYIIXXIIIII (0.001313254193664666+0j)
IIXZXIIXXIIIII (0.001313254193664666+0j)
IYZZYIIYYIIIII (-0.0013060916266042532+0j)
IXZZXIIYYIIIII (-0.0013060916266042532+0j)
IYZZYIIXXIIIII (-0.0013060916266042532+0j)
IXZZXIIXXIIIII (-0.0013060916266042532+0j)
YZYIIIIYYIIIII (-0.003837468784054027+0j)
XZXIIIIYYIIIII (-0.003837468784054027+0j)
YZYIIIIXXIIIII (-0.003837468784054027+0j)
XZXIIIIXXIIIII (-0.003837468784054027+0j)
YYIIIIIYYIIIII (0.003816538999371392+0j)
XXIIIIIYYIIIII (0.003816538999371392+0j)
YYIIIIIXXIIIII (0.003816538999371392+0j)
XXIIIIIXXIIIII (0.003816538999371392+0j)
IIIIIIZZIIIIII (0.20705128273101278+0j)
IIIIIYYZIIIIII (0.0020536201422871317+0j)
IIIIIXXZIIIIII (0.0020536201422871317+0j)
IIIIYZYZIIIIII (-0.0037582546954757546+0j)
IIIIXZXZIIIIII (-0.0037582546954757546+0j)
IIIYZZYZIIIIII (1.7601991030685704e-07+0j)
IIIXZZXZIIIIII (1.7601991030685704e-07+0j)
YZZZZZYZIIIIII (0.0023513351848226272+0j)
XZZZZZXZIIIIII (0.0023513351848226272+0j)
IIIIIZIZIIIIII (0.15976824449246138+0j)
IIIIYYIZIIIIII (-0.017883919179258006+0j)
IIIIXXIZIIIIII (-0.017883919179258006+0j)
IIIYZYIZIIIIII (5.112768069924534e-07+0j)
