Jordan-Wigner mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIII (-15.938363293773717+0j)
XZXIIIYYIIII (0.003837468990137795+0j)
YZYIIIXXIIII (0.003837468990137795+0j)
XZXIIIXXIIII (0.003837468990137795+0j)
IZIIIIYYIIII (-9.464027712237861e-08+0j)
IZIIIIXXIIII (-9.464027712237861e-08+0j)
YYIIIIYYIIII (0.003816542883842846+0j)
XXIIIIYYIIII (0.003816542883842846+0j)
YYIIIIXXIIII (0.003816542883842846+0j)
XXIIIIXXIIII (0.003816542883842846+0j)
IIIIIZZIIIII (0.15976824619169347+0j)
IIIIYYZIIIII (-0.017883919393588188+0j)
IIIIXXZIIIII (-0.017883919393588188+0j)
IIIYZYZIIIII (5.105042942134941e-07+0j)
IIIXZXZIIIII (5.105042942134941e-07+0j)
YZZZZYZIIIII (0.013573725802162874+0j)
XZZZZXZIIIII (0.013573725802162874+0j)
IIIIZIZIIIII (0.15644342759960916+0j)
IIIYYIZIIIII (-1.3289399674874648e-07+0j)
IIIXXIZIIIII (-1.3289399674874648e-07+0j)
YZZZYIZIIIII (-0.0011886694516053953+0j)
XZZZXIZIIIII (-0.0011886694516053953+0j)
IIIZIIZIIIII (0.15078807643795142+0j)
YZZYIIZIIIII (2.927951431100362e-07+0j)
XZZXIIZIIIII (2.927951431100362e-07+0j)
IIZIIIZIIIII (0.08482852263411383+0j)
IYYIIIZIIIII (-0.06632121008183292+0j)
IXXIIIZIIIII (-0.06632121008183292+0j)
IZIIIIZIIIII (0.08410322714718085+0j)
ZIIIIIZIIIII (0.17279757541948176+0j)
IIIIZZIIIIII (0.13126664467407706+0j)
IIIYYZIIIIII (-6.590658656947759e-07+0j)
IIIXXZIIIIII (-6.590658656947759e-07+0j)
IIYZYZIIIIII (-1.0030900134682567e-07+0j)
IIXZXZIIIIII (-1.0030900134682567e-07+0j)
IYZZYZIIIIII (-8.444364497182943e-08+0j)
IXZZXZIIIIII (-8.444364497182943e-08+0j)
YZZZYZIIIIII (0.02298913349297786+0j)
XZZZXZIIIIII (0.02298913349297786+0j)
IIIZIZIIIIII (0.15306448297442393+0j)
YZZYIZIIIIII (-4.966769304833331e-07+0j)
XZZXIZIIIIII (-4.966769304833331e-07+0j)
IIZIIZIIIIII (0.08645825100254342+0j)
IYYIIZIIIIII (-0.06697143400189073+0j)
IXXIIZIIIIII (-0.06697143400189073+0j)
YZYIIZIIIIII (-1.049602329946913e-07+0j)
XZXIIZIIIIII (-1.049602329946913e-07+0j)
IZIIIZIIIIII (0.08572584460078857+0j)
YYIIIZIIIIII (-1.2016033686054663e-07+0j)
XXIIIZIIIIII (-1.2016033686054663e-07+0j)
ZIIIIZIIIIII (0.13617516147802966+0j)
IIIYIYIIIIII (2.3911654333333356e-07+0j)
IIIXIXIIIIII (2.3911654333333356e-07+0j)
YZZZIYIIIIII (0.03101307478771985+0j)
XZZZIXIIIIII (0.03101307478771985+0j)
IIIZYYIIIIII (0.007635451817681606+0j)
IIIZXXIIIIII (0.007635451817681606+0j)
YZZYYYIIIIII (-4.396493143457317e-07+0j)
XZZXYYIIIIII (-2.569684378963362e-07+0j)
YZZXXYIIIIII (-1.826808764493955e-07+0j)
XZZYYXIIIIII (-1.826808764493955e-07+0j)
YZZYXXIIIIII (-2.569684378963362e-07+0j)
XZZXXXIIIIII (-4.396493143457317e-07+0j)
IIZIYYIIIIII (0.004241935484354082+0j)
IIZIXXIIIIII (0.004241935484354082+0j)
IYYIYYIIIIII (-0.0034121229881613722+0j)
IXXIYYIIIIII (-0.0034121229881608622+0j)
IYYIXXIIIIII (-0.0034121229881608622+0j)
IXXIXXIIIIII (-0.0034121229881613722+0j)
YZYIYYIIIIII (-4.1537508694732135e-08+0j)
YZXIXYIIIIII (-3.454377520508136e-08+0j)
XZYIYXIIIIII (-3.454377520508136e-08+0j)
XZXIXXIIIIII (-4.1537508694732135e-08+0j)
IZIIYYIIIIII (0.004204620160908969+0j)
IZIIXXIIIIII (0.004204620160908969+0j)
YYIIYYIIIIII (-4.401510815332408e-08+0j)
XXIIYYIIIIII (-1.0331240369943508e-08+0j)
YXIIXYIIIIII (-3.3683867783380585e-08+0j)
XYIIYXIIIIII (-3.3683867783380585e-08+0j)
YYIIXXIIIIII (-1.0331240369943508e-08+0j)
XXIIXXIIIIII (-4.401510815332408e-08+0j)
ZIIIYYIIIIII (-0.003779429302716273+0j)
ZIIIXXIIIIII (-0.003779429302716273+0j)
YZZIZYIIIIII (0.019153447679209012+0j)
XZZIZXIIIIII (0.019153447679209012+0j)
IIZYZYIIIIII (0.00034135492006829503+0j)
IIZXZXIIIIII (0.00034135492006829503+0j)
IYYYZYIIIIII (0.00034288823827153603+0j)
IXXYZYIIIIII (0.00034288823826471076+0j)
IYYXZXIIIIII (0.00034288823826471076+0j)
IXXXZXIIIIII (0.00034288823827153603+0j)
IZIYZYIIIIII (0.0003451047806609824+0j)
IZIXZXIIIIII (0.0003451047806609824+0j)
ZIIYZYIIIIII (3.131842827985457e-07+0j)
ZIIXZXIIIIII (3.131842827985457e-07+0j)
IIYZZYIIIIIZ (-2.9017878747511224e-08+0j)
IIXZZXIIIIIZ (-2.9017878747511224e-08+0j)
IIYZZYIIZIII (-2.8682974586994565e-08+0j)
IIXZZXIIZIII (-2.8682974586994565e-08+0j)
IIYZZYIZIIII (-2.511193362202853e-08+0j)
IIXZZXIZIIII (-2.511193362202853e-08+0j)
IIYZZYZIIIII (2.1699125986453156e-08+0j)
IIXZZXZIIIII (2.1699125986453156e-08+0j)
IIYIZYIIIIII (-9.238109454105826e-08+0j)
IIXIZXIIIIII (-9.238109454105826e-08+0j)
IYIZZYIIIIII (8.12290033480194e-08+0j)
IXIZZXIIIIII (8.12290033480194e-08+0j)
YZIZZYIIIIII (0.009690224732367754+0j)
XZIZZXIIIIII (0.009690224732367754+0j)
IZYZZYIIIIII (5.5811925923831965e-08+0j)
IZXZZXIIIIII (5.5811925923831965e-08+0j)
YYYZZYIIIIII (0.009515109795538872+0j)
YXXZZYIIIIII (0.009515109795527159+0j)
XYYZZXIIIIII (0.009515109795527159+0j)
XXXZZXIIIIII (0.009515109795538872+0j)
IYZZZYIIIZII (-3.1877127367331864e-08+0j)
IXZZZXIIIZII (-3.1877127367331864e-08+0j)
IYZZZYIIZIII (-2.8470385249561003e-08+0j)
IXZZZXIIZIII (-2.8470385249561003e-08+0j)
IYZZZYIZIIII (-2.5072892587481317e-08+0j)
IXZZZXIZIIII (-2.5072892587481317e-08+0j)
IYZZZYZIIIII (3.4412451769773165e-08+0j)
IXZZZXZIIIII (3.4412451769773165e-08+0j)
IYZIZYIIIIII (-3.1877127367331864e-08+0j)
IXZIZXIIIIII (-3.1877127367331864e-08+0j)
YIZZZYIIIIII (0.009586166525585119+0j)
XIZZZXIIIIII (0.009586166525585119+0j)
IIXZIXIIIIII (-3.773040123889492e-08+0j)
IIYZIYIIIIII (-3.773040123889492e-08+0j)
IXZZIXIIIIII (-3.93162258314085e-08+0j)
IYZZIYIIIIII (-3.93162258314085e-08+0j)
IIIZZIIIIIII (0.15645227586533766+0j)
YZZYZIIIIIII (-7.922282063497538e-07+0j)
XZZXZIIIIIII (-7.922282063497538e-07+0j)
IIZIZIIIIIII (0.0881328263227276+0j)
IYYIZIIIIIII (-0.06869404515102817+0j)
IXXIZIIIIIII (-0.06869404515102817+0j)
IZIIZIIIIIII (0.08738158127053888+0j)
ZIIIZIIIIIII (0.11553262665746561+0j)
YZZIYIIIIIII (0.037529342747464695+0j)
XZZIXIIIIIII (0.037529342747464695+0j)
IIZYYIIIIIII (-0.00010450721337290379+0j)
IIZXXIIIIIII (-0.00010450721337290379+0j)
IYYYYIIIIIII (-0.00010420139254843502+0j)
IXXYYIIIIIII (-0.00010420139255512571+0j)
IYYXXIIIIIII (-0.00010420139255512571+0j)
IXXXXIIIIIII (-0.00010420139254843502+0j)
IZIYYIIIIIII (-0.0001056467703730015+0j)
IZIXXIIIIIII (-0.0001056467703730015+0j)
ZIIYYIIIIIII (-1.0750150326968076e-06+0j)
ZIIXXIIIIIII (-1.0750150326968076e-06+0j)
IIYZYIIIIIZI (-3.853178114632214e-08+0j)
IIXZXIIIIIZI (-3.853178114632214e-08+0j)
IIYZYIIIZIII (-3.5484423756909556e-08+0j)
IIXZXIIIZIII (-3.5484423756909556e-08+0j)
IIYZYIIZIIII (-3.5422326949707994e-08+0j)
IIXZXIIZIIII (-3.5422326949707994e-08+0j)
IIYIYIIIIIII (-1.2397915782535024e-07+0j)
IIXIXIIIIIII (-1.2397915782535024e-07+0j)
YZIZYIIIIIII (0.019363087391858325+0j)
XZIZXIIIIIII (0.019363087391858325+0j)
IZYZYIIIIIII (-1.1178587016826092e-08+0j)
IZXZXIIIIIII (-1.1178587016826092e-08+0j)
YYYZYIIIIIII (0.01826586093791005+0j)
YXXZYIIIIIII (0.01826586093789767+0j)
XYYZXIIIIIII (0.01826586093789767+0j)
XXXZXIIIIIII (0.01826586093791005+0j)
XZXIZIIIIIII (-1.1110145365415775e-07+0j)
YZYIZIIIIIII (-1.1110145365415775e-07+0j)
IYZZYIIIIIZI (-3.123491723996708e-08+0j)
IXZZXIIIIIZI (-3.123491723996708e-08+0j)
IYZZYIIIZIII (-3.5994521847076154e-08+0j)
IXZZXIIIZIII (-3.5994521847076154e-08+0j)
IYZZYIIZIIII (-3.601332088535698e-08+0j)
IXZZXIIZIIII (-3.601332088535698e-08+0j)
IYZIYIIIIIII (-1.1006331313878973e-07+0j)
IXZIXIIIIIII (-1.1006331313878973e-07+0j)
YIZZYIIIIIII (0.019163330082123876+0j)
XIZZXIIIIIII (0.019163330082123876+0j)
XXIIZIIIIIII (-1.1574677441269037e-07+0j)
YYIIZIIIIIII (-1.1574677441269037e-07+0j)
ZIYZYIIIIIII (-1.3014349311934717e-07+0j)
ZIXZXIIIIIII (-1.3014349311934717e-07+0j)
ZYZZYIIIIIII (-1.3554836124791175e-07+0j)
ZXZZXIIIIIII (-1.3554836124791175e-07+0j)
IIZZIIIIIIII (0.10241180150136012+0j)
IYYZIIIIIIII (-0.082494488750458+0j)
IXXZIIIIIIII (-0.082494488750458+0j)
YZYZIIIIIIII (-1.4733872219765984e-07+0j)
XZXZIIIIIIII (-1.4733872219765984e-07+0j)
IZIZIIIIIIII (0.10150963339681561+0j)
YYIZIIIIIIII (-1.628569211772673e-07+0j)
XXIZIIIIIIII (-1.628569211772673e-07+0j)
ZIIZIIIIIIII (0.14311302369007634+0j)
YZIYIIIIIIII (-1.9434555283587826e-05+0j)
XZIXIIIIIIII (-1.9434555283587826e-05+0j)
YXXYIIIIIIII (1.8593675912556278e-05+0j)
YYYYIIIIIIII (1.8593675912556278e-05+0j)
XXXXIIIIIIII (1.8593675912556278e-05+0j)
XYYXIIIIIIII (1.8593675912556278e-05+0j)
YIZYIIIIIIII (-1.963762352310012e-05+0j)
XIZXIIIIIIII (-1.963762352310012e-05+0j)
IZZIIIIIIIII (0.01940876498055577+0j)
YYZIIIIIIIII (-5.331987262020278e-08+0j)
XXZIIIIIIIII (-5.331987262020278e-08+0j)
ZIZIIIIIIIII (0.08097001279982809+0j)
ZYYIIIIIIIII (-0.06248374109169513+0j)
ZXXIIIIIIIII (-0.06248374109169513+0j)
YZYIIIIIIIZI (-2.7726036066015337e-08+0j)
XZXIIIIIIIZI (-2.7726036066015337e-08+0j)
ZZIIIIIIIIII (0.080286684263338+0j)
YYIIIIIIIIZI (-3.3225898673615336e-08+0j)
XXIIIIIIIIZI (-3.3225898673615336e-08+0j)
