Jordan-Wigner mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-61.68813609254261+0j)
YZZZZZZYIIIIIYZYII (-0.00022128086392182283+0j)
XZZZZZZXIIIIIYZYII (-0.00022128086392182283+0j)
YZZZZZZYIIIIIXZXII (-0.00022128086392182283+0j)
XZZZZZZXIIIIIXZXII (-0.00022128086392182283+0j)
IIIIYZYIIIIIIYZYII (0.023292462670382822+0j)
IIIIXZXIIIIIIYZYII (0.023292462670382822+0j)
IIIIYZYIIIIIIXZXII (0.023292462670382822+0j)
IIIIXZXIIIIIIXZXII (0.023292462670382822+0j)
IYZZZYIIIIIIIYZYII (0.01706071272840706+0j)
IXZZZXIIIIIIIYZYII (0.01706071272840706+0j)
IYZZZYIIIIIIIXZXII (0.01706071272840706+0j)
IXZZZXIIIIIIIXZXII (0.01706071272840706+0j)
YZZZZYIIIIIIIYZYII (-0.0008352235916892439+0j)
XZZZZXIIIIIIIYZYII (-0.0008352235916892439+0j)
YZZZZYIIIIIIIXZXII (-0.0008352235916892439+0j)
XZZZZXIIIIIIIXZXII (-0.0008352235916892439+0j)
IIYZYIIIIIIIIYZYII (-0.0010577081856617291+0j)
IIXZXIIIIIIIIYZYII (-0.0010577081856617291+0j)
IIYZYIIIIIIIIXZXII (-0.0010577081856617291+0j)
IIXZXIIIIIIIIXZXII (-0.0010577081856617291+0j)
IIIIIIIIIIIYIZZYII (-0.01348955945791465+0j)
IIIIIIIIIIIXIZZXII (-0.01348955945791465+0j)
IIIYZZZZYIIIYZZYII (0.004003057298653024+0j)
IIIXZZZZXIIIYZZYII (0.004003057298653024+0j)
IIIYZZZZYIIIXZZXII (0.004003057298653024+0j)
IIIXZZZZXIIIXZZXII (0.004003057298653024+0j)
IYZZZZZYIIIIYZZYII (0.0002212808639218216+0j)
IXZZZZZXIIIIYZZYII (0.0002212808639218216+0j)
IYZZZZZYIIIIXZZXII (0.0002212808639218216+0j)
IXZZZZZXIIIIXZZXII (0.0002212808639218216+0j)
YZZZZZZYIIIIYZZYII (0.004519998344429634+0j)
XZZZZZZXIIIIYZZYII (0.004519998344429634+0j)
YZZZZZZYIIIIXZZXII (0.004519998344429634+0j)
XZZZZZZXIIIIXZZXII (0.004519998344429634+0j)
IIIYZZYIIIIIYZZYII (0.02329246267038284+0j)
IIIXZZXIIIIIYZZYII (0.02329246267038284+0j)
IIIYZZYIIIIIXZZXII (0.02329246267038284+0j)
IIIXZZXIIIIIXZZXII (0.02329246267038284+0j)
IYZZZYIIIIIIYZZYII (0.0008352235916892389+0j)
IXZZZXIIIIIIYZZYII (0.0008352235916892389+0j)
IYZZZYIIIIIIXZZXII (0.0008352235916892389+0j)
IXZZZXIIIIIIXZZXII (0.0008352235916892389+0j)
YZZZZYIIIIIIYZZYII (0.017060712728407066+0j)
XZZZZXIIIIIIYZZYII (0.017060712728407066+0j)
YZZZZYIIIIIIXZZXII (0.017060712728407066+0j)
XZZZZXIIIIIIXZZXII (0.017060712728407066+0j)
IIYYIIIIIIIIYZZYII (-0.0010577081856617291+0j)
IIXXIIIIIIIIYZZYII (-0.0010577081856617291+0j)
IIYYIIIIIIIIXZZXII (-0.0010577081856617291+0j)
IIXXIIIIIIIIXZZXII (-0.0010577081856617291+0j)
IIIIIIIIIIZYZZZYII (-0.012756238077833423+0j)
IIIIIIIIIIZXZZZXII (-0.012756238077833423+0j)
IIIIIIIIIZIYZZZYII (-0.01275623807783342+0j)
IIIIIIIIIZIXZZZXII (-0.01275623807783342+0j)
IIIIIIIIZIIYZZZYII (-0.016045276569507418+0j)
IIIIIIIIZIIXZZZXII (-0.016045276569507418+0j)
IIIIIIYZYIIYZZZYII (0.001528652343817547+0j)
IIIIIIXZXIIYZZZYII (0.001528652343817547+0j)
IIIIIIYZYIIXZZZXII (0.001528652343817547+0j)
IIIIIIXZXIIXZZZXII (0.001528652343817547+0j)
IIYZZZZZYIIYZZZYII (0.003771769995407497+0j)
IIXZZZZZXIIYZZZYII (0.003771769995407497+0j)
IIYZZZZZYIIXZZZXII (0.003771769995407497+0j)
IIXZZZZZXIIXZZZXII (0.003771769995407497+0j)
IIIIIIIZIIIYZZZYII (-0.016062622983098844+0j)
IIIIIIIZIIIXZZZXII (-0.016062622983098844+0j)
IIIIIYZYIIIYZZZYII (-0.0014248376313661887+0j)
IIIIIXZXIIIYZZZYII (-0.0014248376313661887+0j)
IIIIIYZYIIIXZZZXII (-0.0014248376313661887+0j)
IIIIIXZXIIIXZZZXII (-0.0014248376313661887+0j)
IIIIIIZIIIIYZZZYII (-0.024874465712370956+0j)
IIIIIIZIIIIXZZZXII (-0.024874465712370956+0j)
IIYZZZYIIIIYZZZYII (0.015953883698564434+0j)
IIXZZZXIIIIYZZZYII (0.015953883698564434+0j)
IIYZZZYIIIIXZZZXII (0.015953883698564434+0j)
IIXZZZXIIIIXZZZXII (0.015953883698564434+0j)
IIIIIZIIIIIYZZZYII (0.001278699857628652+0j)
IIIIIZIIIIIXZZZXII (0.001278699857628652+0j)
IIIIZIIIIIIYZZZYII (-0.012431851272252915+0j)
IIIIZIIIIIIXZZZXII (-0.012431851272252915+0j)
IIIZIIIIIIIYZZZYII (-0.012431851272252922+0j)
IIIZIIIIIIIXZZZXII (-0.012431851272252922+0j)
IIZIIIIIIIIYZZZYII (-0.005757008969943812+0j)
IIZIIIIIIIIXZZZXII (-0.005757008969943812+0j)
IZIIIIIIIIIYZZZYII (-0.0076128310486487496+0j)
IZIIIIIIIIIXZZZXII (-0.0076128310486487496+0j)
ZIIIIIIIIIIYZZZYII (-0.007612831048648745+0j)
ZIIIIIIIIIIXZZZXII (-0.007612831048648745+0j)
IYZZZZZZYIYZZZZYII (0.00334246821818398+0j)
IXZZZZZZXIYZZZZYII (0.00334246821818398+0j)
IYZZZZZZYIXZZZZXII (0.00334246821818398+0j)
IXZZZZZZXIXZZZZXII (0.00334246821818398+0j)
IIIIYZZYIIYZZZZYII (0.0028397750274729403+0j)
IIIIXZZXIIYZZZZYII (0.0028397750274729403+0j)
IIIIYZZYIIXZZZZXII (0.0028397750274729403+0j)
IIIIXZZXIIXZZZZXII (0.0028397750274729403+0j)
IIIYZZZYIIYZZZZYII (0.0001390239162802441+0j)
IIIXZZZXIIYZZZZYII (0.0001390239162802441+0j)
IIIYZZZYIIXZZZZXII (0.0001390239162802441+0j)
IIIXZZZXIIXZZZZXII (0.0001390239162802441+0j)
IYZZZZYIIIYZZZZYII (0.010905916307974118+0j)
IXZZZZXIIIYZZZZYII (0.010905916307974118+0j)
IYZZZZYIIIXZZZZXII (0.010905916307974118+0j)
IXZZZZXIIIXZZZZXII (0.010905916307974118+0j)
IIIIYYIIIIYZZZZYII (0.010378554223402224+0j)
IIIIXXIIIIYZZZZYII (0.010378554223402224+0j)
IIIIYYIIIIXZZZZXII (0.010378554223402224+0j)
IIIIXXIIIIXZZZZXII (0.010378554223402224+0j)
IIIYZYIIIIYZZZZYII (0.0005080920986717115+0j)
IIIXZXIIIIYZZZZYII (0.0005080920986717115+0j)
IIIYZYIIIIXZZZZXII (0.0005080920986717115+0j)
IIIXZXIIIIXZZZZXII (0.0005080920986717115+0j)
IYYIIIIIIIYZZZZYII (-0.005143407029184672+0j)
IXXIIIIIIIYZZZZYII (-0.005143407029184672+0j)
IYYIIIIIIIXZZZZXII (-0.005143407029184672+0j)
IXXIIIIIIIXZZZZXII (-0.005143407029184672+0j)
YZZZZZZZYYZZZZZYII (0.003342468218183982+0j)
XZZZZZZZXYZZZZZYII (0.003342468218183982+0j)
YZZZZZZZYXZZZZZXII (0.003342468218183982+0j)
XZZZZZZZXXZZZZZXII (0.003342468218183982+0j)
IIIIYZZYIYZZZZZYII (-0.00013902391628024477+0j)
IIIIXZZXIYZZZZZYII (-0.00013902391628024477+0j)
IIIIYZZYIXZZZZZXII (-0.00013902391628024477+0j)
IIIIXZZXIXZZZZZXII (-0.00013902391628024477+0j)
IIIYZZZYIYZZZZZYII (0.0028397750274729403+0j)
IIIXZZZXIYZZZZZYII (0.0028397750274729403+0j)
IIIYZZZYIXZZZZZXII (0.0028397750274729403+0j)
IIIXZZZXIXZZZZZXII (0.0028397750274729403+0j)
YZZZZZYIIYZZZZZYII (0.010905916307974122+0j)
XZZZZZXIIYZZZZZYII (0.010905916307974122+0j)
YZZZZZYIIXZZZZZXII (0.010905916307974122+0j)
XZZZZZXIIXZZZZZXII (0.010905916307974122+0j)
IIIIYYIIIYZZZZZYII (-0.0005080920986717143+0j)
IIIIXXIIIYZZZZZYII (-0.0005080920986717143+0j)
IIIIYYIIIXZZZZZXII (-0.0005080920986717143+0j)
IIIIXXIIIXZZZZZXII (-0.0005080920986717143+0j)
IIIYZYIIIYZZZZZYII (0.010378554223402227+0j)
IIIXZXIIIYZZZZZYII (0.010378554223402227+0j)
IIIYZYIIIXZZZZZXII (0.010378554223402227+0j)
IIIXZXIIIXZZZZZXII (0.010378554223402227+0j)
YZYIIIIIIYZZZZZYII (-0.005143407029184674+0j)
XZXIIIIIIYZZZZZYII (-0.005143407029184674+0j)
YZYIIIIIIXZZZZZXII (-0.005143407029184674+0j)
XZXIIIIIIXZZZZZXII (-0.005143407029184674+0j)
IIIIIIIIIIIIIZZIII (0.10095198316933252+0j)
IIIIIIIIIIIIZIZIII (0.10095198316933257+0j)
IIIIIIIIIIIZIIZIII (0.07855163694481092+0j)
IIIIIIIIIIZIIIZIII (0.09969879673275409+0j)
IIIIIIIIIZIIIIZIII (0.09969879673275411+0j)
IIIIIIIIZIIIIIZIII (0.1469824613030027+0j)
IIIIIIYZYIIIIIZIII (0.002907543145240808+0j)
IIIIIIXZXIIIIIZIII (0.002907543145240808+0j)
IIYZZZZZYIIIIIZIII (0.0011778949186724648+0j)
IIXZZZZZXIIIIIZIII (0.0011778949186724648+0j)
IIIIIIIZIIIIIIZIII (0.14697008934301922+0j)
IIIIIYZYIIIIIIZIII (0.0013303603596601476+0j)
IIIIIXZXIIIIIIZIII (0.0013303603596601476+0j)
IIIIIIZIIIIIIIZIII (0.11277343373796819+0j)
IIYZZZYIIIIIIIZIII (0.001278699857628652+0j)
IIXZZZXIIIIIIIZIII (0.001278699857628652+0j)
IIIIIZIIIIIIIIZIII (0.11960704716998222+0j)
IIIIZIIIIIIIIIZIII (0.11222990619051947+0j)
IIIZIIIIIIIIIIZIII (0.11222990619051952+0j)
IIZIIIIIIIIIIIZIII (0.12207476173135792+0j)
IZIIIIIIIIIIIIZIII (0.11778618326370402+0j)
ZIIIIIIIIIIIIIZIII (0.11778618326370406+0j)
IIIIIIIIIIYYIYYIII (-0.0011501870485405294+0j)
IIIIIIIIIIXXIYYIII (0.02445278538551806+0j)
IIIIIIIIIIYXIXYIII (-0.02560297243405859+0j)
IIIIIIIIIIXYIYXIII (-0.02560297243405859+0j)
IIIIIIIIIIYYIXXIII (0.02445278538551806+0j)
IIIIIIIIIIXXIXXIII (-0.0011501870485405294+0j)
IIIIIIIIIYZYIYYIII (5.630851260961142e-05+0j)
IIIIIIIIIXZXIYYIII (-0.0011971096144472466+0j)
IIIIIIIIIYZXIXYIII (0.0012534181270568582+0j)
IIIIIIIIIXZYIYXIII (0.0012534181270568582+0j)
IIIIIIIIIYZYIXXIII (-0.0011971096144472466+0j)
IIIIIIIIIXZXIXXIII (5.630851260961142e-05+0j)
IYZZZZZZYIIIIYYIII (0.0031814748140997877+0j)
IXZZZZZZXIIIIYYIII (0.0031814748140997877+0j)
IYZZZZZZYIIIIXXIII (0.0031814748140997877+0j)
IXZZZZZZXIIIIXXIII (0.0031814748140997877+0j)
YZZZZZZZYIIIIYYIII (-0.00015575215780269427+0j)
XZZZZZZZXIIIIYYIII (-0.00015575215780269427+0j)
YZZZZZZZYIIIIXXIII (-0.00015575215780269427+0j)
XZZZZZZZXIIIIXXIII (-0.00015575215780269427+0j)
IIIIYZZYIIIIIYYIII (0.002673438660849139+0j)
IIIIXZZXIIIIIYYIII (0.002673438660849139+0j)
IIIIYZZYIIIIIXXIII (0.002673438660849139+0j)
IIIIXZZXIIIIIXXIII (0.002673438660849139+0j)
IYZZZZYIIIIIIYYIII (0.010378554223402224+0j)
IXZZZZXIIIIIIYYIII (0.010378554223402224+0j)
IYZZZZYIIIIIIXXIII (0.010378554223402224+0j)
IXZZZZXIIIIIIXXIII (0.010378554223402224+0j)
YZZZZZYIIIIIIYYIII (-0.0005080920986717143+0j)
XZZZZZXIIIIIIYYIII (-0.0005080920986717143+0j)
YZZZZZYIIIIIIXXIII (-0.0005080920986717143+0j)
XZZZZZXIIIIIIXXIII (-0.0005080920986717143+0j)
IIIIYYIIIIIIIYYIII (0.01127792302118695+0j)
IIIIXXIIIIIIIYYIII (0.01127792302118695+0j)
IIIIYYIIIIIIIXXIII (0.01127792302118695+0j)
IIIIXXIIIIIIIXXIII (0.01127792302118695+0j)
IYYIIIIIIIIIIYYIII (-0.0074312135126374515+0j)
IXXIIIIIIIIIIYYIII (-0.0074312135126374515+0j)
IYYIIIIIIIIIIXXIII (-0.0074312135126374515+0j)
IXXIIIIIIIIIIXXIII (-0.0074312135126374515+0j)
YZYIIIIIIIIIIYYIII (0.00036380220096550475+0j)
XZXIIIIIIIIIIYYIII (0.00036380220096550475+0j)
YZYIIIIIIIIIIXXIII (0.00036380220096550475+0j)
XZXIIIIIIIIIIXXIII (0.00036380220096550475+0j)
IIIIIIIIIIYYYZYIII (-5.630851260961115e-05+0j)
IIIIIIIIIIXXYZYIII (0.0011971096144472414+0j)
IIIIIIIIIIYXXZYIII (-0.0012534181270568525+0j)
IIIIIIIIIIXYYZXIII (-0.0012534181270568525+0j)
IIIIIIIIIIYYXZXIII (0.0011971096144472414+0j)
IIIIIIIIIIXXXZXIII (-5.630851260961115e-05+0j)
IIIIIIIIIYZYYZYIII (-0.001150187048540525+0j)
IIIIIIIIIXZXYZYIII (0.024452785385518063+0j)
IIIIIIIIIYZXXZYIII (-0.025602972434058593+0j)
IIIIIIIIIXZYYZXIII (-0.025602972434058593+0j)
IIIIIIIIIYZYXZXIII (0.024452785385518063+0j)
IIIIIIIIIXZXXZXIII (-0.001150187048540525+0j)
IYZZZZZZYIIIYZYIII (0.00015575215780269354+0j)
IXZZZZZZXIIIYZYIII (0.00015575215780269354+0j)
IYZZZZZZYIIIXZXIII (0.00015575215780269354+0j)
IXZZZZZZXIIIXZXIII (0.00015575215780269354+0j)
YZZZZZZZYIIIYZYIII (0.003181474814099788+0j)
XZZZZZZZXIIIYZYIII (0.003181474814099788+0j)
YZZZZZZZYIIIXZXIII (0.003181474814099788+0j)
XZZZZZZZXIIIXZXIII (0.003181474814099788+0j)
IIIYZZZYIIIIYZYIII (0.002673438660849139+0j)
IIIXZZZXIIIIYZYIII (0.002673438660849139+0j)
IIIYZZZYIIIIXZXIII (0.002673438660849139+0j)
IIIXZZZXIIIIXZXIII (0.002673438660849139+0j)
IYZZZZYIIIIIYZYIII (0.0005080920986717115+0j)
IXZZZZXIIIIIYZYIII (0.0005080920986717115+0j)
IYZZZZYIIIIIXZXIII (0.0005080920986717115+0j)
IXZZZZXIIIIIXZXIII (0.0005080920986717115+0j)
YZZZZZYIIIIIYZYIII (0.010378554223402227+0j)
XZZZZZXIIIIIYZYIII (0.010378554223402227+0j)
YZZZZZYIIIIIXZXIII (0.010378554223402227+0j)
XZZZZZXIIIIIXZXIII (0.010378554223402227+0j)
IIIYZYIIIIIIYZYIII (0.011277923021186954+0j)
IIIXZXIIIIIIYZYIII (0.011277923021186954+0j)
IIIYZYIIIIIIXZXIII (0.011277923021186954+0j)
IIIXZXIIIIIIXZXIII (0.011277923021186954+0j)
IYYIIIIIIIIIYZYIII (-0.00036380220096550285+0j)
IXXIIIIIIIIIYZYIII (-0.00036380220096550285+0j)
IYYIIIIIIIIIXZXIII (-0.00036380220096550285+0j)
IXXIIIIIIIIIXZXIII (-0.00036380220096550285+0j)
YZYIIIIIIIIIYZYIII (-0.0074312135126374515+0j)
XZXIIIIIIIIIYZYIII (-0.0074312135126374515+0j)
YZYIIIIIIIIIXZXIII (-0.0074312135126374515+0j)
XZXIIIIIIIIIXZXIII (-0.0074312135126374515+0j)
IIIIIIIYYIIYZZYIII (-0.0507494809883227+0j)
IIIIIIIXXIIYZZYIII (-0.0507494809883227+0j)
IIIIIIIYYIIXZZXIII (-0.0507494809883227+0j)
IIIIIIIXXIIXZZXIII (-0.0507494809883227+0j)
IIIIIYZZYIIYZZYIII (-0.0006110374730380234+0j)
IIIIIXZZXIIYZZYIII (-0.0006110374730380234+0j)
IIIIIYZZYIIXZZXIII (-0.0006110374730380234+0j)
IIIIIXZZXIIXZZXIII (-0.0006110374730380234+0j)
IIIIIIYYIIIYZZYIII (0.0026398981309504565+0j)
IIIIIIXXIIIYZZYIII (0.0026398981309504565+0j)
IIIIIIYYIIIXZZXIII (0.0026398981309504565+0j)
IIIIIIXXIIIXZZXIII (0.0026398981309504565+0j)
IIYZZZZYIIIYZZYIII (0.003699453014814527+0j)
IIXZZZZXIIIYZZYIII (0.003699453014814527+0j)
IIYZZZZYIIIXZZXIII (0.003699453014814527+0j)
IIXZZZZXIIIXZZXIII (0.003699453014814527+0j)
IIIIIYYIIIIYZZYIII (-0.024131474077341626+0j)
IIIIIXXIIIIYZZYIII (-0.024131474077341626+0j)
IIIIIYYIIIIXZZXIII (-0.024131474077341626+0j)
IIIIIXXIIIIXZZXIII (-0.024131474077341626+0j)
IIYZZYIIIIIYZZYIII (0.04352312478654701+0j)
IIXZZXIIIIIYZZYIII (0.04352312478654701+0j)
IIYZZYIIIIIXZZXIII (0.04352312478654701+0j)
IIXZZXIIIIIXZZXIII (0.04352312478654701+0j)
IYZZYIIIIIIYZZYIII (-0.03188399889815551+0j)
IXZZXIIIIIIYZZYIII (-0.03188399889815551+0j)
IYZZYIIIIIIXZZXIII (-0.03188399889815551+0j)
IXZZXIIIIIIXZZXIII (-0.03188399889815551+0j)
YZZZYIIIIIIYZZYIII (0.0015609118154127513+0j)
XZZZXIIIIIIYZZYIII (0.0015609118154127513+0j)
YZZZYIIIIIIXZZXIII (0.0015609118154127513+0j)
XZZZXIIIIIIXZZXIII (0.0015609118154127513+0j)
IYZYIIIIIIIYZZYIII (-0.0015609118154127444+0j)
IXZXIIIIIIIYZZYIII (-0.0015609118154127444+0j)
IYZYIIIIIIIXZZXIII (-0.0015609118154127444+0j)
IXZXIIIIIIIXZZXIII (-0.0015609118154127444+0j)
YZZYIIIIIIIYZZYIII (-0.03188399889815551+0j)
XZZXIIIIIIIYZZYIII (-0.03188399889815551+0j)
YZZYIIIIIIIXZZXIII (-0.03188399889815551+0j)
XZZXIIIIIIIXZZXIII (-0.03188399889815551+0j)
IIIIYZZZYIYZZZYIII (0.003686183693462721+0j)
IIIIXZZZXIYZZZYIII (0.003686183693462721+0j)
IIIIYZZZYIXZZZXIII (0.003686183693462721+0j)
IIIIXZZZXIXZZZXIII (0.003686183693462721+0j)
IIIYZZZZYIYZZZYIII (0.0001804606661569234+0j)
IIIXZZZZXIYZZZYIII (0.0001804606661569234+0j)
IIIYZZZZYIXZZZXIII (0.0001804606661569234+0j)
IIIXZZZZXIXZZZXIII (0.0001804606661569234+0j)
IYZZZZZYIIYZZZYIII (0.004344970845044504+0j)
IXZZZZZXIIYZZZYIII (0.004344970845044504+0j)
IYZZZZZYIIXZZZXIII (0.004344970845044504+0j)
IXZZZZZXIIXZZZXIII (0.004344970845044504+0j)
IIIIYZYIIIYZZZYIII (0.01706071272840706+0j)
IIIIXZXIIIYZZZYIII (0.01706071272840706+0j)
IIIIYZYIIIXZZZXIII (0.01706071272840706+0j)
IIIIXZXIIIXZZZXIII (0.01706071272840706+0j)
IIIYZZYIIIYZZZYIII (0.0008352235916892389+0j)
IIIXZZXIIIYZZZYIII (0.0008352235916892389+0j)
IIIYZZYIIIXZZZXIII (0.0008352235916892389+0j)
IIIXZZXIIIXZZZXIII (0.0008352235916892389+0j)
IYZZZYIIIIYZZZYIII (0.018087386530949937+0j)
IXZZZXIIIIYZZZYIII (0.018087386530949937+0j)
IYZZZYIIIIXZZZXIII (0.018087386530949937+0j)
IXZZZXIIIIXZZZXIII (0.018087386530949937+0j)
IIYZYIIIIIYZZZYIII (-0.006281026464096923+0j)
IIXZXIIIIIYZZZYIII (-0.006281026464096923+0j)
IIYZYIIIIIXZZZXIII (-0.006281026464096923+0j)
IIXZXIIIIIXZZZXIII (-0.006281026464096923+0j)
IIYYIIIIIIYZZZYIII (-0.0003074936883558917+0j)
IIXXIIIIIIYZZZYIII (-0.0003074936883558917+0j)
IIYYIIIIIIXZZZXIII (-0.0003074936883558917+0j)
IIXXIIIIIIXZZZXIII (-0.0003074936883558917+0j)
IIIIYZZZYYZZZZYIII (-0.00018046066615692426+0j)
IIIIXZZZXYZZZZYIII (-0.00018046066615692426+0j)
IIIIYZZZYXZZZZXIII (-0.00018046066615692426+0j)
IIIIXZZZXXZZZZXIII (-0.00018046066615692426+0j)
IIIYZZZZYYZZZZYIII (0.003686183693462723+0j)
IIIXZZZZXYZZZZYIII (0.003686183693462723+0j)
IIIYZZZZYXZZZZXIII (0.003686183693462723+0j)
IIIXZZZZXXZZZZXIII (0.003686183693462723+0j)
YZZZZZZYIYZZZZYIII (0.004344970845044504+0j)
XZZZZZZXIYZZZZYIII (0.004344970845044504+0j)
YZZZZZZYIXZZZZXIII (0.004344970845044504+0j)
XZZZZZZXIXZZZZXIII (0.004344970845044504+0j)
IIIIYZYIIYZZZZYIII (-0.0008352235916892439+0j)
IIIIXZXIIYZZZZYIII (-0.0008352235916892439+0j)
IIIIYZYIIXZZZZXIII (-0.0008352235916892439+0j)
IIIIXZXIIXZZZZXIII (-0.0008352235916892439+0j)
IIIYZZYIIYZZZZYIII (0.017060712728407066+0j)
IIIXZZXIIYZZZZYIII (0.017060712728407066+0j)
IIIYZZYIIXZZZZXIII (0.017060712728407066+0j)
IIIXZZXIIXZZZZXIII (0.017060712728407066+0j)
YZZZZYIIIYZZZZYIII (0.018087386530949948+0j)
XZZZZXIIIYZZZZYIII (0.018087386530949948+0j)
YZZZZYIIIXZZZZXIII (0.018087386530949948+0j)
XZZZZXIIIXZZZZXIII (0.018087386530949948+0j)
IIYZYIIIIYZZZZYIII (0.00030749368835589333+0j)
IIXZXIIIIYZZZZYIII (0.00030749368835589333+0j)
IIYZYIIIIXZZZZXIII (0.00030749368835589333+0j)
IIXZXIIIIXZZZZXIII (0.00030749368835589333+0j)
IIYYIIIIIYZZZZYIII (-0.0062810264640969235+0j)
IIXXIIIIIYZZZZYIII (-0.0062810264640969235+0j)
IIYYIIIIIXZZZZXIII (-0.0062810264640969235+0j)
IIXXIIIIIXZZZZXIII (-0.0062810264640969235+0j)
IIIIIIIIIIIIZZIIII (0.11340678340691215+0j)
IIIIIIIIIIIZIZIIII (0.11074579074002461+0j)
IIIIIIIIIIZIIZIIII (0.08745522501977217+0j)
IIIIIIIIIYYIIZIIII (-0.0013389343278679736+0j)
IIIIIIIIIXXIIZIIII (-0.0013389343278679736+0j)
IIIIIIIIIZIIIZIIII (0.11473944715891594+0j)
IIIIIIIIZIIIIZIIII (0.15111911817273477+0j)
IIIIIIYZYIIIIZIIII (0.0006643142655695744+0j)
IIIIIIXZXIIIIZIIII (0.0006643142655695744+0j)
IIYZZZZZYIIIIZIIII (-0.0021240937811870487+0j)
IIXZZZZZXIIIIZIIII (-0.0021240937811870487+0j)
IIIIIIIZIIIIIZIIII (0.15113123336739737+0j)
IIIIIYZYIIIIIZIIII (0.001884046663970402+0j)
IIIIIXZXIIIIIZIIII (0.001884046663970402+0j)
IIIIIIZIIIIIIZIIII (0.13271283266173783+0j)
IIYZZZYIIIIIIZIIII (-0.012431851272252915+0j)
IIXZZZXIIIIIIZIIII (-0.012431851272252915+0j)
IIIIIZIIIIIIIZIIII (0.11222990619051947+0j)
IIIIZIIIIIIIIZIIII (0.12916055194795117+0j)
IIIZIIIIIIIIIZIIII (0.11865803958725851+0j)
IIZIIIIIIIIIIZIIII (0.11645829653653463+0j)
IZIIIIIIIIIIIZIIII (0.1290338509785125+0j)
YYIIIIIIIIIIIZIIII (0.000491287501512594+0j)
XXIIIIIIIIIIIZIIII (0.000491287501512594+0j)
ZIIIIIIIIIIIIZIIII (0.1190226076736981+0j)
IIIIIIIIIIZIYYIIII (0.001338934327867988+0j)
IIIIIIIIIIZIXXIIII (0.001338934327867988+0j)
IIIIIIIIIYYIYYIIII (0.0009016616756398542+0j)
IIIIIIIIIXXIYYIIII (-0.028185883814783638+0j)
IIIIIIIIIYXIXYIIII (0.029087545490423493+0j)
IIIIIIIIIXYIYXIIII (0.029087545490423493+0j)
IIIIIIIIIYYIXXIIII (-0.028185883814783638+0j)
IIIIIIIIIXXIXXIIII (0.0009016616756398542+0j)
IIIIIIIIIZIIYYIIII (-0.0013389343278679493+0j)
IIIIIIIIIZIIXXIIII (-0.0013389343278679493+0j)
IIIYYIIIIIIIYYIIII (0.005251256180346358+0j)
IIIXXIIIIIIIYYIIII (0.005251256180346358+0j)
IIIYYIIIIIIIXXIIII (0.005251256180346358+0j)
IIIXXIIIIIIIXXIIII (0.005251256180346358+0j)
IZIIIIIIIIIIYYIIII (-0.0004912875015125693+0j)
IZIIIIIIIIIIXXIIII (-0.0004912875015125693+0j)
YYIIIIIIIIIIYYIIII (0.0050056216524072055+0j)
XXIIIIIIIIIIYYIIII (0.0050056216524072055+0j)
YYIIIIIIIIIIXXIIII (0.0050056216524072055+0j)
XXIIIIIIIIIIXXIIII (0.0050056216524072055+0j)
ZIIIIIIIIIIIYYIIII (0.0004912875015126161+0j)
ZIIIIIIIIIIIXXIIII (0.0004912875015126161+0j)
IIIIYZZZYIIYZYIIII (-0.0007058942480013083+0j)
IIIIXZZZXIIYZYIIII (-0.0007058942480013083+0j)
IIIIYZZZYIIXZXIIII (-0.0007058942480013083+0j)
IIIIXZZZXIIXZXIIII (-0.0007058942480013083+0j)
IYZZZZZYIIIYZYIIII (-0.0009545855405716119+0j)
IXZZZZZXIIIYZYIIII (-0.0009545855405716119+0j)
IYZZZZZYIIIXZXIIII (-0.0009545855405716119+0j)
IXZZZZZXIIIXZXIIII (-0.0009545855405716119+0j)
YZZZZZZYIIIYZYIIII (4.673265275977027e-05+0j)
XZZZZZZXIIIYZYIIII (4.673265275977027e-05+0j)
YZZZZZZYIIIXZXIIII (4.673265275977027e-05+0j)
XZZZZZZXIIIXZXIIII (4.673265275977027e-05+0j)
IIIIYZYIIIIYZYIIII (-0.0010577081856617291+0j)
IIIIXZXIIIIYZYIIII (-0.0010577081856617291+0j)
IIIIYZYIIIIXZXIIII (-0.0010577081856617291+0j)
IIIIXZXIIIIXZXIIII (-0.0010577081856617291+0j)
IYZZZYIIIIIYZYIIII (-0.006281026464096923+0j)
IXZZZXIIIIIYZYIIII (-0.006281026464096923+0j)
IYZZZYIIIIIXZXIIII (-0.006281026464096923+0j)
IXZZZXIIIIIXZXIIII (-0.006281026464096923+0j)
YZZZZYIIIIIYZYIIII (0.00030749368835589333+0j)
XZZZZXIIIIIYZYIIII (0.00030749368835589333+0j)
YZZZZYIIIIIXZXIIII (0.00030749368835589333+0j)
XZZZZXIIIIIXZXIIII (0.00030749368835589333+0j)
IIYZYIIIIIIYZYIIII (0.0057125057965100165+0j)
IIXZXIIIIIIYZYIIII (0.0057125057965100165+0j)
IIYZYIIIIIIXZXIIII (0.0057125057965100165+0j)
IIXZXIIIIIIXZXIIII (0.0057125057965100165+0j)
IIIIIIIYYIYZZYIIII (0.060942366544481145+0j)
IIIIIIIXXIYZZYIIII (0.060942366544481145+0j)
IIIIIIIYYIXZZXIIII (0.060942366544481145+0j)
IIIIIIIXXIXZZXIIII (0.060942366544481145+0j)
