Bravyi-Kitaev mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-62.50754225107464+0j)
IIZZIIIIIIIIIIIIZIXZ (-0.0019133225125290017+0j)
IIZZIIIIIIIIIIIIIZXI (0.0019133225125290017+0j)
IZIIIIIIIIIIIIIIZIXZ (-0.001913322512529003+0j)
IZIIIIIIIIIIIIIIIZXI (0.001913322512529003+0j)
ZZZIIIIIIIIIIIIIZIXZ (-0.00501288239529606+0j)
ZZZIIIIIIIIIIIIIIZXI (0.00501288239529606+0j)
IIIIIIIIXIYIYIIZXIXZ (-0.0004803828766496215+0j)
IIIIIIIIXIXZYIIZXIYI (0.0004803828766496215+0j)
IIIIIIIIIIIIZXYYXIXZ (0.00038138017060560143+0j)
IIIIIIIIIIIIIXXYYIXZ (-0.0002904266466428986+0j)
IIIIIIIIIIIIZYYXXIXZ (-9.095352396270282e-05+0j)
IIIIIIIIIIIIIYXYYIYI (9.095352396270282e-05+0j)
IIIIIIIIIIIIZXYXXIYI (-0.0002904266466428986+0j)
IIIIIIIIIIIIIXXXYIYI (0.00038138017060560143+0j)
IIIIIIIIXIXYYXYYXIXZ (1.7969368952144383e-05+0j)
IIIIIIIIXIXXYYYYXIXZ (-1.36839405120966e-05+0j)
IIIIIIIIXIXYYYYXXIXZ (-4.28542844004778e-06+0j)
IIIIIIIIXIXXYXYYXIYI (-4.28542844004778e-06+0j)
IIIIIIIIXIXYYXYXXIYI (-1.36839405120966e-05+0j)
IIIIIIIIXIXXYYYXXIYI (1.7969368952144383e-05+0j)
XIYIYIIIXXZIZIXYYIXZ (0.0027324072502252525+0j)
XIXZYIIIXYZIZIXYYIXZ (-0.0027324072502252525+0j)
XIYIYIIIXXZIZIXXYIYI (-0.0027324072502252525+0j)
XIXZYIIIXYZIZIXXYIYI (0.0027324072502252525+0j)
XYZIYIIIXXZIZIXYYIXZ (-0.00012874196875219154+0j)
XXZIYIIIXYZIZIXYYIXZ (0.00012874196875219154+0j)
XYZIYIIIXXZIZIXXYIYI (0.00012874196875219154+0j)
XXZIYIIIXYZIZIXXYIYI (-0.00012874196875219154+0j)
IIIIIYZIYZZIIIXYYIXZ (0.0022532350607875813+0j)
IIIIIXZIXIIIIIXYYIXZ (0.0022532350607875813+0j)
IIIIIYZIYZZIIIXXYIYI (-0.0022532350607875813+0j)
IIIIIXZIXIIIIIXXYIYI (-0.0022532350607875813+0j)
XIYIYIXXZIIIZIXYYIXZ (0.0028400253608243725+0j)
XIXZYIXYZIIIZIXYYIXZ (-0.0028400253608243725+0j)
XIYIYIXXZIIIZIXXYIYI (-0.0028400253608243725+0j)
XIXZYIXYZIIIZIXXYIYI (0.0028400253608243725+0j)
XYZIYIXXZIIIZIXYYIXZ (-0.00013381257725346072+0j)
XXZIYIXYZIIIZIXYYIXZ (0.00013381257725346072+0j)
XYZIYIXXZIIIZIXXYIYI (0.00013381257725346072+0j)
XXZIYIXYZIIIZIXXYIYI (-0.00013381257725346072+0j)
IIIIIYYZIIIIIIXYYIXZ (0.002673438660849139+0j)
IIIIIXXIIIIIIIXYYIXZ (0.002673438660849139+0j)
IIIIIYYZIIIIIIXXYIYI (-0.002673438660849139+0j)
IIIIIXXIIIIIIIXXYIYI (-0.002673438660849139+0j)
YIIIYXZIZIIIZIXYYIXZ (-0.0019850289147330144+0j)
XZZIYYZIZIIIZIXYYIXZ (0.0019850289147330144+0j)
YIIIYXZIZIIIZIXXYIYI (0.0019850289147330144+0j)
XZZIYYZIZIIIZIXXYIYI (-0.0019850289147330144+0j)
IIZXIIIIIIIIIIXYYIXZ (0.0013360498603070933+0j)
IIIXIIIIIIIIIIXYYIXZ (-0.0013360498603070933+0j)
IIZXIIIIIIIIIIXXYIYI (-0.0013360498603070933+0j)
IIIXIIIIIIIIIIXXYIYI (0.0013360498603070933+0j)
IYYXIIIIIIIIIIXYYIXZ (6.295023897072662e-05+0j)
IXYYIIIIIIIIIIXYYIXZ (-6.295023897072662e-05+0j)
IYYXIIIIIIIIIIXXYIYI (-6.295023897072662e-05+0j)
IXYYIIIIIIIIIIXXYIYI (6.295023897072662e-05+0j)
IIIIIIIIXIYIYIZZXIXZ (-0.00048038287664962167+0j)
IIIIIIIIXIXZYIZZXIYI (0.00048038287664962167+0j)
IIIIIIIIIIIIZXXIXIXZ (-1.7969368952144285e-05+0j)
IIIIIIIIIIIIIXYIYIXZ (-1.3683940512096535e-05+0j)
IIIIIIIIIIIIZYYZXIXZ (-4.285428440047748e-06+0j)
IIIIIIIIIIIIIYYIYIYI (4.285428440047748e-06+0j)
IIIIIIIIIIIIZXYZXIYI (-1.3683940512096535e-05+0j)
IIIIIIIIIIIIIXXZYIYI (1.7969368952144285e-05+0j)
IIIIIIIIXIXYYXXIXIXZ (0.00038138017060560214+0j)
IIIIIIIIXIXXYYXIXIXZ (-0.00029042664664289764+0j)
IIIIIIIIXIXYYYYZXIXZ (9.095352396270434e-05+0j)
IIIIIIIIXIXXYXXIXIYI (-9.095352396270434e-05+0j)
IIIIIIIIXIXYYXYZXIYI (0.00029042664664289764+0j)
IIIIIIIIXIXXYYYZXIYI (-0.00038138017060560214+0j)
XIYIYIIIXXZIZIYIYIXZ (0.00012874196875219078+0j)
XIXZYIIIXYZIZIYIYIXZ (-0.00012874196875219078+0j)
XIYIYIIIXXZIZIXZYIYI (-0.00012874196875219078+0j)
XIXZYIIIXYZIZIXZYIYI (0.00012874196875219078+0j)
XYZIYIIIXXZIZIYIYIXZ (0.0027324072502252533+0j)
XXZIYIIIXYZIZIYIYIXZ (-0.0027324072502252533+0j)
XYZIYIIIXXZIZIXZYIYI (-0.0027324072502252533+0j)
XXZIYIIIXYZIZIXZYIYI (0.0027324072502252533+0j)
IIIIZIIIXZZIZIYIYIXZ (-0.002253235060787583+0j)
IIIIIZZIXIIIIIYIYIXZ (0.002253235060787583+0j)
IIIIZIIIXZZIZIXZYIYI (0.002253235060787583+0j)
IIIIIZZIXIIIIIXZYIYI (-0.002253235060787583+0j)
XIYIYIXXZIIIZIYIYIXZ (0.00013381257725345988+0j)
XIXZYIXYZIIIZIYIYIXZ (-0.00013381257725345988+0j)
XIYIYIXXZIIIZIXZYIYI (-0.00013381257725345988+0j)
XIXZYIXYZIIIZIXZYIYI (0.00013381257725345988+0j)
XYZIYIXXZIIIZIYIYIXZ (0.0028400253608243738+0j)
XXZIYIXYZIIIZIYIYIXZ (-0.0028400253608243738+0j)
XYZIYIXXZIIIZIXZYIYI (-0.0028400253608243738+0j)
XXZIYIXYZIIIZIXZYIYI (0.0028400253608243738+0j)
IIIIZIXZZIIIZIYIYIXZ (-0.00267343866084914+0j)
IIIIIZXIIIIIIIYIYIXZ (0.00267343866084914+0j)
IIIIZIXZZIIIZIXZYIYI (0.00267343866084914+0j)
IIIIIZXIIIIIIIXZYIYI (-0.00267343866084914+0j)
YIIIYZZIZIIIZIYIYIXZ (-0.0019850289147330153+0j)
XZZIXIIIIIIIIIYIYIXZ (-0.0019850289147330153+0j)
YIIIYZZIZIIIZIXZYIYI (0.0019850289147330153+0j)
XZZIXIIIIIIIIIXZYIYI (0.0019850289147330153+0j)
IIZXIIIIIIIIIIYIYIXZ (6.295023897072624e-05+0j)
IIIXIIIIIIIIIIYIYIXZ (-6.295023897072624e-05+0j)
IIZXIIIIIIIIIIXZYIYI (-6.295023897072624e-05+0j)
IIIXIIIIIIIIIIXZYIYI (6.295023897072624e-05+0j)
IYYXIIIIIIIIIIYIYIXZ (-0.0013360498603070938+0j)
IXYYIIIIIIIIIIYIYIXZ (0.0013360498603070938+0j)
IYYXIIIIIIIIIIXZYIYI (0.0013360498603070938+0j)
IXYYIIIIIIIIIIXZYIYI (-0.0013360498603070938+0j)
IIIIIIIIXIYIYZIIXIXZ (-0.0011534889430008229+0j)
IIIIIIIIXIXZYZIIXIYI (0.0011534889430008229+0j)
IIIIIIIIZXZIIYZIYIXZ (-0.010839291580633688+0j)
IIIIIIIIIXIIIYZIYIXZ (0.010839291580633688+0j)
IIIIIIIIZXZIIXZIYIYI (0.010839291580633688+0j)
IIIIIIIIIXIIIXZIYIYI (-0.010839291580633688+0j)
IIIIIIYIYXZIIYZIYIXZ (-0.002891498346649748+0j)
IIIIIIXZYYZIIYZIYIXZ (0.002891498346649748+0j)
IIIIIIYIYXZIIXZIYIYI (0.002891498346649748+0j)
IIIIIIXZYYZIIXZIYIYI (-0.002891498346649748+0j)
YIIIYIIIXXZIZYZIYIXZ (-0.0019154368047033228+0j)
XZZIYIIIXYZIZYZIYIXZ (0.0019154368047033228+0j)
YIIIYIIIXXZIZXZIYIYI (0.0019154368047033228+0j)
XZZIYIIIXYZIZXZIYIYI (-0.0019154368047033228+0j)
IIIIIIXYYZZIIYZIYIXZ (-0.0012511006002572345+0j)
IIIIIIXXXIIIIYZIYIXZ (-0.0012511006002572345+0j)
IIIIIIXYYZZIIXZIYIYI (0.0012511006002572345+0j)
IIIIIIXXXIIIIXZIYIYI (0.0012511006002572345+0j)
XIXYYIIIXZZIZYZIYIXZ (0.002924741957384733+0j)
XIXXYIIIYIIIZYZIYIXZ (-0.002924741957384733+0j)
XIXYYIIIXZZIZXZIYIYI (-0.002924741957384733+0j)
XIXXYIIIYIIIZXZIYIYI (0.002924741957384733+0j)
IIIIIIZXIIIIIYZIYIXZ (0.0007525496132019954+0j)
IIIIIIIXIIIIIYZIYIXZ (-0.0007525496132019954+0j)
IIIIIIZXIIIIIXZIYIYI (-0.0007525496132019954+0j)
IIIIIIIXIIIIIXZIYIYI (0.0007525496132019954+0j)
YIIIYIXXZIIIZYZIYIXZ (-0.0025591698717171672+0j)
XZZIYIXYZIIIZYZIYIXZ (0.0025591698717171672+0j)
YIIIYIXXZIIIZXZIYIYI (0.0025591698717171672+0j)
XZZIYIXYZIIIZXZIYIYI (-0.0025591698717171672+0j)
XIXYYIXZZIIIZYZIYIXZ (0.0036994530148145204+0j)
XIXXYIYIZIIIZYZIYIXZ (-0.0036994530148145204+0j)
XIXYYIXZZIIIZXZIYIYI (-0.0036994530148145204+0j)
XIXXYIYIZIIIZXZIYIYI (0.0036994530148145204+0j)
XIYIYXZIZIIIZYZIYIXZ (-0.0010456232136641945+0j)
XIXZYYZIZIIIZYZIYIXZ (0.0010456232136641945+0j)
XIYIYXZIZIIIZXZIYIYI (0.0010456232136641945+0j)
XIXZYYZIZIIIZXZIYIYI (-0.0010456232136641945+0j)
XYZIYXZIZIIIZYZIYIXZ (4.926629845863001e-05+0j)
XXZIYYZIZIIIZYZIYIXZ (-4.926629845863001e-05+0j)
XYZIYXZIZIIIZXZIYIYI (-4.926629845863001e-05+0j)
XXZIYYZIZIIIZXZIYIYI (4.926629845863001e-05+0j)
XIYIYZZIZIIIZYZIYIXZ (-4.926629845862969e-05+0j)
XIXZXIIIIIIIIYZIYIXZ (-4.926629845862969e-05+0j)
XIYIYZZIZIIIZXZIYIYI (4.926629845862969e-05+0j)
XIXZXIIIIIIIIXZIYIYI (4.926629845862969e-05+0j)
XYZIYZZIZIIIZYZIYIXZ (-0.0010456232136641962+0j)
XXZIXIIIIIIIIYZIYIXZ (-0.0010456232136641962+0j)
XYZIYZZIZIIIZXZIYIYI (0.0010456232136641962+0j)
XXZIXIIIIIIIIXZIYIYI (0.0010456232136641962+0j)
ZIXXIIIIIIIIIYZIYIXZ (-0.0006789305334026212+0j)
IZYYIIIIIIIIIYZIYIXZ (-0.0006789305334026212+0j)
ZIXXIIIIIIIIIXZIYIYI (0.0006789305334026212+0j)
IZYYIIIIIIIIIXZIYIYI (0.0006789305334026212+0j)
IIIIIIIIXIYIXZZIYIXZ (-0.002941125705063184+0j)
IIIIIIIIXIXZXZZIYIYI (0.002941125705063184+0j)
IIIIIYZIYXZIZIIIXIXZ (-0.0028769001906931014+0j)
IIIIIXZIYYZIZIIIXIXZ (0.0028769001906931014+0j)
IIIIIYZIYXZIIZZIYIYI (-0.0028769001906931014+0j)
IIIIIXZIYYZIIZZIYIYI (0.0028769001906931014+0j)
IIIIZIIIXXZIIIIIXIXZ (0.00013554999695702385+0j)
IIIIIZZIYYZIZIIIXIXZ (0.00013554999695702385+0j)
IIIIZIIIXXZIZZZIYIYI (0.00013554999695702385+0j)
IIIIIZZIYYZIIZZIYIYI (0.00013554999695702385+0j)
XIYIYIIIXZZIIIIIXIXZ (-0.0034882105134476466+0j)
XIXZYIIIYIIIIIIIXIXZ (0.0034882105134476466+0j)
XIYIYIIIXZZIZZZIYIYI (-0.0034882105134476466+0j)
XIXZYIIIYIIIZZZIYIYI (0.0034882105134476466+0j)
IIIIIYYXIIIIZIIIXIXZ (-0.004520396793716314+0j)
IIIIIXYYIIIIZIIIXIXZ (0.004520396793716314+0j)
IIIIIYYXIIIIIZZIYIYI (-0.004520396793716314+0j)
IIIIIXYYIIIIIZZIYIYI (0.004520396793716314+0j)
IIIIZIXXZIIIIIIIXIXZ (0.0002129861069268329+0j)
IIIIIZYYIIIIZIIIXIXZ (0.0002129861069268329+0j)
IIIIZIXXZIIIZZZIYIYI (0.0002129861069268329+0j)
IIIIIZYYIIIIIZZIYIYI (0.0002129861069268329+0j)
XIYIYIXZZIIIIIIIXIXZ (-0.004344970845044502+0j)
XIXZYIYIZIIIIIIIXIXZ (0.004344970845044502+0j)
XIYIYIXZZIIIZZZIYIYI (-0.004344970845044502+0j)
XIXZYIYIZIIIZZZIYIYI (0.004344970845044502+0j)
XIXYYXZIZIIIIIIIXIXZ (0.0009546696897014919+0j)
XIXXYYZIZIIIIIIIXIXZ (-0.0009546696897014919+0j)
XIXYYXZIZIIIZZZIYIYI (0.0009546696897014919+0j)
XIXXYYZIZIIIZZZIYIYI (-0.0009546696897014919+0j)
XIXYYZZIZIIIIIIIXIXZ (4.4980870018581944e-05+0j)
XIXXXIIIIIIIZIIIXIXZ (4.4980870018581944e-05+0j)
XIXYYZZIZIIIZZZIYIYI (4.4980870018581944e-05+0j)
XIXXXIIIIIIIIZZIYIYI (4.4980870018581944e-05+0j)
ZIXZIIIIIIIIZIIIXIXZ (-0.0028872018968714823+0j)
IZXIIIIIIIIIZIIIXIXZ (0.0028872018968714823+0j)
ZIXZIIIIIIIIIZZIYIYI (-0.0028872018968714823+0j)
IZXIIIIIIIIIIZZIYIYI (0.0028872018968714823+0j)
IIIIIIIIXIYZYIIIXIXZ (-0.002941125705063185+0j)
IIIIIIIIXIXIYIIIXIYI (0.002941125705063185+0j)
IIIIIYZIZXYYYIIIXIXZ (-0.00013554999695702472+0j)
IIIIIXZIZYYYYIIIXIXZ (0.00013554999695702472+0j)
IIIIIYZIZXYXYIIIXIYI (0.00013554999695702472+0j)
IIIIIXZIZYYXYIIIXIYI (-0.00013554999695702472+0j)
IIIIZIIIIXYYXIIIXIXZ (-0.0028769001906931027+0j)
IIIIIZZIZYYYYIIIXIXZ (-0.0028769001906931027+0j)
IIIIZIIIIXYXXIIIXIYI (0.0028769001906931027+0j)
IIIIIZZIZYYXYIIIXIYI (0.0028769001906931027+0j)
XYZIYIIIIZYYXIIIXIXZ (0.003488210513447647+0j)
XXZIYIIIZIXYXIIIXIXZ (0.003488210513447647+0j)
XYZIYIIIIZYXXIIIXIYI (-0.003488210513447647+0j)
XXZIYIIIZIXXXIIIXIYI (-0.003488210513447647+0j)
IIIIIYYXXIXYYIIIXIXZ (-0.0002129861069268342+0j)
IIIIIXYYXIXYYIIIXIXZ (0.0002129861069268342+0j)
IIIIIYYXXIXXYIIIXIYI (0.0002129861069268342+0j)
IIIIIXYYXIXXYIIIXIYI (-0.0002129861069268342+0j)
IIIIZIXXYIXYXIIIXIXZ (-0.004520396793716317+0j)
IIIIIZYYXIXYYIIIXIXZ (-0.004520396793716317+0j)
IIIIZIXXYIXXXIIIXIYI (0.004520396793716317+0j)
IIIIIZYYXIXXYIIIXIYI (0.004520396793716317+0j)
XYZIYIXZYIXYXIIIXIXZ (0.004344970845044502+0j)
XXZIYIYIYIXYXIIIXIXZ (-0.004344970845044502+0j)
XYZIYIXZYIXXXIIIXIYI (-0.004344970845044502+0j)
XXZIYIYIYIXXXIIIXIYI (0.004344970845044502+0j)
XIXYYXZIYIXYXIIIXIXZ (4.4980870018582235e-05+0j)
XIXXYYZIYIXYXIIIXIXZ (-4.4980870018582235e-05+0j)
XIXYYXZIYIXXXIIIXIYI (-4.4980870018582235e-05+0j)
XIXXYYZIYIXXXIIIXIYI (4.4980870018582235e-05+0j)
XIXYYZZIYIXYXIIIXIXZ (-0.000954669689701492+0j)
XIXXXIIIXIXYYIIIXIXZ (-0.000954669689701492+0j)
XIXYYZZIYIXXXIIIXIYI (0.000954669689701492+0j)
XIXXXIIIXIXXYIIIXIYI (0.000954669689701492+0j)
ZXZIIIIIXIXYYIIIXIXZ (0.0028872018968714827+0j)
IXIIIIIIXIXYYIIIXIXZ (-0.0028872018968714827+0j)
ZXZIIIIIXIXXYIIIXIYI (-0.0028872018968714827+0j)
IXIIIIIIXIXXYIIIXIYI (0.0028872018968714827+0j)
IIIIIIIIXZYIYIIIXIXZ (-0.028486041893160265+0j)
IIIIIIIIXZXZYIIIXIYI (0.028486041893160265+0j)
IIIIIIXYZXXIYIIIXIXZ (0.006299255978602556+0j)
IIIIIIXXZYXIYIIIXIXZ (-0.006299255978602556+0j)
IIIIIIXYZXYZYIIIXIYI (0.006299255978602556+0j)
IIIIIIXXZYYZYIIIXIYI (-0.006299255978602556+0j)
XIXYYIIIIXXIXIIIXIXZ (0.002202819918704156+0j)
XIXXYIIIIYXIXIIIXIXZ (-0.002202819918704156+0j)
XIXYYIIIIXYZXIIIXIYI (0.002202819918704156+0j)
XIXXYIIIIYYZXIIIXIYI (-0.002202819918704156+0j)
IIIIIIIIYZXIYIIIXIXZ (-0.028440475425688498+0j)
IIIIIIIIYZYZYIIIXIYI (-0.028440475425688498+0j)
IIIIIIYIZZXIYIIIXIXZ (0.003341515144968478+0j)
IIIIIIXZIIYIYIIIXIXZ (-0.003341515144968478+0j)
IIIIIIYIZZYZYIIIXIYI (0.003341515144968478+0j)
IIIIIIXZIIXZYIIIXIYI (0.003341515144968478+0j)
YIIIYIIIIZXIXIIIXIXZ (-0.008631608335822093+0j)
XZZIYIIIZIYIXIIIXIXZ (0.008631608335822093+0j)
YIIIYIIIIZYZXIIIXIYI (-0.008631608335822093+0j)
XZZIYIIIZIXZXIIIXIYI (-0.008631608335822093+0j)
IIIIIIIZXIYIYIIIXIXZ (0.0041139543889829235+0j)
IIIIIIIZXIXZYIIIXIYI (-0.0041139543889829235+0j)
XIXYYIXXYIYIXIIIXIXZ (-0.004717420549795188+0j)
XIXXYIXYYIYIXIIIXIXZ (0.004717420549795188+0j)
XIXYYIXXYIXZXIIIXIYI (0.004717420549795188+0j)
XIXXYIXYYIXZXIIIXIYI (-0.004717420549795188+0j)
IIIIIIZZXIYIYIIIXIXZ (-0.0037497299968261627+0j)
IIIIIIZZXIXZYIIIXIYI (0.0037497299968261627+0j)
YIIIYIXZYIYIXIIIXIXZ (0.003194070065919625+0j)
XZZIYIYIYIYIXIIIXIXZ (-0.003194070065919625+0j)
YIIIYIXZYIXZXIIIXIYI (-0.003194070065919625+0j)
XZZIYIYIYIXZXIIIXIYI (0.003194070065919625+0j)
IIIIIZIIXIYIYIIIXIXZ (0.0015046460380833929+0j)
IIIIIZIIXIXZYIIIXIYI (-0.0015046460380833929+0j)
IIIIZZZIYIYIXIIIXIXZ (0.001504646038083394+0j)
IIIIZZZIYIXZXIIIXIYI (-0.001504646038083394+0j)
IIIZIIIIXIYIYIIIXIXZ (-0.001832419476403444+0j)
IIIZIIIIXIXZYIIIXIYI (0.001832419476403444+0j)
IIZZIIIIXIYIYIIIXIXZ (-5.392380819170192e-05+0j)
IIZZIIIIXIXZYIIIXIYI (5.392380819170192e-05+0j)
IZIIIIIIXIYIYIIIXIXZ (-5.3923808191701935e-05+0j)
IZIIIIIIXIXZYIIIXIYI (5.3923808191701935e-05+0j)
ZZZIIIIIXIYIYIIIXIXZ (0.0030679440179656107+0j)
ZZZIIIIIXIXZYIIIXIYI (-0.0030679440179656107+0j)
IIIIIIIIIIIIIIIIZIZI (0.09487733384650326+0j)
IIIIIIIIXIYIYIIIXIZI (0.0019107703795243416+0j)
IIIIIIIIXIXZYIIIYZII (-0.0019107703795243416+0j)
IIIIIIIIIIIIIIIZIZII (0.10942036999135502+0j)
IIIIIIIIIIIIIIZZIZII (0.10942036999135508+0j)
IIIIIIIIIIIIIZIIIZII (0.10774488750066036+0j)
IIIIIIIIIIIIZZZIZZII (0.11826996629460342+0j)
IIIIIIIIIIIZIIIIIZII (0.11826996629460344+0j)
IIIIIIIIIIZZIIIIIZII (0.1335485813832481+0j)
IIIIIIIIIZIIIIIIIZII (0.1689371485377082+0j)
IIIIIIXYYXZIIIIIIZII (0.0006785514404977071+0j)
IIIIIIXXYYZIIIIIIZII (-0.0006785514404977071+0j)
XIXYYIIIXXZIZIIIIZII (-0.0053075127385568644+0j)
XIXXYIIIXYZIZIIIIZII (0.0053075127385568644+0j)
IIIIIIIIZZZIIIIIIZII (0.16895657075788778+0j)
IIIIIIYIYZZIIIIIIZII (0.004088811596414292+0j)
IIIIIIXZXIIIIIIIIZII (0.004088811596414292+0j)
YIIIYIIIXZZIZIIIIZII (0.0041139543889829235+0j)
XZZIYIIIYIIIZIIIIZII (-0.0041139543889829235+0j)
IIIIIIIZIIIIIIIIIZII (0.1523308658830362+0j)
XIXYYIXXZIIIZIIIIZII (-0.02487446571237097+0j)
XIXXYIXYZIIIZIIIIZII (0.02487446571237097+0j)
IIIIIIZZIIIIIIIIIZII (0.11277343373796815+0j)
YIIIYIXZZIIIZIIIIZII (0.014546478168612587+0j)
XZZIYIYIZIIIZIIIIZII (-0.014546478168612587+0j)
IIIIIZIIIIIIIIIIIZII (0.13271283266173783+0j)
IIIIZZZIZIIIZIIIIZII (0.13271283266173792+0j)
IIIZIIIIIIIIIIIIIZII (0.12369877119922476+0j)
IIZZIIIIIIIIIIIIIZII (0.1291758826025775+0j)
IZIIIIIIIIIIIIIIIZII (0.12917588260257754+0j)
ZZZIIIIIIIIIIIIIIZII (0.15382860439602952+0j)
IIIIIIIIIIIIIYZIXYII (-0.022852774219712976+0j)
IIIIIIIIIIIIIXZIXXII (-0.022852774219712976+0j)
IIIIIIIIIIIIZIXXIXZI (0.015035044810133775+0j)
IIIIIIIIIIIIIZYYZXZI (0.008352297255955264+0j)
IIIIIIIIIIIIZIXYZYII (0.006682747554178514+0j)
IIIIIIIIIIIIIZYXZYZI (0.006682747554178514+0j)
IIIIIIIIIIIIZIXXZXII (-0.008352297255955264+0j)
IIIIIIIIIIIIIZYYIXII (-0.015035044810133775+0j)
IIIIIIIIXIXYYIXXIXZI (0.0007084014540564816+0j)
IIIIIIIIXIXXYIXYIXZI (-0.00039353254982271105+0j)
IIIIIIIIXIXYYIXYZYII (0.00031486890423377065+0j)
IIIIIIIIXIXXYIXXIYZI (-0.00031486890423377065+0j)
IIIIIIIIXIXYYIXXZXII (-0.00039353254982271105+0j)
IIIIIIIIXIXXYIXYZXII (0.0007084014540564816+0j)
IIIIIIIIIIIIZIXZIXZI (0.0007084014540564772+0j)
IIIIIIIIIIIIIZXIZXZI (-0.00039353254982270845+0j)
IIIIIIIIIIIIZIYIZYII (0.0003148689042337686+0j)
IIIIIIIIIIIIIZYZZYZI (0.0003148689042337686+0j)
IIIIIIIIIIIIZIXZZXII (-0.00039353254982270845+0j)
IIIIIIIIIIIIIZXIIXII (0.0007084014540564772+0j)
IIIIIIIIXIXYYIXZIXZI (-0.015035044810133787+0j)
IIIIIIIIXIXXYIYIIXZI (0.008352297255955262+0j)
IIIIIIIIXIXYYIYIZYII (-0.006682747554178522+0j)
IIIIIIIIXIXXYIXZIYZI (0.006682747554178522+0j)
IIIIIIIIXIXYYIXZZXII (0.008352297255955262+0j)
IIIIIIIIXIXXYIYIZXII (-0.015035044810133787+0j)
IIIIIIIIXIYIYXZIIXZI (0.024755362528159665+0j)
IIIIIIIIXIXZYYZIIXZI (-0.008053474260172498+0j)
IIIIIIIIXIYIYYZIZYII (0.01670188826798717+0j)
IIIIIIIIXIXZYXZIIYZI (-0.01670188826798717+0j)
IIIIIIIIXIYIYXZIZXII (-0.008053474260172498+0j)
IIIIIIIIXIXZYYZIZXII (0.024755362528159665+0j)
IIIIIIIIZXZIIIIIZXZI (0.04480910587544197+0j)
IIIIIIIIIXIIIIIIZXZI (-0.04480910587544197+0j)
IIIIIIIIZXZIIIIIIXII (-0.04480910587544197+0j)
IIIIIIIIIXIIIIIIIXII (0.04480910587544197+0j)
IIIIIIYIYXZIIIIIZXZI (0.0011737940895993858+0j)
IIIIIIXZYYZIIIIIZXZI (-0.0011737940895993858+0j)
IIIIIIYIYXZIIIIIIXII (-0.0011737940895993858+0j)
IIIIIIXZYYZIIIIIIXII (0.0011737940895993858+0j)
YIIIYIIIXXZIZIIIZXZI (-0.0026087697399921894+0j)
XZZIYIIIXYZIZIIIZXZI (0.0026087697399921894+0j)
YIIIYIIIXXZIZIIIIXII (0.0026087697399921894+0j)
XZZIYIIIXYZIZIIIIXII (-0.0026087697399921894+0j)
IIIIIIXYYZZIIIIIZXZI (0.0023321082147603326+0j)
IIIIIIXXXIIIIIIIZXZI (0.0023321082147603326+0j)
IIIIIIXYYZZIIIIIIXII (-0.0023321082147603326+0j)
IIIIIIXXXIIIIIIIIXII (-0.0023321082147603326+0j)
XIXYYIIIXZZIZIIIZXZI (0.0007525496132019954+0j)
XIXXYIIIYIIIZIIIZXZI (-0.0007525496132019954+0j)
XIXYYIIIXZZIZIIIIXII (-0.0007525496132019954+0j)
XIXXYIIIYIIIZIIIIXII (0.0007525496132019954+0j)
IIIIIIZXIIIIIIIIZXZI (0.017896099891464887+0j)
IIIIIIIXIIIIIIIIZXZI (-0.017896099891464887+0j)
IIIIIIZXIIIIIIIIIXII (-0.017896099891464887+0j)
IIIIIIIXIIIIIIIIIXII (0.017896099891464887+0j)
YIIIYIXXZIIIZIIIZXZI (0.012635707789088247+0j)
XZZIYIXYZIIIZIIIZXZI (-0.012635707789088247+0j)
YIIIYIXXZIIIZIIIIXII (-0.012635707789088247+0j)
XZZIYIXYZIIIZIIIIXII (0.012635707789088247+0j)
XIXYYIXZZIIIZIIIZXZI (0.024131474077341605+0j)
XIXXYIYIZIIIZIIIZXZI (-0.024131474077341605+0j)
XIXYYIXZZIIIZIIIIXII (-0.024131474077341605+0j)
XIXXYIYIZIIIZIIIIXII (0.024131474077341605+0j)
XIYIYXZIZIIIZIIIZXZI (-0.025414513929341694+0j)
XIXZYYZIZIIIZIIIZXZI (0.025414513929341694+0j)
XIYIYXZIZIIIZIIIIXII (0.025414513929341694+0j)
XIXZYYZIZIIIZIIIIXII (-0.025414513929341694+0j)
XYZIYXZIZIIIZIIIZXZI (0.001197447619813524+0j)
XXZIYYZIZIIIZIIIZXZI (-0.001197447619813524+0j)
XYZIYXZIZIIIZIIIIXII (-0.001197447619813524+0j)
XXZIYYZIZIIIZIIIIXII (0.001197447619813524+0j)
XIYIYZZIZIIIZIIIZXZI (-0.0011974476198135164+0j)
XIXZXIIIIIIIIIIIZXZI (-0.0011974476198135164+0j)
XIYIYZZIZIIIZIIIIXII (0.0011974476198135164+0j)
XIXZXIIIIIIIIIIIIXII (0.0011974476198135164+0j)
XYZIYZZIZIIIZIIIZXZI (-0.02541451392934171+0j)
XXZIXIIIIIIIIIIIZXZI (-0.02541451392934171+0j)
XYZIYZZIZIIIZIIIIXII (0.02541451392934171+0j)
XXZIXIIIIIIIIIIIIXII (0.02541451392934171+0j)
ZIXXIIIIIIIIIIIIZXZI (-0.017049920292109996+0j)
IZYYIIIIIIIIIIIIZXZI (-0.017049920292109996+0j)
