Bravyi-Kitaev mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-36.41716132236646+0j)
ZIXXZIIIIIXXZIII (0.006552293746326203+0j)
IZYYIIIIZIXXZIII (0.006552293746326203+0j)
ZIXXZIIIZZYYIIII (0.006552293746326203+0j)
IZYYIIIIIZYYIIII (0.006552293746326203+0j)
IIIIIIIIIZZZIIII (0.11326114393875639+0j)
IIIIIIIIZZIZZIII (0.11326114393875643+0j)
IIIIIIIZIIZZIIII (0.15407030061554947+0j)
IIIIIYYXIIZZIIII (0.0012648145836422376+0j)
IIIIIXYYIIZZIIII (-0.0012648145836422376+0j)
IIIIIIZZIIZZIIII (0.12369877119922451+0j)
IIYIYIXZIIZZIIII (-0.005757008969943829+0j)
IIXZYIYIIIZZIIII (0.005757008969943829+0j)
IIIIIZIIIIZZIIII (0.1220747617313577+0j)
IIIIZZZIIIZZIIII (0.11645829653653447+0j)
IIIZIIIIIIZZIIII (0.11645829653653451+0j)
IIZZIIIIIIZZIIII (0.13060632564787808+0j)
IZIIIIIIIIZZIIII (0.12038354656673206+0j)
ZZZIZIIIZIZZIIII (0.12038354656673211+0j)
IIIIZIXXIYYZIIII (-0.00033556352427551947+0j)
IIIIIZYYIYYZIIII (-0.00033556352427551947+0j)
IIIIZIXXIXXIIIII (-0.00033556352427551947+0j)
IIIIIZYYIXXIIIII (-0.00033556352427551947+0j)
IIXYYIXXIYYZIIII (-0.001294754448916415+0j)
IIXXYIXYIYYZIIII (0.001294754448916415+0j)
IIXYYIXXIXXIIIII (-0.001294754448916415+0j)
IIXXYIXYIXXIIIII (0.001294754448916415+0j)
IYZIYIXZIYYZIIII (-0.005143407029184661+0j)
IXZIYIYIIYYZIIII (0.005143407029184661+0j)
IYZIYIXZIXXIIIII (-0.005143407029184661+0j)
IXZIYIYIIXXIIIII (0.005143407029184661+0j)
IIIIZXZIIYYZIIII (-0.0018665950209481152+0j)
IIIIIXIIIYYZIIII (0.0018665950209481152+0j)
IIIIZXZIIXXIIIII (-0.0018665950209481152+0j)
IIIIIXIIIXXIIIII (0.0018665950209481152+0j)
IIXYYXZIIYYZIIII (-0.0072021600467918135+0j)
IIXXYYZIIYYZIIII (0.0072021600467918135+0j)
IIXYYXZIIXXIIIII (-0.0072021600467918135+0j)
IIXXYYZIIXXIIIII (0.0072021600467918135+0j)
IYYZIIIIIYYZIIII (0.007122402627975678+0j)
IXXIIIIIIYYZIIII (0.007122402627975678+0j)
IYYZIIIIIXXIIIII (0.007122402627975678+0j)
IXXIIIIIIXXIIIII (0.007122402627975678+0j)
IIIIZIXXZIXZZIII (-0.0012947544489164155+0j)
IIIIIZYYZIXZZIII (-0.0012947544489164155+0j)
IIIIZIXXIZXIIIII (0.0012947544489164155+0j)
IIIIIZYYIZXIIIII (0.0012947544489164155+0j)
IIXYYIXXZIXZZIII (0.00033556352427551855+0j)
IIXXYIXYZIXZZIII (-0.00033556352427551855+0j)
IIXYYIXXIZXIIIII (-0.00033556352427551855+0j)
IIXXYIXYIZXIIIII (0.00033556352427551855+0j)
ZIIIXIXZIIXZZIII (-0.005143407029184663+0j)
IZZIYIYIZIXZZIII (-0.005143407029184663+0j)
ZIIIXIXZZZXIIIII (0.005143407029184663+0j)
IZZIYIYIIZXIIIII (0.005143407029184663+0j)
IIIIZXZIZIXZZIII (-0.007202160046791813+0j)
IIIIIXIIZIXZZIII (0.007202160046791813+0j)
IIIIZXZIIZXIIIII (0.007202160046791813+0j)
IIIIIXIIIZXIIIII (-0.007202160046791813+0j)
IIXYYXZIZIXZZIII (0.0018665950209481098+0j)
IIXXYYZIZIXZZIII (-0.0018665950209481098+0j)
IIXYYXZIIZXIIIII (-0.0018665950209481098+0j)
IIXXYYZIIZXIIIII (0.0018665950209481098+0j)
ZIXZZIIIIIXZZIII (0.00712240262797568+0j)
IZXIIIIIZIXZZIII (-0.00712240262797568+0j)
ZIXZZIIIZZXIIIII (-0.00712240262797568+0j)
IZXIIIIIIZXIIIII (0.00712240262797568+0j)
IIIIIIIIZIZIZIII (0.1163914874077053+0j)
IIIIIIIZIZIIIIII (0.159783280739081+0j)
IIIIIYYXIZIIIIII (0.001913322512529034+0j)
IIIIIXYYIZIIIIII (-0.001913322512529034+0j)
IIIIIIZZIZIIIIII (0.1291758826025774+0j)
IIYIYIXZIZIIIIII (-0.007612831048648747+0j)
IIXZYIYIIZIIIIII (0.007612831048648747+0j)
IIIIIZIIIZIIIIII (0.1177861832637039+0j)
IIIIZZZIIZIIIIII (0.1196317124161006+0j)
IIXYYZZIIZIIIIII (0.0024430003266954596+0j)
IIXXXIIIIZIIIIII (0.0024430003266954596+0j)
IIIZIIIIIZIIIIII (0.1284247462361098+0j)
IIZZIIIIIZIIIIII (0.12038354656673206+0j)
IZIIIIIIIZIIIIII (0.13291553641760367+0j)
ZZZIZIIIZZIIIIII (0.12189950374433813+0j)
IIIIZZZIZXZIZIII (-0.002443000326695465+0j)
IIIIZZZIIXIIIIII (0.002443000326695465+0j)
IIXYYZZIZXZIZIII (-0.004396516910004599+0j)
IIXXXIIIZXZIZIII (-0.004396516910004599+0j)
IIXYYZZIIXIIIIII (0.004396516910004599+0j)
IIXXXIIIIXIIIIII (0.004396516910004599+0j)
IIIZIIIIZXZIZIII (0.0024430003266953603+0j)
IIIZIIIIIXIIIIII (-0.0024430003266953603+0j)
ZXZIZIIIIXZIZIII (0.00550801633663282+0j)
IXIIIIIIZXZIZIII (-0.00550801633663282+0j)
ZXZIZIIIZXIIIIII (-0.00550801633663282+0j)
IXIIIIIIIXIIIIII (0.00550801633663282+0j)
IIIIIIIZZZZIZIII (0.15978328073908102+0j)
IIIIIYYXZZZIZIII (0.0019133225125290212+0j)
IIIIIXYYZZZIZIII (-0.0019133225125290212+0j)
IIIIIIZZZZZIZIII (0.12917588260257742+0j)
IIYIYIXZZZZIZIII (-0.007612831048648757+0j)
IIXZYIYIZZZIZIII (0.007612831048648757+0j)
IIIIIZIIZZZIZIII (0.11778618326370392+0j)
IIIIZZZIZZZIZIII (0.12842474623610983+0j)
IIXYYZZIZZZIZIII (-0.002443000326695366+0j)
IIXXXIIIZZZIZIII (-0.002443000326695366+0j)
IIIZIIIIZZZIZIII (0.11963171241610068+0j)
IIZZIIIIZZZIZIII (0.12038354656673211+0j)
IZIIIIIIZZZIZIII (0.12189950374433813+0j)
ZZZIZIIIIZZIZIII (0.1329155364176038+0j)
IIIIIIZIIIIIIIII (0.16139357723513878+0j)
IIYIYIXIIIIIIIII (-0.017313723583356058+0j)
IIXZYIYZIIIIIIII (0.017313723583356058+0j)
IIIIIZIZIIIIIIII (0.1399896566207328+0j)
IIIIZZZZIIIIIIII (0.14887799830660964+0j)
IIIZIIIZIIIIIIII (0.1488779983066097+0j)
IIZZIIIZIIIIIIII (0.15114555865816473+0j)
IZIIIIIZIIIIIIII (0.15629507022563335+0j)
ZZZIZIIZZIIIIIII (0.15629507022563338+0j)
IIIIIYXYIIIIIIII (0.0017567033816539733+0j)
IIIIIXXXIIIIIIII (0.0017567033816539733+0j)
IIYIYXIXIIIIIIII (-0.0033924477441524413+0j)
IIXZYYIXIIIIIIII (0.00406473576231663+0j)
IIYIYYZYIIIIIIII (0.0006722880181641886+0j)
IIXZYXIYIIIIIIII (-0.0006722880181641886+0j)
IIYIYXZXIIIIIIII (0.00406473576231663+0j)
IIXZYYZXIIIIIIII (-0.0033924477441524413+0j)
IYZIYZIXIIIIIIII (-0.0016442898437600596+0j)
IXZIXIZXIIIIIIII (-0.0012222461933954537+0j)
IYZIXIIYIIIIIIII (0.0004220436503646057+0j)
IXZIYZIYIIIIIIII (0.0004220436503646057+0j)
IYZIYZZXIIIIIIII (0.0012222461933954537+0j)
IXZIXIIXIIIIIIII (0.0016442898437600596+0j)
ZIIIXZIXZIIIIIII (-0.00634440705411237+0j)
IZZIXIZXIIIIIIII (0.004715973525390004+0j)
ZIIIYIIYZIIIIIII (-0.0016284335287223652+0j)
IZZIYZIYIIIIIIII (-0.0016284335287223652+0j)
ZIIIXZZXZIIIIIII (0.004715973525390004+0j)
IZZIXIIXIIIIIIII (-0.00634440705411237+0j)
IYYXIIZXIIIIIIII (0.006344407054112376+0j)
IXYYIIZXIIIIIIII (-0.004715973525390009+0j)
IYYYIIIYIIIIIIII (0.0016284335287223657+0j)
IXYXIIZYIIIIIIII (-0.0016284335287223657+0j)
IYYXIIIXIIIIIIII (-0.004715973525390009+0j)
IXYYIIIXIIIIIIII (0.006344407054112376+0j)
ZIXXZIZXZIIIIIII (-0.0016442898437600544+0j)
IZYYIIZXIIIIIIII (-0.0012222461933954502+0j)
ZIXYZIIYZIIIIIII (-0.0004220436503646042+0j)
IZYXIIZYIIIIIIII (-0.0004220436503646042+0j)
ZIXXZIIXZIIIIIII (0.0012222461933954502+0j)
IZYYIIIXIIIIIIII (0.0016442898437600544+0j)
IIIIZXXXIIIIIIII (-0.004557485324819564+0j)
IIIIZYXYIIIIIIII (-0.004557485324819564+0j)
IIIZIYYXIIIIIIII (0.004557485324819569+0j)
IIIZIXYYIIIIIIII (-0.004557485324819569+0j)
IIZZIYYXIIIIIIII (0.004964267598456749+0j)
IIZZIXYYIIIIIIII (-0.004964267598456749+0j)
IZIIIYYXIIIIIIII (0.006258293357573534+0j)
IZIIIXYYIIIIIIII (-0.006258293357573534+0j)
ZZZIZYYXZIIIIIII (0.0062582933575735245+0j)
ZZZIZXYYZIIIIIII (-0.0062582933575735245+0j)
IYYZZIXXIIIIIIII (-9.57877980001438e-05+0j)
IXXIZIXXIIIIIIII (-7.294382641424049e-05+0j)
IYXIIZYXIIIIIIII (2.2843971585903295e-05+0j)
IXYZZIXYIIIIIIII (2.2843971585903295e-05+0j)
IYYZIZYYIIIIIIII (-7.294382641424049e-05+0j)
IXXIIZYYIIIIIIII (-9.57877980001438e-05+0j)
ZIXZIIXXZIIIIIII (-0.0003695922489798482+0j)
IZXIZIXXIIIIIIII (0.0002814499697925423+0j)
ZIYIZZYXZIIIIIII (-8.814227918730591e-05+0j)
IZYZZIXYIIIIIIII (-8.814227918730591e-05+0j)
ZIXZZZYYZIIIIIII (-0.0002814499697925423+0j)
IZXIIZYYIIIIIIII (0.0003695922489798482+0j)
IYZXYIXXIIIIIIII (0.0003695922489798478+0j)
IXIYYIXXIIIIIIII (-0.0002814499697925448+0j)
IYIXYIXXIIIIIIII (-8.814227918730309e-05+0j)
IXZXYIXYIIIIIIII (-8.814227918730309e-05+0j)
IYZYYIXYIIIIIIII (0.0002814499697925448+0j)
IXIXYIXYIIIIIIII (0.0003695922489798478+0j)
ZIIXXIXXZIIIIIII (-9.578779800014357e-05+0j)
IZIYYIXXIIIIIIII (-7.294382641423995e-05+0j)
ZIZXXIXXZIIIIIII (2.284397158590362e-05+0j)
IZZXYIXYIIIIIIII (-2.284397158590362e-05+0j)
ZIIYXIXYZIIIIIII (-7.294382641423995e-05+0j)
IZIXYIXYIIIIIIII (9.578779800014357e-05+0j)
IIIIIZZZIIIIIIII (0.09487733384650297+0j)
IIIIZZIZIIIIIIII (0.1094203699913548+0j)
IIIZIIZZIIIIIIII (0.10942036999135488+0j)
IIZZIIZZIIIIIIII (0.10774488750066008+0j)
IZIIIIZZIIIIIIII (0.11826996629460329+0j)
ZZZIZIZZZIIIIIII (0.11826996629460332+0j)
IIYIYZXZIIIIIIII (-0.022852774219712952+0j)
IIXZYZYIIIIIIIII (0.022852774219712952+0j)
IYZIYXXZIIIIIIII (0.003776215823988213+0j)
IXZIXYYZIIIIIIII (-0.0020977707391555836+0j)
IYZIXXYZIIIIIIII (-0.0016784450848326287+0j)
IXZIYXYIIIIIIIII (-0.0016784450848326287+0j)
IYZIYYYIIIIIIIII (0.0020977707391555836+0j)
IXZIXXXIIIIIIIII (-0.003776215823988213+0j)
ZIIIXXXZZIIIIIII (0.014570332841548347+0j)
IZZIXYYZIIIIIIII (0.008094139561778704+0j)
ZIIIYXYZZIIIIIII (0.006476193279769643+0j)
IZZIYXYIIIIIIIII (0.006476193279769643+0j)
ZIIIXYYIZIIIIIII (0.008094139561778704+0j)
IZZIXXXIIIIIIIII (0.014570332841548347+0j)
IYYXIYYZIIIIIIII (0.014570332841548336+0j)
IXYYIYYZIIIIIIII (-0.008094139561778698+0j)
IYYYIXYZIIIIIIII (-0.006476193279769639+0j)
IXYXIYXIIIIIIIII (0.006476193279769639+0j)
IYYXIXXIIIIIIIII (0.008094139561778698+0j)
IXYYIXXIIIIIIIII (-0.014570332841548336+0j)
ZIXXZYYZZIIIIIII (-0.003776215823988201+0j)
IZYYIYYZIIIIIIII (-0.0020977707391555767+0j)
ZIXYZXYZZIIIIIII (0.001678445084832625+0j)
IZYXIYXIIIIIIIII (0.001678445084832625+0j)
ZIXXZXXIZIIIIIII (-0.0020977707391555767+0j)
IZYYIXXIIIIIIIII (-0.003776215823988201+0j)
IIYIXZYZIIIIIIII (-0.013489559457914628+0j)
IIXZXZXIIIIIIIII (-0.013489559457914628+0j)
IIYZYIXZIIIIIIII (-0.013489559457914637+0j)
IIXIYIYIIIIIIIII (0.013489559457914637+0j)
IZYIYIXZIIIIIIII (-0.012756238077833406+0j)
IZXZYIYIIIIIIIII (0.012756238077833406+0j)
ZZXIXIXZZIIIIIII (0.012756238077833422+0j)
ZZYZXIYIZIIIIIII (0.012756238077833422+0j)
IIIIZIZIIIIIIIII (0.10095198316933242+0j)
IIIZIZIIIIIIIIII (0.10095198316933246+0j)
IIZZIZIIIIIIIIII (0.07855163694481083+0j)
IZIIIZIIIIIIIIII (0.09969879673275397+0j)
ZZZIZZIIZIIIIIII (0.09969879673275399+0j)
IYYZZXZIIIIIIIII (-0.00028890751346515855+0j)
IXXIZXZIIIIIIIII (0.0061421256933743085+0j)
IYXIIYIIIIIIIIII (0.006431033206839467+0j)
IXYZZYZIIIIIIIII (0.006431033206839467+0j)
IYYZIXIIIIIIIIII (-0.0061421256933743085+0j)
IXXIIXIIIIIIIIII (0.00028890751346515855+0j)
ZIXZIXZIZIIIIIII (-0.0011147346517831349+0j)
IZXIZXZIIIIIIIII (-0.0236990733258918+0j)
ZIYIZYIIZIIIIIII (-0.024813807977674934+0j)
IZYZZYZIIIIIIIII (-0.024813807977674934+0j)
ZIXZZXIIZIIIIIII (-0.0236990733258918+0j)
IZXIIXIIIIIIIIII (-0.0011147346517831349+0j)
IYZXYXZIIIIIIIII (0.001114734651783136+0j)
IXIYYXZIIIIIIIII (0.023699073325891797+0j)
IYIXYXZIIIIIIIII (-0.024813807977674934+0j)
IXZXYYZIIIIIIIII (-0.024813807977674934+0j)
IYZYYYZIIIIIIIII (-0.023699073325891797+0j)
IXIXYYZIIIIIIIII (0.001114734651783136+0j)
ZIIXXXZIZIIIIIII (-0.00028890751346515714+0j)
IZIYYXZIIIIIIIII (0.006142125693374294+0j)
ZIZXXXZIZIIIIIII (0.006431033206839451+0j)
IZZXYYZIIIIIIIII (-0.006431033206839451+0j)
ZIIYXYZIZIIIIIII (0.006142125693374294+0j)
IZIXYYZIIIIIIIII (0.00028890751346515714+0j)
IIIZZZZIIIIIIIII (0.1134067834069121+0j)
IIZZZZZIIIIIIIII (0.11074579074002447+0j)
IZIIZZZIIIIIIIII (0.11307941866977439+0j)
ZXZIIZZIZIIIIIII (0.006658050510819519+0j)
IXIIZZZIIIIIIIII (-0.006658050510819519+0j)
ZZZIIZZIZIIIIIII (0.08911525350891358+0j)
IZXYYZZIIIIIIIII (-0.006658050510819524+0j)
IZXXXIIIIIIIIIII (-0.006658050510819524+0j)
ZXYYXZZIZIIIIIII (0.026525855325642164+0j)
IXXYYZZIIIIIIIII (0.002561690164781303+0j)
ZYYXXZZIZIIIIIII (-0.029087545490423465+0j)
IYXYXIIIIIIIIIII (-0.029087545490423465+0j)
ZXYXYIIIZIIIIIII (0.002561690164781303+0j)
IXXXXIIIIIIIIIII (-0.026525855325642164+0j)
ZZYYXZZIZIIIIIII (0.0066580505108195884+0j)
ZZYXYIIIZIIIIIII (-0.0066580505108195884+0j)
IIZIIIIIIIIIIIII (0.11074579074002451+0j)
IZIZIIIIIIIIIIII (0.08911525350891356+0j)
ZXZZZIIIZIIIIIII (-0.006658050510819599+0j)
IXIZIIIIIIIIIIII (0.006658050510819599+0j)
ZZZZZIIIZIIIIIII (0.11307941866977447+0j)
IZZZIIIIIIIIIIII (0.11326114393875639+0j)
ZZIZZIIIZIIIIIII (0.11326114393875643+0j)
ZIZIZIIIZIIIIIII (0.1163914874077053+0j)
