Jordan-Wigner mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-36.41716132236646+0j)
IIZIIIIIIIZIIIII (0.13060632564787808+0j)
IZIIIIIIIIZIIIII (0.12038354656673206+0j)
ZIIIIIIIIIZIIIII (0.12038354656673211+0j)
IIIIYZZYIYYIIIII (0.00033556352427551947+0j)
IIIIXZZXIYYIIIII (0.00033556352427551947+0j)
IIIIYZZYIXXIIIII (0.00033556352427551947+0j)
IIIIXZZXIXXIIIII (0.00033556352427551947+0j)
IIIYZZZYIYYIIIII (-0.001294754448916415+0j)
IIIXZZZXIYYIIIII (-0.001294754448916415+0j)
IIIYZZZYIXXIIIII (-0.001294754448916415+0j)
IIIXZZZXIXXIIIII (-0.001294754448916415+0j)
IYZZZZYIIYYIIIII (-0.005143407029184661+0j)
IXZZZZXIIYYIIIII (-0.005143407029184661+0j)
IYZZZZYIIXXIIIII (-0.005143407029184661+0j)
IXZZZZXIIXXIIIII (-0.005143407029184661+0j)
IIIIYYIIIYYIIIII (0.0018665950209481152+0j)
IIIIXXIIIYYIIIII (0.0018665950209481152+0j)
IIIIYYIIIXXIIIII (0.0018665950209481152+0j)
IIIIXXIIIXXIIIII (0.0018665950209481152+0j)
IIIYZYIIIYYIIIII (-0.0072021600467918135+0j)
IIIXZXIIIYYIIIII (-0.0072021600467918135+0j)
IIIYZYIIIXXIIIII (-0.0072021600467918135+0j)
IIIXZXIIIXXIIIII (-0.0072021600467918135+0j)
IYYIIIIIIYYIIIII (0.007122402627975678+0j)
IXXIIIIIIYYIIIII (0.007122402627975678+0j)
IYYIIIIIIXXIIIII (0.007122402627975678+0j)
IXXIIIIIIXXIIIII (0.007122402627975678+0j)
IIIIYZZYYZYIIIII (-0.0012947544489164155+0j)
IIIIXZZXYZYIIIII (-0.0012947544489164155+0j)
IIIIYZZYXZXIIIII (-0.0012947544489164155+0j)
IIIIXZZXXZXIIIII (-0.0012947544489164155+0j)
IIIYZZZYYZYIIIII (-0.00033556352427551855+0j)
IIIXZZZXYZYIIIII (-0.00033556352427551855+0j)
IIIYZZZYXZXIIIII (-0.00033556352427551855+0j)
IIIXZZZXXZXIIIII (-0.00033556352427551855+0j)
YZZZZZYIYZYIIIII (-0.005143407029184663+0j)
XZZZZZXIYZYIIIII (-0.005143407029184663+0j)
YZZZZZYIXZXIIIII (-0.005143407029184663+0j)
XZZZZZXIXZXIIIII (-0.005143407029184663+0j)
IIIIYYIIYZYIIIII (-0.007202160046791813+0j)
IIIIXXIIYZYIIIII (-0.007202160046791813+0j)
IIIIYYIIXZXIIIII (-0.007202160046791813+0j)
IIIIXXIIXZXIIIII (-0.007202160046791813+0j)
IIIYZYIIYZYIIIII (-0.0018665950209481098+0j)
IIIXZXIIYZYIIIII (-0.0018665950209481098+0j)
IIIYZYIIXZXIIIII (-0.0018665950209481098+0j)
IIIXZXIIXZXIIIII (-0.0018665950209481098+0j)
YZYIIIIIYZYIIIII (0.00712240262797568+0j)
XZXIIIIIYZYIIIII (0.00712240262797568+0j)
YZYIIIIIXZXIIIII (0.00712240262797568+0j)
XZXIIIIIXZXIIIII (0.00712240262797568+0j)
IIIIIIIIZZIIIIII (0.1163914874077053+0j)
IIIIIIIZIZIIIIII (0.159783280739081+0j)
IIIIIYZYIZIIIIII (0.001913322512529034+0j)
IIIIIXZXIZIIIIII (0.001913322512529034+0j)
IIIIIIZIIZIIIIII (0.1291758826025774+0j)
IIYZZZYIIZIIIIII (-0.007612831048648747+0j)
IIXZZZXIIZIIIIII (-0.007612831048648747+0j)
IIIIIZIIIZIIIIII (0.1177861832637039+0j)
IIIIZIIIIZIIIIII (0.1196317124161006+0j)
IIIYYIIIIZIIIIII (0.0024430003266954596+0j)
IIIXXIIIIZIIIIII (0.0024430003266954596+0j)
IIIZIIIIIZIIIIII (0.1284247462361098+0j)
IIZIIIIIIZIIIIII (0.12038354656673206+0j)
IZIIIIIIIZIIIIII (0.13291553641760367+0j)
ZIIIIIIIIZIIIIII (0.12189950374433813+0j)
IIIIZIIIYYIIIIII (0.002443000326695465+0j)
IIIIZIIIXXIIIIII (0.002443000326695465+0j)
IIIYYIIIYYIIIIII (0.004396516910004599+0j)
IIIXXIIIYYIIIIII (0.004396516910004599+0j)
IIIYYIIIXXIIIIII (0.004396516910004599+0j)
IIIXXIIIXXIIIIII (0.004396516910004599+0j)
IIIZIIIIYYIIIIII (-0.0024430003266953603+0j)
IIIZIIIIXXIIIIII (-0.0024430003266953603+0j)
YYIIIIIIYYIIIIII (0.00550801633663282+0j)
XXIIIIIIYYIIIIII (0.00550801633663282+0j)
YYIIIIIIXXIIIIII (0.00550801633663282+0j)
XXIIIIIIXXIIIIII (0.00550801633663282+0j)
IIIIIIIZZIIIIIII (0.15978328073908102+0j)
IIIIIYZYZIIIIIII (0.0019133225125290212+0j)
IIIIIXZXZIIIIIII (0.0019133225125290212+0j)
IIIIIIZIZIIIIIII (0.12917588260257742+0j)
IIYZZZYIZIIIIIII (-0.007612831048648757+0j)
IIXZZZXIZIIIIIII (-0.007612831048648757+0j)
IIIIIZIIZIIIIIII (0.11778618326370392+0j)
IIIIZIIIZIIIIIII (0.12842474623610983+0j)
IIIYYIIIZIIIIIII (-0.002443000326695366+0j)
IIIXXIIIZIIIIIII (-0.002443000326695366+0j)
IIIZIIIIZIIIIIII (0.11963171241610068+0j)
IIZIIIIIZIIIIIII (0.12038354656673211+0j)
IZIIIIIIZIIIIIII (0.12189950374433813+0j)
ZIIIIIIIZIIIIIII (0.1329155364176038+0j)
IIIIIIZZIIIIIIII (0.16139357723513878+0j)
IIYZZZYZIIIIIIII (-0.017313723583356058+0j)
IIXZZZXZIIIIIIII (-0.017313723583356058+0j)
IIIIIZIZIIIIIIII (0.1399896566207328+0j)
IIIIZIIZIIIIIIII (0.14887799830660964+0j)
IIIZIIIZIIIIIIII (0.1488779983066097+0j)
IIZIIIIZIIIIIIII (0.15114555865816473+0j)
IZIIIIIZIIIIIIII (0.15629507022563335+0j)
ZIIIIIIZIIIIIIII (0.15629507022563338+0j)
IIIIIYIYIIIIIIII (0.0017567033816539733+0j)
IIIIIXIXIIIIIIII (0.0017567033816539733+0j)
IIYZZYYYIIIIIIII (0.0033924477441524413+0j)
IIXZZXYYIIIIIIII (0.00406473576231663+0j)
IIYZZXXYIIIIIIII (-0.0006722880181641886+0j)
IIXZZYYXIIIIIIII (-0.0006722880181641886+0j)
IIYZZYXXIIIIIIII (0.00406473576231663+0j)
IIXZZXXXIIIIIIII (0.0033924477441524413+0j)
IYZZYIYYIIIIIIII (0.0016442898437600596+0j)
IXZZXIYYIIIIIIII (0.0012222461933954537+0j)
IYZZXIXYIIIIIIII (0.0004220436503646057+0j)
IXZZYIYXIIIIIIII (0.0004220436503646057+0j)
IYZZYIXXIIIIIIII (0.0012222461933954537+0j)
IXZZXIXXIIIIIIII (0.0016442898437600596+0j)
YZZZYIYYIIIIIIII (-0.00634440705411237+0j)
XZZZXIYYIIIIIIII (-0.004715973525390004+0j)
YZZZXIXYIIIIIIII (-0.0016284335287223652+0j)
XZZZYIYXIIIIIIII (-0.0016284335287223652+0j)
YZZZYIXXIIIIIIII (-0.004715973525390004+0j)
XZZZXIXXIIIIIIII (-0.00634440705411237+0j)
IYZYIIYYIIIIIIII (-0.006344407054112376+0j)
IXZXIIYYIIIIIIII (-0.004715973525390009+0j)
IYZXIIXYIIIIIIII (-0.0016284335287223657+0j)
IXZYIIYXIIIIIIII (-0.0016284335287223657+0j)
IYZYIIXXIIIIIIII (-0.004715973525390009+0j)
IXZXIIXXIIIIIIII (-0.006344407054112376+0j)
YZZYIIYYIIIIIIII (-0.0016442898437600544+0j)
XZZXIIYYIIIIIIII (-0.0012222461933954502+0j)
YZZXIIXYIIIIIIII (-0.0004220436503646042+0j)
XZZYIIYXIIIIIIII (-0.0004220436503646042+0j)
YZZYIIXXIIIIIIII (-0.0012222461933954502+0j)
XZZXIIXXIIIIIIII (-0.0016442898437600544+0j)
IIIIZYZYIIIIIIII (0.004557485324819564+0j)
IIIIZXZXIIIIIIII (0.004557485324819564+0j)
IIIZIYZYIIIIIIII (0.004557485324819569+0j)
IIIZIXZXIIIIIIII (0.004557485324819569+0j)
IIZIIYZYIIIIIIII (0.004964267598456749+0j)
IIZIIXZXIIIIIIII (0.004964267598456749+0j)
IZIIIYZYIIIIIIII (0.006258293357573534+0j)
IZIIIXZXIIIIIIII (0.006258293357573534+0j)
ZIIIIYZYIIIIIIII (0.0062582933575735245+0j)
ZIIIIXZXIIIIIIII (0.0062582933575735245+0j)
IYYIYZZYIIIIIIII (9.57877980001438e-05+0j)
IXXIYZZYIIIIIIII (7.294382641424049e-05+0j)
IYXIXZZYIIIIIIII (2.2843971585903295e-05+0j)
IXYIYZZXIIIIIIII (2.2843971585903295e-05+0j)
IYYIXZZXIIIIIIII (7.294382641424049e-05+0j)
IXXIXZZXIIIIIIII (9.57877980001438e-05+0j)
YZYIYZZYIIIIIIII (-0.0003695922489798482+0j)
XZXIYZZYIIIIIIII (-0.0002814499697925423+0j)
YZXIXZZYIIIIIIII (-8.814227918730591e-05+0j)
XZYIYZZXIIIIIIII (-8.814227918730591e-05+0j)
YZYIXZZXIIIIIIII (-0.0002814499697925423+0j)
XZXIXZZXIIIIIIII (-0.0003695922489798482+0j)
IYYYZZZYIIIIIIII (-0.0003695922489798478+0j)
IXXYZZZYIIIIIIII (-0.0002814499697925448+0j)
IYXXZZZYIIIIIIII (-8.814227918730309e-05+0j)
IXYYZZZXIIIIIIII (-8.814227918730309e-05+0j)
IYYXZZZXIIIIIIII (-0.0002814499697925448+0j)
IXXXZZZXIIIIIIII (-0.0003695922489798478+0j)
YZYYZZZYIIIIIIII (-9.578779800014357e-05+0j)
XZXYZZZYIIIIIIII (-7.294382641423995e-05+0j)
YZXXZZZYIIIIIIII (-2.284397158590362e-05+0j)
XZYYZZZXIIIIIIII (-2.284397158590362e-05+0j)
YZYXZZZXIIIIIIII (-7.294382641423995e-05+0j)
XZXXZZZXIIIIIIII (-9.578779800014357e-05+0j)
IIIIIZZIIIIIIIII (0.09487733384650297+0j)
IIIIZIZIIIIIIIII (0.1094203699913548+0j)
IIIZIIZIIIIIIIII (0.10942036999135488+0j)
IIZIIIZIIIIIIIII (0.10774488750066008+0j)
IZIIIIZIIIIIIIII (0.11826996629460329+0j)
ZIIIIIZIIIIIIIII (0.11826996629460332+0j)
IIYZZIYIIIIIIIII (-0.022852774219712952+0j)
IIXZZIXIIIIIIIII (-0.022852774219712952+0j)
IYZZYYYIIIIIIIII (-0.003776215823988213+0j)
IXZZXYYIIIIIIIII (-0.0020977707391555836+0j)
IYZZXXYIIIIIIIII (-0.0016784450848326287+0j)
IXZZYYXIIIIIIIII (-0.0016784450848326287+0j)
IYZZYXXIIIIIIIII (-0.0020977707391555836+0j)
IXZZXXXIIIIIIIII (-0.003776215823988213+0j)
YZZZYYYIIIIIIIII (0.014570332841548347+0j)
XZZZXYYIIIIIIIII (0.008094139561778704+0j)
YZZZXXYIIIIIIIII (0.006476193279769643+0j)
XZZZYYXIIIIIIIII (0.006476193279769643+0j)
YZZZYXXIIIIIIIII (0.008094139561778704+0j)
XZZZXXXIIIIIIIII (0.014570332841548347+0j)
IYZYIYYIIIIIIIII (0.014570332841548336+0j)
IXZXIYYIIIIIIIII (0.008094139561778698+0j)
IYZXIXYIIIIIIIII (0.006476193279769639+0j)
IXZYIYXIIIIIIIII (0.006476193279769639+0j)
IYZYIXXIIIIIIIII (0.008094139561778698+0j)
IXZXIXXIIIIIIIII (0.014570332841548336+0j)
YZZYIYYIIIIIIIII (0.003776215823988201+0j)
XZZXIYYIIIIIIIII (0.0020977707391555767+0j)
YZZXIXYIIIIIIIII (0.001678445084832625+0j)
XZZYIYXIIIIIIIII (0.001678445084832625+0j)
YZZYIXXIIIIIIIII (0.0020977707391555767+0j)
XZZXIXXIIIIIIIII (0.003776215823988201+0j)
IIYZIZYIIIIIIIII (-0.013489559457914628+0j)
IIXZIZXIIIIIIIII (-0.013489559457914628+0j)
IIYIZZYIIIIIIIII (-0.013489559457914637+0j)
IIXIZZXIIIIIIIII (-0.013489559457914637+0j)
IZYZZZYIIIIIIIII (-0.012756238077833406+0j)
IZXZZZXIIIIIIIII (-0.012756238077833406+0j)
ZIYZZZYIIIIIIIII (-0.012756238077833422+0j)
ZIXZZZXIIIIIIIII (-0.012756238077833422+0j)
IIIIZZIIIIIIIIII (0.10095198316933242+0j)
IIIZIZIIIIIIIIII (0.10095198316933246+0j)
IIZIIZIIIIIIIIII (0.07855163694481083+0j)
IZIIIZIIIIIIIIII (0.09969879673275397+0j)
ZIIIIZIIIIIIIIII (0.09969879673275399+0j)
IYYIYYIIIIIIIIII (0.00028890751346515855+0j)
IXXIYYIIIIIIIIII (-0.0061421256933743085+0j)
IYXIXYIIIIIIIIII (0.006431033206839467+0j)
IXYIYXIIIIIIIIII (0.006431033206839467+0j)
IYYIXXIIIIIIIIII (-0.0061421256933743085+0j)
IXXIXXIIIIIIIIII (0.00028890751346515855+0j)
YZYIYYIIIIIIIIII (-0.0011147346517831349+0j)
XZXIYYIIIIIIIIII (0.0236990733258918+0j)
YZXIXYIIIIIIIIII (-0.024813807977674934+0j)
XZYIYXIIIIIIIIII (-0.024813807977674934+0j)
YZYIXXIIIIIIIIII (0.0236990733258918+0j)
XZXIXXIIIIIIIIII (-0.0011147346517831349+0j)
IYYYZYIIIIIIIIII (-0.001114734651783136+0j)
IXXYZYIIIIIIIIII (0.023699073325891797+0j)
IYXXZYIIIIIIIIII (-0.024813807977674934+0j)
IXYYZXIIIIIIIIII (-0.024813807977674934+0j)
IYYXZXIIIIIIIIII (0.023699073325891797+0j)
IXXXZXIIIIIIIIII (-0.001114734651783136+0j)
YZYYZYIIIIIIIIII (-0.00028890751346515714+0j)
XZXYZYIIIIIIIIII (0.006142125693374294+0j)
YZXXZYIIIIIIIIII (-0.006431033206839451+0j)
XZYYZXIIIIIIIIII (-0.006431033206839451+0j)
YZYXZXIIIIIIIIII (0.006142125693374294+0j)
XZXXZXIIIIIIIIII (-0.00028890751346515714+0j)
IIIZZIIIIIIIIIII (0.1134067834069121+0j)
IIZIZIIIIIIIIIII (0.11074579074002447+0j)
IZIIZIIIIIIIIIII (0.11307941866977439+0j)
YYIIZIIIIIIIIIII (-0.006658050510819519+0j)
XXIIZIIIIIIIIIII (-0.006658050510819519+0j)
ZIIIZIIIIIIIIIII (0.08911525350891358+0j)
IZIYYIIIIIIIIIII (-0.006658050510819524+0j)
IZIXXIIIIIIIIIII (-0.006658050510819524+0j)
YYIYYIIIIIIIIIII (-0.026525855325642164+0j)
XXIYYIIIIIIIIIII (0.002561690164781303+0j)
YXIXYIIIIIIIIIII (-0.029087545490423465+0j)
XYIYXIIIIIIIIIII (-0.029087545490423465+0j)
YYIXXIIIIIIIIIII (0.002561690164781303+0j)
XXIXXIIIIIIIIIII (-0.026525855325642164+0j)
ZIIYYIIIIIIIIIII (0.0066580505108195884+0j)
ZIIXXIIIIIIIIIII (0.0066580505108195884+0j)
IIZZIIIIIIIIIIII (0.11074579074002451+0j)
IZIZIIIIIIIIIIII (0.08911525350891356+0j)
YYIZIIIIIIIIIIII (0.006658050510819599+0j)
XXIZIIIIIIIIIIII (0.006658050510819599+0j)
ZIIZIIIIIIIIIIII (0.11307941866977447+0j)
IZZIIIIIIIIIIIII (0.11326114393875639+0j)
ZIZIIIIIIIIIIIII (0.11326114393875643+0j)
ZZIIIIIIIIIIIIII (0.1163914874077053+0j)
