Bravyi-Kitaev mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-61.68813609254261+0j)
IIIIYIYIXZIIXYYXZI (0.004003057298653022+0j)
IIIIXZYIYIIIXYYXZI (-0.004003057298653022+0j)
IIIIYIYIXZIIXXYYZI (-0.004003057298653022+0j)
IIIIXZYIYIIIXXYYZI (0.004003057298653022+0j)
XYYIIIXXZIZIXYYXZI (0.004519998344429634+0j)
XXYIIIXYZIZIXYYXZI (-0.004519998344429634+0j)
XYYIIIXXZIZIXXYYZI (-0.004519998344429634+0j)
XXYIIIXYZIZIXXYYZI (0.004519998344429634+0j)
YIYIIIXXZIZIXYYXZI (-0.00022128086392182283+0j)
XZYIIIXYZIZIXYYXZI (0.00022128086392182283+0j)
YIYIIIXXZIZIXXYYZI (0.00022128086392182283+0j)
XZYIIIXYZIZIXXYYZI (-0.00022128086392182283+0j)
IIIIYIYZZIIIXYYXZI (0.023292462670382822+0j)
IIIIXZXIIIIIXYYXZI (0.023292462670382822+0j)
IIIIYIYZZIIIXXYYZI (-0.023292462670382822+0j)
IIIIXZXIIIIIXXYYZI (-0.023292462670382822+0j)
XYYIXXZIIIZIXYYXZI (0.01706071272840706+0j)
XXYIXYZIIIZIXYYXZI (-0.01706071272840706+0j)
XYYIXXZIIIZIXXYYZI (-0.01706071272840706+0j)
XXYIXYZIIIZIXXYYZI (0.01706071272840706+0j)
YIYIXXZIIIZIXYYXZI (-0.0008352235916892439+0j)
XZYIXYZIIIZIXYYXZI (0.0008352235916892439+0j)
YIYIXXZIIIZIXXYYZI (0.0008352235916892439+0j)
XZYIXYZIIIZIXXYYZI (-0.0008352235916892439+0j)
IIZIXZZIIIZIXYYXZI (0.0010577081856617291+0j)
IIIZXIIIIIIIXYYXZI (-0.0010577081856617291+0j)
IIZIXZZIIIZIXXYYZI (-0.0010577081856617291+0j)
IIIZXIIIIIIIXXYYZI (0.0010577081856617291+0j)
IIIIIIIIIIIYIZYXZI (-0.01348955945791465+0j)
IIIIIIIIIIIXIZYYZI (0.01348955945791465+0j)
IIIYZIYIXZIIYIYXZI (0.004003057298653024+0j)
IIIXZIYIYIIIYIYXZI (-0.004003057298653024+0j)
IIIYZIYIXZIIXZYYZI (-0.004003057298653024+0j)
IIIXZIYIYIIIXZYYZI (0.004003057298653024+0j)
XYYIIIXXZIZIYIYXZI (0.0002212808639218216+0j)
XXYIIIXYZIZIYIYXZI (-0.0002212808639218216+0j)
XYYIIIXXZIZIXZYYZI (-0.0002212808639218216+0j)
XXYIIIXYZIZIXZYYZI (0.0002212808639218216+0j)
YIYIIIXXZIZIYIYXZI (0.004519998344429634+0j)
XZYIIIXYZIZIYIYXZI (-0.004519998344429634+0j)
YIYIIIXXZIZIXZYYZI (-0.004519998344429634+0j)
XZYIIIXYZIZIXZYYZI (0.004519998344429634+0j)
IIIYZIYZZIIIYIYXZI (0.02329246267038284+0j)
IIIXZIXIIIIIYIYXZI (0.02329246267038284+0j)
IIIYZIYZZIIIXZYYZI (-0.02329246267038284+0j)
IIIXZIXIIIIIXZYYZI (-0.02329246267038284+0j)
XYYIXXZIIIZIYIYXZI (0.0008352235916892389+0j)
XXYIXYZIIIZIYIYXZI (-0.0008352235916892389+0j)
XYYIXXZIIIZIXZYYZI (-0.0008352235916892389+0j)
XXYIXYZIIIZIXZYYZI (0.0008352235916892389+0j)
YIYIXXZIIIZIYIYXZI (0.017060712728407066+0j)
XZYIXYZIIIZIYIYXZI (-0.017060712728407066+0j)
YIYIXXZIIIZIXZYYZI (-0.017060712728407066+0j)
XZYIXYZIIIZIXZYYZI (0.017060712728407066+0j)
IIZXZIZIIIZIYIYXZI (0.0010577081856617291+0j)
IIIXIIIIIIIIYIYXZI (-0.0010577081856617291+0j)
IIZXZIZIIIZIXZYYZI (-0.0010577081856617291+0j)
IIIXIIIIIIIIXZYYZI (0.0010577081856617291+0j)
IIIIIIIIIIZXIIXXZI (0.012756238077833423+0j)
IIIIIIIIIIZYIIXYZI (0.012756238077833423+0j)
IIIIIIIIIZIYZIYXZI (-0.01275623807783342+0j)
IIIIIIIIIZIXZIYYZI (0.01275623807783342+0j)
IIIIIIIIZZIYZIYXZI (-0.016045276569507418+0j)
IIIIIIIIZZIXZIYYZI (0.016045276569507418+0j)
IIIIIIZIXZIYZIYXZI (-0.001528652343817547+0j)
IIIIIIIZXIIYZIYXZI (0.001528652343817547+0j)
IIIIIIZIXZIXZIYYZI (0.001528652343817547+0j)
IIIIIIIZXIIXZIYYZI (-0.001528652343817547+0j)
IIZIIIXIXZZYZIYXZI (-0.003771769995407497+0j)
IIIZZIYIYIIYZIYXZI (-0.003771769995407497+0j)
IIZIIIXIXZZXZIYYZI (0.003771769995407497+0j)
IIIZZIYIYIIXZIYYZI (0.003771769995407497+0j)
IIIIIIIZIIIYZIYXZI (-0.016062622983098844+0j)
IIIIIIIZIIIXZIYYZI (0.016062622983098844+0j)
IIIIXYYXZIIYZIYXZI (-0.0014248376313661887+0j)
IIIIXXYYZIIYZIYXZI (0.0014248376313661887+0j)
IIIIXYYXZIIXZIYYZI (0.0014248376313661887+0j)
IIIIXXYYZIIXZIYYZI (-0.0014248376313661887+0j)
IIIIIIZZZIIYZIYXZI (-0.024874465712370956+0j)
IIIIIIZZZIIXZIYYZI (0.024874465712370956+0j)
IIZIIIXZZIZYZIYXZI (-0.015953883698564434+0j)
IIIZZIXIIIIYZIYXZI (0.015953883698564434+0j)
IIZIIIXZZIZXZIYYZI (0.015953883698564434+0j)
IIIZZIXIIIIXZIYYZI (-0.015953883698564434+0j)
IIIIIZIIIIIYZIYXZI (0.001278699857628652+0j)
IIIIIZIIIIIXZIYYZI (-0.001278699857628652+0j)
IIIIZZIIIIIYZIYXZI (-0.012431851272252915+0j)
IIIIZZIIIIIXZIYYZI (0.012431851272252915+0j)
IIIZIIIIIIIYZIYXZI (-0.012431851272252922+0j)
IIIZIIIIIIIXZIYYZI (0.012431851272252922+0j)
IIZZZIZIIIZYZIYXZI (-0.005757008969943812+0j)
IIZZZIZIIIZXZIYYZI (0.005757008969943812+0j)
IZIIIIIIIIIYZIYXZI (-0.0076128310486487496+0j)
IZIIIIIIIIIXZIYYZI (0.0076128310486487496+0j)
ZZIIIIIIIIIYZIYXZI (-0.007612831048648745+0j)
ZZIIIIIIIIIXZIYYZI (0.007612831048648745+0j)
XYYIIIXIXZIIIIXXZI (-0.00334246821818398+0j)
XXYIIIXIYIIIIIXXZI (0.00334246821818398+0j)
XYYIIIXIXZZZZIYYZI (-0.00334246821818398+0j)
XXYIIIXIYIZZZIYYZI (0.00334246821818398+0j)
IIIIYIYXZIZIIIXXZI (-0.0028397750274729403+0j)
IIIIXZYYZIZIIIXXZI (0.0028397750274729403+0j)
IIIIYIYXZIIZZIYYZI (-0.0028397750274729403+0j)
IIIIXZYYZIIZZIYYZI (0.0028397750274729403+0j)
IIIYZIYXZIZIIIXXZI (-0.0001390239162802441+0j)
IIIXZIYYZIZIIIXXZI (0.0001390239162802441+0j)
IIIYZIYXZIIZZIYYZI (-0.0001390239162802441+0j)
IIIXZIYYZIIZZIYYZI (0.0001390239162802441+0j)
XYYIIIXZZIIIIIXXZI (-0.010905916307974118+0j)
XXYIIIYIIIIIIIXXZI (0.010905916307974118+0j)
XYYIIIXZZIZZZIYYZI (-0.010905916307974118+0j)
XXYIIIYIIIZZZIYYZI (0.010905916307974118+0j)
IIIIZXIIIIZIIIXXZI (0.010378554223402224+0j)
IIIIIXIIIIZIIIXXZI (-0.010378554223402224+0j)
IIIIZXIIIIIZZIYYZI (0.010378554223402224+0j)
IIIIIXIIIIIZZIYYZI (-0.010378554223402224+0j)
IIIYYXIIIIZIIIXXZI (-0.0005080920986717115+0j)
IIIXYYIIIIZIIIXXZI (0.0005080920986717115+0j)
IIIYYXIIIIIZZIYYZI (-0.0005080920986717115+0j)
IIIXYYIIIIIZZIYYZI (0.0005080920986717115+0j)
XYYZZIZIIIIIIIXXZI (0.005143407029184672+0j)
XXXIIIIIIIZIIIXXZI (0.005143407029184672+0j)
XYYZZIZIIIZZZIYYZI (0.005143407029184672+0j)
XXXIIIIIIIIZZIYYZI (0.005143407029184672+0j)
YIYIIIIIIXXIIIXXZI (-0.003342468218183982+0j)
XZYIIIIIZYXIIIXXZI (0.003342468218183982+0j)
YIYIIIIIIYXIIIXYZI (-0.003342468218183982+0j)
XZYIIIIIZXXIIIXYZI (-0.003342468218183982+0j)
IIIIYIZXYYYIIIXXZI (-0.00013902391628024477+0j)
IIIIXZZYYYYIIIXXZI (0.00013902391628024477+0j)
IIIIYIZXYXYIIIXYZI (0.00013902391628024477+0j)
IIIIXZZYYXYIIIXYZI (-0.00013902391628024477+0j)
IIIYZIZXYYYIIIXXZI (0.0028397750274729403+0j)
IIIXZIZYYYYIIIXXZI (-0.0028397750274729403+0j)
IIIYZIZXYXYIIIXYZI (-0.0028397750274729403+0j)
IIIXZIZYYXYIIIXYZI (0.0028397750274729403+0j)
YIYIIIIZYYXIIIXXZI (0.010905916307974122+0j)
XZYIIIZIXYXIIIXXZI (0.010905916307974122+0j)
YIYIIIIZYXXIIIXYZI (-0.010905916307974122+0j)
XZYIIIZIXXXIIIXYZI (-0.010905916307974122+0j)
IIIIZXXIXYYIIIXXZI (0.0005080920986717143+0j)
IIIIIXXIXYYIIIXXZI (-0.0005080920986717143+0j)
IIIIZXXIXXYIIIXYZI (-0.0005080920986717143+0j)
IIIIIXXIXXYIIIXYZI (0.0005080920986717143+0j)
IIIYYXXIXYYIIIXXZI (0.010378554223402227+0j)
IIIXYYXIXYYIIIXXZI (-0.010378554223402227+0j)
IIIYYXXIXXYIIIXYZI (-0.010378554223402227+0j)
IIIXYYXIXXYIIIXYZI (0.010378554223402227+0j)
YIYZZIYIXYXIIIXXZI (-0.005143407029184674+0j)
XZXIIIXIXYYIIIXXZI (-0.005143407029184674+0j)
YIYZZIYIXXXIIIXYZI (0.005143407029184674+0j)
XZXIIIXIXXYIIIXYZI (0.005143407029184674+0j)
IIIIIIIIIIIIIZZZZI (0.10095198316933252+0j)
IIIIIIIIIIIIZZZZZI (0.10095198316933257+0j)
IIIIIIIIIIIZIIZZZI (0.07855163694481092+0j)
IIIIIIIIIIZZZIIZZI (0.09969879673275409+0j)
IIIIIIIIIZIIIIZZZI (0.09969879673275411+0j)
IIIIIIIIZZIIIIZZZI (0.1469824613030027+0j)
IIIIIIZIXZIIIIZZZI (-0.002907543145240808+0j)
IIIIIIIZXIIIIIZZZI (0.002907543145240808+0j)
IIZIIIXIXZZIIIZZZI (-0.0011778949186724648+0j)
IIIZZIYIYIIIIIZZZI (-0.0011778949186724648+0j)
IIIIIIIZIIIIIIZZZI (0.14697008934301922+0j)
IIIIXYYXZIIIIIZZZI (0.0013303603596601476+0j)
IIIIXXYYZIIIIIZZZI (-0.0013303603596601476+0j)
IIIIIIZZZIIIIIZZZI (0.11277343373796819+0j)
IIZIIIXZZIZIIIZZZI (-0.001278699857628652+0j)
IIIZZIXIIIIIIIZZZI (0.001278699857628652+0j)
IIIIIZIIIIIIIIZZZI (0.11960704716998222+0j)
IIIIZZIIIIIIIIZZZI (0.11222990619051947+0j)
IIIZIIIIIIIIIIZZZI (0.11222990619051952+0j)
IIZZZIZIIIZIIIZZZI (0.12207476173135792+0j)
IZIIIIIIIIIIIIZZZI (0.11778618326370402+0j)
ZZIIIIIIIIIIIIZZZI (0.11778618326370406+0j)
IIIIIIIIIIZXYYXZZI (0.0011501870485405294+0j)
IIIIIIIIIIIXXYYZZI (0.02445278538551806+0j)
IIIIIIIIIIZYYXXZZI (-0.02560297243405859+0j)
IIIIIIIIIIIYXYXIII (-0.02560297243405859+0j)
IIIIIIIIIIZXYXYIII (0.02445278538551806+0j)
IIIIIIIIIIIXXXXIII (-0.0011501870485405294+0j)
IIIIIIXIXYYXYYXZZI (5.630851260961142e-05+0j)
IIIIIIXIXXYYYYXZZI (0.0011971096144472466+0j)
IIIIIIXIXYYYYXXZZI (-0.0012534181270568582+0j)
IIIIIIXIXXYXYYYIII (-0.0012534181270568582+0j)
IIIIIIXIXYYXYXYIII (0.0011971096144472466+0j)
IIIIIIXIXXYYYXYIII (5.630851260961142e-05+0j)
XYYIIIXIXZZIXYYZZI (0.0031814748140997877+0j)
XXYIIIXIYIZIXYYZZI (-0.0031814748140997877+0j)
XYYIIIXIXZZIXXXIII (0.0031814748140997877+0j)
XXYIIIXIYIZIXXXIII (-0.0031814748140997877+0j)
YIYIIIXIXZZIXYYZZI (-0.00015575215780269427+0j)
XZYIIIXIYIZIXYYZZI (0.00015575215780269427+0j)
YIYIIIXIXZZIXXXIII (-0.00015575215780269427+0j)
XZYIIIXIYIZIXXXIII (0.00015575215780269427+0j)
IIIIYIYXZIIIXYYZZI (0.002673438660849139+0j)
IIIIXZYYZIIIXYYZZI (-0.002673438660849139+0j)
IIIIYIYXZIIIXXXIII (0.002673438660849139+0j)
IIIIXZYYZIIIXXXIII (-0.002673438660849139+0j)
XYYIIIXZZIZIXYYZZI (0.010378554223402224+0j)
XXYIIIYIIIZIXYYZZI (-0.010378554223402224+0j)
XYYIIIXZZIZIXXXIII (0.010378554223402224+0j)
XXYIIIYIIIZIXXXIII (-0.010378554223402224+0j)
YIYIIIXZZIZIXYYZZI (-0.0005080920986717143+0j)
XZYIIIYIIIZIXYYZZI (0.0005080920986717143+0j)
YIYIIIXZZIZIXXXIII (-0.0005080920986717143+0j)
XZYIIIYIIIZIXXXIII (0.0005080920986717143+0j)
IIIIZXIIIIIIXYYZZI (-0.01127792302118695+0j)
IIIIIXIIIIIIXYYZZI (0.01127792302118695+0j)
IIIIZXIIIIIIXXXIII (-0.01127792302118695+0j)
IIIIIXIIIIIIXXXIII (0.01127792302118695+0j)
XYYZZIZIIIZIXYYZZI (-0.0074312135126374515+0j)
XXXIIIIIIIIIXYYZZI (-0.0074312135126374515+0j)
XYYZZIZIIIZIXXXIII (-0.0074312135126374515+0j)
XXXIIIIIIIIIXXXIII (-0.0074312135126374515+0j)
YIYZZIZIIIZIXYYZZI (0.00036380220096550475+0j)
XZXIIIIIIIIIXYYZZI (0.00036380220096550475+0j)
YIYZZIZIIIZIXXXIII (0.00036380220096550475+0j)
XZXIIIIIIIIIXXXIII (0.00036380220096550475+0j)
IIIIIIIIIIZXXIXZZI (-5.630851260961115e-05+0j)
IIIIIIIIIIIXYIYZZI (0.0011971096144472414+0j)
IIIIIIIIIIZYYZXZZI (-0.0012534181270568525+0j)
IIIIIIIIIIIYYIXIII (-0.0012534181270568525+0j)
IIIIIIIIIIZXYZYIII (0.0011971096144472414+0j)
IIIIIIIIIIIXXZXIII (-5.630851260961115e-05+0j)
IIIIIIXIXYYXXIXZZI (0.001150187048540525+0j)
IIIIIIXIXXYYXIXZZI (0.024452785385518063+0j)
IIIIIIXIXYYYYZXZZI (0.025602972434058593+0j)
IIIIIIXIXXYXXIYIII (-0.025602972434058593+0j)
IIIIIIXIXYYXYZYIII (-0.024452785385518063+0j)
IIIIIIXIXXYYYZYIII (-0.001150187048540525+0j)
XYYIIIXIXZZIYIYZZI (0.00015575215780269354+0j)
XXYIIIXIYIZIYIYZZI (-0.00015575215780269354+0j)
XYYIIIXIXZZIXZXIII (0.00015575215780269354+0j)
XXYIIIXIYIZIXZXIII (-0.00015575215780269354+0j)
YIYIIIXIXZZIYIYZZI (0.003181474814099788+0j)
XZYIIIXIYIZIYIYZZI (-0.003181474814099788+0j)
YIYIIIXIXZZIXZXIII (0.003181474814099788+0j)
XZYIIIXIYIZIXZXIII (-0.003181474814099788+0j)
IIIYZIYXZIIIYIYZZI (0.002673438660849139+0j)
IIIXZIYYZIIIYIYZZI (-0.002673438660849139+0j)
IIIYZIYXZIIIXZXIII (0.002673438660849139+0j)
IIIXZIYYZIIIXZXIII (-0.002673438660849139+0j)
XYYIIIXZZIZIYIYZZI (0.0005080920986717115+0j)
XXYIIIYIIIZIYIYZZI (-0.0005080920986717115+0j)
XYYIIIXZZIZIXZXIII (0.0005080920986717115+0j)
XXYIIIYIIIZIXZXIII (-0.0005080920986717115+0j)
YIYIIIXZZIZIYIYZZI (0.010378554223402227+0j)
XZYIIIYIIIZIYIYZZI (-0.010378554223402227+0j)
YIYIIIXZZIZIXZXIII (0.010378554223402227+0j)
XZYIIIYIIIZIXZXIII (-0.010378554223402227+0j)
IIIYYXIIIIIIYIYZZI (0.011277923021186954+0j)
IIIXYYIIIIIIYIYZZI (-0.011277923021186954+0j)
IIIYYXIIIIIIXZXIII (0.011277923021186954+0j)
IIIXYYIIIIIIXZXIII (-0.011277923021186954+0j)
XYYZZIZIIIZIYIYZZI (-0.00036380220096550285+0j)
XXXIIIIIIIIIYIYZZI (-0.00036380220096550285+0j)
XYYZZIZIIIZIXZXIII (-0.00036380220096550285+0j)
XXXIIIIIIIIIXZXIII (-0.00036380220096550285+0j)
YIYZZIZIIIZIYIYZZI (-0.0074312135126374515+0j)
XZXIIIIIIIIIYIYZZI (-0.0074312135126374515+0j)
YIYZZIZIIIZIXZXIII (-0.0074312135126374515+0j)
XZXIIIIIIIIIXZXIII (-0.0074312135126374515+0j)
IIIIIIIYYZIYZIYZZI (-0.0507494809883227+0j)
IIIIIIIXXIIYZIYZZI (-0.0507494809883227+0j)
IIIIIIIYYZIXZIXIII (-0.0507494809883227+0j)
IIIIIIIXXIIXZIXIII (-0.0507494809883227+0j)
IIIIXYYIXZIYZIYZZI (-0.0006110374730380234+0j)
IIIIXXYIYIIYZIYZZI (0.0006110374730380234+0j)
IIIIXYYIXZIXZIXIII (-0.0006110374730380234+0j)
IIIIXXYIYIIXZIXIII (0.0006110374730380234+0j)
IIIIIIZXZIIYZIYZZI (-0.0026398981309504565+0j)
IIIIIIIXIIIYZIYZZI (0.0026398981309504565+0j)
IIIIIIZXZIIXZIXIII (-0.0026398981309504565+0j)
IIIIIIIXIIIXZIXIII (0.0026398981309504565+0j)
IIZIIIXXZIZYZIYZZI (-0.003699453014814527+0j)
IIIZZIYYZIIYZIYZZI (-0.003699453014814527+0j)
IIZIIIXXZIZXZIXIII (-0.003699453014814527+0j)
IIIZZIYYZIIXZIXIII (-0.003699453014814527+0j)
IIIIXYYZZIIYZIYZZI (-0.024131474077341626+0j)
IIIIXXXIIIIYZIYZZI (-0.024131474077341626+0j)
IIIIXYYZZIIXZIXIII (-0.024131474077341626+0j)
IIIIXXXIIIIXZIXIII (-0.024131474077341626+0j)
IIZIXXZIIIZYZIYZZI (-0.04352312478654701+0j)
IIIZYYIIIIIYZIYZZI (-0.04352312478654701+0j)
IIZIXXZIIIZXZIXIII (-0.04352312478654701+0j)
IIIZYYIIIIIXZIXIII (-0.04352312478654701+0j)
XYYIXZZIIIZYZIYZZI (-0.03188399889815551+0j)
XXYIYIZIIIZYZIYZZI (0.03188399889815551+0j)
XYYIXZZIIIZXZIXIII (-0.03188399889815551+0j)
XXYIYIZIIIZXZIXIII (0.03188399889815551+0j)
YIYIXZZIIIZYZIYZZI (0.0015609118154127513+0j)
XZYIYIZIIIZYZIYZZI (-0.0015609118154127513+0j)
YIYIXZZIIIZXZIXIII (0.0015609118154127513+0j)
XZYIYIZIIIZXZIXIII (-0.0015609118154127513+0j)
XYYXZIZIIIZYZIYZZI (-0.0015609118154127444+0j)
XXYYZIZIIIZYZIYZZI (0.0015609118154127444+0j)
XYYXZIZIIIZXZIXIII (-0.0015609118154127444+0j)
XXYYZIZIIIZXZIXIII (0.0015609118154127444+0j)
YIYXZIZIIIZYZIYZZI (-0.03188399889815551+0j)
XZYYZIZIIIZYZIYZZI (0.03188399889815551+0j)
YIYXZIZIIIZXZIXIII (-0.03188399889815551+0j)
XZYYZIZIIIZXZIXIII (0.03188399889815551+0j)
IIIIYIYIXZZIIIXZZI (-0.003686183693462721+0j)
IIIIXZYIYIZIIIXZZI (0.003686183693462721+0j)
IIIIYIYIXZIZZIXIII (0.003686183693462721+0j)
IIIIXZYIYIIZZIXIII (-0.003686183693462721+0j)
IIIYZIYIXZZIIIXZZI (-0.0001804606661569234+0j)
IIIXZIYIYIZIIIXZZI (0.0001804606661569234+0j)
IIIYZIYIXZIZZIXIII (0.0001804606661569234+0j)
IIIXZIYIYIIZZIXIII (-0.0001804606661569234+0j)
XYYIIIXXZIIIIIXZZI (-0.004344970845044504+0j)
XXYIIIXYZIIIIIXZZI (0.004344970845044504+0j)
XYYIIIXXZIZZZIXIII (0.004344970845044504+0j)
XXYIIIXYZIZZZIXIII (-0.004344970845044504+0j)
IIIIYIYZZIZIIIXZZI (-0.01706071272840706+0j)
IIIIXZXIIIZIIIXZZI (-0.01706071272840706+0j)
IIIIYIYZZIIZZIXIII (0.01706071272840706+0j)
IIIIXZXIIIIZZIXIII (0.01706071272840706+0j)
IIIYZIYZZIZIIIXZZI (-0.0008352235916892389+0j)
IIIXZIXIIIZIIIXZZI (-0.0008352235916892389+0j)
IIIYZIYZZIIZZIXIII (0.0008352235916892389+0j)
IIIXZIXIIIIZZIXIII (0.0008352235916892389+0j)
XYYIXXZIIIIIIIXZZI (-0.018087386530949937+0j)
XXYIXYZIIIIIIIXZZI (0.018087386530949937+0j)
XYYIXXZIIIZZZIXIII (0.018087386530949937+0j)
XXYIXYZIIIZZZIXIII (-0.018087386530949937+0j)
IIZIXZZIIIIIIIXZZI (-0.006281026464096923+0j)
IIIZXIIIIIZIIIXZZI (0.006281026464096923+0j)
IIZIXZZIIIZZZIXIII (0.006281026464096923+0j)
IIIZXIIIIIIZZIXIII (-0.006281026464096923+0j)
IIZXZIZIIIIIIIXZZI (-0.0003074936883558917+0j)
IIIXIIIIIIZIIIXZZI (0.0003074936883558917+0j)
IIZXZIZIIIZZZIXIII (0.0003074936883558917+0j)
IIIXIIIIIIIZZIXIII (-0.0003074936883558917+0j)
IIIIYIZIIXYIIIXZZI (0.00018046066615692426+0j)
IIIIXZZIZYYIIIXZZI (-0.00018046066615692426+0j)
IIIIYIZIIYYIIIYIII (0.00018046066615692426+0j)
IIIIXZZIZXYIIIYIII (0.00018046066615692426+0j)
IIIYZIZIIXYIIIXZZI (-0.003686183693462723+0j)
IIIXZIZIZYYIIIXZZI (0.003686183693462723+0j)
IIIYZIZIIYYIIIYIII (-0.003686183693462723+0j)
IIIXZIZIZXYIIIYIII (-0.003686183693462723+0j)
YIYIIIIXYYXIIIXZZI (0.004344970845044504+0j)
XZYIIIIYYYXIIIXZZI (-0.004344970845044504+0j)
YIYIIIIXYXXIIIYIII (-0.004344970845044504+0j)
XZYIIIIYYXXIIIYIII (0.004344970845044504+0j)
IIIIYIZZYYYIIIXZZI (-0.0008352235916892439+0j)
IIIIXZIIXYYIIIXZZI (-0.0008352235916892439+0j)
IIIIYIZZYXYIIIYIII (0.0008352235916892439+0j)
IIIIXZIIXXYIIIYIII (0.0008352235916892439+0j)
IIIYZIZZYYYIIIXZZI (0.017060712728407066+0j)
IIIXZIIIXYYIIIXZZI (0.017060712728407066+0j)
IIIYZIZZYXYIIIYIII (-0.017060712728407066+0j)
IIIXZIIIXXYIIIYIII (-0.017060712728407066+0j)
YIYIXXYIXYXIIIXZZI (0.018087386530949948+0j)
XZYIXYYIXYXIIIXZZI (-0.018087386530949948+0j)
YIYIXXYIXXXIIIYIII (-0.018087386530949948+0j)
XZYIXYYIXXXIIIYIII (0.018087386530949948+0j)
IIZIXZYIXYXIIIXZZI (-0.00030749368835589333+0j)
IIIZXIXIXYYIIIXZZI (0.00030749368835589333+0j)
IIZIXZYIXXXIIIYIII (0.00030749368835589333+0j)
IIIZXIXIXXYIIIYIII (-0.00030749368835589333+0j)
IIZXZIYIXYXIIIXZZI (0.0062810264640969235+0j)
IIIXIIXIXYYIIIXZZI (-0.0062810264640969235+0j)
IIZXZIYIXXXIIIYIII (-0.0062810264640969235+0j)
IIIXIIXIXXYIIIYIII (0.0062810264640969235+0j)
IIIIIIIIIIIIZIIIII (0.11340678340691215+0j)
IIIIIIIIIIIZIZIIII (0.11074579074002461+0j)
IIIIIIIIIIZZZZZIII (0.08745522501977217+0j)
IIIIIIXIXYYZZZZIII (-0.0013389343278679736+0j)
IIIIIIXIXXXIIZIIII (-0.0013389343278679736+0j)
IIIIIIIIIZIIIZIIII (0.11473944715891594+0j)
IIIIIIIIZZIIIZIIII (0.15111911817273477+0j)
IIIIIIZIXZIIIZIIII (-0.0006643142655695744+0j)
IIIIIIIZXIIIIZIIII (0.0006643142655695744+0j)
IIZIIIXIXZZIIZIIII (0.0021240937811870487+0j)
IIIZZIYIYIIIIZIIII (0.0021240937811870487+0j)
IIIIIIIZIIIIIZIIII (0.15113123336739737+0j)
IIIIXYYXZIIIIZIIII (0.001884046663970402+0j)
IIIIXXYYZIIIIZIIII (-0.001884046663970402+0j)
IIIIIIZZZIIIIZIIII (0.13271283266173783+0j)
IIZIIIXZZIZIIZIIII (0.012431851272252915+0j)
IIIZZIXIIIIIIZIIII (-0.012431851272252915+0j)
IIIIIZIIIIIIIZIIII (0.11222990619051947+0j)
IIIIZZIIIIIIIZIIII (0.12916055194795117+0j)
IIIZIIIIIIIIIZIIII (0.11865803958725851+0j)
IIZZZIZIIIZIIZIIII (0.11645829653653463+0j)
IZIIIIIIIIIIIZIIII (0.1290338509785125+0j)
ZXIIIIIIIIIIIZIIII (-0.000491287501512594+0j)
IXIIIIIIIIIIIZIIII (0.000491287501512594+0j)
ZZIIIIIIIIIIIZIIII (0.1190226076736981+0j)
IIIIIIIIIIZZIXZIII (-0.001338934327867988+0j)
IIIIIIIIIIZZZXZIII (0.001338934327867988+0j)
IIIIIIXIXYYZIXZIII (-0.0009016616756398542+0j)
IIIIIIXIXXXIZXIIII (0.028185883814783638+0j)
IIIIIIXIXYXIIYIIII (0.029087545490423493+0j)
IIIIIIXIXXYZIYZIII (0.029087545490423493+0j)
IIIIIIXIXYYZZXZIII (-0.028185883814783638+0j)
IIIIIIXIXXXIIXIIII (0.0009016616756398542+0j)
IIIIIIIIIZIIZXIIII (0.0013389343278679493+0j)
IIIIIIIIIZIIIXIIII (-0.0013389343278679493+0j)
IIIYYZIIIIIIZXIIII (-0.005251256180346358+0j)
IIIXXIIIIIIIZXIIII (-0.005251256180346358+0j)
IIIYYZIIIIIIIXIIII (0.005251256180346358+0j)
IIIXXIIIIIIIIXIIII (0.005251256180346358+0j)
IZIIIIIIIIIIZXIIII (0.0004912875015125693+0j)
IZIIIIIIIIIIIXIIII (-0.0004912875015125693+0j)
ZXIIIIIIIIIIZXIIII (0.0050056216524072055+0j)
IXIIIIIIIIIIZXIIII (-0.0050056216524072055+0j)
ZXIIIIIIIIIIIXIIII (-0.0050056216524072055+0j)
IXIIIIIIIIIIIXIIII (0.0050056216524072055+0j)
ZZIIIIIIIIIIZXIIII (-0.0004912875015126161+0j)
ZZIIIIIIIIIIIXIIII (0.0004912875015126161+0j)
IIIIYIYIXZIYYXIIII (-0.0007058942480013083+0j)
IIIIXZYIYIIYYXIIII (0.0007058942480013083+0j)
IIIIYIYIXZIXYYIIII (0.0007058942480013083+0j)
IIIIXZYIYIIXYYIIII (-0.0007058942480013083+0j)
XYYIIIXXZIZYYXIIII (-0.0009545855405716119+0j)
XXYIIIXYZIZYYXIIII (0.0009545855405716119+0j)
XYYIIIXXZIZXYYIIII (0.0009545855405716119+0j)
XXYIIIXYZIZXYYIIII (-0.0009545855405716119+0j)
YIYIIIXXZIZYYXIIII (4.673265275977027e-05+0j)
XZYIIIXYZIZYYXIIII (-4.673265275977027e-05+0j)
YIYIIIXXZIZXYYIIII (-4.673265275977027e-05+0j)
XZYIIIXYZIZXYYIIII (4.673265275977027e-05+0j)
IIIIYIYZZIIYYXIIII (-0.0010577081856617291+0j)
IIIIXZXIIIIYYXIIII (-0.0010577081856617291+0j)
