Jordan-Wigner mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-62.50754225107464+0j)
ZIIIIIIIIIIIIIIIXZXI (0.00501288239529606+0j)
IIIIIIIIIIYZZZZIZZYI (-0.0004803828766496215+0j)
IIIIIIIIIIXZZZZIZZXI (-0.0004803828766496215+0j)
IIIIIIIIIIIIYYIYZZYI (-0.00038138017060560143+0j)
IIIIIIIIIIIIXXIYZZYI (-0.0002904266466428986+0j)
IIIIIIIIIIIIYXIXZZYI (-9.095352396270282e-05+0j)
IIIIIIIIIIIIXYIYZZXI (-9.095352396270282e-05+0j)
IIIIIIIIIIIIYYIXZZXI (-0.0002904266466428986+0j)
IIIIIIIIIIIIXXIXZZXI (-0.00038138017060560143+0j)
IIIIIIIIIIIYZYIYZZYI (1.7969368952144383e-05+0j)
IIIIIIIIIIIXZXIYZZYI (1.36839405120966e-05+0j)
IIIIIIIIIIIYZXIXZZYI (4.28542844004778e-06+0j)
IIIIIIIIIIIXZYIYZZXI (4.28542844004778e-06+0j)
IIIIIIIIIIIYZYIXZZXI (1.36839405120966e-05+0j)
IIIIIIIIIIIXZXIXZZXI (1.7969368952144383e-05+0j)
IIYZZZZZZYIIIIIYZZYI (0.0027324072502252525+0j)
IIXZZZZZZXIIIIIYZZYI (0.0027324072502252525+0j)
IIYZZZZZZYIIIIIXZZXI (0.0027324072502252525+0j)
IIXZZZZZZXIIIIIXZZXI (0.0027324072502252525+0j)
IYZZZZZZZYIIIIIYZZYI (-0.00012874196875219154+0j)
IXZZZZZZZXIIIIIYZZYI (-0.00012874196875219154+0j)
IYZZZZZZZYIIIIIXZZXI (-0.00012874196875219154+0j)
IXZZZZZZZXIIIIIXZZXI (-0.00012874196875219154+0j)
IIIIIYZZYIIIIIIYZZYI (0.0022532350607875813+0j)
IIIIIXZZXIIIIIIYZZYI (0.0022532350607875813+0j)
IIIIIYZZYIIIIIIXZZXI (0.0022532350607875813+0j)
IIIIIXZZXIIIIIIXZZXI (0.0022532350607875813+0j)
IIYZZZZYIIIIIIIYZZYI (0.0028400253608243725+0j)
IIXZZZZXIIIIIIIYZZYI (0.0028400253608243725+0j)
IIYZZZZYIIIIIIIXZZXI (0.0028400253608243725+0j)
IIXZZZZXIIIIIIIXZZXI (0.0028400253608243725+0j)
IYZZZZZYIIIIIIIYZZYI (-0.00013381257725346072+0j)
IXZZZZZXIIIIIIIYZZYI (-0.00013381257725346072+0j)
IYZZZZZYIIIIIIIXZZXI (-0.00013381257725346072+0j)
IXZZZZZXIIIIIIIXZZXI (-0.00013381257725346072+0j)
IIIIIYYIIIIIIIIYZZYI (0.002673438660849139+0j)
IIIIIXXIIIIIIIIYZZYI (0.002673438660849139+0j)
IIIIIYYIIIIIIIIXZZXI (0.002673438660849139+0j)
IIIIIXXIIIIIIIIXZZXI (0.002673438660849139+0j)
YZZZZYIIIIIIIIIYZZYI (-0.0019850289147330144+0j)
XZZZZXIIIIIIIIIYZZYI (-0.0019850289147330144+0j)
YZZZZYIIIIIIIIIXZZXI (-0.0019850289147330144+0j)
XZZZZXIIIIIIIIIXZZXI (-0.0019850289147330144+0j)
IIYYIIIIIIIIIIIYZZYI (-0.0013360498603070933+0j)
IIXXIIIIIIIIIIIYZZYI (-0.0013360498603070933+0j)
IIYYIIIIIIIIIIIXZZXI (-0.0013360498603070933+0j)
IIXXIIIIIIIIIIIXZZXI (-0.0013360498603070933+0j)
IYZYIIIIIIIIIIIYZZYI (6.295023897072662e-05+0j)
IXZXIIIIIIIIIIIYZZYI (6.295023897072662e-05+0j)
IYZYIIIIIIIIIIIXZZXI (6.295023897072662e-05+0j)
IXZXIIIIIIIIIIIXZZXI (6.295023897072662e-05+0j)
IIIIIIIIIIYZZZIZZZYI (-0.00048038287664962167+0j)
IIIIIIIIIIXZZZIZZZXI (-0.00048038287664962167+0j)
IIIIIIIIIIIIYYYZZZYI (-1.7969368952144285e-05+0j)
IIIIIIIIIIIIXXYZZZYI (-1.3683940512096535e-05+0j)
IIIIIIIIIIIIYXXZZZYI (-4.285428440047748e-06+0j)
IIIIIIIIIIIIXYYZZZXI (-4.285428440047748e-06+0j)
IIIIIIIIIIIIYYXZZZXI (-1.3683940512096535e-05+0j)
IIIIIIIIIIIIXXXZZZXI (-1.7969368952144285e-05+0j)
IIIIIIIIIIIYZYYZZZYI (-0.00038138017060560214+0j)
IIIIIIIIIIIXZXYZZZYI (-0.00029042664664289764+0j)
IIIIIIIIIIIYZXXZZZYI (-9.095352396270434e-05+0j)
IIIIIIIIIIIXZYYZZZXI (-9.095352396270434e-05+0j)
IIIIIIIIIIIYZYXZZZXI (-0.00029042664664289764+0j)
IIIIIIIIIIIXZXXZZZXI (-0.00038138017060560214+0j)
IIYZZZZZZYIIIIYZZZYI (0.00012874196875219078+0j)
IIXZZZZZZXIIIIYZZZYI (0.00012874196875219078+0j)
IIYZZZZZZYIIIIXZZZXI (0.00012874196875219078+0j)
IIXZZZZZZXIIIIXZZZXI (0.00012874196875219078+0j)
IYZZZZZZZYIIIIYZZZYI (0.0027324072502252533+0j)
IXZZZZZZZXIIIIYZZZYI (0.0027324072502252533+0j)
IYZZZZZZZYIIIIXZZZXI (0.0027324072502252533+0j)
IXZZZZZZZXIIIIXZZZXI (0.0027324072502252533+0j)
IIIIYZZZYIIIIIYZZZYI (0.002253235060787583+0j)
IIIIXZZZXIIIIIYZZZYI (0.002253235060787583+0j)
IIIIYZZZYIIIIIXZZZXI (0.002253235060787583+0j)
IIIIXZZZXIIIIIXZZZXI (0.002253235060787583+0j)
IIYZZZZYIIIIIIYZZZYI (0.00013381257725345988+0j)
IIXZZZZXIIIIIIYZZZYI (0.00013381257725345988+0j)
IIYZZZZYIIIIIIXZZZXI (0.00013381257725345988+0j)
IIXZZZZXIIIIIIXZZZXI (0.00013381257725345988+0j)
IYZZZZZYIIIIIIYZZZYI (0.0028400253608243738+0j)
IXZZZZZXIIIIIIYZZZYI (0.0028400253608243738+0j)
IYZZZZZYIIIIIIXZZZXI (0.0028400253608243738+0j)
IXZZZZZXIIIIIIXZZZXI (0.0028400253608243738+0j)
IIIIYZYIIIIIIIYZZZYI (0.00267343866084914+0j)
IIIIXZXIIIIIIIYZZZYI (0.00267343866084914+0j)
IIIIYZYIIIIIIIXZZZXI (0.00267343866084914+0j)
IIIIXZXIIIIIIIXZZZXI (0.00267343866084914+0j)
YZZZYIIIIIIIIIYZZZYI (-0.0019850289147330153+0j)
XZZZXIIIIIIIIIYZZZYI (-0.0019850289147330153+0j)
YZZZYIIIIIIIIIXZZZXI (-0.0019850289147330153+0j)
XZZZXIIIIIIIIIXZZZXI (-0.0019850289147330153+0j)
IIYYIIIIIIIIIIYZZZYI (-6.295023897072624e-05+0j)
IIXXIIIIIIIIIIYZZZYI (-6.295023897072624e-05+0j)
IIYYIIIIIIIIIIXZZZXI (-6.295023897072624e-05+0j)
IIXXIIIIIIIIIIXZZZXI (-6.295023897072624e-05+0j)
IYZYIIIIIIIIIIYZZZYI (-0.0013360498603070938+0j)
IXZXIIIIIIIIIIYZZZYI (-0.0013360498603070938+0j)
IYZYIIIIIIIIIIXZZZXI (-0.0013360498603070938+0j)
IXZXIIIIIIIIIIXZZZXI (-0.0013360498603070938+0j)
IIIIIIIIIIYZZIZZZZYI (-0.0011534889430008229+0j)
IIIIIIIIIIXZZIZZZZXI (-0.0011534889430008229+0j)
IIIIIIIIYYIIIYZZZZYI (0.010839291580633688+0j)
IIIIIIIIXXIIIYZZZZYI (0.010839291580633688+0j)
IIIIIIIIYYIIIXZZZZXI (0.010839291580633688+0j)
IIIIIIIIXXIIIXZZZZXI (0.010839291580633688+0j)
IIIIIIYZZYIIIYZZZZYI (-0.002891498346649748+0j)
IIIIIIXZZXIIIYZZZZYI (-0.002891498346649748+0j)
IIIIIIYZZYIIIXZZZZXI (-0.002891498346649748+0j)
IIIIIIXZZXIIIXZZZZXI (-0.002891498346649748+0j)
YZZZZZZZZYIIIYZZZZYI (-0.0019154368047033228+0j)
XZZZZZZZZXIIIYZZZZYI (-0.0019154368047033228+0j)
YZZZZZZZZYIIIXZZZZXI (-0.0019154368047033228+0j)
XZZZZZZZZXIIIXZZZZXI (-0.0019154368047033228+0j)
IIIIIIIYYIIIIYZZZZYI (-0.0012511006002572345+0j)
IIIIIIIXXIIIIYZZZZYI (-0.0012511006002572345+0j)
IIIIIIIYYIIIIXZZZZXI (-0.0012511006002572345+0j)
IIIIIIIXXIIIIXZZZZXI (-0.0012511006002572345+0j)
IIIYZZZZYIIIIYZZZZYI (0.002924741957384733+0j)
IIIXZZZZXIIIIYZZZZYI (0.002924741957384733+0j)
IIIYZZZZYIIIIXZZZZXI (0.002924741957384733+0j)
IIIXZZZZXIIIIXZZZZXI (0.002924741957384733+0j)
IIIIIIYYIIIIIYZZZZYI (-0.0007525496132019954+0j)
IIIIIIXXIIIIIYZZZZYI (-0.0007525496132019954+0j)
IIIIIIYYIIIIIXZZZZXI (-0.0007525496132019954+0j)
IIIIIIXXIIIIIXZZZZXI (-0.0007525496132019954+0j)
YZZZZZZYIIIIIYZZZZYI (-0.0025591698717171672+0j)
XZZZZZZXIIIIIYZZZZYI (-0.0025591698717171672+0j)
YZZZZZZYIIIIIXZZZZXI (-0.0025591698717171672+0j)
XZZZZZZXIIIIIXZZZZXI (-0.0025591698717171672+0j)
IIIYZZYIIIIIIYZZZZYI (0.0036994530148145204+0j)
IIIXZZXIIIIIIYZZZZYI (0.0036994530148145204+0j)
IIIYZZYIIIIIIXZZZZXI (0.0036994530148145204+0j)
IIIXZZXIIIIIIXZZZZXI (0.0036994530148145204+0j)
IIYZZYIIIIIIIYZZZZYI (-0.0010456232136641945+0j)
IIXZZXIIIIIIIYZZZZYI (-0.0010456232136641945+0j)
IIYZZYIIIIIIIXZZZZXI (-0.0010456232136641945+0j)
IIXZZXIIIIIIIXZZZZXI (-0.0010456232136641945+0j)
IYZZZYIIIIIIIYZZZZYI (4.926629845863001e-05+0j)
IXZZZXIIIIIIIYZZZZYI (4.926629845863001e-05+0j)
IYZZZYIIIIIIIXZZZZXI (4.926629845863001e-05+0j)
IXZZZXIIIIIIIXZZZZXI (4.926629845863001e-05+0j)
IIYZYIIIIIIIIYZZZZYI (-4.926629845862969e-05+0j)
IIXZXIIIIIIIIYZZZZYI (-4.926629845862969e-05+0j)
IIYZYIIIIIIIIXZZZZXI (-4.926629845862969e-05+0j)
IIXZXIIIIIIIIXZZZZXI (-4.926629845862969e-05+0j)
IYZZYIIIIIIIIYZZZZYI (-0.0010456232136641962+0j)
IXZZXIIIIIIIIYZZZZYI (-0.0010456232136641962+0j)
IYZZYIIIIIIIIXZZZZXI (-0.0010456232136641962+0j)
IXZZXIIIIIIIIXZZZZXI (-0.0010456232136641962+0j)
YZZYIIIIIIIIIYZZZZYI (0.0006789305334026212+0j)
XZZXIIIIIIIIIYZZZZYI (0.0006789305334026212+0j)
YZZYIIIIIIIIIXZZZZXI (0.0006789305334026212+0j)
XZZXIIIIIIIIIXZZZZXI (0.0006789305334026212+0j)
IIIIIIIIIIYZIZZZZZYI (-0.002941125705063184+0j)
IIIIIIIIIIXZIZZZZZXI (-0.002941125705063184+0j)
IIIIIYZZZYIIYZZZZZYI (0.0028769001906931014+0j)
IIIIIXZZZXIIYZZZZZYI (0.0028769001906931014+0j)
IIIIIYZZZYIIXZZZZZXI (0.0028769001906931014+0j)
IIIIIXZZZXIIXZZZZZXI (0.0028769001906931014+0j)
IIIIYZZZZYIIYZZZZZYI (0.00013554999695702385+0j)
IIIIXZZZZXIIYZZZZZYI (0.00013554999695702385+0j)
IIIIYZZZZYIIXZZZZZXI (0.00013554999695702385+0j)
IIIIXZZZZXIIXZZZZZXI (0.00013554999695702385+0j)
IIYZZZZZYIIIYZZZZZYI (0.0034882105134476466+0j)
IIXZZZZZXIIIYZZZZZYI (0.0034882105134476466+0j)
IIYZZZZZYIIIXZZZZZXI (0.0034882105134476466+0j)
IIXZZZZZXIIIXZZZZZXI (0.0034882105134476466+0j)
IIIIIYZYIIIIYZZZZZYI (0.004520396793716314+0j)
IIIIIXZXIIIIYZZZZZYI (0.004520396793716314+0j)
IIIIIYZYIIIIXZZZZZXI (0.004520396793716314+0j)
IIIIIXZXIIIIXZZZZZXI (0.004520396793716314+0j)
IIIIYZZYIIIIYZZZZZYI (0.0002129861069268329+0j)
IIIIXZZXIIIIYZZZZZYI (0.0002129861069268329+0j)
IIIIYZZYIIIIXZZZZZXI (0.0002129861069268329+0j)
IIIIXZZXIIIIXZZZZZXI (0.0002129861069268329+0j)
IIYZZZYIIIIIYZZZZZYI (0.004344970845044502+0j)
IIXZZZXIIIIIYZZZZZYI (0.004344970845044502+0j)
IIYZZZYIIIIIXZZZZZXI (0.004344970845044502+0j)
IIXZZZXIIIIIXZZZZZXI (0.004344970845044502+0j)
IIIYZYIIIIIIYZZZZZYI (-0.0009546696897014919+0j)
IIIXZXIIIIIIYZZZZZYI (-0.0009546696897014919+0j)
IIIYZYIIIIIIXZZZZZXI (-0.0009546696897014919+0j)
IIIXZXIIIIIIXZZZZZXI (-0.0009546696897014919+0j)
IIIYYIIIIIIIYZZZZZYI (-4.4980870018581944e-05+0j)
IIIXXIIIIIIIYZZZZZYI (-4.4980870018581944e-05+0j)
IIIYYIIIIIIIXZZZZZXI (-4.4980870018581944e-05+0j)
IIIXXIIIIIIIXZZZZZXI (-4.4980870018581944e-05+0j)
YZYIIIIIIIIIYZZZZZYI (-0.0028872018968714823+0j)
XZXIIIIIIIIIYZZZZZYI (-0.0028872018968714823+0j)
YZYIIIIIIIIIXZZZZZXI (-0.0028872018968714823+0j)
XZXIIIIIIIIIXZZZZZXI (-0.0028872018968714823+0j)
IIIIIIIIIIYIZZZZZZYI (-0.002941125705063185+0j)
IIIIIIIIIIXIZZZZZZXI (-0.002941125705063185+0j)
IIIIIYZZZYIYZZZZZZYI (-0.00013554999695702472+0j)
IIIIIXZZZXIYZZZZZZYI (-0.00013554999695702472+0j)
IIIIIYZZZYIXZZZZZZXI (-0.00013554999695702472+0j)
IIIIIXZZZXIXZZZZZZXI (-0.00013554999695702472+0j)
IIIIYZZZZYIYZZZZZZYI (0.0028769001906931027+0j)
IIIIXZZZZXIYZZZZZZYI (0.0028769001906931027+0j)
IIIIYZZZZYIXZZZZZZXI (0.0028769001906931027+0j)
IIIIXZZZZXIXZZZZZZXI (0.0028769001906931027+0j)
IYZZZZZZYIIYZZZZZZYI (0.003488210513447647+0j)
IXZZZZZZXIIYZZZZZZYI (0.003488210513447647+0j)
IYZZZZZZYIIXZZZZZZXI (0.003488210513447647+0j)
IXZZZZZZXIIXZZZZZZXI (0.003488210513447647+0j)
IIIIIYZYIIIYZZZZZZYI (-0.0002129861069268342+0j)
IIIIIXZXIIIYZZZZZZYI (-0.0002129861069268342+0j)
IIIIIYZYIIIXZZZZZZXI (-0.0002129861069268342+0j)
IIIIIXZXIIIXZZZZZZXI (-0.0002129861069268342+0j)
IIIIYZZYIIIYZZZZZZYI (0.004520396793716317+0j)
IIIIXZZXIIIYZZZZZZYI (0.004520396793716317+0j)
IIIIYZZYIIIXZZZZZZXI (0.004520396793716317+0j)
IIIIXZZXIIIXZZZZZZXI (0.004520396793716317+0j)
IYZZZZYIIIIYZZZZZZYI (0.004344970845044502+0j)
IXZZZZXIIIIYZZZZZZYI (0.004344970845044502+0j)
IYZZZZYIIIIXZZZZZZXI (0.004344970845044502+0j)
IXZZZZXIIIIXZZZZZZXI (0.004344970845044502+0j)
IIIYZYIIIIIYZZZZZZYI (4.4980870018582235e-05+0j)
IIIXZXIIIIIYZZZZZZYI (4.4980870018582235e-05+0j)
IIIYZYIIIIIXZZZZZZXI (4.4980870018582235e-05+0j)
IIIXZXIIIIIXZZZZZZXI (4.4980870018582235e-05+0j)
IIIYYIIIIIIYZZZZZZYI (-0.000954669689701492+0j)
IIIXXIIIIIIYZZZZZZYI (-0.000954669689701492+0j)
IIIYYIIIIIIXZZZZZZXI (-0.000954669689701492+0j)
IIIXXIIIIIIXZZZZZZXI (-0.000954669689701492+0j)
YYIIIIIIIIIYZZZZZZYI (-0.0028872018968714827+0j)
XXIIIIIIIIIYZZZZZZYI (-0.0028872018968714827+0j)
YYIIIIIIIIIXZZZZZZXI (-0.0028872018968714827+0j)
XXIIIIIIIIIXZZZZZZXI (-0.0028872018968714827+0j)
IIIIIIIIIZYZZZZZZZYI (-0.028486041893160265+0j)
IIIIIIIIIZXZZZZZZZXI (-0.028486041893160265+0j)
IIIIIIIYZYYZZZZZZZYI (-0.006299255978602556+0j)
IIIIIIIXZXYZZZZZZZYI (-0.006299255978602556+0j)
IIIIIIIYZYXZZZZZZZXI (-0.006299255978602556+0j)
IIIIIIIXZXXZZZZZZZXI (-0.006299255978602556+0j)
IIIYZZZZZYYZZZZZZZYI (-0.002202819918704156+0j)
IIIXZZZZZXYZZZZZZZYI (-0.002202819918704156+0j)
IIIYZZZZZYXZZZZZZZXI (-0.002202819918704156+0j)
IIIXZZZZZXXZZZZZZZXI (-0.002202819918704156+0j)
IIIIIIIIZIYZZZZZZZYI (-0.028440475425688498+0j)
IIIIIIIIZIXZZZZZZZXI (-0.028440475425688498+0j)
IIIIIIYZYIYZZZZZZZYI (-0.003341515144968478+0j)
IIIIIIXZXIYZZZZZZZYI (-0.003341515144968478+0j)
IIIIIIYZYIXZZZZZZZXI (-0.003341515144968478+0j)
IIIIIIXZXIXZZZZZZZXI (-0.003341515144968478+0j)
YZZZZZZZYIYZZZZZZZYI (0.008631608335822093+0j)
XZZZZZZZXIYZZZZZZZYI (0.008631608335822093+0j)
YZZZZZZZYIXZZZZZZZXI (0.008631608335822093+0j)
XZZZZZZZXIXZZZZZZZXI (0.008631608335822093+0j)
IIIIIIIZIIYZZZZZZZYI (0.0041139543889829235+0j)
IIIIIIIZIIXZZZZZZZXI (0.0041139543889829235+0j)
IIIYZZZYIIYZZZZZZZYI (-0.004717420549795188+0j)
IIIXZZZXIIYZZZZZZZYI (-0.004717420549795188+0j)
IIIYZZZYIIXZZZZZZZXI (-0.004717420549795188+0j)
IIIXZZZXIIXZZZZZZZXI (-0.004717420549795188+0j)
IIIIIIZIIIYZZZZZZZYI (-0.0037497299968261627+0j)
IIIIIIZIIIXZZZZZZZXI (-0.0037497299968261627+0j)
YZZZZZYIIIYZZZZZZZYI (0.003194070065919625+0j)
XZZZZZXIIIYZZZZZZZYI (0.003194070065919625+0j)
YZZZZZYIIIXZZZZZZZXI (0.003194070065919625+0j)
XZZZZZXIIIXZZZZZZZXI (0.003194070065919625+0j)
IIIIIZIIIIYZZZZZZZYI (0.0015046460380833929+0j)
IIIIIZIIIIXZZZZZZZXI (0.0015046460380833929+0j)
IIIIZIIIIIYZZZZZZZYI (0.001504646038083394+0j)
IIIIZIIIIIXZZZZZZZXI (0.001504646038083394+0j)
IIIZIIIIIIYZZZZZZZYI (-0.001832419476403444+0j)
IIIZIIIIIIXZZZZZZZXI (-0.001832419476403444+0j)
IIZIIIIIIIYZZZZZZZYI (-5.392380819170192e-05+0j)
IIZIIIIIIIXZZZZZZZXI (-5.392380819170192e-05+0j)
IZIIIIIIIIYZZZZZZZYI (-5.3923808191701935e-05+0j)
IZIIIIIIIIXZZZZZZZXI (-5.3923808191701935e-05+0j)
ZIIIIIIIIIYZZZZZZZYI (0.0030679440179656107+0j)
ZIIIIIIIIIXZZZZZZZXI (0.0030679440179656107+0j)
IIIIIIIIIIIIIIIIZZII (0.09487733384650326+0j)
IIIIIIIIIIYZZZZZYZII (0.0019107703795243416+0j)
IIIIIIIIIIXZZZZZXZII (0.0019107703795243416+0j)
IIIIIIIIIIIIIIIZIZII (0.10942036999135502+0j)
IIIIIIIIIIIIIIZIIZII (0.10942036999135508+0j)
IIIIIIIIIIIIIZIIIZII (0.10774488750066036+0j)
IIIIIIIIIIIIZIIIIZII (0.11826996629460342+0j)
IIIIIIIIIIIZIIIIIZII (0.11826996629460344+0j)
IIIIIIIIIIZIIIIIIZII (0.1335485813832481+0j)
IIIIIIIIIZIIIIIIIZII (0.1689371485377082+0j)
IIIIIIIYZYIIIIIIIZII (0.0006785514404977071+0j)
IIIIIIIXZXIIIIIIIZII (0.0006785514404977071+0j)
IIIYZZZZZYIIIIIIIZII (-0.0053075127385568644+0j)
IIIXZZZZZXIIIIIIIZII (-0.0053075127385568644+0j)
IIIIIIIIZIIIIIIIIZII (0.16895657075788778+0j)
IIIIIIYZYIIIIIIIIZII (0.004088811596414292+0j)
IIIIIIXZXIIIIIIIIZII (0.004088811596414292+0j)
YZZZZZZZYIIIIIIIIZII (0.0041139543889829235+0j)
XZZZZZZZXIIIIIIIIZII (0.0041139543889829235+0j)
IIIIIIIZIIIIIIIIIZII (0.1523308658830362+0j)
IIIYZZZYIIIIIIIIIZII (-0.02487446571237097+0j)
IIIXZZZXIIIIIIIIIZII (-0.02487446571237097+0j)
IIIIIIZIIIIIIIIIIZII (0.11277343373796815+0j)
YZZZZZYIIIIIIIIIIZII (0.014546478168612587+0j)
XZZZZZXIIIIIIIIIIZII (0.014546478168612587+0j)
IIIIIZIIIIIIIIIIIZII (0.13271283266173783+0j)
IIIIZIIIIIIIIIIIIZII (0.13271283266173792+0j)
IIIZIIIIIIIIIIIIIZII (0.12369877119922476+0j)
IIZIIIIIIIIIIIIIIZII (0.1291758826025775+0j)
IZIIIIIIIIIIIIIIIZII (0.12917588260257754+0j)
ZIIIIIIIIIIIIIIIIZII (0.15382860439602952+0j)
IIIIIIIIIIIIIYZZIYII (-0.022852774219712976+0j)
IIIIIIIIIIIIIXZZIXII (-0.022852774219712976+0j)
IIIIIIIIIIIIYZZYYYII (0.015035044810133775+0j)
IIIIIIIIIIIIXZZXYYII (0.008352297255955264+0j)
IIIIIIIIIIIIYZZXXYII (0.006682747554178514+0j)
IIIIIIIIIIIIXZZYYXII (0.006682747554178514+0j)
IIIIIIIIIIIIYZZYXXII (0.008352297255955264+0j)
IIIIIIIIIIIIXZZXXXII (0.015035044810133775+0j)
IIIIIIIIIIIYZZZYYYII (-0.0007084014540564816+0j)
IIIIIIIIIIIXZZZXYYII (-0.00039353254982271105+0j)
IIIIIIIIIIIYZZZXXYII (-0.00031486890423377065+0j)
IIIIIIIIIIIXZZZYYXII (-0.00031486890423377065+0j)
IIIIIIIIIIIYZZZYXXII (-0.00039353254982271105+0j)
IIIIIIIIIIIXZZZXXXII (-0.0007084014540564816+0j)
IIIIIIIIIIIIYZYIYYII (0.0007084014540564772+0j)
IIIIIIIIIIIIXZXIYYII (0.00039353254982270845+0j)
IIIIIIIIIIIIYZXIXYII (0.0003148689042337686+0j)
IIIIIIIIIIIIXZYIYXII (0.0003148689042337686+0j)
IIIIIIIIIIIIYZYIXXII (0.00039353254982270845+0j)
IIIIIIIIIIIIXZXIXXII (0.0007084014540564772+0j)
IIIIIIIIIIIYZZYIYYII (0.015035044810133787+0j)
IIIIIIIIIIIXZZXIYYII (0.008352297255955262+0j)
IIIIIIIIIIIYZZXIXYII (0.006682747554178522+0j)
IIIIIIIIIIIXZZYIYXII (0.006682747554178522+0j)
IIIIIIIIIIIYZZYIXXII (0.008352297255955262+0j)
IIIIIIIIIIIXZZXIXXII (0.015035044810133787+0j)
IIIIIIIIIIYZZYIIYYII (-0.024755362528159665+0j)
IIIIIIIIIIXZZXIIYYII (-0.008053474260172498+0j)
IIIIIIIIIIYZZXIIXYII (-0.01670188826798717+0j)
IIIIIIIIIIXZZYIIYXII (-0.01670188826798717+0j)
IIIIIIIIIIYZZYIIXXII (-0.008053474260172498+0j)
IIIIIIIIIIXZZXIIXXII (-0.024755362528159665+0j)
IIIIIIIIYYIIIIIIYYII (0.04480910587544197+0j)
IIIIIIIIXXIIIIIIYYII (0.04480910587544197+0j)
IIIIIIIIYYIIIIIIXXII (0.04480910587544197+0j)
IIIIIIIIXXIIIIIIXXII (0.04480910587544197+0j)
IIIIIIYZZYIIIIIIYYII (-0.0011737940895993858+0j)
IIIIIIXZZXIIIIIIYYII (-0.0011737940895993858+0j)
IIIIIIYZZYIIIIIIXXII (-0.0011737940895993858+0j)
IIIIIIXZZXIIIIIIXXII (-0.0011737940895993858+0j)
YZZZZZZZZYIIIIIIYYII (0.0026087697399921894+0j)
XZZZZZZZZXIIIIIIYYII (0.0026087697399921894+0j)
YZZZZZZZZYIIIIIIXXII (0.0026087697399921894+0j)
XZZZZZZZZXIIIIIIXXII (0.0026087697399921894+0j)
IIIIIIIYYIIIIIIIYYII (-0.0023321082147603326+0j)
IIIIIIIXXIIIIIIIYYII (-0.0023321082147603326+0j)
IIIIIIIYYIIIIIIIXXII (-0.0023321082147603326+0j)
IIIIIIIXXIIIIIIIXXII (-0.0023321082147603326+0j)
IIIYZZZZYIIIIIIIYYII (-0.0007525496132019954+0j)
IIIXZZZZXIIIIIIIYYII (-0.0007525496132019954+0j)
IIIYZZZZYIIIIIIIXXII (-0.0007525496132019954+0j)
IIIXZZZZXIIIIIIIXXII (-0.0007525496132019954+0j)
IIIIIIYYIIIIIIIIYYII (0.017896099891464887+0j)
IIIIIIXXIIIIIIIIYYII (0.017896099891464887+0j)
IIIIIIYYIIIIIIIIXXII (0.017896099891464887+0j)
IIIIIIXXIIIIIIIIXXII (0.017896099891464887+0j)
YZZZZZZYIIIIIIIIYYII (-0.012635707789088247+0j)
XZZZZZZXIIIIIIIIYYII (-0.012635707789088247+0j)
YZZZZZZYIIIIIIIIXXII (-0.012635707789088247+0j)
XZZZZZZXIIIIIIIIXXII (-0.012635707789088247+0j)
IIIYZZYIIIIIIIIIYYII (-0.024131474077341605+0j)
IIIXZZXIIIIIIIIIYYII (-0.024131474077341605+0j)
IIIYZZYIIIIIIIIIXXII (-0.024131474077341605+0j)
IIIXZZXIIIIIIIIIXXII (-0.024131474077341605+0j)
IIYZZYIIIIIIIIIIYYII (0.025414513929341694+0j)
IIXZZXIIIIIIIIIIYYII (0.025414513929341694+0j)
IIYZZYIIIIIIIIIIXXII (0.025414513929341694+0j)
IIXZZXIIIIIIIIIIXXII (0.025414513929341694+0j)
IYZZZYIIIIIIIIIIYYII (-0.001197447619813524+0j)
IXZZZXIIIIIIIIIIYYII (-0.001197447619813524+0j)
IYZZZYIIIIIIIIIIXXII (-0.001197447619813524+0j)
IXZZZXIIIIIIIIIIXXII (-0.001197447619813524+0j)
IIYZYIIIIIIIIIIIYYII (0.0011974476198135164+0j)
IIXZXIIIIIIIIIIIYYII (0.0011974476198135164+0j)
IIYZYIIIIIIIIIIIXXII (0.0011974476198135164+0j)
IIXZXIIIIIIIIIIIXXII (0.0011974476198135164+0j)
IYZZYIIIIIIIIIIIYYII (0.02541451392934171+0j)
IXZZXIIIIIIIIIIIYYII (0.02541451392934171+0j)
IYZZYIIIIIIIIIIIXXII (0.02541451392934171+0j)
IXZZXIIIIIIIIIIIXXII (0.02541451392934171+0j)
YZZYIIIIIIIIIIIIYYII (-0.017049920292109996+0j)
XZZXIIIIIIIIIIIIYYII (-0.017049920292109996+0j)
YZZYIIIIIIIIIIIIXXII (-0.017049920292109996+0j)
XZZXIIIIIIIIIIIIXXII (-0.017049920292109996+0j)
IIIIIIIIIIIIIYZIZYII (-0.013489559457914664+0j)
IIIIIIIIIIIIIXZIZXII (-0.013489559457914664+0j)
IIIIIIIIIIYZYIIYZYII (0.006758885488283431+0j)
IIIIIIIIIIXZXIIYZYII (-0.0057603790759897+0j)
IIIIIIIIIIYZXIIXZYII (0.012519264564273137+0j)
IIIIIIIIIIXZYIIYZXII (0.012519264564273137+0j)
IIIIIIIIIIYZYIIXZXII (-0.0057603790759897+0j)
IIIIIIIIIIXZXIIXZXII (0.006758885488283431+0j)
IIIIIIIIIIYYIIIYZYII (-0.00031845627120938617+0j)
